Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
MaxInv,7,C0250,2000.0
MaxInv,7,C0260,2000.0
MaxInv,7,C0269,2000.0
MaxInv,7,C0515,1.0
MaxInv,8,C0047,2000.0
MaxInv,8,C0228,2000.0
MaxInv,8,C0240,2000.0
MaxInv,8,C0251,2000.0
MaxInv,8,C0261,2000.0
MaxInv,8,C0270,2000.0
MaxInv,8,C0278,2000.0
MaxInv,8,C0516,1.0
MaxInv,9,C0229,2000.0
MaxInv,9,C0241,2000.0
MaxInv,9,C0252,2000.0
MaxInv,9,C0262,2000.0
MaxInv,9,C0271,2000.0
MaxInv,9,C0279,2000.0
MaxInv,9,C0286,2000.0
MaxInv,9,C0517,1.0
MaxInv,10,C0230,2000.0
MaxInv,10,C0242,2000.0
MaxInv,10,C0253,2000.0
MaxInv,10,C0263,2000.0
MaxInv,10,C0272,2000.0
MaxInv,10,C0280,2000.0
MaxInv,10,C0287,2000.0
MaxInv,10,C0518,1.0
MaxInv,11,C0231,2000.0
MaxInv,11,C0243,2000.0
MaxInv,11,C0254,2000.0
MaxInv,11,C0264,2000.0
MaxInv,11,C0273,2000.0
MaxInv,11,C0281,2000.0
MaxInv,11,C0288,2000.0
MaxInv,11,C0519,1.0
MaxInv,12,C0232,2000.0
MaxInv,12,C0244,2000.0
MaxInv,12,C0255,2000.0
MaxInv,12,C0265,2000.0
MaxInv,12,C0274,2000.0
MaxInv,12,C0282,2000.0
MaxInv,12,C0289,2000.0
MaxInv,12,C0520,1.0
MaxInv,13,C0233,2000.0
MaxInv,13,C0245,2000.0
MaxInv,13,C0256,2000.0
MaxInv,13,C0266,2000.0
MaxInv,13,C0275,2000.0
MaxInv,13,C0283,2000.0
MaxInv,13,C0290,2000.0
MaxInv,13,C0521,1.0
MaxInv,14,C0234,2000.0
MaxInv,14,C0246,2000.0
MaxInv,14,C0257,2000.0
MaxInv,14,C0267,2000.0
MaxInv,14,C0276,2000.0
MaxInv,14,C0284,2000.0
MaxInv,14,C0291,2000.0
MaxInv,14,C0522,1.0
MaxInv,15,C0235,2000.0
MaxInv,15,C0247,2000.0
MaxInv,15,C0258,2000.0
MaxInv,15,C0268,2000.0
MaxInv,15,C0277,2000.0
MaxInv,15,C0285,2000.0
MaxInv,15,C0292,2000.0
MaxInv,15,C0523,1.0
