decision_id,from_node,to_node
d016393,c558,c1800
d016394,c541,c248
d016395,c542,c249
d016396,c544,c250
d016397,c545,c251
d016398,c546,c252
d016399,c547,c253
d016400,c548,c254
d016401,c549,c255
d016402,c550,c256
d016403,c551,c258
d016404,c552,c259
d016405,c553,c260
d016406,c554,c261
d016408,c556,c263
d016409,c557,c264
d016410,c558,c265
d016411,c541,c766
d016412,c542,c767
d016413,c544,c768
d016414,c545,c769
d016415,c546,c770
d016416,c547,c771
d016417,c548,c772
d016418,c549,c773
d016419,c550,c774
d016420,c551,c776
d016421,c552,c777
d016422,c553,c778
d016423,c554,c779
d016425,c556,c781
d016426,c557,c782
d016427,c558,c783
d016428,c541,c1284
d016429,c542,c1285
d016430,c544,c1286
d016431,c545,c1287
d016432,c546,c1288
d016433,c547,c1289
d016434,c548,c1290
d016435,c549,c1291
d016436,c550,c1292
d016437,c551,c1294
d016438,c552,c1295
d016439,c553,c1296
d016440,c554,c1297
d016442,c556,c1299
d016443,c557,c1300
d016444,c558,c1301
d016445,c541,c1802
d016446,c542,c1803
d016447,c544,c1804
d016448,c545,c1805
d016449,c546,c1806
d016450,c547,c1807
d016451,c548,c1808
d016452,c549,c1809
d016453,c550,c1810
d016454,c551,c1812
d016455,c552,c1813
d016456,c553,c1814
d016457,c554,c1815
d016459,c556,c1817
d016460,c557,c1818
d016461,c558,c1819
d016462,c541,c267
d016463,c542,c268
d016464,c544,c269
d016465,c545,c270
d016466,c546,c271
d016467,c547,c272
d016468,c548,c273
d016469,c549,c274
d016470,c550,c275
d016471,c551,c277
d016472,c552,c278
d016473,c553,c279
d016474,c554,c280
d016476,c556,c282
d016477,c557,c283
d016478,c558,c284
d016479,c541,c785
d016480,c542,c786
d016481,c544,c787
d016482,c545,c788
d016483,c546,c789
d016484,c547,c790
d016485,c548,c791
d016486,c549,c792
d016487,c550,c793
d016488,c551,c795
d016489,c552,c796
d016490,c553,c797
d016491,c554,c798
d016493,c556,c800
d016494,c557,c801
d016495,c558,c802
d016496,c541,c1303
d016497,c542,c1304
d016498,c544,c1305
d016499,c545,c1306
d016500,c546,c1307
d016501,c547,c1308
d016502,c548,c1309
d016503,c549,c1310
d016504,c550,c1311
d016505,c551,c1313
d016506,c552,c1314
d016507,c553,c1315
d016508,c554,c1316
d016510,c556,c1318
d016511,c557,c1319
d016512,c558,c1320
d016513,c541,c1821
d016514,c542,c1822
d016515,c544,c1823
d016516,c545,c1824
d016517,c546,c1825
d016518,c547,c1826
d016519,c548,c1827
d016520,c549,c1828
d016521,c550,c1829
d016522,c551,c1831
d016523,c552,c1832
d016524,c553,c1833
d016525,c554,c1834
d016527,c556,c1836
d016528,c557,c1837
d016529,c558,c1838
d016530,c1058,c559
d016531,c1059,c560
d016532,c1060,c561
d016533,c1061,c562
d016534,c1062,c563
d016535,c1063,c564
d016536,c1064,c565
d016537,c1065,c566
d016538,c1066,c567
d016539,c1067,c568
d016540,c1068,c569
d016541,c1069,c570
d016542,c1070,c571
d016543,c1071,c572
d016544,c1072,c573
d016546,c1074,c575
d016547,c1075,c576
d016548,c1076,c577
d016549,c1058,c1077
d016550,c1059,c1078
d016551,c1060,c1079
d016552,c1061,c1080
d016553,c1062,c1081
d016554,c1063,c1082
d016555,c1064,c1083
d016556,c1065,c1084
d016557,c1066,c1085
d016558,c1067,c1086
d016559,c1068,c1087
d016560,c1069,c1088
d016561,c1070,c1089
d016562,c1071,c1090
d016563,c1072,c1091
d016565,c1074,c1093
d016566,c1075,c1094
d016567,c1076,c1095
d016568,c1058,c1595
d016569,c1059,c1596
d016570,c1060,c1597
d016571,c1061,c1598
d016572,c1062,c1599
d016573,c1063,c1600
d016574,c1064,c1601
d016575,c1065,c1602
d016576,c1066,c1603
d016577,c1067,c1604
d016578,c1068,c1605
d016579,c1069,c1606
d016580,c1070,c1607
d016581,c1071,c1608
d016582,c1072,c1609
d016584,c1074,c1611
d016585,c1075,c1612
d016586,c1076,c1613
d016587,c1058,c60
d016588,c1059,c61
d016589,c1060,c62
d016590,c1061,c63
d016591,c1062,c64
d016592,c1063,c65
d016593,c1064,c66
d016594,c1065,c67
d016595,c1066,c68
d016596,c1067,c69
d016597,c1068,c70
d016598,c1069,c71
d016599,c1070,c72
d016600,c1071,c73
d016601,c1072,c74
d016603,c1074,c76
d016604,c1075,c77
d016605,c1076,c78
d016606,c1058,c578
d016607,c1059,c579
d016608,c1060,c580
d016609,c1061,c581
d016610,c1062,c582
d016611,c1063,c583
d016612,c1064,c584
d016613,c1065,c585
d016614,c1066,c586
d016615,c1067,c587
d016616,c1068,c588
d016617,c1069,c589
d016618,c1070,c590
d016619,c1071,c591
d016620,c1072,c592
d016622,c1074,c594
d016623,c1075,c595
d016624,c1076,c596
d016625,c1058,c1096
d016626,c1059,c1097
d016627,c1060,c1098
d016628,c1061,c1099
d016629,c1062,c1100
d016630,c1063,c1101
d016631,c1064,c1102
d016632,c1065,c1103
d016633,c1066,c1104
d016634,c1067,c1105
d016635,c1068,c1106
d016636,c1069,c1107
d016637,c1070,c1108
d016638,c1071,c1109
d016639,c1072,c1110
d016641,c1074,c1112
d016642,c1075,c1113
d016643,c1076,c1114
d016644,c1058,c1614
d016645,c1059,c1615
d016646,c1060,c1616
d016647,c1061,c1617
d016648,c1062,c1618
d016649,c1063,c1619
d016650,c1064,c1620
d016651,c1065,c1621
d016652,c1066,c1622
d016653,c1067,c1623
d016654,c1068,c1624
d016655,c1069,c1625
d016656,c1070,c1626
d016657,c1071,c1627
d016658,c1072,c1628
d016660,c1074,c1630
d016661,c1075,c1631
d016662,c1076,c1632
d016663,c1058,c286
d016664,c1059,c287
d016665,c1060,c288
d016666,c1062,c289
d016667,c1063,c290
d016668,c1065,c291
d016669,c1066,c292
d016670,c1067,c293
d016671,c1068,c294
d016672,c1069,c296
d016673,c1070,c297
d016674,c1071,c298
d016675,c1072,c299
d016677,c1074,c301
d016678,c1075,c302
d016679,c1076,c303
d016680,c1058,c804
d016681,c1059,c805
d016682,c1060,c806
d016683,c1062,c807
d016684,c1063,c808
d016685,c1065,c809
d016686,c1066,c810
d016687,c1067,c811
d016688,c1068,c812
d016689,c1069,c814
d016690,c1070,c815
d016691,c1071,c816
d016692,c1072,c817
d016694,c1074,c819
d016695,c1075,c820
d016696,c1076,c821
d016697,c1058,c1322
d016698,c1059,c1323
d016699,c1060,c1324
d016700,c1062,c1325
d016701,c1063,c1326
d016702,c1065,c1327
d016703,c1066,c1328
d016704,c1067,c1329
d016705,c1068,c1330
d016706,c1069,c1332
d016707,c1070,c1333
d016708,c1071,c1334
d016709,c1072,c1335
d016711,c1074,c1337
d016712,c1075,c1338
d016713,c1076,c1339
d016714,c1058,c1840
d016715,c1059,c1841
d016716,c1060,c1842
d016717,c1062,c1843
d016718,c1063,c1844
d016719,c1065,c1845
d016720,c1066,c1846
d016721,c1067,c1847
d016722,c1068,c1848
d016723,c1069,c1850
d016724,c1070,c1851
d016725,c1071,c1852
d016726,c1072,c1853
d016728,c1074,c1855
d016729,c1075,c1856
d016730,c1076,c1857
d016731,c1058,c305
d016732,c1059,c306
d016733,c1060,c307
d016734,c1062,c308
d016735,c1063,c309
d016736,c1065,c310
d016737,c1066,c311
d016738,c1067,c312
d016739,c1068,c313
d016740,c1069,c315
d016741,c1070,c316
d016742,c1071,c317
d016743,c1072,c318
d016745,c1074,c320
d016746,c1075,c321
d016747,c1076,c322
d016748,c1058,c823
d016749,c1059,c824
d016750,c1060,c825
d016751,c1062,c826
d016752,c1063,c827
d016753,c1065,c828
d016754,c1066,c829
d016755,c1067,c830
d016756,c1068,c831
d016757,c1069,c833
d016758,c1070,c834
d016759,c1071,c835
d016760,c1072,c836
d016762,c1074,c838
d016763,c1075,c839
d016764,c1076,c840
d016765,c1058,c1341
d016766,c1059,c1342
d016767,c1060,c1343
d016768,c1062,c1344
d016769,c1063,c1345
d016770,c1065,c1346
d016771,c1066,c1347
d016772,c1067,c1348
d016773,c1068,c1349
d016774,c1069,c1351
d016775,c1070,c1352
d016776,c1071,c1353
d016777,c1072,c1354
d016779,c1074,c1356
d016780,c1075,c1357
d016781,c1076,c1358
d016782,c1058,c1859
d016783,c1059,c1860
d016784,c1060,c1861
d016785,c1062,c1862
d016786,c1063,c1863
d016787,c1065,c1864
d016788,c1066,c1865
d016789,c1067,c1866
d016790,c1068,c1867
d016791,c1069,c1869
d016792,c1070,c1870
d016793,c1071,c1871
d016794,c1072,c1872
d016796,c1074,c1874
d016797,c1075,c1875
d016798,c1076,c1876
d016799,c1058,c324
d016800,c1059,c325
d016801,c1060,c326
d016802,c1062,c327
d016803,c1063,c328
d016804,c1066,c329
d016805,c1067,c330
d016806,c1068,c331
d016807,c1069,c333
d016808,c1070,c334
d016809,c1071,c335
d016810,c1072,c336
d016812,c1074,c338
d016813,c1075,c339
d016814,c1076,c340
d016815,c1058,c842
d016816,c1059,c843
d016817,c1060,c844
d016818,c1062,c845
d016819,c1063,c846
d016820,c1066,c847
d016821,c1067,c848
d016822,c1068,c849
d016823,c1069,c851
d016824,c1070,c852
d016825,c1071,c853
d016826,c1072,c854
d016828,c1074,c856
d016829,c1075,c857
d016830,c1076,c858
d016831,c1058,c1360
d016832,c1059,c1361
d016833,c1060,c1362
d016834,c1062,c1363
d016835,c1063,c1364
d016836,c1066,c1365
d016837,c1067,c1366
d016838,c1068,c1367
d016839,c1069,c1369
d016840,c1070,c1370
d016841,c1071,c1371
d016842,c1072,c1372
d016844,c1074,c1374
d016845,c1075,c1375
d016846,c1076,c1376
d016847,c1058,c1878
d016848,c1059,c1879
d016849,c1060,c1880
d016850,c1062,c1881
d016851,c1063,c1882
d016852,c1066,c1883
d016853,c1067,c1884
d016854,c1068,c1885
d016855,c1069,c1887
d016856,c1070,c1888
d016857,c1071,c1889
d016858,c1072,c1890
d016860,c1074,c1892
d016861,c1075,c1893
d016862,c1076,c1894
d016863,c1058,c342
d016864,c1059,c343
d016865,c1060,c344
d016866,c1062,c345
d016867,c1063,c346
d016868,c1066,c347
d016869,c1067,c348
d016870,c1068,c349
d016871,c1069,c351
d016872,c1070,c352
d016873,c1071,c353
d016874,c1072,c354
d016876,c1074,c356
d016877,c1075,c357
d016878,c1076,c358
d016879,c1058,c860
d016880,c1059,c861
d016881,c1060,c862
d016882,c1062,c863
d016883,c1063,c864
d016884,c1066,c865
d016885,c1067,c866
d016886,c1068,c867
d016887,c1069,c869
d016888,c1070,c870
d016889,c1071,c871
d016890,c1072,c872
d016892,c1074,c874
d016893,c1075,c875
d016894,c1076,c876
d016895,c1058,c1378
d016896,c1059,c1379
d016897,c1060,c1380
d016898,c1062,c1381
d016899,c1063,c1382
d016900,c1066,c1383
d016901,c1067,c1384
d016902,c1068,c1385
d016903,c1069,c1387
d016904,c1070,c1388
d016905,c1071,c1389
d016906,c1072,c1390
d016908,c1074,c1392
d016909,c1075,c1393
d016910,c1076,c1394
d016911,c1058,c1896
d016912,c1059,c1897
d016913,c1060,c1898
d016914,c1062,c1899
d016915,c1063,c1900
d016916,c1066,c1901
d016917,c1067,c1902
d016918,c1068,c1903
d016919,c1069,c1905
d016920,c1070,c1906
d016921,c1071,c1907
d016922,c1072,c1908
d016924,c1074,c1910
d016925,c1075,c1911
d016926,c1076,c1912
d016927,c1058,c360
d016928,c1059,c361
d016929,c1060,c362
d016930,c1062,c363
d016931,c1063,c364
d016932,c1066,c365
d016933,c1067,c366
d016934,c1068,c367
d016935,c1069,c369
d016936,c1070,c370
d016937,c1071,c371
d016938,c1072,c372
d016940,c1074,c374
d016941,c1075,c375
d016942,c1076,c376
d016943,c1058,c878
d016944,c1059,c879
d016945,c1060,c880
d016946,c1062,c881
d016947,c1063,c882
d016948,c1066,c883
d016949,c1067,c884
d016950,c1068,c885
d016951,c1069,c887
d016952,c1070,c888
d016953,c1071,c889
d016954,c1072,c890
d016956,c1074,c892
d016957,c1075,c893
d016958,c1076,c894
d016959,c1058,c1396
d016960,c1059,c1397
d016961,c1060,c1398
d016962,c1062,c1399
d016963,c1063,c1400
d016964,c1066,c1401
d016965,c1067,c1402
d016966,c1068,c1403
d016967,c1069,c1405
d016968,c1070,c1406
d016969,c1071,c1407
d016970,c1072,c1408
d016972,c1074,c1410
d016973,c1075,c1411
d016974,c1076,c1412
d016975,c1058,c1914
d016976,c1059,c1915
d016977,c1060,c1916
d016978,c1062,c1917
d016979,c1063,c1918
d016980,c1066,c1919
d016981,c1067,c1920
d016982,c1068,c1921
d016983,c1069,c1923
d016984,c1070,c1924
d016985,c1071,c1925
d016986,c1072,c1926
d016988,c1074,c1928
d016989,c1075,c1929
d016990,c1076,c1930
d016991,c1058,c378
d016992,c1059,c379
d016993,c1060,c380
d016994,c1062,c381
d016995,c1063,c382
d016996,c1066,c383
d016997,c1067,c384
d016998,c1068,c385
d016999,c1069,c387
d017000,c1070,c388
d017001,c1071,c389
d017002,c1072,c390
d017004,c1074,c392
d017005,c1075,c393
d017006,c1076,c394
d017007,c1058,c896
d017008,c1059,c897
d017009,c1060,c898
d017010,c1062,c899
d017011,c1063,c900
d017012,c1066,c901
d017013,c1067,c902
d017014,c1068,c903
d017015,c1069,c905
d017016,c1070,c906
d017017,c1071,c907
d017018,c1072,c908
d017020,c1074,c910
d017021,c1075,c911
d017022,c1076,c912
d017023,c1058,c1414
d017024,c1059,c1415
d017025,c1060,c1416
d017026,c1062,c1417
d017027,c1063,c1418
d017028,c1066,c1419
d017029,c1067,c1420
d017030,c1068,c1421
d017031,c1069,c1423
d017032,c1070,c1424
d017033,c1071,c1425
d017034,c1072,c1426
d017036,c1074,c1428
d017037,c1075,c1429
d017038,c1076,c1430
d017039,c1058,c1932
d017040,c1059,c1933
d017041,c1060,c1934
d017042,c1062,c1935
d017043,c1063,c1936
d017044,c1066,c1937
d017045,c1067,c1938
d017046,c1068,c1939
d017047,c1069,c1941
d017048,c1070,c1942
d017049,c1071,c1943
d017050,c1072,c1944
d017052,c1074,c1946
d017053,c1075,c1947
d017054,c1076,c1948
d017055,c1058,c396
d017056,c1059,c397
d017057,c1060,c398
d017058,c1062,c399
d017059,c1063,c400
d017060,c1066,c401
d017061,c1067,c402
d017062,c1068,c403
d017063,c1069,c405
d017064,c1070,c406
d017065,c1071,c407
d017066,c1072,c408
d017068,c1074,c410
d017069,c1075,c411
d017070,c1076,c412
d017071,c1058,c914
d017072,c1059,c915
d017073,c1060,c916
d017074,c1062,c917
d017075,c1063,c918
d017076,c1066,c919
d017077,c1067,c920
d017078,c1068,c921
d017079,c1069,c923
d017080,c1070,c924
d017081,c1071,c925
d017082,c1072,c926
d017084,c1074,c928
d017085,c1075,c929
d017086,c1076,c930
d017087,c1058,c1432
d017088,c1059,c1433
d017089,c1060,c1434
d017090,c1062,c1435
d017091,c1063,c1436
d017092,c1066,c1437
d017093,c1067,c1438
d017094,c1068,c1439
d017095,c1069,c1441
d017096,c1070,c1442
d017097,c1071,c1443
d017098,c1072,c1444
d017100,c1074,c1446
d017101,c1075,c1447
d017102,c1076,c1448
d017103,c1058,c1950
d017104,c1059,c1951
d017105,c1060,c1952
d017106,c1062,c1953
d017107,c1063,c1954
d017108,c1066,c1955
d017109,c1067,c1956
d017110,c1068,c1957
d017111,c1069,c1959
d017112,c1070,c1960
d017113,c1071,c1961
d017114,c1072,c1962
d017116,c1074,c1964
d017117,c1075,c1965
d017118,c1076,c1966
d017119,c1058,c414
d017120,c1059,c415
d017121,c1060,c416
d017122,c1061,c417
d017123,c1062,c418
d017124,c1063,c419
d017125,c1067,c420
d017126,c1068,c421
d017127,c1069,c423
d017128,c1070,c424
d017129,c1071,c425
d017130,c1072,c426
d017132,c1074,c428
d017133,c1075,c429
d017134,c1076,c430
d017135,c1058,c932
d017136,c1059,c933
d017137,c1060,c934
d017138,c1061,c935
d017139,c1062,c936
d017140,c1063,c937
d017141,c1067,c938
d017142,c1068,c939
d017143,c1069,c941
d017144,c1070,c942
d017145,c1071,c943
d017146,c1072,c944
d017148,c1074,c946
d017149,c1075,c947
d017150,c1076,c948
d017151,c1058,c1450
d017152,c1059,c1451
d017153,c1060,c1452
d017154,c1061,c1453
d017155,c1062,c1454
d017156,c1063,c1455
d017157,c1067,c1456
d017158,c1068,c1457
d017159,c1069,c1459
d017160,c1070,c1460
d017161,c1071,c1461
d017162,c1072,c1462
d017164,c1074,c1464
d017165,c1075,c1465
d017166,c1076,c1466
d017167,c1058,c1968
d017168,c1059,c1969
d017169,c1060,c1970
d017170,c1061,c1971
d017171,c1062,c1972
d017172,c1063,c1973
d017173,c1067,c1974
d017174,c1068,c1975
d017175,c1069,c1977
d017176,c1070,c1978
d017177,c1071,c1979
d017178,c1072,c1980
d017180,c1074,c1982
d017181,c1075,c1983
d017182,c1076,c1984
d017183,c1058,c432
d017184,c1059,c433
d017185,c1060,c434
d017186,c1061,c435
d017187,c1062,c436
d017188,c1063,c437
d017189,c1067,c438
d017190,c1068,c439
d017191,c1069,c441
d017192,c1070,c442
d017193,c1071,c443
d017194,c1072,c444
d017196,c1074,c446
d017197,c1075,c447
d017198,c1076,c448
d017199,c1058,c950
d017200,c1059,c951
d017201,c1060,c952
d017202,c1061,c953
d017203,c1062,c954
d017204,c1063,c955
d017205,c1067,c956
d017206,c1068,c957
d017207,c1069,c959
d017208,c1070,c960
d017209,c1071,c961
d017210,c1072,c962
d017212,c1074,c964
d017213,c1075,c965
d017214,c1076,c966
d017215,c1058,c1468
d017216,c1059,c1469
d017217,c1060,c1470
d017218,c1061,c1471
d017219,c1062,c1472
d017220,c1063,c1473
d017221,c1067,c1474
d017222,c1068,c1475
d017223,c1069,c1477
d017224,c1070,c1478
d017225,c1071,c1479
d017226,c1072,c1480
d017228,c1074,c1482
d017229,c1075,c1483
d017230,c1076,c1484
d017231,c1058,c1986
d017232,c1059,c1987
d017233,c1060,c1988
d017234,c1061,c1989
d017235,c1062,c1990
d017236,c1063,c1991
d017237,c1067,c1992
d017238,c1068,c1993
d017239,c1069,c1995
d017240,c1070,c1996
d017241,c1071,c1997
d017242,c1072,c1998
d017244,c1074,c2000
d017245,c1075,c2001
d017246,c1076,c2002
d017247,c1058,c450
d017248,c1059,c451
d017249,c1060,c452
d017250,c1061,c453
d017251,c1062,c454
d017252,c1063,c455
d017253,c1067,c456
d017254,c1068,c457
d017255,c1069,c459
d017256,c1070,c460
d017257,c1071,c461
d017258,c1072,c462
d017260,c1074,c464
d017261,c1075,c465
d017262,c1076,c466
d017263,c1058,c968
d017264,c1059,c969
d017265,c1060,c970
d017266,c1061,c971
d017267,c1062,c972
d017268,c1063,c973
d017269,c1067,c974
d017270,c1068,c975
d017271,c1069,c977
d017272,c1070,c978
d017273,c1071,c979
d017274,c1072,c980
d017276,c1074,c982
d017277,c1075,c983
d017278,c1076,c984
d017279,c1058,c1486
d017280,c1059,c1487
d017281,c1060,c1488
d017282,c1061,c1489
d017283,c1062,c1490
d017284,c1063,c1491
d017285,c1067,c1492
d017286,c1068,c1493
d017287,c1069,c1495
d017288,c1070,c1496
d017289,c1071,c1497
d017290,c1072,c1498
d017292,c1074,c1500
d017293,c1075,c1501
d017294,c1076,c1502
d017295,c1058,c2004
d017296,c1059,c2005
d017297,c1060,c2006
d017298,c1061,c2007
d017299,c1062,c2008
d017300,c1063,c2009
d017301,c1067,c2010
d017302,c1068,c2011
d017303,c1069,c2013
d017304,c1070,c2014
d017305,c1071,c2015
d017306,c1072,c2016
d017308,c1074,c2018
d017309,c1075,c2019
d017310,c1076,c2020
d017311,c1058,c468
d017312,c1059,c469
d017313,c1060,c470
d017314,c1061,c471
d017315,c1062,c472
d017316,c1063,c473
d017317,c1064,c474
d017318,c1068,c475
d017319,c1069,c477
d017320,c1070,c478
d017321,c1071,c479
d017322,c1072,c480
d017324,c1074,c482
d017325,c1075,c483
d017326,c1076,c484
d017327,c1058,c986
d017328,c1059,c987
d017329,c1060,c988
d017330,c1061,c989
d017331,c1062,c990
d017332,c1063,c991
d017333,c1064,c992
d017334,c1068,c993
d017335,c1069,c995
d017336,c1070,c996
d017337,c1071,c997
d017338,c1072,c998
d017340,c1074,c1000
d017341,c1075,c1001
d017342,c1076,c1002
d017343,c1058,c1504
d017344,c1059,c1505
d017345,c1060,c1506
d017346,c1061,c1507
d017347,c1062,c1508
d017348,c1063,c1509
d017349,c1064,c1510
d017350,c1068,c1511
d017351,c1069,c1513
d017352,c1070,c1514
d017353,c1071,c1515
d017354,c1072,c1516
d017356,c1074,c1518
d017357,c1075,c1519
d017358,c1076,c1520
d017359,c1058,c2022
d017360,c1059,c2023
d017361,c1060,c2024
d017362,c1061,c2025
d017363,c1062,c2026
d017364,c1063,c2027
d017365,c1064,c2028
d017366,c1068,c2029
d017367,c1069,c2031
d017368,c1070,c2032
d017369,c1071,c2033
d017370,c1072,c2034
d017372,c1074,c2036
d017373,c1075,c2037
d017374,c1076,c2038
d017375,c1058,c486
d017376,c1059,c487
d017377,c1060,c488
d017378,c1061,c489
d017379,c1062,c490
d017380,c1063,c491
d017381,c1064,c492
d017382,c1068,c493
d017383,c1069,c495
d017384,c1070,c496
d017385,c1071,c497
d017386,c1072,c498
d017388,c1074,c500
d017389,c1075,c501
d017390,c1076,c502
d017391,c1058,c1004
d017392,c1059,c1005
d017393,c1060,c1006
d017394,c1061,c1007
d017395,c1062,c1008
d017396,c1063,c1009
d017397,c1064,c1010
d017398,c1068,c1011
d017399,c1069,c1013
d017400,c1070,c1014
d017401,c1071,c1015
d017402,c1072,c1016
d017404,c1074,c1018
d017405,c1075,c1019
d017406,c1076,c1020
d017407,c1058,c1522
d017408,c1059,c1523
d017409,c1060,c1524
d017410,c1061,c1525
d017411,c1062,c1526
d017412,c1063,c1527
d017413,c1064,c1528
d017414,c1068,c1529
d017415,c1069,c1531
d017416,c1070,c1532
d017417,c1071,c1533
d017418,c1072,c1534
d017420,c1074,c1536
d017421,c1075,c1537
d017422,c1076,c1538
d017423,c1058,c2040
d017424,c1059,c2041
d017425,c1060,c2042
d017426,c1061,c2043
d017427,c1062,c2044
d017428,c1063,c2045
d017429,c1064,c2046
d017430,c1068,c2047
d017431,c1069,c2049
d017432,c1070,c2050
d017433,c1071,c2051
d017434,c1072,c2052
d017436,c1074,c2054
d017437,c1075,c2055
d017438,c1076,c2056
d017439,c1058,c504
d017440,c1059,c505
d017441,c1060,c506
d017442,c1061,c507
d017443,c1062,c508
d017444,c1063,c509
d017445,c1064,c510
d017446,c1068,c511
d017447,c1069,c513
d017448,c1070,c514
d017449,c1071,c515
d017450,c1072,c516
d017452,c1074,c518
d017453,c1075,c519
d017454,c1076,c520
d017455,c1058,c1022
d017456,c1059,c1023
d017457,c1060,c1024
d017458,c1061,c1025
d017459,c1062,c1026
d017460,c1063,c1027
d017461,c1064,c1028
d017462,c1068,c1029
d017463,c1069,c1031
d017464,c1070,c1032
d017465,c1071,c1033
d017466,c1072,c1034
d017468,c1074,c1036
d017469,c1075,c1037
d017470,c1076,c1038
d017471,c1058,c1540
d017472,c1059,c1541
d017473,c1060,c1542
d017474,c1061,c1543
d017475,c1062,c1544
d017476,c1063,c1545
d017477,c1064,c1546
d017478,c1068,c1547
d017479,c1069,c1549
d017480,c1070,c1550
d017481,c1071,c1551
d017482,c1072,c1552
d017484,c1074,c1554
d017485,c1075,c1555
d017486,c1076,c1556
d017487,c1058,c2058
d017488,c1059,c2059
d017489,c1060,c2060
d017490,c1061,c2061
d017491,c1062,c2062
d017492,c1063,c2063
d017493,c1064,c2064
d017494,c1068,c2065
d017495,c1069,c2067
d017496,c1070,c2068
d017497,c1071,c2069
d017498,c1072,c2070
d017500,c1074,c2072
d017501,c1075,c2073
d017502,c1076,c2074
d017503,c1058,c522
d017504,c1059,c523
d017505,c1060,c524
d017506,c1061,c525
d017507,c1062,c526
d017508,c1063,c527
d017509,c1064,c528
d017510,c1068,c529
d017511,c1069,c531
d017512,c1070,c532
d017513,c1071,c533
d017514,c1072,c534
d017516,c1074,c536
d017517,c1075,c537
d017518,c1076,c538
d017519,c1058,c1040
d017520,c1059,c1041
d017521,c1060,c1042
d017522,c1061,c1043
d017523,c1062,c1044
d017524,c1063,c1045
d017525,c1064,c1046
d017526,c1068,c1047
d017527,c1069,c1049
d017528,c1070,c1050
d017529,c1071,c1051
d017530,c1072,c1052
d017532,c1074,c1054
d017533,c1075,c1055
d017534,c1076,c1056
d017535,c1058,c1558
d017536,c1059,c1559
d017537,c1060,c1560
d017538,c1061,c1561
d017539,c1062,c1562
d017540,c1063,c1563
d017541,c1064,c1564
d017542,c1068,c1565
d017543,c1069,c1567
d017544,c1070,c1568
d017545,c1071,c1569
d017546,c1072,c1570
d017548,c1074,c1572
d017549,c1075,c1573
d017550,c1076,c1574
d017551,c1058,c2076
d017552,c1059,c2077
d017553,c1060,c2078
d017554,c1061,c2079
d017555,c1062,c2080
d017556,c1063,c2081
d017557,c1064,c2082
d017558,c1068,c2083
d017559,c1069,c2085
d017560,c1070,c2086
d017561,c1071,c2087
d017562,c1072,c2088
d017564,c1074,c2090
d017565,c1075,c2091
d017566,c1076,c2092
d017583,c1073,c3270
d017588,c1059,c79
d017589,c1060,c80
d017590,c1061,c81
d017591,c1062,c82
d017592,c1063,c83
d017593,c1064,c84
d017594,c1065,c85
d017595,c1066,c86
d017596,c1067,c87
d017597,c1068,c88
d017598,c1069,c90
d017599,c1070,c91
d017600,c1071,c92
d017601,c1072,c93
d017603,c1074,c95
d017604,c1075,c96
d017605,c1076,c97
d017606,c1059,c597
d017607,c1060,c598
d017608,c1061,c599
d017609,c1062,c600
d017610,c1063,c601
d017611,c1064,c602
d017612,c1065,c603
d017613,c1066,c604
d017614,c1067,c605
d017615,c1068,c606
d017616,c1069,c608
d017617,c1070,c609
d017618,c1071,c610
d017619,c1072,c611
d017621,c1074,c613
d017622,c1075,c614
d017623,c1076,c615
d017624,c1059,c1115
d017625,c1060,c1116
d017626,c1061,c1117
d017627,c1062,c1118
d017628,c1063,c1119
d017629,c1064,c1120
d017630,c1065,c1121
d017631,c1066,c1122
d017632,c1067,c1123
d017633,c1068,c1124
d017634,c1069,c1126
d017635,c1070,c1127
d017636,c1071,c1128
d017637,c1072,c1129
d017639,c1074,c1131
d017640,c1075,c1132
d017641,c1076,c1133
d017642,c1059,c1633
d017643,c1060,c1634
d017644,c1061,c1635
d017645,c1062,c1636
d017646,c1063,c1637
d017647,c1064,c1638
d017648,c1065,c1639
d017649,c1066,c1640
d017650,c1067,c1641
d017651,c1068,c1642
d017652,c1069,c1644
d017653,c1070,c1645
d017654,c1071,c1646
d017655,c1072,c1647
d017657,c1074,c1649
d017658,c1075,c1650
d017659,c1076,c1651
d017660,c1059,c98
d017661,c1060,c99
d017662,c1061,c100
d017663,c1062,c101
d017664,c1063,c102
d017665,c1064,c103
d017666,c1065,c104
d017667,c1066,c105
d017668,c1067,c106
d017669,c1068,c107
d017670,c1069,c109
d017671,c1070,c110
d017672,c1071,c111
d017673,c1072,c112
d017675,c1074,c114
d017676,c1075,c115
d017677,c1076,c116
d017678,c1059,c616
d017679,c1060,c617
d017680,c1061,c618
d017681,c1062,c619
d017682,c1063,c620
d017683,c1064,c621
d017684,c1065,c622
d017685,c1066,c623
d017686,c1067,c624
d017687,c1068,c625
d017688,c1069,c627
d017689,c1070,c628
d017690,c1071,c629
d017691,c1072,c630
d017693,c1074,c632
d017694,c1075,c633
d017695,c1076,c634
d017696,c1059,c1134
d017697,c1060,c1135
d017698,c1061,c1136
d017699,c1062,c1137
d017700,c1063,c1138
d017701,c1064,c1139
d017702,c1065,c1140
d017703,c1066,c1141
d017704,c1067,c1142
d017705,c1068,c1143
d017706,c1069,c1145
d017707,c1070,c1146
d017708,c1071,c1147
d017709,c1072,c1148
d017711,c1074,c1150
d017712,c1075,c1151
d017713,c1076,c1152
