decision_id,from_node,to_node
d78737,N08528,N08533
d78738,N09699,N09700
d78739,N09699,N10345
d78740,N01814,N01816
d78741,N01814,N15192
d78742,N01814,N00244
d78743,N00242,N01816
d78744,N00242,N15192
d78745,N00242,N00244
d78746,N00242,N08534
d78747,N15748,N15751
d78748,N15748,N15192
d78749,N15188,N01816
d78750,N15188,N15751
d78751,N15188,N15192
d78752,N15188,N00244
d78753,N10341,N09700
d78754,N10341,N10345
d78755,N10341,N08534
d78756,N08529,N00244
d78757,N08529,N10345
d78758,N08529,N08534
d78759,N10818,N10819
d78760,N10818,N03868
d78761,N10818,N16531
d78762,N10818,N10632
d78763,N10631,N10819
d78764,N10631,N10632
d78765,N10631,N09315
d78766,N04424,N04427
d78767,N04424,N03868
d78768,N03865,N04427
d78769,N03865,N10819
d78770,N03865,N03868
d78771,N03865,N16531
d78772,N02897,N02901
d78773,N02897,N02341
d78774,N02338,N02901
d78775,N02338,N02341
d78776,N02338,N16159
d78777,N16529,N10819
d78778,N16529,N03868
d78779,N16529,N16531
d78780,N16529,N16159
d78781,N16157,N02341
d78782,N16157,N16531
d78783,N16157,N16159
d78784,N16157,N15752
d78785,N15749,N16159
d78786,N15749,N15752
d78787,N09310,N10632
d78788,N09310,N09315
d78789,N09310,N08535
d78790,N08530,N09315
d78791,N08530,N08535
d78792,N11715,N16905
d78793,N11715,N11717
d78794,N11715,N11310
d78795,N07666,N07669
d78796,N07666,N18894
d78797,N18892,N07669
d78798,N18892,N18894
d78799,N18892,N18390
d78800,N18385,N18894
d78801,N18385,N18390
d78802,N16903,N16905
d78803,N16903,N11717
d78804,N13883,N13886
d78805,N11307,N11717
d78806,N11307,N11310
d78807,N11307,N08537
d78808,N10342,N10347
d78809,N10342,N08537
d78810,N09311,N09316
d78811,N09311,N08537
d78812,N08531,N11310
d78813,N08531,N10347
d78814,N08531,N09316
d78815,N08531,N08537
d78816,N17648,N13362
d78817,N17648,N17650
d78818,N17648,N18391
d78819,N17648,N17278
d78820,N17275,N17650
d78821,N17275,N16906
d78822,N17275,N17278
d78823,N17275,N13887
d78824,N17275,N11718
d78825,N14664,N14666
d78826,N14664,N14294
d78827,N14292,N14666
d78828,N14292,N14294
d78829,N14292,N13887
d78830,N13360,N13362
d78831,N13360,N12988
d78832,N13360,N17650
d78833,N12986,N13362
d78834,N12986,N12988
d78835,N11716,N16906
d78836,N11716,N17278
d78837,N11716,N11718
d78838,N11716,N11312
d78839,N07667,N07670
d78840,N18387,N17650
d78841,N18387,N18391
d78842,N16904,N16906
d78843,N16904,N17278
d78844,N16904,N11718
d78845,N13884,N17278
d78846,N13884,N14294
d78847,N13884,N13887
d78848,N11308,N11718
d78849,N11308,N11312
d78850,N06245,N06246
d78851,N06245,N06042
d78852,N06041,N06246
d78853,N06041,N06042
d78854,N06041,N05837
d78855,N05836,N06042
d78856,N05836,N05837
d78857,N05836,N05633
d78858,N05632,N05837
d78859,N05632,N05633
d78860,N05632,N04869
d78861,N05427,N05429
d78862,N05427,N05243
d78863,N05242,N05429
d78864,N05242,N05243
d78865,N05242,N05056
d78866,N05055,N05243
d78867,N05055,N05056
d78868,N05055,N04869
d78869,N04868,N05633
d78870,N04868,N05056
d78871,N04868,N04869
d78872,N04868,N04683
d78873,N04682,N04869
d78874,N04682,N04683
d78875,N04682,N04428
d78876,N03377,N03378
d78877,N03377,N03173
d78878,N03172,N03378
d78879,N03172,N03173
d78880,N03172,N02902
d78881,N04425,N04683
d78882,N04425,N04428
d78883,N04425,N03869
d78884,N03866,N04428
d78885,N03866,N03869
d78886,N03866,N16533
d78887,N02899,N03173
d78888,N02899,N02902
d78889,N02899,N02342
d78890,N02339,N02902
d78891,N02339,N02342
d78892,N02339,N16160
d78893,N16530,N03869
d78894,N16530,N16533
d78895,N16530,N16160
d78896,N16158,N02342
d78897,N16158,N16533
d78898,N16158,N16160
d78899,N01431,N01202
d78900,N01431,N01433
d78901,N01431,N01817
d78902,N01201,N01202
d78903,N01201,N00971
d78904,N01201,N01433
d78905,N00970,N01202
d78906,N00970,N00971
d78907,N00970,N00740
d78908,N00739,N00971
d78909,N00739,N00740
d78910,N00739,N00509
d78911,N00508,N00740
d78912,N00508,N00509
d78913,N19265,N19267
d78914,N19265,N00246
d78915,N01815,N01433
d78916,N01815,N01817
d78917,N01815,N00246
d78918,N01815,N15193
d78919,N00243,N19267
d78920,N00243,N01817
d78921,N00243,N00246
d78922,N00243,N15193
d78923,N15190,N01817
d78924,N15190,N00246
d78925,N15190,N15193
d78926,N12649,N12650
d78927,N12649,N12989
d78928,N17649,N13363
d78929,N17649,N17651
d78930,N17649,N18392
d78931,N17649,N17279
d78932,N17277,N17651
d78933,N17277,N17279
d78934,N17277,N13888
d78935,N14665,N14669
d78936,N14665,N14295
d78937,N14293,N14669
d78938,N14293,N14295
d78939,N14293,N13888
d78940,N13361,N13363
d78941,N13361,N12989
d78942,N13361,N17651
d78943,N12987,N12650
d78944,N12987,N13363
d78945,N12987,N12989
d78946,N18388,N17651
d78947,N18388,N18392
d78948,N13885,N17279
d78949,N13885,N14295
d78950,N13885,N13888
d78951,N07177,N06991
d78952,N07177,N07178
d78953,N07177,N07672
d78954,N06990,N06991
d78955,N06990,N06806
d78956,N06990,N07178
d78957,N06804,N06991
d78958,N06804,N06806
d78959,N06804,N06619
d78960,N06618,N06806
d78961,N06618,N06619
d78962,N06618,N06432
d78963,N06431,N06619
d78964,N06431,N06432
d78965,N19266,N19268
d78966,N19266,N07672
d78967,N19266,N18895
d78968,N07668,N07178
d78969,N07668,N19268
d78970,N07668,N07672
d78971,N07668,N18895
d78972,N18893,N19268
d78973,N18893,N07672
d78974,N18893,N18895
d78975,N18893,N18393
d78976,N18389,N18895
d78977,N18389,N18393
d78978,N04426,N04430
d78979,N04426,N03870
d78980,N03867,N04430
d78981,N03867,N03870
d78982,N02900,N02903
d78983,N02900,N02344
d78984,N02340,N02903
d78985,N02340,N02344
d78986,N15750,N15753
d78987,N15750,N15194
d78988,N15191,N15753
d78989,N15191,N15194
d78990,N10374,N10378
d78991,N10374,N08577
d78992,N09344,N09349
d78993,N09344,N08577
d78994,N08572,N10378
d78995,N08572,N09349
d78996,N08572,N08577
d78997,N11333,N11337
d78998,N11333,N08578
d78999,N10375,N10380
d79000,N10375,N08578
d79001,N09345,N09350
d79002,N09345,N08578
d79003,N08573,N11337
d79004,N08573,N10380
d79005,N08573,N09350
d79006,N08573,N08578
d79007,N09708,N09709
d79008,N09708,N10381
d79009,N01831,N01834
d79010,N01831,N15218
d79011,N01831,N00262
d79012,N00260,N01834
d79013,N00260,N15218
d79014,N00260,N00262
d79015,N00260,N08579
d79016,N15774,N15779
d79017,N15774,N15218
d79018,N15215,N01834
d79019,N15215,N15779
d79020,N15215,N15218
d79021,N15215,N00262
d79022,N10376,N09709
d79023,N10376,N10381
d79024,N10376,N08579
d79025,N08574,N00262
d79026,N08574,N10381
d79027,N08574,N08579
d79028,N10827,N10828
d79029,N10827,N03895
d79030,N10827,N16549
d79031,N10827,N10641
d79032,N10640,N10828
d79033,N10640,N10641
d79034,N10640,N09351
d79035,N04451,N04455
d79036,N04451,N03895
d79037,N03892,N04455
d79038,N03892,N10828
d79039,N03892,N03895
d79040,N03892,N16549
d79041,N02924,N02927
d79042,N02924,N02368
d79043,N02364,N02927
d79044,N02364,N02368
d79045,N02364,N16176
d79046,N16547,N10828
d79047,N16547,N03895
d79048,N16547,N16549
d79049,N16547,N16176
d79050,N16174,N02368
d79051,N16174,N16549
d79052,N16174,N16176
d79053,N16174,N15780
d79054,N15775,N16176
d79055,N15775,N15780
d79056,N09346,N10641
d79057,N09346,N09351
d79058,N09346,N08580
d79059,N08575,N09351
d79060,N08575,N08580
d79061,N11732,N16923
d79062,N11732,N11735
d79063,N11732,N11338
d79064,N07692,N07696
d79065,N07692,N18912
d79066,N18910,N07696
d79067,N18910,N18912
d79068,N18910,N18425
d79069,N18421,N18912
d79070,N18421,N18425
d79071,N16920,N16923
d79072,N16920,N11735
d79073,N13910,N13914
d79074,N11335,N11735
d79075,N11335,N11338
d79076,N11335,N08582
d79077,N10377,N10382
d79078,N10377,N08582
d79079,N09348,N09352
d79080,N09348,N08582
d79081,N08576,N11338
d79082,N08576,N10382
d79083,N08576,N09352
d79084,N08576,N08582
d79085,N17667,N13379
d79086,N17667,N17669
d79087,N17667,N18426
d79088,N17667,N17295
d79089,N17293,N17669
d79090,N17293,N16924
d79091,N17293,N17295
d79092,N17293,N13915
d79093,N17293,N11736
d79094,N14683,N14685
d79095,N14683,N14311
d79096,N14309,N14685
d79097,N14309,N14311
d79098,N14309,N13915
d79099,N13377,N13379
d79100,N13377,N13007
d79101,N13377,N17669
d79102,N13005,N13379
d79103,N13005,N13007
d79104,N11734,N16924
d79105,N11734,N17295
d79106,N11734,N11736
d79107,N11734,N11339
d79108,N07694,N07697
d79109,N18422,N17669
d79110,N18422,N18426
d79111,N16922,N16924
d79112,N16922,N17295
d79113,N16922,N11736
d79114,N13911,N17295
d79115,N13911,N14311
d79116,N13911,N13915
d79117,N11336,N11736
d79118,N11336,N11339
d79119,N06254,N06255
d79120,N06254,N06051
d79121,N06049,N06255
d79122,N06049,N06051
d79123,N06049,N05846
d79124,N05845,N06051
d79125,N05845,N05846
d79126,N05845,N05642
d79127,N05641,N05846
d79128,N05641,N05642
d79129,N05641,N04878
d79130,N05436,N05437
d79131,N05436,N05252
d79132,N05250,N05437
d79133,N05250,N05252
d79134,N05250,N05065
d79135,N05064,N05252
d79136,N05064,N05065
d79137,N05064,N04878
d79138,N04877,N05642
d79139,N04877,N05065
d79140,N04877,N04878
d79141,N04877,N04692
d79142,N04691,N04878
d79143,N04691,N04692
d79144,N04691,N04456
d79145,N03385,N03387
d79146,N03385,N03182
d79147,N03181,N03387
d79148,N03181,N03182
d79149,N03181,N02928
d79150,N04453,N04692
d79151,N04453,N04456
d79152,N04453,N03896
d79153,N03893,N04456
d79154,N03893,N03896
d79155,N03893,N16550
d79156,N02925,N03182
d79157,N02925,N02928
d79158,N02925,N02369
d79159,N02366,N02928
d79160,N02366,N02369
d79161,N02366,N16178
d79162,N16548,N03896
d79163,N16548,N16550
d79164,N16548,N16178
d79165,N16175,N02369
d79166,N16175,N16550
d79167,N16175,N16178
d79168,N01440,N01211
d79169,N01440,N01441
d79170,N01440,N01835
d79171,N01209,N01211
d79172,N01209,N00980
d79173,N01209,N01441
d79174,N00979,N01211
d79175,N00979,N00980
d79176,N00979,N00749
d79177,N00748,N00980
d79178,N00748,N00749
d79179,N00748,N00518
d79180,N00517,N00749
d79181,N00517,N00518
d79182,N19282,N19284
d79183,N19282,N00263
d79184,N01833,N01441
d79185,N01833,N01835
d79186,N01833,N00263
d79187,N01833,N15219
d79188,N00261,N19284
d79189,N00261,N01835
d79190,N00261,N00263
d79191,N00261,N15219
d79192,N15216,N01835
d79193,N15216,N00263
d79194,N15216,N15219
d79195,N12657,N12659
d79196,N12657,N13008
d79197,N17668,N13381
d79198,N17668,N17670
d79199,N17668,N18427
d79200,N17668,N17296
d79201,N17294,N17670
d79202,N17294,N17296
d79203,N17294,N13916
d79204,N14684,N14686
d79205,N14684,N14313
d79206,N14310,N14686
d79207,N14310,N14313
d79208,N14310,N13916
d79209,N13378,N13381
d79210,N13378,N13008
d79211,N13378,N17670
d79212,N13006,N12659
d79213,N13006,N13381
d79214,N13006,N13008
d79215,N18423,N17670
d79216,N18423,N18427
d79217,N13912,N17296
d79218,N13912,N14313
d79219,N13912,N13916
d79220,N07186,N07001
d79221,N07186,N07187
d79222,N07186,N07698
d79223,N07000,N07001
d79224,N07000,N06814
d79225,N07000,N07187
d79226,N06813,N07001
d79227,N06813,N06814
d79228,N06813,N06628
d79229,N06626,N06814
d79230,N06626,N06628
d79231,N06626,N06442
d79232,N06441,N06628
d79233,N06441,N06442
d79234,N19283,N19286
d79235,N19283,N07698
d79236,N19283,N18913
d79237,N07695,N07187
d79238,N07695,N19286
d79239,N07695,N07698
d79240,N07695,N18913
d79241,N18911,N19286
d79242,N18911,N07698
d79243,N18911,N18913
d79244,N18911,N18428
d79245,N18424,N18913
d79246,N18424,N18428
d79247,N04454,N04457
d79248,N04454,N03898
d79249,N03894,N04457
d79250,N03894,N03898
d79251,N02926,N02929
d79252,N02926,N02370
d79253,N02367,N02929
d79254,N02367,N02370
d79255,N15776,N15781
d79256,N15776,N15220
d79257,N15217,N15781
d79258,N15217,N15220
d79259,N10409,N10414
d79260,N10409,N08621
d79261,N09379,N09384
d79262,N09379,N08621
d79263,N08616,N10414
d79264,N08616,N09384
d79265,N08616,N08621
d79266,N11360,N11363
d79267,N11360,N08622
d79268,N10410,N10415
d79269,N10410,N08622
d79270,N09381,N09385
d79271,N09381,N08622
d79272,N08617,N11363
d79273,N08617,N10415
d79274,N08617,N09385
d79275,N08617,N08622
d79276,N09717,N09718
d79277,N09717,N10416
d79278,N01849,N01851
d79279,N01849,N15246
d79280,N01849,N00280
d79281,N00277,N01851
d79282,N00277,N15246
d79283,N00277,N00280
d79284,N00277,N08623
d79285,N15802,N15805
d79286,N15802,N15246
d79287,N15242,N01851
d79288,N15242,N15805
d79289,N15242,N15246
d79290,N15242,N00280
d79291,N10411,N09718
d79292,N10411,N10416
d79293,N10411,N08623
d79294,N08618,N00280
d79295,N08618,N10416
d79296,N08618,N08623
d79297,N10836,N10837
d79298,N10836,N03922
d79299,N10836,N16568
d79300,N10836,N10650
d79301,N10649,N10837
d79302,N10649,N10650
d79303,N10649,N09386
d79304,N04478,N04481
d79305,N04478,N03922
d79306,N03918,N04481
d79307,N03918,N10837
d79308,N03918,N03922
d79309,N03918,N16568
d79310,N02950,N02954
d79311,N02950,N02394
d79312,N02391,N02954
d79313,N02391,N02394
d79314,N02391,N16194
d79315,N16565,N10837
d79316,N16565,N03922
d79317,N16565,N16568
d79318,N16565,N16194
d79319,N16192,N02394
d79320,N16192,N16568
d79321,N16192,N16194
d79322,N16192,N15806
d79323,N15803,N16194
d79324,N15803,N15806
d79325,N09382,N10650
d79326,N09382,N09386
d79327,N09382,N08624
d79328,N08619,N09386
d79329,N08619,N08624
d79330,N11750,N16940
d79331,N11750,N11752
d79332,N11750,N11364
d79333,N07719,N07722
d79334,N07719,N18929
d79335,N18927,N07722
d79336,N18927,N18929
d79337,N18927,N18461
d79338,N18457,N18929
d79339,N18457,N18461
d79340,N16938,N16940
d79341,N16938,N11752
d79342,N13937,N13940
d79343,N11361,N11752
d79344,N11361,N11364
d79345,N11361,N08626
d79346,N10413,N10417
d79347,N10413,N08626
d79348,N09383,N09387
d79349,N09383,N08626
d79350,N08620,N11364
d79351,N08620,N10417
d79352,N08620,N09387
d79353,N08620,N08626
d79354,N17684,N13397
d79355,N17684,N17686
d79356,N17684,N18462
d79357,N17684,N17313
d79358,N17311,N17686
d79359,N17311,N16941
d79360,N17311,N17313
d79361,N17311,N13941
d79362,N17311,N11753
d79363,N14700,N14703
d79364,N14700,N14329
d79365,N14327,N14703
d79366,N14327,N14329
d79367,N14327,N13941
d79368,N13395,N13397
d79369,N13395,N13024
d79370,N13395,N17686
d79371,N13022,N13397
d79372,N13022,N13024
d79373,N11751,N16941
d79374,N11751,N17313
d79375,N11751,N11753
d79376,N11751,N11365
d79377,N07720,N07723
d79378,N18458,N17686
d79379,N18458,N18462
d79380,N16939,N16941
d79381,N16939,N17313
d79382,N16939,N11753
d79383,N13938,N17313
d79384,N13938,N14329
d79385,N13938,N13941
d79386,N11362,N11753
d79387,N11362,N11365
d79388,N06263,N06264
d79389,N06263,N06059
d79390,N06058,N06264
d79391,N06058,N06059
d79392,N06058,N05855
d79393,N05854,N06059
d79394,N05854,N05855
d79395,N05854,N05651
d79396,N05649,N05855
d79397,N05649,N05651
d79398,N05649,N04888
d79399,N05446,N05447
d79400,N05446,N05260
d79401,N05259,N05447
d79402,N05259,N05260
d79403,N05259,N05074
d79404,N05072,N05260
d79405,N05072,N05074
d79406,N05072,N04888
d79407,N04887,N05651
d79408,N04887,N05074
d79409,N04887,N04888
d79410,N04887,N04701
d79411,N04700,N04888
d79412,N04700,N04701
d79413,N04700,N04482
d79414,N03394,N03395
d79415,N03394,N03191
d79416,N03190,N03395
d79417,N03190,N03191
d79418,N03190,N02955
d79419,N04479,N04701
d79420,N04479,N04482
d79421,N04479,N03923
d79422,N03920,N04482
d79423,N03920,N03923
d79424,N03920,N16569
d79425,N02951,N03191
d79426,N02951,N02955
d79427,N02951,N02395
d79428,N02392,N02955
d79429,N02392,N02395
d79430,N02392,N16195
d79431,N16567,N03923
d79432,N16567,N16569
d79433,N16567,N16195
d79434,N16193,N02395
d79435,N16193,N16569
d79436,N16193,N16195
d79437,N01450,N01219
d79438,N01450,N01451
d79439,N01450,N01852
d79440,N01218,N01219
d79441,N01218,N00989
d79442,N01218,N01451
d79443,N00987,N01219
d79444,N00987,N00989
d79445,N00987,N00758
d79446,N00757,N00989
d79447,N00757,N00758
d79448,N00757,N00527
d79449,N00526,N00758
d79450,N00526,N00527
d79451,N19300,N19302
d79452,N19300,N00281
d79453,N01850,N01451
d79454,N01850,N01852
d79455,N01850,N00281
d79456,N01850,N15247
d79457,N00279,N19302
d79458,N00279,N01852
d79459,N00279,N00281
d79460,N00279,N15247
d79461,N15243,N01852
d79462,N15243,N00281
d79463,N15243,N15247
d79464,N12666,N12667
d79465,N12666,N13026
d79466,N17685,N13398
d79467,N17685,N17688
d79468,N17685,N18463
d79469,N17685,N17314
d79470,N17312,N17688
d79471,N17312,N17314
d79472,N17312,N13942
d79473,N14702,N14704
d79474,N14702,N14330
d79475,N14328,N14704
d79476,N14328,N14330
d79477,N14328,N13942
d79478,N13396,N13398
d79479,N13396,N13026
d79480,N13396,N17688
d79481,N13023,N12667
d79482,N13023,N13398
d79483,N13023,N13026
d79484,N18459,N17688
d79485,N18459,N18463
d79486,N13939,N17314
d79487,N13939,N14330
d79488,N13939,N13942
d79489,N07195,N07010
d79490,N07195,N07196
d79491,N07195,N07724
d79492,N07009,N07010
d79493,N07009,N06823
d79494,N07009,N07196
d79495,N06822,N07010
d79496,N06822,N06823
d79497,N06822,N06636
d79498,N06635,N06823
d79499,N06635,N06636
d79500,N06635,N06451
d79501,N06449,N06636
d79502,N06449,N06451
d79503,N19301,N19303
d79504,N19301,N07724
d79505,N19301,N18931
d79506,N07721,N07196
d79507,N07721,N19303
d79508,N07721,N07724
d79509,N07721,N18931
d79510,N18928,N19303
d79511,N18928,N07724
d79512,N18928,N18931
d79513,N18928,N18465
d79514,N18460,N18931
d79515,N18460,N18465
d79516,N04480,N04483
d79517,N04480,N03924
d79518,N03921,N04483
d79519,N03921,N03924
d79520,N02952,N02956
d79521,N02952,N02396
d79522,N02393,N02956
d79523,N02393,N02396
d79524,N15804,N15807
d79525,N15804,N15248
d79526,N15244,N15807
d79527,N15244,N15248
d79528,N10445,N10450
d79529,N10445,N08666
d79530,N09415,N09419
d79531,N09415,N08666
d79532,N08661,N10450
d79533,N08661,N09419
d79534,N08661,N08666
d79535,N11386,N11390
d79536,N11386,N08667
d79537,N10447,N10451
d79538,N10447,N08667
d79539,N09416,N09420
d79540,N09416,N08667
d79541,N08662,N11390
d79542,N08662,N10451
d79543,N08662,N09420
d79544,N08662,N08667
d79545,N09726,N09727
d79546,N09726,N10452
d79547,N01867,N01869
d79548,N01867,N15272
d79549,N01867,N00297
d79550,N00295,N01869
d79551,N00295,N15272
d79552,N00295,N00297
d79553,N00295,N08668
d79554,N15828,N15831
d79555,N15828,N15272
d79556,N15269,N01869
d79557,N15269,N15831
d79558,N15269,N15272
d79559,N15269,N00297
d79560,N10448,N09727
d79561,N10448,N10452
d79562,N10448,N08668
d79563,N08663,N00297
d79564,N08663,N10452
d79565,N08663,N08668
d79566,N10844,N10846
d79567,N10844,N03948
d79568,N10844,N16585
d79569,N10844,N10660
d79570,N10659,N10846
d79571,N10659,N10660
d79572,N10659,N09421
d79573,N04504,N04508
d79574,N04504,N03948
d79575,N03945,N04508
d79576,N03945,N10846
d79577,N03945,N03948
d79578,N03945,N16585
d79579,N02977,N02980
d79580,N02977,N02421
d79581,N02417,N02980
d79582,N02417,N02421
d79583,N02417,N16212
d79584,N16583,N10846
d79585,N16583,N03948
d79586,N16583,N16585
d79587,N16583,N16212
d79588,N16209,N02421
d79589,N16209,N16585
d79590,N16209,N16212
d79591,N16209,N15832
d79592,N15829,N16212
d79593,N15829,N15832
d79594,N09417,N10660
d79595,N09417,N09421
d79596,N09417,N08669
d79597,N08664,N09421
d79598,N08664,N08669
d79599,N11769,N16958
d79600,N11769,N11771
d79601,N11769,N11391
d79602,N07745,N07749
d79603,N07745,N18947
d79604,N18945,N07749
d79605,N18945,N18947
d79606,N18945,N18496
d79607,N18492,N18947
d79608,N18492,N18496
d79609,N16956,N16958
d79610,N16956,N11771
d79611,N13963,N13966
d79612,N11387,N11771
d79613,N11387,N11391
d79614,N11387,N08671
d79615,N10449,N10453
d79616,N10449,N08671
d79617,N09418,N09422
d79618,N09418,N08671
d79619,N08665,N11391
d79620,N08665,N10453
d79621,N08665,N09422
d79622,N08665,N08671
d79623,N17702,N13415
d79624,N17702,N17704
d79625,N17702,N18498
d79626,N17702,N17330
d79627,N17328,N17704
d79628,N17328,N16959
d79629,N17328,N17330
d79630,N17328,N13967
d79631,N17328,N11772
d79632,N14718,N14720
d79633,N14718,N14348
d79634,N14345,N14720
d79635,N14345,N14348
d79636,N14345,N13967
d79637,N13412,N13415
d79638,N13412,N13042
d79639,N13412,N17704
d79640,N13040,N13415
d79641,N13040,N13042
d79642,N11770,N16959
d79643,N11770,N17330
d79644,N11770,N11772
d79645,N11770,N11392
d79646,N07746,N07750
d79647,N18493,N17704
d79648,N18493,N18498
d79649,N16957,N16959
d79650,N16957,N17330
d79651,N16957,N11772
d79652,N13964,N17330
d79653,N13964,N14348
d79654,N13964,N13967
d79655,N11388,N11772
d79656,N11388,N11392
d79657,N06271,N06273
d79658,N06271,N06068
d79659,N06067,N06273
d79660,N06067,N06068
d79661,N06067,N05864
d79662,N05863,N06068
d79663,N05863,N05864
d79664,N05863,N05659
d79665,N05658,N05864
d79666,N05658,N05659
d79667,N05658,N04897
d79668,N05455,N05456
d79669,N05455,N05269
d79670,N05268,N05456
d79671,N05268,N05269
d79672,N05268,N05082
d79673,N05081,N05269
d79674,N05081,N05082
d79675,N05081,N04897
d79676,N04895,N05659
d79677,N04895,N05082
d79678,N04895,N04897
d79679,N04895,N04710
d79680,N04709,N04897
d79681,N04709,N04710
d79682,N04709,N04509
d79683,N03403,N03404
d79684,N03403,N03200
d79685,N03199,N03404
d79686,N03199,N03200
d79687,N03199,N02981
d79688,N04505,N04710
d79689,N04505,N04509
d79690,N04505,N03949
d79691,N03946,N04509
d79692,N03946,N03949
d79693,N03946,N16586
d79694,N02978,N03200
d79695,N02978,N02981
d79696,N02978,N02422
d79697,N02418,N02981
d79698,N02418,N02422
d79699,N02418,N16213
d79700,N16584,N03949
d79701,N16584,N16586
d79702,N16584,N16213
d79703,N16211,N02422
d79704,N16211,N16586
d79705,N16211,N16213
d79706,N01459,N01229
d79707,N01459,N01460
d79708,N01459,N01870
d79709,N01228,N01229
d79710,N01228,N00997
d79711,N01228,N01460
d79712,N00996,N01229
d79713,N00996,N00997
d79714,N00996,N00767
d79715,N00765,N00997
d79716,N00765,N00767
d79717,N00765,N00536
d79718,N00535,N00767
d79719,N00535,N00536
d79720,N19317,N19320
d79721,N19317,N00298
d79722,N01868,N01460
d79723,N01868,N01870
d79724,N01868,N00298
d79725,N01868,N15273
d79726,N00296,N19320
d79727,N00296,N01870
d79728,N00296,N00298
d79729,N00296,N15273
d79730,N15270,N01870
d79731,N15270,N00298
d79732,N15270,N15273
d79733,N12676,N12677
d79734,N12676,N13043
d79735,N17703,N13416
d79736,N17703,N17705
d79737,N17703,N18499
d79738,N17703,N17333
d79739,N17329,N17705
d79740,N17329,N17333
d79741,N17329,N13969
d79742,N14719,N14721
d79743,N14719,N14349
d79744,N14347,N14721
d79745,N14347,N14349
d79746,N14347,N13969
d79747,N13414,N13416
d79748,N13414,N13043
d79749,N13414,N17705
d79750,N13041,N12677
d79751,N13041,N13416
d79752,N13041,N13043
d79753,N18494,N17705
d79754,N18494,N18499
d79755,N13965,N17333
d79756,N13965,N14349
d79757,N13965,N13969
d79758,N07203,N07019
d79759,N07203,N07205
d79760,N07203,N07751
d79761,N07018,N07019
d79762,N07018,N06832
d79763,N07018,N07205
d79764,N06831,N07019
d79765,N06831,N06832
d79766,N06831,N06645
d79767,N06644,N06832
d79768,N06644,N06645
d79769,N06644,N06459
d79770,N06458,N06645
d79771,N06458,N06459
d79772,N19319,N19321
d79773,N19319,N07751
d79774,N19319,N18948
d79775,N07747,N07205
d79776,N07747,N19321
d79777,N07747,N07751
d79778,N07747,N18948
d79779,N18946,N19321
d79780,N18946,N07751
d79781,N18946,N18948
d79782,N18946,N18500
d79783,N18495,N18948
d79784,N18495,N18500
d79785,N04506,N04510
d79786,N04506,N03950
d79787,N03947,N04510
d79788,N03947,N03950
d79789,N02979,N02982
d79790,N02979,N02423
d79791,N02419,N02982
d79792,N02419,N02423
d79793,N15830,N15834
d79794,N15830,N15274
d79795,N15271,N15834
d79796,N15271,N15274
d79797,N09743,N09748
d79798,N09743,N07789
d79799,N08713,N08718
d79800,N08713,N07789
d79801,N07784,N09748
d79802,N07784,N08718
d79803,N07784,N07789
d79804,N10860,N10863
d79805,N10860,N07790
d79806,N09744,N09749
d79807,N09744,N07790
d79808,N08715,N08719
d79809,N08715,N07790
d79810,N07785,N10863
d79811,N07785,N09749
d79812,N07785,N08719
d79813,N07785,N07790
d79814,N09453,N09454
d79815,N09453,N09750
d79816,N01474,N01478
d79817,N01474,N14746
d79818,N01474,N19346
d79819,N19343,N01478
d79820,N19343,N14746
d79821,N19343,N19346
d79822,N19343,N07791
d79823,N15302,N15305
d79824,N15302,N14746
d79825,N14742,N01478
d79826,N14742,N15305
d79827,N14742,N14746
d79828,N14742,N19346
d79829,N09745,N09454
d79830,N09745,N09750
d79831,N09745,N07791
d79832,N07786,N19346
d79833,N07786,N09750
d79834,N07786,N07791
d79835,N10670,N10671
d79836,N10670,N03422
d79837,N10670,N16235
d79838,N10670,N10484
d79839,N10483,N10671
d79840,N10483,N10484
d79841,N10483,N08720
d79842,N03978,N03981
d79843,N03978,N03422
d79844,N03418,N03981
d79845,N03418,N10671
d79846,N03418,N03422
d79847,N03418,N16235
d79848,N02451,N02455
d79849,N02451,N01895
d79850,N01892,N02455
d79851,N01892,N01895
d79852,N01892,N15861
d79853,N16232,N10671
d79854,N16232,N03422
d79855,N16232,N16235
d79856,N16232,N15861
d79857,N15859,N01895
d79858,N15859,N16235
d79859,N15859,N15861
d79860,N15859,N15306
d79861,N15303,N15861
d79862,N15303,N15306
d79863,N08716,N10484
d79864,N08716,N08720
d79865,N08716,N07792
d79866,N07787,N08720
d79867,N07787,N07792
d79868,N11417,N16607
d79869,N11417,N11419
d79870,N11417,N10864
d79871,N07220,N07223
d79872,N07220,N18534
d79873,N18532,N07223
d79874,N18532,N18534
d79875,N18532,N17733
d79876,N17728,N18534
d79877,N17728,N17733
d79878,N16605,N16607
d79879,N16605,N11419
d79880,N13437,N13440
d79881,N10861,N11419
d79882,N10861,N10864
d79883,N10861,N07794
d79884,N09747,N09751
d79885,N09747,N07794
d79886,N08717,N08721
d79887,N08717,N07794
d79888,N07788,N10864
d79889,N07788,N09751
d79890,N07788,N08721
d79891,N07788,N07794
d79892,N17351,N13064
d79893,N17351,N17353
d79894,N17351,N17734
d79895,N17351,N16980
d79896,N16978,N17353
d79897,N16978,N16608
d79898,N16978,N16980
d79899,N16978,N13441
d79900,N16978,N11420
d79901,N14367,N14370
