decision_id,role,cost
d05916,choice,-196.998
d05917,choice,-158.887
d05918,choice,-97.6938
d05919,choice,-191.093
d05920,choice,-179.284
d05921,choice,-81.5905
d05922,choice,-81.5905
d05923,choice,-56.3618
d05924,choice,-56.3618
d05925,choice,-91.2525
d05926,choice,-74.0755
d05927,choice,-99.841
d05928,choice,-75.1491
d05929,choice,-44.0159
d05930,choice,-44.0159
d05931,choice,-49.9205
d05932,choice,-49.9205
d05933,choice,-97.6938
d05934,choice,-70.8549
d05935,choice,-62.2664
d05936,choice,-676.342
d05937,choice,-386.481
d05938,choice,-386.481
d05939,choice,-300.596
d05940,choice,-300.596
d05941,choice,-279.125
d05942,choice,-112.724
d05943,choice,-257.654
d05944,choice,-676.342
d05945,choice,-386.481
d05946,choice,-386.481
d05947,choice,-300.596
d05948,choice,-300.596
d05949,choice,-279.125
d05950,choice,-112.724
d05951,choice,-257.654
d05952,choice,-676.342
d05953,choice,-386.481
d05954,choice,-386.481
d05955,choice,-300.596
d05956,choice,-300.596
d05957,choice,-279.125
d05958,choice,-112.724
d05959,choice,-257.654
d05960,choice,-676.342
d05961,choice,-386.481
d05962,choice,-386.481
d05963,choice,-300.596
d05964,choice,-300.596
d05965,choice,-279.125
d05966,choice,-112.724
d05967,choice,-257.654
d05968,choice,-635.547
d05969,choice,-342.465
d05970,choice,-342.465
d05971,choice,-196.998
d05972,choice,-196.998
d05973,choice,-158.887
d05974,choice,-97.6938
d05975,choice,-191.093
d05976,choice,-179.284
d05977,choice,-81.5905
d05978,choice,-81.5905
d05979,choice,-56.3618
d05980,choice,-56.3618
d05981,choice,-91.2525
d05982,choice,-74.0755
d05983,choice,-99.841
d05984,choice,-75.1491
d05985,choice,-44.0159
d05986,choice,-44.0159
d05987,choice,-49.9205
d05988,choice,-49.9205
d05989,choice,-97.6938
d05990,choice,-70.8549
d05991,choice,-62.2664
d05992,choice,-676.342
d05993,choice,-386.481
d05994,choice,-386.481
d05995,choice,-300.596
d05996,choice,-300.596
d05997,choice,-279.125
d05998,choice,-112.724
d05999,choice,-257.654
d06000,choice,-676.342
d06001,choice,-386.481
d06002,choice,-386.481
d06003,choice,-300.596
d06004,choice,-300.596
d06005,choice,-279.125
d06006,choice,-112.724
d06007,choice,-257.654
d06008,choice,-676.342
d06009,choice,-386.481
d06010,choice,-386.481
d06011,choice,-300.596
d06012,choice,-300.596
d06013,choice,-279.125
d06014,choice,-112.724
d06015,choice,-257.654
d06016,choice,-676.342
d06017,choice,-386.481
d06018,choice,-386.481
d06019,choice,-300.596
d06020,choice,-300.596
d06021,choice,-279.125
d06022,choice,-112.724
d06023,choice,-257.654
d06024,choice,-635.547
d06025,choice,-342.465
d06026,choice,-342.465
d06027,choice,-196.998
d06028,choice,-196.998
d06029,choice,-158.887
d06030,choice,-97.6938
d06031,choice,-191.093
d06032,choice,-179.284
d06033,choice,-81.5905
d06034,choice,-81.5905
d06035,choice,-56.3618
d06036,choice,-56.3618
d06037,choice,-91.2525
d06038,choice,-74.0755
d06039,choice,-99.841
d06040,choice,-75.1491
d06041,choice,-44.0159
d06042,choice,-44.0159
d06043,choice,-49.9205
d06044,choice,-49.9205
d06045,choice,-97.6938
d06046,choice,-70.8549
d06047,choice,-62.2664
d06048,choice,-551.344
d06049,choice,-315.054
d06050,choice,-315.054
d06051,choice,-245.042
d06052,choice,-245.042
d06053,choice,-227.539
d06054,choice,-91.8907
d06055,choice,-210.036
d06056,choice,-551.344
d06057,choice,-315.054
d06058,choice,-315.054
d06059,choice,-245.042
d06060,choice,-245.042
d06061,choice,-227.539
d06062,choice,-91.8907
d06063,choice,-210.036
d06064,choice,-551.344
d06065,choice,-315.054
d06066,choice,-315.054
d06067,choice,-245.042
d06068,choice,-245.042
d06069,choice,-227.539
d06070,choice,-91.8907
d06071,choice,-210.036
d06072,choice,-551.344
d06073,choice,-315.054
d06074,choice,-315.054
d06075,choice,-245.042
d06076,choice,-245.042
d06077,choice,-227.539
d06078,choice,-91.8907
d06079,choice,-210.036
d06080,choice,-518.088
d06081,choice,-279.173
d06082,choice,-279.173
d06083,choice,-160.59
d06084,choice,-160.59
d06085,choice,-129.522
d06086,choice,-79.6386
d06087,choice,-155.777
d06088,choice,-146.15
d06089,choice,-66.5113
d06090,choice,-66.5113
d06091,choice,-45.9453
d06092,choice,-45.9453
d06093,choice,-74.3877
d06094,choice,-60.3853
d06095,choice,-81.3889
d06096,choice,-61.2604
d06097,choice,-35.8811
d06098,choice,-35.8811
d06099,choice,-40.6944
d06100,choice,-40.6944
d06101,choice,-79.6386
d06102,choice,-57.7598
d06103,choice,-50.7586
d06104,choice,-551.344
d06105,choice,-315.054
d06106,choice,-315.054
d06107,choice,-245.042
d06108,choice,-245.042
d06109,choice,-227.539
d06110,choice,-91.8907
d06111,choice,-210.036
d06112,choice,-551.344
d06113,choice,-315.054
d06114,choice,-315.054
d06115,choice,-245.042
d06116,choice,-245.042
d06117,choice,-227.539
d06118,choice,-91.8907
d06119,choice,-210.036
d06120,choice,-551.344
d06121,choice,-315.054
d06122,choice,-315.054
d06123,choice,-245.042
d06124,choice,-245.042
d06125,choice,-227.539
d06126,choice,-91.8907
d06127,choice,-210.036
d06128,choice,-551.344
d06129,choice,-315.054
d06130,choice,-315.054
d06131,choice,-245.042
d06132,choice,-245.042
d06133,choice,-227.539
d06134,choice,-91.8907
d06135,choice,-210.036
d06136,choice,-518.088
d06137,choice,-279.173
d06138,choice,-279.173
d06139,choice,-160.59
d06140,choice,-160.59
d06141,choice,-129.522
d06142,choice,-79.6386
d06143,choice,-155.777
d06144,choice,-146.15
d06145,choice,-66.5113
d06146,choice,-66.5113
d06147,choice,-45.9453
d06148,choice,-45.9453
d06149,choice,-74.3877
d06150,choice,-60.3853
d06151,choice,-81.3889
d06152,choice,-61.2604
d06153,choice,-35.8811
d06154,choice,-35.8811
d06155,choice,-40.6944
d06156,choice,-40.6944
d06157,choice,-79.6386
d06158,choice,-57.7598
d06159,choice,-50.7586
d06160,choice,-551.344
d06161,choice,-315.054
d06162,choice,-315.054
d06163,choice,-245.042
d06164,choice,-245.042
d06165,choice,-227.539
d06166,choice,-91.8907
d06167,choice,-210.036
d06168,choice,-551.344
d06169,choice,-315.054
d06170,choice,-315.054
d06171,choice,-245.042
d06172,choice,-245.042
d06173,choice,-227.539
d06174,choice,-91.8907
d06175,choice,-210.036
d06176,choice,-551.344
d06177,choice,-315.054
d06178,choice,-315.054
d06179,choice,-245.042
d06180,choice,-245.042
d06181,choice,-227.539
d06182,choice,-91.8907
d06183,choice,-210.036
d06184,choice,-551.344
d06185,choice,-315.054
d06186,choice,-315.054
d06187,choice,-245.042
d06188,choice,-245.042
d06189,choice,-227.539
d06190,choice,-91.8907
d06191,choice,-210.036
d06192,choice,-518.088
d06193,choice,-279.173
d06194,choice,-279.173
d06195,choice,-160.59
d06196,choice,-160.59
d06197,choice,-129.522
d06198,choice,-79.6386
d06199,choice,-155.777
d06200,choice,-146.15
d06201,choice,-66.5113
d06202,choice,-66.5113
d06203,choice,-45.9453
d06204,choice,-45.9453
d06205,choice,-74.3877
d06206,choice,-60.3853
d06207,choice,-81.3889
d06208,choice,-61.2604
d06209,choice,-35.8811
d06210,choice,-35.8811
d06211,choice,-40.6944
d06212,choice,-40.6944
d06213,choice,-79.6386
d06214,choice,-57.7598
d06215,choice,-50.7586
d06216,choice,-426.221
d06217,choice,-243.555
d06218,choice,-243.555
d06219,choice,-189.431
d06220,choice,-189.431
d06221,choice,-175.901
d06222,choice,-71.0368
d06223,choice,-162.37
d06224,choice,-426.221
d06225,choice,-243.555
d06226,choice,-243.555
d06227,choice,-189.431
d06228,choice,-189.431
d06229,choice,-175.901
d06230,choice,-71.0368
d06231,choice,-162.37
d06232,choice,-426.221
d06233,choice,-243.555
d06234,choice,-243.555
d06235,choice,-189.431
d06236,choice,-189.431
d06237,choice,-175.901
d06238,choice,-71.0368
d06239,choice,-162.37
d06240,choice,-426.221
d06241,choice,-243.555
d06242,choice,-243.555
d06243,choice,-189.431
d06244,choice,-189.431
d06245,choice,-175.901
d06246,choice,-71.0368
d06247,choice,-162.37
d06248,choice,-400.512
d06249,choice,-215.817
d06250,choice,-215.817
d06251,choice,-124.145
d06252,choice,-124.145
d06253,choice,-100.128
d06254,choice,-61.5652
d06255,choice,-120.424
d06256,choice,-112.982
d06257,choice,-51.4171
d06258,choice,-51.4171
d06259,choice,-35.5184
d06260,choice,-35.5184
d06261,choice,-57.506
d06262,choice,-46.6813
d06263,choice,-62.9183
d06264,choice,-47.3579
d06265,choice,-27.7382
d06266,choice,-27.7382
d06267,choice,-31.4591
d06268,choice,-31.4591
d06269,choice,-61.5652
d06270,choice,-44.6517
d06271,choice,-39.2394
d06272,choice,-426.221
d06273,choice,-243.555
d06274,choice,-243.555
d06275,choice,-189.431
d06276,choice,-189.431
d06277,choice,-175.901
d06278,choice,-71.0368
d06279,choice,-162.37
d06280,choice,-426.221
d06281,choice,-243.555
d06282,choice,-243.555
d06283,choice,-189.431
d06284,choice,-189.431
d06285,choice,-175.901
d06286,choice,-71.0368
d06287,choice,-162.37
d06288,choice,-426.221
d06289,choice,-243.555
d06290,choice,-243.555
d06291,choice,-189.431
d06292,choice,-189.431
d06293,choice,-175.901
d06294,choice,-71.0368
d06295,choice,-162.37
d06296,choice,-426.221
d06297,choice,-243.555
d06298,choice,-243.555
d06299,choice,-189.431
d06300,choice,-189.431
d06301,choice,-175.901
d06302,choice,-71.0368
d06303,choice,-162.37
d06304,choice,-400.512
d06305,choice,-215.817
d06306,choice,-215.817
d06307,choice,-124.145
d06308,choice,-124.145
d06309,choice,-100.128
d06310,choice,-61.5652
d06311,choice,-120.424
d06312,choice,-112.982
d06313,choice,-51.4171
d06314,choice,-51.4171
d06315,choice,-35.5184
d06316,choice,-35.5184
d06317,choice,-57.506
d06318,choice,-46.6813
d06319,choice,-62.9183
d06320,choice,-47.3579
d06321,choice,-27.7382
d06322,choice,-27.7382
d06323,choice,-31.4591
d06324,choice,-31.4591
d06325,choice,-61.5652
d06326,choice,-44.6517
d06327,choice,-39.2394
d06328,choice,-426.221
d06329,choice,-243.555
d06330,choice,-243.555
d06331,choice,-189.431
d06332,choice,-189.431
d06333,choice,-175.901
d06334,choice,-71.0368
d06335,choice,-162.37
d06336,choice,-426.221
d06337,choice,-243.555
d06338,choice,-243.555
d06339,choice,-189.431
d06340,choice,-189.431
d06341,choice,-175.901
d06342,choice,-71.0368
d06343,choice,-162.37
d06344,choice,-426.221
d06345,choice,-243.555
d06346,choice,-243.555
d06347,choice,-189.431
d06348,choice,-189.431
d06349,choice,-175.901
d06350,choice,-71.0368
d06351,choice,-162.37
d06352,choice,-426.221
d06353,choice,-243.555
d06354,choice,-243.555
d06355,choice,-189.431
d06356,choice,-189.431
d06357,choice,-175.901
d06358,choice,-71.0368
d06359,choice,-162.37
d06360,choice,-400.512
d06361,choice,-215.817
d06362,choice,-215.817
d06363,choice,-124.145
d06364,choice,-124.145
d06365,choice,-100.128
d06366,choice,-61.5652
d06367,choice,-120.424
d06368,choice,-112.982
d06369,choice,-51.4171
d06370,choice,-51.4171
d06371,choice,-35.5184
d06372,choice,-35.5184
d06373,choice,-57.506
d06374,choice,-46.6813
d06375,choice,-62.9183
d06376,choice,-47.3579
d06377,choice,-27.7382
d06378,choice,-27.7382
d06379,choice,-31.4591
d06380,choice,-31.4591
d06381,choice,-61.5652
d06382,choice,-44.6517
d06383,choice,-39.2394
d06384,choice,-907.801
d06385,choice,-518.744
d06386,choice,-518.744
d06387,choice,-403.467
d06388,choice,-403.467
d06389,choice,-374.648
d06390,choice,-151.3
d06391,choice,-345.829
d06392,choice,-907.801
d06393,choice,-518.744
d06394,choice,-518.744
d06395,choice,-403.467
d06396,choice,-403.467
d06397,choice,-374.648
d06398,choice,-151.3
d06399,choice,-345.829
d06400,choice,-907.801
d06401,choice,-518.744
d06402,choice,-518.744
d06403,choice,-403.467
d06404,choice,-403.467
d06405,choice,-374.648
d06406,choice,-151.3
d06407,choice,-345.829
d06408,choice,-907.801
d06409,choice,-518.744
d06410,choice,-518.744
d06411,choice,-403.467
d06412,choice,-403.467
d06413,choice,-374.648
d06414,choice,-151.3
d06415,choice,-345.829
d06416,choice,-853.045
d06417,choice,-459.664
d06418,choice,-459.664
d06419,choice,-264.415
d06420,choice,-264.415
d06421,choice,-213.261
d06422,choice,-131.127
d06423,choice,-256.49
d06424,choice,-240.639
d06425,choice,-109.513
d06426,choice,-109.513
d06427,choice,-75.6501
d06428,choice,-75.6501
d06429,choice,-122.481
d06430,choice,-99.4258
d06431,choice,-134.009
d06432,choice,-100.867
d06433,choice,-59.0791
d06434,choice,-59.0791
d06435,choice,-67.0044
d06436,choice,-67.0044
d06437,choice,-131.127
d06438,choice,-95.103
d06439,choice,-83.5753
d06440,choice,-907.801
d06441,choice,-518.744
d06442,choice,-518.744
d06443,choice,-403.467
d06444,choice,-403.467
d06445,choice,-374.648
d06446,choice,-151.3
d06447,choice,-345.829
d06448,choice,-907.801
d06449,choice,-518.744
d06450,choice,-518.744
d06451,choice,-403.467
d06452,choice,-403.467
d06453,choice,-374.648
d06454,choice,-151.3
d06455,choice,-345.829
d06456,choice,-907.801
d06457,choice,-518.744
d06458,choice,-518.744
d06459,choice,-403.467
d06460,choice,-403.467
d06461,choice,-374.648
d06462,choice,-151.3
d06463,choice,-345.829
d06464,choice,-907.801
d06465,choice,-518.744
d06466,choice,-518.744
d06467,choice,-403.467
d06468,choice,-403.467
d06469,choice,-374.648
d06470,choice,-151.3
d06471,choice,-345.829
d06472,choice,-853.045
d06473,choice,-459.664
d06474,choice,-459.664
d06475,choice,-264.415
d06476,choice,-264.415
d06477,choice,-213.261
d06478,choice,-131.127
d06479,choice,-256.49
d06480,choice,-240.639
d06481,choice,-109.513
d06482,choice,-109.513
d06483,choice,-75.6501
d06484,choice,-75.6501
d06485,choice,-122.481
d06486,choice,-99.4258
d06487,choice,-134.009
d06488,choice,-100.867
d06489,choice,-59.0791
d06490,choice,-59.0791
d06491,choice,-67.0044
d06492,choice,-67.0044
d06493,choice,-131.127
d06494,choice,-95.103
d06495,choice,-83.5753
d06496,choice,-907.801
d06497,choice,-518.744
d06498,choice,-518.744
d06499,choice,-403.467
d06500,choice,-403.467
d06501,choice,-374.648
d06502,choice,-151.3
d06503,choice,-345.829
d06504,choice,-907.801
d06505,choice,-518.744
d06506,choice,-518.744
d06507,choice,-403.467
d06508,choice,-403.467
d06509,choice,-374.648
d06510,choice,-151.3
d06511,choice,-345.829
d06512,choice,-907.801
d06513,choice,-518.744
d06514,choice,-518.744
d06515,choice,-403.467
d06516,choice,-403.467
d06517,choice,-374.648
d06518,choice,-151.3
d06519,choice,-345.829
d06520,choice,-907.801
d06521,choice,-518.744
d06522,choice,-518.744
d06523,choice,-403.467
d06524,choice,-403.467
d06525,choice,-374.648
d06526,choice,-151.3
d06527,choice,-345.829
d06528,choice,-853.045
d06529,choice,-459.664
d06530,choice,-459.664
d06531,choice,-264.415
d06532,choice,-264.415
d06533,choice,-213.261
d06534,choice,-131.127
d06535,choice,-256.49
d06536,choice,-240.639
d06537,choice,-109.513
d06538,choice,-109.513
d06539,choice,-75.6501
d06540,choice,-75.6501
d06541,choice,-122.481
d06542,choice,-99.4258
d06543,choice,-134.009
d06544,choice,-100.867
d06545,choice,-59.0791
d06546,choice,-59.0791
d06547,choice,-67.0044
d06548,choice,-67.0044
d06549,choice,-131.127
d06550,choice,-95.103
d06551,choice,-83.5753
d06552,choice,-894.65
d06553,choice,-511.229
d06554,choice,-511.229
d06555,choice,-397.622
d06556,choice,-397.622
d06557,choice,-369.221
d06558,choice,-149.108
d06559,choice,-340.819
d06560,choice,-894.65
d06561,choice,-511.229
d06562,choice,-511.229
d06563,choice,-397.622
d06564,choice,-397.622
d06565,choice,-369.221
d06566,choice,-149.108
d06567,choice,-340.819
d06568,choice,-894.65
d06569,choice,-511.229
d06570,choice,-511.229
d06571,choice,-397.622
d06572,choice,-397.622
d06573,choice,-369.221
d06574,choice,-149.108
d06575,choice,-340.819
d06576,choice,-894.65
d06577,choice,-511.229
d06578,choice,-511.229
d06579,choice,-397.622
d06580,choice,-397.622
d06581,choice,-369.221
d06582,choice,-149.108
d06583,choice,-340.819
d06584,choice,-840.687
d06585,choice,-453.005
d06586,choice,-453.005
d06587,choice,-260.585
d06588,choice,-260.585
d06589,choice,-210.172
d06590,choice,-129.227
d06591,choice,-252.774
d06592,choice,-237.153
d06593,choice,-107.926
d06594,choice,-107.926
d06595,choice,-74.5542
d06596,choice,-74.5542
d06597,choice,-120.707
d06598,choice,-97.9855
d06599,choice,-132.067
d06600,choice,-99.4056
d06601,choice,-58.2233
d06602,choice,-58.2233
d06603,choice,-66.0337
d06604,choice,-66.0337
d06605,choice,-129.227
d06606,choice,-93.7252
d06607,choice,-82.3646
d06608,choice,-894.65
d06609,choice,-511.229
d06610,choice,-511.229
d06611,choice,-397.622
d06612,choice,-397.622
d06613,choice,-369.221
d06614,choice,-149.108
d06615,choice,-340.819
d06616,choice,-894.65
d06617,choice,-511.229
d06618,choice,-511.229
d06619,choice,-397.622
d06620,choice,-397.622
d06621,choice,-369.221
d06622,choice,-149.108
d06623,choice,-340.819
d06624,choice,-894.65
d06625,choice,-511.229
d06626,choice,-511.229
d06627,choice,-397.622
d06628,choice,-397.622
d06629,choice,-369.221
d06630,choice,-149.108
d06631,choice,-340.819
d06632,choice,-894.65
d06633,choice,-511.229
d06634,choice,-511.229
d06635,choice,-397.622
d06636,choice,-397.622
d06637,choice,-369.221
d06638,choice,-149.108
d06639,choice,-340.819
d06640,choice,-840.687
d06641,choice,-453.005
d06642,choice,-453.005
d06643,choice,-260.585
d06644,choice,-260.585
d06645,choice,-210.172
d06646,choice,-129.227
d06647,choice,-252.774
d06648,choice,-237.153
d06649,choice,-107.926
d06650,choice,-107.926
d06651,choice,-74.5542
d06652,choice,-74.5542
d06653,choice,-120.707
d06654,choice,-97.9855
d06655,choice,-132.067
d06656,choice,-99.4056
d06657,choice,-58.2233
d06658,choice,-58.2233
d06659,choice,-66.0337
d06660,choice,-66.0337
d06661,choice,-129.227
d06662,choice,-93.7252
d06663,choice,-82.3646
d06664,choice,-894.65
d06665,choice,-511.229
d06666,choice,-511.229
d06667,choice,-397.622
d06668,choice,-397.622
d06669,choice,-369.221
d06670,choice,-149.108
d06671,choice,-340.819
d06672,choice,-894.65
d06673,choice,-511.229
d06674,choice,-511.229
d06675,choice,-397.622
d06676,choice,-397.622
d06677,choice,-369.221
d06678,choice,-149.108
d06679,choice,-340.819
d06680,choice,-894.65
d06681,choice,-511.229
d06682,choice,-511.229
d06683,choice,-397.622
d06684,choice,-397.622
d06685,choice,-369.221
d06686,choice,-149.108
d06687,choice,-340.819
d06688,choice,-894.65
d06689,choice,-511.229
d06690,choice,-511.229
d06691,choice,-397.622
d06692,choice,-397.622
d06693,choice,-369.221
d06694,choice,-149.108
d06695,choice,-340.819
d06696,choice,-840.687
d06697,choice,-453.005
d06698,choice,-453.005
d06699,choice,-260.585
d06700,choice,-260.585
d06701,choice,-210.172
d06702,choice,-129.227
d06703,choice,-252.774
d06704,choice,-237.153
d06705,choice,-107.926
d06706,choice,-107.926
d06707,choice,-74.5542
d06708,choice,-74.5542
d06709,choice,-120.707
d06710,choice,-97.9855
d06711,choice,-132.067
d06712,choice,-99.4056
d06713,choice,-58.2233
d06714,choice,-58.2233
d06715,choice,-66.0337
d06716,choice,-66.0337
d06717,choice,-129.227
d06718,choice,-93.7252
d06719,choice,-82.3646
d06720,choice,-1044.32
d06721,choice,-596.755
d06722,choice,-596.755
d06723,choice,-464.143
d06724,choice,-464.143
d06725,choice,-430.99
d06726,choice,-174.054
d06727,choice,-397.837
d06728,choice,-1044.32
d06729,choice,-596.755
d06730,choice,-596.755
d06731,choice,-464.143
d06732,choice,-464.143
d06733,choice,-430.99
d06734,choice,-174.054
d06735,choice,-397.837
d06736,choice,-1044.32
d06737,choice,-596.755
d06738,choice,-596.755
d06739,choice,-464.143
d06740,choice,-464.143
d06741,choice,-430.99
d06742,choice,-174.054
d06743,choice,-397.837
d06744,choice,-1044.32
d06745,choice,-596.755
d06746,choice,-596.755
d06747,choice,-464.143
d06748,choice,-464.143
d06749,choice,-430.99
d06750,choice,-174.054
d06751,choice,-397.837
d06752,choice,-981.331
d06753,choice,-528.792
d06754,choice,-528.792
d06755,choice,-304.18
d06756,choice,-304.18
d06757,choice,-245.333
d06758,choice,-150.847
d06759,choice,-295.062
d06760,choice,-276.828
d06761,choice,-125.982
d06762,choice,-125.982
d06763,choice,-87.0268
d06764,choice,-87.0268
d06765,choice,-140.901
d06766,choice,-114.378
d06767,choice,-154.162
d06768,choice,-116.036
d06769,choice,-67.9638
d06770,choice,-67.9638
d06771,choice,-77.0809
d06772,choice,-77.0809
d06773,choice,-150.847
d06774,choice,-109.405
d06775,choice,-96.1439
d06776,choice,-1044.32
d06777,choice,-596.755
d06778,choice,-596.755
d06779,choice,-464.143
d06780,choice,-464.143
d06781,choice,-430.99
d06782,choice,-174.054
d06783,choice,-397.837
d06784,choice,-1044.32
d06785,choice,-596.755
d06786,choice,-596.755
d06787,choice,-464.143
d06788,choice,-464.143
d06789,choice,-430.99
d06790,choice,-174.054
d06791,choice,-397.837
d06792,choice,-1044.32
d06793,choice,-596.755
d06794,choice,-596.755
d06795,choice,-464.143
d06796,choice,-464.143
d06797,choice,-430.99
d06798,choice,-174.054
d06799,choice,-397.837
d06800,choice,-1044.32
d06801,choice,-596.755
d06802,choice,-596.755
d06803,choice,-464.143
d06804,choice,-464.143
d06805,choice,-430.99
d06806,choice,-174.054
d06807,choice,-397.837
d06808,choice,-981.331
d06809,choice,-528.792
d06810,choice,-528.792
d06811,choice,-304.18
d06812,choice,-304.18
d06813,choice,-245.333
d06814,choice,-150.847
d06815,choice,-295.062
d06816,choice,-276.828
d06817,choice,-125.982
d06818,choice,-125.982
d06819,choice,-87.0268
d06820,choice,-87.0268
d06821,choice,-140.901
d06822,choice,-114.378
d06823,choice,-154.162
d06824,choice,-116.036
d06825,choice,-67.9638
d06826,choice,-67.9638
d06827,choice,-77.0809
d06828,choice,-77.0809
d06829,choice,-150.847
d06830,choice,-109.405
d06831,choice,-96.1439
d06832,choice,-1044.32
d06833,choice,-596.755
d06834,choice,-596.755
d06835,choice,-464.143
d06836,choice,-464.143
d06837,choice,-430.99
d06838,choice,-174.054
d06839,choice,-397.837
d06840,choice,-1044.32
d06841,choice,-596.755
d06842,choice,-596.755
d06843,choice,-464.143
d06844,choice,-464.143
d06845,choice,-430.99
d06846,choice,-174.054
d06847,choice,-397.837
d06848,choice,-1044.32
d06849,choice,-596.755
d06850,choice,-596.755
d06851,choice,-464.143
d06852,choice,-464.143
d06853,choice,-430.99
d06854,choice,-174.054
d06855,choice,-397.837
d06856,choice,-1044.32
d06857,choice,-596.755
d06858,choice,-596.755
d06859,choice,-464.143
d06860,choice,-464.143
d06861,choice,-430.99
d06862,choice,-174.054
d06863,choice,-397.837
d06864,choice,-981.331
d06865,choice,-528.792
d06866,choice,-528.792
d06867,choice,-304.18
d06868,choice,-304.18
d06869,choice,-245.333
d06870,choice,-150.847
d06871,choice,-295.062
d06872,choice,-276.828
d06873,choice,-125.982
d06874,choice,-125.982
d06875,choice,-87.0268
d06876,choice,-87.0268
d06877,choice,-140.901
d06878,choice,-114.378
d06879,choice,-154.162
d06880,choice,-116.036
d06881,choice,-67.9638
d06882,choice,-67.9638
d06883,choice,-77.0809
d06884,choice,-77.0809
d06885,choice,-150.847
d06886,choice,-109.405
d06887,choice,-96.1439
d06888,choice,-1403.03
d06889,choice,-801.734
d06890,choice,-801.734
d06891,choice,-623.571
d06892,choice,-623.571
d06893,choice,-579.03
d06894,choice,-233.839
d06895,choice,-534.489
d06896,choice,-1403.03
d06897,choice,-801.734
d06898,choice,-801.734
d06899,choice,-623.571
d06900,choice,-623.571
d06901,choice,-579.03
d06902,choice,-233.839
d06903,choice,-534.489
d06904,choice,-1403.03
d06905,choice,-801.734
d06906,choice,-801.734
d06907,choice,-623.571
d06908,choice,-623.571
d06909,choice,-579.03
d06910,choice,-233.839
d06911,choice,-534.489
d06912,choice,-1403.03
d06913,choice,-801.734
d06914,choice,-801.734
d06915,choice,-623.571
d06916,choice,-623.571
d06917,choice,-579.03
d06918,choice,-233.839
d06919,choice,-534.489
d06920,choice,-1318.41
d06921,choice,-710.425
d06922,choice,-710.425
d06923,choice,-408.661
d06924,choice,-408.661
d06925,choice,-329.602
d06926,choice,-202.66
d06927,choice,-396.413
d06928,choice,-371.915
d06929,choice,-169.255
d06930,choice,-169.255
d06931,choice,-116.919
d06932,choice,-116.919
d06933,choice,-189.298
d06934,choice,-153.666
d06935,choice,-207.115
d06936,choice,-155.893
d06937,choice,-91.3085
d06938,choice,-91.3085
d06939,choice,-103.557
d06940,choice,-103.557
d06941,choice,-202.66
d06942,choice,-146.984
d06943,choice,-129.168
d06944,choice,-1403.03
d06945,choice,-801.734
d06946,choice,-801.734
d06947,choice,-623.571
d06948,choice,-623.571
d06949,choice,-579.03
d06950,choice,-233.839
d06951,choice,-534.489
d06952,choice,-1403.03
d06953,choice,-801.734
d06954,choice,-801.734
d06955,choice,-623.571
d06956,choice,-623.571
d06957,choice,-579.03
d06958,choice,-233.839
d06959,choice,-534.489
d06960,choice,-1403.03
d06961,choice,-801.734
d06962,choice,-801.734
d06963,choice,-623.571
d06964,choice,-623.571
d06965,choice,-579.03
d06966,choice,-233.839
d06967,choice,-534.489
d06968,choice,-1403.03
d06969,choice,-801.734
d06970,choice,-801.734
d06971,choice,-623.571
d06972,choice,-623.571
d06973,choice,-579.03
d06974,choice,-233.839
d06975,choice,-534.489
d06976,choice,-1318.41
d06977,choice,-710.425
d06978,choice,-710.425
d06979,choice,-408.661
d06980,choice,-408.661
d06981,choice,-329.602
d06982,choice,-202.66
d06983,choice,-396.413
d06984,choice,-371.915
d06985,choice,-169.255
d06986,choice,-169.255
d06987,choice,-116.919
d06988,choice,-116.919
d06989,choice,-189.298
d06990,choice,-153.666
d06991,choice,-207.115
d06992,choice,-155.893
d06993,choice,-91.3085
d06994,choice,-91.3085
d06995,choice,-103.557
d06996,choice,-103.557
d06997,choice,-202.66
d06998,choice,-146.984
d06999,choice,-129.168
d07000,choice,-1403.03
d07001,choice,-801.734
d07002,choice,-801.734
d07003,choice,-623.571
d07004,choice,-623.571
d07005,choice,-579.03
d07006,choice,-233.839
d07007,choice,-534.489
d07008,choice,-1403.03
d07009,choice,-801.734
d07010,choice,-801.734
d07011,choice,-623.571
d07012,choice,-623.571
d07013,choice,-579.03
d07014,choice,-233.839
d07015,choice,-534.489
d07016,choice,-1403.03
d07017,choice,-801.734
d07018,choice,-801.734
d07019,choice,-623.571
d07020,choice,-623.571
d07021,choice,-579.03
d07022,choice,-233.839
d07023,choice,-534.489
d07024,choice,-1403.03
d07025,choice,-801.734
d07026,choice,-801.734
d07027,choice,-623.571
d07028,choice,-623.571
d07029,choice,-579.03
d07030,choice,-233.839
d07031,choice,-534.489
d07032,choice,-1318.41
d07033,choice,-710.425
d07034,choice,-710.425
d07035,choice,-408.661
d07036,choice,-408.661
d07037,choice,-329.602
d07038,choice,-202.66
d07039,choice,-396.413
d07040,choice,-371.915
d07041,choice,-169.255
d07042,choice,-169.255
d07043,choice,-116.919
d07044,choice,-116.919
d07045,choice,-189.298
d07046,choice,-153.666
d07047,choice,-207.115
d07048,choice,-155.893
d07049,choice,-91.3085
d07050,choice,-91.3085
d07051,choice,-103.557
d07052,choice,-103.557
d07053,choice,-202.66
d07054,choice,-146.984
d07055,choice,-129.168
d07056,choice,-1543.19
d07057,choice,-881.821
d07058,choice,-881.821
