Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
MaxInv,7,C0060,800.0
MaxInv,7,C0263,2000.0
MaxInv,7,C0515,1.0
MaxInv,8,C0033,1600.0
MaxInv,8,C0040,1400.0
MaxInv,8,C0047,1200.0
MaxInv,8,C0054,1000.0
MaxInv,8,C0061,800.0
MaxInv,8,C0264,2000.0
MaxInv,8,C0272,1800.0
MaxInv,8,C0516,1.0
MaxInv,9,C0041,1400.0
MaxInv,9,C0048,1200.0
MaxInv,9,C0055,1000.0
MaxInv,9,C0062,800.0
MaxInv,9,C0265,2000.0
MaxInv,9,C0273,1800.0
MaxInv,9,C0280,1600.0
MaxInv,9,C0517,1.0
MaxInv,10,C0049,1200.0
MaxInv,10,C0056,1000.0
MaxInv,10,C0063,800.0
MaxInv,10,C0266,2000.0
MaxInv,10,C0274,1800.0
MaxInv,10,C0281,1600.0
MaxInv,10,C0288,1400.0
MaxInv,10,C0518,1.0
MaxInv,11,C0057,1000.0
MaxInv,11,C0064,800.0
MaxInv,11,C0267,2000.0
MaxInv,11,C0275,1800.0
MaxInv,11,C0282,1600.0
MaxInv,11,C0289,1400.0
MaxInv,11,C0296,1200.0
MaxInv,11,C0519,1.0
MaxInv,12,C0065,800.0
MaxInv,12,C0268,2000.0
MaxInv,12,C0276,1800.0
MaxInv,12,C0283,1600.0
MaxInv,12,C0290,1400.0
MaxInv,12,C0297,1200.0
MaxInv,12,C0304,1000.0
MaxInv,12,C0520,1.0
MaxInv,13,C0269,2000.0
MaxInv,13,C0277,1800.0
MaxInv,13,C0284,1600.0
MaxInv,13,C0291,1400.0
MaxInv,13,C0298,1200.0
MaxInv,13,C0305,1000.0
MaxInv,13,C0312,800.0
MaxInv,13,C0521,1.0
MaxInv,14,C0270,2000.0
MaxInv,14,C0278,1800.0
MaxInv,14,C0285,1600.0
MaxInv,14,C0292,1400.0
MaxInv,14,C0299,1200.0
MaxInv,14,C0306,1000.0
MaxInv,14,C0313,800.0
MaxInv,14,C0522,1.0
MaxInv,15,C0271,2000.0
MaxInv,15,C0279,1800.0
MaxInv,15,C0286,1600.0
MaxInv,15,C0293,1400.0
MaxInv,15,C0300,1200.0
MaxInv,15,C0307,1000.0
MaxInv,15,C0314,800.0
MaxInv,15,C0523,1.0
