option_id,unit_id,dest_location_id,wave_id
opt_01163,278,288,3
opt_01164,109,139,5
opt_01165,89,102,3
opt_01166,176,181,1
opt_01167,149,165,1
opt_01168,216,37,6
opt_01169,50,51,0
opt_01170,146,169,2
opt_01171,291,289,4
opt_01172,180,162,4
opt_01173,122,144,3
opt_01174,202,0,1
opt_01175,234,238,2
opt_01176,180,182,4
opt_01177,3,35,3
opt_01178,65,90,3
opt_01179,150,160,5
opt_01180,213,221,3
opt_01181,153,194,0
opt_01182,39,63,0
opt_01183,11,8,1
opt_01184,88,93,2
opt_01185,50,63,0
opt_01186,106,127,2
opt_01187,258,258,2
opt_01188,158,187,5
opt_01189,198,216,3
opt_01190,268,264,6
opt_01191,34,66,5
opt_01192,124,131,2
opt_01193,225,226,3
opt_01194,52,72,1
opt_01195,245,233,1
opt_01196,90,102,3
opt_01197,159,176,2
opt_01198,220,215,0
opt_01199,140,158,5
opt_01200,146,169,2
opt_01201,112,156,0
opt_01202,141,136,2
opt_01203,139,138,4
opt_01204,31,43,1
opt_01205,81,98,3
opt_01206,208,223,2
opt_01207,197,213,2
opt_01208,16,38,5
opt_01209,265,252,1
opt_01210,88,93,2
opt_01211,119,145,5
opt_01212,36,66,5
opt_01213,241,227,1
opt_01214,189,203,1
opt_01215,91,111,3
opt_01216,128,156,0
opt_01217,76,103,5
opt_01218,111,124,1
opt_01219,3,26,3
opt_01220,126,125,1
opt_01221,42,71,6
opt_01222,262,260,3
opt_01223,257,253,1
opt_01224,63,72,1
opt_01225,173,178,2
opt_01226,17,16,1
opt_01227,265,255,1
opt_01228,232,235,2
opt_01229,227,235,2
opt_01230,153,194,0
opt_01231,105,139,5
opt_01232,132,133,2
opt_01233,203,215,0
opt_01234,207,214,2
opt_01235,112,121,0
opt_01236,249,250,2
opt_01237,141,137,2
opt_01238,28,59,5
opt_01239,170,166,1
opt_01240,0,26,3
opt_01241,78,107,5
opt_01242,174,188,5
opt_01243,131,133,2
opt_01244,31,42,1
opt_01245,119,147,5
opt_01246,127,128,1
opt_01247,97,95,1
opt_01248,86,108,5
opt_01249,48,70,2
opt_01250,110,141,3
opt_01251,293,289,4
opt_01252,171,166,1
opt_01253,175,197,5
opt_01254,69,89,2
opt_01255,277,277,2
opt_01256,70,92,2
opt_01257,46,46,1
opt_01258,80,93,2
opt_01259,19,22,2
opt_01260,122,142,3
opt_01261,109,145,5
opt_01262,238,239,3
opt_01263,223,32,0
opt_01264,141,135,2
opt_01265,60,69,3
opt_01266,41,58,2
opt_01267,49,71,6
opt_01268,155,174,2
opt_01269,83,118,6
opt_01270,96,87,1
opt_01271,121,128,1
opt_01272,84,86,1
opt_01273,239,239,3
opt_01274,116,131,2
opt_01275,64,85,1
opt_01276,175,199,5
opt_01277,182,196,3
opt_01278,92,116,6
opt_01279,196,11,5
opt_01280,19,31,2
opt_01281,255,267,5
opt_01282,149,164,1
opt_01283,45,52,3
opt_01284,93,112,4
opt_01285,243,242,4
opt_01286,281,290,3
opt_01287,53,47,3
opt_01288,105,143,5
opt_01289,287,281,2
opt_01290,148,169,2
opt_01291,294,294,5
opt_01292,81,100,3
opt_01293,106,120,2
opt_01294,156,160,5
opt_01295,52,72,1
opt_01296,234,238,2
opt_01297,78,107,5
opt_01298,147,167,2
opt_01299,224,232,2
opt_01300,61,68,5
opt_01301,224,232,2
opt_01302,87,88,1
opt_01303,18,20,2
opt_01304,211,10,2
opt_01305,31,44,1
opt_01306,46,46,1
opt_01307,176,172,1
opt_01308,213,6,3
opt_01309,221,15,2
opt_01310,223,32,0
opt_01311,283,275,2
opt_01312,22,31,2
opt_01313,64,85,1
opt_01314,73,80,0
opt_01315,77,108,5
opt_01316,30,42,1
opt_01317,7,28,3
opt_01318,173,177,2
opt_01319,72,98,3
opt_01320,110,140,3
opt_01321,190,209,3
opt_01322,223,2,0
opt_01323,102,101,2
opt_01324,281,288,3
opt_01325,167,180,3
opt_01326,30,43,1
opt_01327,20,8,1
opt_01328,5,19,2
opt_01329,135,134,2
opt_01330,68,84,3
opt_01331,124,132,2
opt_01332,37,56,2
opt_01333,58,77,5
opt_01334,129,133,2
opt_01335,153,194,0
opt_01336,33,50,2
opt_01337,285,273,0
opt_01338,89,100,3
opt_01339,150,183,5
opt_01340,5,18,2
opt_01341,240,237,2
opt_01342,182,191,3
opt_01343,3,35,3
opt_01344,121,125,1
opt_01345,36,61,5
opt_01346,253,256,2
opt_01347,5,15,2
opt_01348,86,108,5
opt_01349,274,286,3
opt_01350,222,18,2
opt_01351,7,28,3
opt_01352,186,205,3
opt_01353,206,25,5
opt_01354,66,103,5
opt_01355,162,192,6
opt_01356,287,280,2
opt_01357,278,290,3
opt_01358,132,135,2
opt_01359,24,40,0
opt_01360,74,116,6
opt_01361,211,10,2
opt_01362,32,48,2
opt_01363,158,188,5
opt_01364,115,141,3
opt_01365,106,120,2
opt_01366,158,188,5
opt_01367,214,30,5
opt_01368,237,246,5
opt_01369,229,228,3
opt_01370,26,60,5
opt_01371,209,25,5
opt_01372,194,219,5
opt_01373,234,237,2
opt_01374,134,152,3
opt_01375,204,221,3
opt_01376,87,86,1
opt_01377,56,70,2
opt_01378,62,69,3
opt_01379,66,103,5
opt_01380,88,94,2
opt_01381,76,103,5
opt_01382,85,119,0
opt_01383,14,19,2
opt_01384,169,193,6
opt_01385,277,272,2
opt_01386,243,240,4
opt_01387,262,257,3
opt_01388,248,248,0
opt_01389,33,56,2
opt_01390,196,3,5
opt_01391,112,121,0
opt_01392,17,8,1
opt_01393,149,164,1
opt_01394,40,64,4
opt_01395,2,30,5
opt_01396,134,152,3
opt_01397,26,59,5
opt_01398,164,174,2
opt_01399,233,242,4
opt_01400,86,114,5
opt_01401,11,8,1
opt_01402,187,219,5
opt_01403,176,181,1
opt_01404,99,119,0
opt_01405,235,247,6
opt_01406,14,20,2
opt_01407,208,10,2
opt_01408,14,19,2
opt_01409,221,13,2
opt_01410,7,35,3
opt_01411,177,177,2
opt_01412,256,252,1
opt_01413,105,139,5
opt_01414,247,245,5
opt_01415,114,140,3
opt_01416,42,71,6
opt_01417,63,72,1
opt_01418,108,121,0
opt_01419,252,256,2
opt_01420,183,185,2
opt_01421,71,82,1
opt_01422,154,175,3
opt_01423,56,79,2
opt_01424,243,240,4
opt_01425,49,76,6
opt_01426,12,18,2
opt_01427,176,172,1
opt_01428,36,61,5
opt_01429,51,72,1
opt_01430,157,183,5
opt_01431,79,93,2
opt_01432,50,78,0
opt_01433,120,155,5
opt_01434,127,129,1
opt_01435,242,231,1
opt_01436,96,88,1
opt_01437,255,271,5
opt_01438,173,176,2
opt_01439,83,109,6
opt_01440,292,281,2
opt_01441,2,29,5
opt_01442,31,43,1
opt_01443,184,210,2
opt_01444,120,149,5
opt_01445,117,123,1
opt_01446,263,270,5
opt_01447,21,4,0
opt_01448,48,65,2
opt_01449,45,52,3
opt_01450,130,151,6
opt_01451,227,232,2
opt_01452,23,34,0
opt_01453,112,121,0
opt_01454,178,194,0
opt_01455,14,22,2
opt_01456,147,171,2
opt_01457,37,58,2
opt_01458,275,286,3
opt_01459,54,63,0
opt_01460,208,223,2
opt_01461,186,205,3
opt_01462,95,110,5
opt_01463,108,122,0
opt_01464,41,62,2
opt_01465,255,267,5
opt_01466,279,274,0
opt_01467,176,181,1
opt_01468,181,178,2
opt_01469,172,196,3
opt_01470,74,109,6
opt_01471,159,174,2
opt_01472,82,115,0
opt_01473,28,59,5
opt_01474,116,127,2
opt_01475,31,42,1
opt_01476,161,188,5
opt_01477,221,15,2
opt_01478,277,277,2
opt_01479,10,37,6
opt_01480,213,6,3
opt_01481,49,75,6
opt_01482,244,241,2
opt_01483,174,197,5
opt_01484,60,73,3
opt_01485,230,247,6
opt_01486,159,173,2
opt_01487,8,36,3
opt_01488,217,13,2
opt_01489,193,210,2
opt_01490,83,118,6
opt_01491,162,192,6
opt_01492,274,286,3
opt_01493,91,106,3
opt_01494,6,27,4
opt_01495,254,267,5
opt_01496,111,123,1
opt_01497,200,0,1
opt_01498,208,218,2
opt_01499,78,107,5
opt_01500,126,125,1
opt_01501,13,37,6
opt_01502,140,158,5
opt_01503,271,253,1
opt_01504,230,247,6
opt_01505,199,212,6
opt_01506,127,130,1
opt_01507,61,68,5
opt_01508,50,78,0
opt_01509,229,226,3
opt_01510,147,169,2
opt_01511,116,127,2
opt_01512,61,77,5
opt_01513,39,63,0
opt_01514,156,160,5
opt_01515,64,85,1
opt_01516,154,168,3
opt_01517,43,45,3
opt_01518,251,269,0
opt_01519,88,96,2
opt_01520,105,139,5
opt_01521,214,29,5
opt_01522,175,199,5
opt_01523,160,164,1
opt_01524,158,184,5
opt_01525,94,97,2
opt_01526,47,66,5
opt_01527,254,270,5
opt_01528,107,151,6
opt_01529,181,178,2
opt_01530,111,124,1
opt_01531,271,253,1
opt_01532,39,40,0
opt_01533,257,249,1
opt_01534,50,63,0
opt_01535,285,273,0
opt_01536,45,47,3
opt_01537,80,93,2
opt_01538,202,1,1
opt_01539,104,120,2
opt_01540,75,83,5
opt_01541,31,43,1
opt_01542,94,96,2
opt_01543,169,193,6
opt_01544,135,136,2
opt_01545,40,49,4
opt_01546,277,272,2
opt_01547,28,60,5
opt_01548,181,185,2
opt_01549,81,102,3
opt_01550,45,45,3
opt_01551,219,201,0
opt_01552,117,124,1
opt_01553,52,74,1
opt_01554,175,189,5
opt_01555,190,205,3
opt_01556,29,49,4
opt_01557,6,27,4
opt_01558,129,131,2
opt_01559,84,86,1
opt_01560,49,75,6
opt_01561,248,269,0
opt_01562,173,178,2
opt_01563,151,168,3
opt_01564,134,146,3
opt_01565,19,23,2
opt_01566,147,167,2
opt_01567,21,32,0
opt_01568,35,56,2
opt_01569,240,238,2
opt_01570,156,160,5
opt_01571,238,239,3
opt_01572,189,202,1
opt_01573,189,202,1
opt_01574,48,62,2
opt_01575,128,157,0
opt_01576,85,119,0
opt_01577,101,99,2
opt_01578,33,53,2
opt_01579,183,185,2
opt_01580,250,257,3
opt_01581,199,17,6
opt_01582,162,192,6
opt_01583,48,65,2
opt_01584,228,245,5
opt_01585,210,216,3
opt_01586,106,126,2
opt_01587,49,76,6
opt_01588,260,266,4
opt_01589,287,280,2
opt_01590,133,155,5
opt_01591,105,139,5
opt_01592,45,47,3
opt_01593,60,73,3
opt_01594,45,47,3
opt_01595,112,122,0
opt_01596,83,116,6
opt_01597,236,228,3
opt_01598,34,66,5
opt_01599,216,220,6
opt_01600,57,52,3
opt_01601,141,137,2
opt_01602,132,134,2
opt_01603,265,253,1
opt_01604,170,165,1
opt_01605,151,168,3
opt_01606,112,122,0
opt_01607,36,67,5
opt_01608,26,60,5
opt_01609,23,32,0
opt_01610,195,207,1
opt_01611,6,27,4
opt_01612,211,10,2
opt_01613,36,66,5
opt_01614,82,115,0
opt_01615,179,199,5
opt_01616,113,151,6
opt_01617,270,268,3
opt_01618,37,57,2
opt_01619,155,174,2
opt_01620,124,132,2
opt_01621,202,0,1
opt_01622,217,13,2
opt_01623,132,135,2
opt_01624,223,4,0
opt_01625,109,143,5
opt_01626,275,287,3
opt_01627,191,219,5
opt_01628,67,113,4
opt_01629,100,114,5
opt_01630,292,282,2
opt_01631,214,25,5
opt_01632,62,69,3
opt_01633,133,149,5
opt_01634,83,116,6
opt_01635,277,275,2
opt_01636,255,270,5
opt_01637,166,186,3
opt_01638,261,261,4
opt_01639,160,164,1
opt_01640,284,293,6
opt_01641,131,132,2
opt_01642,173,177,2
opt_01643,204,221,3
opt_01644,28,61,5
opt_01645,163,194,0
opt_01646,70,89,2
opt_01647,201,1,1
opt_01648,44,62,2
opt_01649,175,189,5
opt_01650,155,171,2
opt_01651,170,172,1
opt_01652,90,111,3
opt_01653,213,221,3
opt_01654,147,169,2
opt_01655,199,212,6
opt_01656,3,26,3
opt_01657,174,189,5
opt_01658,125,146,3
opt_01659,117,124,1
opt_01660,138,158,5
opt_01661,195,203,1
opt_01662,94,94,2
opt_01663,98,97,2
opt_01664,105,143,5
opt_01665,173,176,2
opt_01666,125,144,3
opt_01667,137,130,1
opt_01668,226,224,0
opt_01669,267,259,3
opt_01670,7,35,3
opt_01671,75,105,5
opt_01672,50,51,0
opt_01673,233,240,4
opt_01674,137,129,1
opt_01675,155,174,2
opt_01676,80,92,2
opt_01677,141,135,2
opt_01678,34,60,5
opt_01679,72,90,3
opt_01680,66,103,5
opt_01681,152,182,4
opt_01682,19,22,2
opt_01683,87,87,1
opt_01684,208,10,2
opt_01685,78,110,5
opt_01686,153,170,0
opt_01687,124,127,2
opt_01688,3,26,3
opt_01689,222,13,2
opt_01690,125,152,3
opt_01691,76,103,5
opt_01692,288,280,2
opt_01693,35,56,2
opt_01694,223,32,0
opt_01695,121,125,1
opt_01696,121,124,1
opt_01697,70,89,2
opt_01698,95,114,5
opt_01699,188,220,6
opt_01700,23,34,0
opt_01701,283,277,2
opt_01702,3,35,3
opt_01703,178,194,0
opt_01704,198,209,3
opt_01705,10,39,6
opt_01706,147,171,2
opt_01707,93,113,4
opt_01708,69,91,2
opt_01709,288,281,2
opt_01710,236,228,3
opt_01711,73,80,0
opt_01712,172,196,3
opt_01713,44,62,2
opt_01714,89,106,3
opt_01715,97,88,1
opt_01716,217,10,2
opt_01717,23,34,0
opt_01718,84,85,1
opt_01719,87,87,1
opt_01720,218,14,3
opt_01721,211,10,2
opt_01722,233,242,4
opt_01723,236,228,3
opt_01724,202,0,1
opt_01725,176,172,1
opt_01726,140,159,5
opt_01727,109,145,5
opt_01728,144,163,1
opt_01729,95,110,5
opt_01730,124,132,2
opt_01731,107,150,6
opt_01732,209,29,5
opt_01733,136,152,3
opt_01734,84,86,1
opt_01735,199,17,6
opt_01736,125,146,3
opt_01737,38,45,3
opt_01738,75,83,5
opt_01739,231,224,0
opt_01740,41,58,2
opt_01741,205,3,5
opt_01742,239,234,3
opt_01743,46,46,1
opt_01744,89,106,3
opt_01745,39,63,0
opt_01746,226,225,0
opt_01747,135,134,2
opt_01748,204,221,3
opt_01749,164,177,2
opt_01750,33,56,2
opt_01751,274,287,3
opt_01752,18,20,2
opt_01753,79,92,2
opt_01754,106,120,2
opt_01755,96,95,1
opt_01756,216,17,6
opt_01757,192,210,2
opt_01758,133,149,5
opt_01759,4,7,1
opt_01760,27,48,2
opt_01761,14,19,2
opt_01762,3,35,3
opt_01763,72,90,3
opt_01764,96,88,1
opt_01765,47,67,5
opt_01766,58,67,5
opt_01767,194,222,5
opt_01768,255,271,5
opt_01769,53,47,3
opt_01770,41,62,2
opt_01771,26,55,5
opt_01772,68,90,3
opt_01773,34,60,5
opt_01774,34,60,5
opt_01775,210,6,3
opt_01776,160,164,1
opt_01777,48,65,2
opt_01778,131,133,2
opt_01779,57,69,3
opt_01780,2,29,5
opt_01781,31,44,1
opt_01782,260,261,4
opt_01783,79,93,2
opt_01784,95,114,5
opt_01785,192,210,2
opt_01786,154,168,3
opt_01787,259,257,3
opt_01788,220,2,0
opt_01789,89,100,3
opt_01790,269,262,2
opt_01791,201,0,1
opt_01792,207,223,2
opt_01793,36,61,5
opt_01794,276,278,1
opt_01795,67,112,4
opt_01796,216,17,6
opt_01797,118,143,5
opt_01798,104,126,2
opt_01799,248,248,0
opt_01800,103,104,2
opt_01801,183,185,2
opt_01802,100,117,5
opt_01803,134,154,3
opt_01804,198,209,3
opt_01805,129,132,2
opt_01806,54,78,0
opt_01807,149,164,1
opt_01808,279,274,0
opt_01809,3,26,3
opt_01810,41,62,2
opt_01811,37,58,2
opt_01812,162,193,6
opt_01813,268,264,6
opt_01814,111,123,1
opt_01815,149,163,1
opt_01816,74,109,6
opt_01817,75,103,5
opt_01818,276,276,1
opt_01819,136,154,3
opt_01820,269,262,2
opt_01821,131,133,2
opt_01822,44,65,2
opt_01823,171,172,1
opt_01824,244,238,2
opt_01825,221,12,2
opt_01826,47,68,5
opt_01827,94,96,2
opt_01828,235,247,6
opt_01829,264,263,2
opt_01830,43,41,3
opt_01831,57,52,3
opt_01832,226,224,0
opt_01833,136,154,3
opt_01834,112,122,0
opt_01835,117,125,1
opt_01836,90,102,3
opt_01837,11,8,1
opt_01838,168,198,6
opt_01839,0,9,3
opt_01840,33,56,2
opt_01841,262,257,3
opt_01842,146,167,2
opt_01843,44,58,2
opt_01844,185,202,1
opt_01845,230,243,6
opt_01846,172,186,3
opt_01847,154,168,3
opt_01848,130,151,6
opt_01849,46,43,1
opt_01850,215,24,4
opt_01851,158,184,5
opt_01852,21,4,0
opt_01853,80,94,2
opt_01854,174,197,5
opt_01855,22,23,2
opt_01856,38,41,3
opt_01857,19,23,2
opt_01858,99,119,0
opt_01859,43,47,3
opt_01860,195,207,1
opt_01861,65,90,3
opt_01862,10,17,6
opt_01863,203,215,0
opt_01864,146,169,2
opt_01865,206,11,5
opt_01866,190,209,3
opt_01867,155,173,2
opt_01868,94,97,2
opt_01869,37,57,2
opt_01870,32,50,2
opt_01871,35,53,2
opt_01872,218,6,3
opt_01873,256,249,1
opt_01874,195,207,1
opt_01875,250,257,3
opt_01876,125,146,3
opt_01877,4,1,1
opt_01878,26,60,5
opt_01879,39,51,0
opt_01880,139,138,4
opt_01881,16,33,5
opt_01882,79,93,2
opt_01883,193,214,2
opt_01884,165,179,3
opt_01885,257,249,1
opt_01886,242,230,1
opt_01887,109,143,5
opt_01888,181,185,2
opt_01889,68,98,3
opt_01890,146,169,2
opt_01891,192,213,2
opt_01892,88,96,2
opt_01893,163,195,0
opt_01894,2,29,5
opt_01895,30,42,1
opt_01896,83,118,6
opt_01897,89,106,3
opt_01898,10,17,6
opt_01899,172,191,3
opt_01900,266,265,6
opt_01901,18,22,2
opt_01902,229,229,3
opt_01903,23,32,0
opt_01904,74,116,6
opt_01905,22,31,2
opt_01906,86,110,5
opt_01907,8,35,3
opt_01908,180,162,4
opt_01909,144,164,1
opt_01910,253,256,2
opt_01911,106,127,2
opt_01912,116,131,2
opt_01913,52,46,1
opt_01914,70,92,2
opt_01915,12,19,2
opt_01916,1,14,3
opt_01917,35,53,2
opt_01918,133,158,5
opt_01919,11,7,1
opt_01920,205,11,5
opt_01921,26,59,5
opt_01922,135,134,2
opt_01923,151,175,3
opt_01924,122,146,3
opt_01925,87,88,1
opt_01926,106,120,2
opt_01927,20,16,1
opt_01928,80,93,2
opt_01929,94,94,2
opt_01930,55,70,2
opt_01931,65,90,3
opt_01932,279,273,0
opt_01933,6,24,4
opt_01934,44,65,2
opt_01935,15,33,5
opt_01936,9,27,4
opt_01937,181,190,2
opt_01938,287,277,2
opt_01939,95,117,5
opt_01940,172,196,3
opt_01941,140,158,5
opt_01942,48,65,2
opt_01943,159,174,2
opt_01944,190,206,3
opt_01945,47,67,5
opt_01946,272,284,3
opt_01947,135,135,2
opt_01948,278,290,3
opt_01949,19,23,2
opt_01950,237,245,5
opt_01951,85,119,0
opt_01952,289,283,1
opt_01953,92,116,6
opt_01954,83,109,6
opt_01955,89,102,3
opt_01956,101,97,2
opt_01957,163,195,0
opt_01958,94,96,2
opt_01959,17,8,1
opt_01960,28,60,5
opt_01961,194,219,5
opt_01962,129,133,2
opt_01963,216,17,6
opt_01964,30,42,1
opt_01965,156,183,5
opt_01966,113,153,6
opt_01967,44,62,2
opt_01968,0,9,3
opt_01969,69,91,2
opt_01970,212,204,4
opt_01971,118,147,5
opt_01972,1,28,3
opt_01973,59,75,6
opt_01974,77,108,5
opt_01975,4,5,1
opt_01976,116,126,2
opt_01977,197,213,2
opt_01978,145,161,0
opt_01979,21,32,0
opt_01980,72,90,3
opt_01981,7,36,3
opt_01982,263,270,5
opt_01983,47,66,5
opt_01984,80,92,2
opt_01985,104,120,2
opt_01986,98,97,2
opt_01987,232,237,2
opt_01988,2,33,5
opt_01989,71,82,1
opt_01990,32,48,2
opt_01991,76,103,5
opt_01992,221,13,2
opt_01993,241,230,1
opt_01994,227,232,2
opt_01995,122,146,3
opt_01996,268,264,6
opt_01997,91,106,3
opt_01998,121,125,1
opt_01999,35,53,2
opt_02000,97,88,1
opt_02001,78,108,5
opt_02002,118,147,5
opt_02003,158,184,5
opt_02004,18,23,2
opt_02005,152,182,4
opt_02006,83,116,6
opt_02007,51,46,1
opt_02008,162,193,6
opt_02009,90,106,3
opt_02010,41,58,2
opt_02011,10,17,6
opt_02012,7,35,3
opt_02013,86,110,5
opt_02014,67,113,4
opt_02015,77,105,5
opt_02016,124,127,2
opt_02017,85,119,0
opt_02018,63,74,1
opt_02019,119,147,5
opt_02020,177,185,2
opt_02021,211,12,2
opt_02022,161,189,5
opt_02023,11,5,1
opt_02024,239,239,3
opt_02025,169,198,6
opt_02026,55,70,2
opt_02027,142,156,0
opt_02028,22,31,2
opt_02029,253,254,2
opt_02030,148,173,2
opt_02031,139,148,4
opt_02032,135,135,2
opt_02033,228,245,5
opt_02034,34,60,5
opt_02035,251,269,0
opt_02036,88,93,2
opt_02037,222,15,2
opt_02038,39,51,0
opt_02039,68,98,3
opt_02040,60,69,3
opt_02041,267,268,3
opt_02042,65,84,3
opt_02043,40,64,4
opt_02044,0,26,3
opt_02045,19,31,2
opt_02046,52,46,1
opt_02047,137,130,1
opt_02048,263,271,5
opt_02049,171,181,1
opt_02050,81,98,3
opt_02051,218,6,3
opt_02052,95,114,5
opt_02053,1,26,3
opt_02054,157,183,5
opt_02055,113,153,6
opt_02056,167,186,3
opt_02057,150,160,5
opt_02058,16,38,5
opt_02059,7,35,3
opt_02060,84,87,1
opt_02061,88,96,2
opt_02062,110,141,3
opt_02063,59,76,6
opt_02064,52,74,1
opt_02065,18,23,2
opt_02066,82,81,0
opt_02067,280,292,5
opt_02068,112,122,0
opt_02069,220,4,0
opt_02070,178,195,0
opt_02071,96,88,1
opt_02072,140,159,5
opt_02073,58,67,5
opt_02074,237,245,5
opt_02075,167,180,3
opt_02076,51,72,1
opt_02077,72,98,3
opt_02078,148,171,2
opt_02079,36,67,5
opt_02080,251,248,0
opt_02081,242,227,1
opt_02082,121,124,1
opt_02083,201,0,1
opt_02084,180,182,4
opt_02085,271,255,1
opt_02086,144,164,1
opt_02087,83,109,6
opt_02088,3,28,3
opt_02089,158,184,5
opt_02090,228,244,5
opt_02091,209,25,5
opt_02092,173,178,2
opt_02093,177,178,2
opt_02094,50,63,0
opt_02095,110,140,3
opt_02096,54,78,0
opt_02097,17,8,1
opt_02098,26,55,5
opt_02099,224,235,2
opt_02100,50,63,0
opt_02101,139,148,4
opt_02102,51,72,1
opt_02103,95,117,5
opt_02104,109,139,5
opt_02105,120,155,5
opt_02106,110,140,3
opt_02107,114,140,3
opt_02108,155,171,2
opt_02109,99,119,0
opt_02110,294,294,5
opt_02111,56,79,2
opt_02112,154,175,3
opt_02113,187,217,5
opt_02114,22,23,2
opt_02115,74,109,6
opt_02116,273,275,2
opt_02117,147,167,2
opt_02118,85,115,0
opt_02119,16,38,5
opt_02120,43,45,3
opt_02121,69,89,2
opt_02122,206,21,5
opt_02123,113,153,6
opt_02124,52,46,1
opt_02125,181,178,2
opt_02126,67,113,4
opt_02127,277,275,2
opt_02128,117,125,1
opt_02129,27,48,2
opt_02130,12,20,2
opt_02131,231,224,0
opt_02132,11,5,1
opt_02133,234,236,2
opt_02134,63,72,1
opt_02135,68,90,3
opt_02136,60,54,3
opt_02137,134,152,3
opt_02138,199,17,6
opt_02139,35,57,2
opt_02140,103,104,2
opt_02141,133,158,5
opt_02142,157,187,5
opt_02143,165,175,3
opt_02144,72,90,3
opt_02145,123,148,4
opt_02146,64,82,1
opt_02147,159,173,2
opt_02148,286,283,1
opt_02149,31,42,1
opt_02150,179,199,5
opt_02151,201,0,1
opt_02152,94,96,2
opt_02153,158,188,5
opt_02154,28,61,5
opt_02155,93,113,4
opt_02156,49,71,6
opt_02157,205,3,5
opt_02158,286,283,1
opt_02159,37,58,2
opt_02160,176,181,1
opt_02161,159,176,2
opt_02162,170,172,1
opt_02163,46,43,1
opt_02164,86,108,5
opt_02165,8,36,3
opt_02166,69,89,2
opt_02167,136,154,3
opt_02168,200,0,1
opt_02169,182,191,3
opt_02170,156,184,5
opt_02171,29,49,4
opt_02172,55,79,2
opt_02173,102,101,2
opt_02174,173,177,2
opt_02175,42,75,6
opt_02176,101,97,2
opt_02177,37,57,2
opt_02178,44,65,2
opt_02179,57,54,3
opt_02180,87,86,1
opt_02181,64,82,1
opt_02182,37,56,2
opt_02183,32,53,2
opt_02184,48,62,2
opt_02185,61,77,5
opt_02186,140,159,5
opt_02187,178,195,0
opt_02188,10,39,6
opt_02189,266,264,6
opt_02190,68,98,3
opt_02191,120,149,5
opt_02192,206,11,5
opt_02193,262,257,3
opt_02194,19,23,2
opt_02195,155,173,2
opt_02196,279,274,0
opt_02197,148,173,2
opt_02198,77,108,5
opt_02199,295,295,5
opt_02200,64,82,1
opt_02201,136,152,3
opt_02202,82,81,0
opt_02203,37,57,2
opt_02204,195,202,1
opt_02205,43,47,3
opt_02206,277,275,2
opt_02207,187,217,5
opt_02208,42,71,6
opt_02209,50,78,0
opt_02210,218,6,3
opt_02211,52,74,1
opt_02212,117,123,1
opt_02213,202,1,1
opt_02214,105,139,5
opt_02215,34,61,5
opt_02216,142,157,0
opt_02217,98,99,2
opt_02218,185,202,1
opt_02219,114,140,3
opt_02220,21,32,0
opt_02221,113,153,6
opt_02222,86,108,5
opt_02223,131,133,2
opt_02224,161,188,5
opt_02225,163,170,0
opt_02226,109,145,5
opt_02227,70,91,2
opt_02228,202,1,1
opt_02229,132,134,2
opt_02230,50,51,0
opt_02231,146,167,2
opt_02232,229,228,3
opt_02233,3,28,3
opt_02234,77,107,5
opt_02235,68,90,3
opt_02236,188,220,6
opt_02237,288,280,2
opt_02238,81,98,3
opt_02239,157,184,5
opt_02240,215,204,4
opt_02241,286,278,1
opt_02242,182,196,3
opt_02243,64,82,1
opt_02244,106,126,2
opt_02245,219,215,0
opt_02246,283,275,2
opt_02247,166,179,3
opt_02248,34,61,5
opt_02249,217,13,2
opt_02250,52,46,1
opt_02251,273,272,2
opt_02252,33,53,2
opt_02253,220,2,0
opt_02254,2,33,5
opt_02255,223,2,0
opt_02256,175,199,5
opt_02257,206,11,5
opt_02258,151,168,3
opt_02259,124,131,2
opt_02260,129,132,2
opt_02261,13,37,6
opt_02262,96,88,1
opt_02263,127,128,1
opt_02264,7,28,3
opt_02265,113,153,6
opt_02266,153,170,0
opt_02267,74,116,6
opt_02268,285,274,0
opt_02269,275,286,3
opt_02270,39,40,0
opt_02271,145,170,0
opt_02272,192,210,2
opt_02273,225,226,3
opt_02274,167,180,3
opt_02275,64,82,1
opt_02276,36,67,5
opt_02277,252,250,2
opt_02278,43,45,3
opt_02279,232,236,2
opt_02280,129,131,2
opt_02281,128,157,0
opt_02282,21,34,0
opt_02283,193,210,2
opt_02284,278,290,3
opt_02285,14,20,2
opt_02286,212,211,4
opt_02287,90,106,3
opt_02288,139,138,4
opt_02289,131,134,2
opt_02290,51,72,1
opt_02291,165,179,3
opt_02292,174,188,5
opt_02293,284,291,6
opt_02294,222,13,2
opt_02295,25,59,5
opt_02296,97,88,1
opt_02297,109,143,5
opt_02298,84,87,1
opt_02299,249,254,2
opt_02300,252,254,2
opt_02301,121,128,1
opt_02302,18,20,2
opt_02303,127,128,1
opt_02304,94,94,2
opt_02305,222,15,2
opt_02306,122,142,3
opt_02307,153,161,0
opt_02308,12,20,2
opt_02309,113,151,6
opt_02310,131,133,2
opt_02311,157,187,5
opt_02312,115,144,3
opt_02313,234,236,2
opt_02314,295,294,5
opt_02315,203,201,0
opt_02316,167,191,3
opt_02317,19,31,2
opt_02318,262,260,3
opt_02319,14,19,2
opt_02320,112,121,0
opt_02321,175,189,5
opt_02322,91,106,3
opt_02323,270,268,3
opt_02324,149,165,1
opt_02325,66,83,5
opt_02326,42,71,6
