option_id,reported_cost,travel_minutes,carbon_kg,sla_risk_band
opt_00697,81.77,162,39.63,LOW
opt_00698,480.29,34,4.61,MED
opt_00699,197.33,131,39.92,MED
opt_00700,54.25,148,25.25,MED
opt_00701,339.41,121,25.33,MED
opt_00702,31.07,149,15.75,HIGH
opt_00703,387.17,21,38.12,MED
opt_00704,435.71,100,29.88,HIGH
opt_00705,431.58,85,32.59,LOW
opt_00706,39.01,80,4.94,MED
opt_00707,272.09,21,29.36,MED
opt_00708,270.98,50,21.3,HIGH
opt_00709,55.17,58,37.78,HIGH
opt_00710,20.27,72,27.66,MED
opt_00711,10.49,112,33.06,LOW
opt_00712,338.9,91,30.97,HIGH
opt_00713,490.38,75,1.34,LOW
opt_00714,457.33,26,17.49,MED
opt_00715,57.86,108,25.33,LOW
opt_00716,301.43,150,35.91,HIGH
opt_00717,318.44,87,6.78,LOW
opt_00718,481.02,161,28.95,LOW
opt_00719,184.44,40,31.29,LOW
opt_00720,392.15,49,39.87,HIGH
opt_00721,450.12,165,10.29,LOW
opt_00722,207.39,167,5.61,LOW
opt_00723,198.03,73,34.52,HIGH
opt_00724,332.88,81,7.43,MED
opt_00725,474.86,87,12.62,HIGH
opt_00726,464.4,20,12.7,HIGH
opt_00727,231.68,87,26.36,LOW
opt_00728,100.1,74,13.36,MED
opt_00729,48.83,78,18.42,HIGH
opt_00730,459.97,169,14.76,LOW
opt_00731,427.51,20,38.5,MED
opt_00732,84.89,59,38.82,LOW
opt_00733,106.17,76,22.37,MED
opt_00734,217.93,122,36.78,HIGH
opt_00735,295.51,76,18.88,HIGH
opt_00736,242.66,20,31.16,HIGH
opt_00737,31.5,84,0.12,MED
opt_00738,27.62,14,38.72,MED
opt_00739,355.1,120,21.22,LOW
opt_00740,276.03,40,22.38,HIGH
opt_00741,25.44,87,17.51,LOW
opt_00742,210.81,17,34.31,HIGH
opt_00743,248.9,130,34.2,LOW
opt_00744,205.29,52,8.03,MED
opt_00745,475.68,84,10.65,LOW
opt_00746,416.08,106,32.69,HIGH
opt_00747,155.96,110,31.42,LOW
opt_00748,339.65,100,21.69,HIGH
opt_00749,495.37,118,24.67,MED
opt_00750,154.37,119,34.19,LOW
opt_00751,229.29,70,22.7,LOW
opt_00752,99.21,29,36.04,MED
opt_00753,341.76,67,15.3,LOW
opt_00754,31.69,118,3.14,HIGH
opt_00755,130.72,152,27.49,MED
opt_00756,308.87,151,15.06,MED
opt_00757,47.69,83,1.22,HIGH
opt_00758,178.83,9,35.82,HIGH
opt_00759,122.75,82,5.97,HIGH
opt_00760,30.97,82,27.66,LOW
opt_00761,324.52,3,2.96,MED
opt_00762,291.7,21,35.85,MED
opt_00763,484.92,164,14.0,MED
opt_00764,240.68,27,32.8,MED
opt_00765,223.32,69,8.77,HIGH
opt_00766,246.66,27,39.0,HIGH
opt_00767,238.8,145,6.78,HIGH
opt_00768,163.98,168,17.65,LOW
opt_00769,364.43,153,3.15,HIGH
opt_00770,188.87,173,6.1,HIGH
opt_00771,299.54,2,12.09,HIGH
opt_00772,61.78,7,38.7,MED
opt_00773,163.39,86,33.61,LOW
opt_00774,328.02,35,15.61,MED
opt_00775,22.86,169,24.01,HIGH
opt_00776,447.37,30,14.98,LOW
opt_00777,244.63,125,30.71,HIGH
opt_00778,269.6,31,16.33,LOW
opt_00779,68.02,163,6.38,LOW
opt_00780,403.18,137,37.92,LOW
opt_00781,438.79,61,7.69,MED
opt_00782,317.62,106,32.28,LOW
opt_00783,193.31,33,22.75,HIGH
opt_00784,161.39,103,14.71,LOW
opt_00785,156.67,6,28.41,MED
opt_00786,109.71,98,34.55,HIGH
opt_00787,246.56,128,36.16,HIGH
opt_00788,438.28,74,18.43,HIGH
opt_00789,86.03,121,22.16,LOW
opt_00790,11.32,136,25.43,MED
opt_00791,32.8,95,26.73,HIGH
opt_00792,133.23,114,27.69,HIGH
opt_00793,218.91,44,12.66,LOW
opt_00794,397.12,62,22.71,HIGH
opt_00795,120.34,16,6.04,LOW
opt_00796,189.64,138,31.08,MED
opt_00797,109.76,76,1.33,LOW
opt_00798,358.39,102,14.67,MED
opt_00799,120.05,33,12.81,MED
opt_00800,88.31,102,14.07,LOW
opt_00801,289.24,172,11.67,LOW
opt_00802,36.58,108,33.13,MED
opt_00803,481.71,143,25.42,MED
opt_00804,148.88,150,11.8,HIGH
opt_00805,325.12,111,9.68,LOW
opt_00806,410.73,69,29.1,HIGH
opt_00807,459.11,113,20.74,LOW
opt_00808,315.03,54,34.66,LOW
opt_00809,331.21,175,4.99,HIGH
opt_00810,100.86,46,14.35,MED
opt_00811,458.89,28,13.41,MED
opt_00812,388.15,35,11.69,LOW
opt_00813,28.5,117,0.42,HIGH
opt_00814,376.06,40,22.91,MED
opt_00815,252.2,174,25.91,HIGH
opt_00816,3.72,174,25.06,MED
opt_00817,429.99,101,32.56,HIGH
opt_00818,466.12,68,0.56,HIGH
opt_00819,163.03,91,29.47,MED
opt_00820,148.71,32,29.1,LOW
opt_00821,460.09,58,5.84,MED
opt_00822,311.92,68,35.42,MED
opt_00823,322.95,54,9.25,HIGH
opt_00824,212.97,163,29.59,LOW
opt_00825,186.05,24,30.16,LOW
opt_00826,300.98,34,27.29,LOW
opt_00827,389.32,34,5.66,MED
opt_00828,363.68,14,4.09,LOW
opt_00829,125.95,62,15.04,HIGH
opt_00830,307.89,48,29.54,HIGH
opt_00831,88.64,152,8.38,MED
opt_00832,89.31,58,27.09,HIGH
opt_00833,251.63,48,20.75,LOW
opt_00834,298.73,43,28.63,LOW
opt_00835,102.62,122,15.8,HIGH
opt_00836,483.53,66,9.25,LOW
opt_00837,289.22,133,16.92,HIGH
opt_00838,437.65,121,35.45,LOW
opt_00839,366.61,140,6.02,LOW
opt_00840,166.29,4,4.29,HIGH
opt_00841,104.2,34,36.58,LOW
opt_00842,246.79,179,28.99,HIGH
opt_00843,346.14,113,35.28,HIGH
opt_00844,444.57,33,29.71,LOW
opt_00845,198.16,28,10.24,HIGH
opt_00846,255.19,154,26.7,MED
opt_00847,246.69,35,6.39,MED
opt_00848,77.44,47,30.95,MED
opt_00849,468.7,23,21.27,MED
opt_00850,34.9,92,15.54,LOW
opt_00851,297.32,26,5.03,MED
opt_00852,419.08,117,6.25,MED
opt_00853,322.59,84,37.79,LOW
opt_00854,444.87,8,12.77,MED
opt_00855,228.84,161,37.08,HIGH
opt_00856,267.95,5,5.4,MED
opt_00857,8.53,90,3.99,MED
opt_00858,463.84,15,14.0,HIGH
opt_00859,6.96,147,10.42,MED
opt_00860,116.38,92,30.69,LOW
opt_00861,194.63,174,37.97,MED
opt_00862,3.8,16,10.48,MED
opt_00863,136.3,138,36.35,LOW
opt_00864,201.7,69,26.47,LOW
opt_00865,259.58,180,5.37,HIGH
opt_00866,232.45,93,31.51,MED
opt_00867,424.58,53,1.16,MED
opt_00868,320.15,78,1.46,LOW
opt_00869,445.76,99,39.99,HIGH
opt_00870,486.98,56,34.93,MED
opt_00871,428.74,56,24.58,LOW
opt_00872,294.85,82,6.32,MED
opt_00873,167.63,42,35.27,LOW
opt_00874,152.73,65,24.46,LOW
opt_00875,135.08,158,33.48,MED
opt_00876,243.09,87,28.37,HIGH
opt_00877,472.01,150,28.58,HIGH
opt_00878,431.38,85,27.27,LOW
opt_00879,18.14,34,38.11,LOW
opt_00880,381.58,59,6.17,LOW
opt_00881,313.73,29,24.26,HIGH
opt_00882,361.53,124,0.22,LOW
opt_00883,65.87,88,31.22,LOW
opt_00884,298.34,174,6.59,HIGH
opt_00885,234.0,122,39.32,HIGH
opt_00886,246.18,84,16.03,LOW
opt_00887,416.06,168,17.18,LOW
opt_00888,393.41,138,20.45,HIGH
opt_00889,319.5,15,14.68,LOW
opt_00890,43.17,104,33.57,HIGH
opt_00891,441.61,55,0.18,LOW
opt_00892,77.23,168,28.92,LOW
opt_00893,344.31,28,34.02,MED
opt_00894,246.77,11,30.49,MED
opt_00895,194.86,159,39.83,MED
opt_00896,204.25,35,7.5,HIGH
opt_00897,482.38,112,23.52,LOW
opt_00898,112.65,142,22.79,MED
opt_00899,318.1,116,15.39,LOW
opt_00900,370.95,7,12.78,LOW
opt_00901,391.18,153,8.56,HIGH
opt_00902,412.72,148,28.04,LOW
opt_00903,207.42,155,11.13,LOW
opt_00904,455.28,91,34.55,MED
opt_00905,450.94,123,5.25,MED
opt_00906,331.26,36,7.15,LOW
opt_00907,253.8,55,14.56,LOW
opt_00908,175.91,42,2.7,HIGH
opt_00909,304.96,177,17.93,HIGH
opt_00910,189.53,161,12.28,HIGH
opt_00911,346.29,167,11.75,LOW
opt_00912,259.23,130,4.47,MED
opt_00913,190.77,52,11.89,LOW
opt_00914,69.86,130,38.68,LOW
opt_00915,248.31,35,20.54,LOW
opt_00916,439.91,70,34.96,HIGH
opt_00917,264.55,177,27.93,LOW
opt_00918,289.57,5,14.15,MED
opt_00919,388.34,147,5.3,HIGH
opt_00920,144.88,152,13.45,MED
opt_00921,315.19,6,19.06,HIGH
opt_00922,137.76,112,18.24,HIGH
opt_00923,302.84,8,38.46,LOW
opt_00924,66.81,1,26.84,LOW
opt_00925,443.75,8,24.38,LOW
opt_00926,240.71,99,20.77,HIGH
opt_00927,8.7,71,19.64,HIGH
opt_00928,368.95,166,24.46,HIGH
opt_00929,475.78,24,10.69,HIGH
opt_00930,366.06,174,16.75,HIGH
opt_00931,228.19,39,14.47,LOW
opt_00932,260.27,101,20.29,MED
opt_00933,395.13,153,33.34,LOW
opt_00934,275.58,39,15.78,LOW
opt_00935,159.16,86,24.96,HIGH
opt_00936,284.96,84,16.91,HIGH
opt_00937,255.94,121,33.14,LOW
opt_00938,35.3,173,20.16,MED
opt_00939,325.66,72,13.55,LOW
opt_00940,222.22,156,25.84,LOW
opt_00941,450.16,115,23.13,MED
opt_00942,375.0,28,5.21,MED
opt_00943,258.32,84,36.51,MED
opt_00944,231.42,121,11.14,MED
opt_00945,113.01,39,6.08,LOW
opt_00946,96.6,49,38.31,MED
opt_00947,473.59,27,37.05,LOW
opt_00948,298.65,14,33.21,HIGH
opt_00949,210.54,163,8.8,MED
opt_00950,233.11,100,26.57,LOW
opt_00951,345.25,105,7.95,MED
opt_00952,479.33,83,38.76,MED
opt_00953,359.89,77,17.26,MED
opt_00954,209.25,173,34.3,MED
opt_00955,185.85,94,35.38,MED
opt_00956,162.53,40,34.73,HIGH
opt_00957,336.12,74,25.1,LOW
opt_00958,258.84,94,17.79,LOW
opt_00959,297.79,164,27.77,HIGH
opt_00960,20.94,26,1.6,MED
opt_00961,5.73,152,24.32,HIGH
opt_00962,306.23,18,17.05,MED
opt_00963,75.52,32,24.57,MED
opt_00964,295.41,9,0.75,MED
opt_00965,244.78,22,5.02,MED
opt_00966,243.81,109,2.21,MED
opt_00967,41.9,159,8.25,LOW
opt_00968,101.52,133,14.86,LOW
opt_00969,304.55,94,15.62,MED
opt_00970,481.59,59,14.7,MED
opt_00971,180.85,1,38.77,MED
opt_00972,124.65,111,28.8,MED
opt_00973,324.02,172,7.37,MED
opt_00974,161.08,47,2.46,LOW
opt_00975,53.46,48,27.07,LOW
opt_00976,101.68,106,8.57,HIGH
opt_00977,201.68,37,39.84,MED
opt_00978,106.49,62,11.05,HIGH
opt_00979,242.8,161,3.47,HIGH
opt_00980,218.39,163,31.87,LOW
opt_00981,141.55,77,16.09,MED
opt_00982,365.35,138,29.55,MED
opt_00983,100.06,114,37.7,MED
opt_00984,452.37,150,38.36,MED
opt_00985,403.91,109,16.81,LOW
opt_00986,487.68,8,38.47,HIGH
opt_00987,216.39,91,8.46,LOW
opt_00988,76.66,142,19.44,HIGH
opt_00989,386.33,154,18.41,HIGH
opt_00990,190.41,125,36.78,MED
opt_00991,31.15,27,33.57,LOW
opt_00992,225.13,48,29.18,HIGH
opt_00993,0.42,178,37.29,HIGH
opt_00994,211.67,128,15.18,LOW
opt_00995,229.43,72,14.99,LOW
opt_00996,174.62,162,13.13,HIGH
opt_00997,132.47,24,20.03,MED
opt_00998,37.24,115,14.92,MED
opt_00999,233.63,38,36.94,MED
opt_01000,8.39,133,34.1,MED
opt_01001,476.96,158,39.92,HIGH
opt_01002,277.0,73,39.42,LOW
opt_01003,367.5,39,4.55,HIGH
opt_01004,220.39,33,37.15,MED
opt_01005,428.55,60,1.63,MED
opt_01006,187.73,88,23.21,LOW
opt_01007,61.5,77,28.59,MED
opt_01008,454.33,124,2.27,MED
opt_01009,398.72,78,10.09,HIGH
opt_01010,384.42,31,12.97,LOW
opt_01011,251.75,121,15.18,LOW
opt_01012,127.01,136,18.95,MED
opt_01013,22.13,30,26.32,MED
opt_01014,135.34,25,14.64,LOW
opt_01015,118.35,73,16.83,HIGH
opt_01016,186.03,85,17.39,MED
opt_01017,403.35,155,29.21,LOW
opt_01018,210.37,112,23.96,HIGH
opt_01019,33.52,149,35.38,HIGH
opt_01020,400.1,34,32.0,LOW
opt_01021,164.42,109,6.9,LOW
opt_01022,83.64,28,30.5,HIGH
opt_01023,465.9,127,34.38,LOW
opt_01024,243.79,154,21.68,MED
opt_01025,150.15,137,35.1,MED
opt_01026,320.27,116,6.8,MED
opt_01027,12.47,73,36.97,HIGH
opt_01028,60.21,120,35.84,MED
opt_01029,110.43,90,1.31,MED
opt_01030,240.43,46,34.76,LOW
opt_01031,311.21,45,9.2,HIGH
opt_01032,342.37,57,38.38,LOW
opt_01033,349.11,82,24.56,HIGH
opt_01034,125.99,139,8.22,HIGH
opt_01035,180.21,109,7.05,MED
opt_01036,24.31,21,21.79,LOW
opt_01037,149.28,46,18.96,MED
opt_01038,160.33,73,24.2,MED
opt_01039,100.59,41,27.24,LOW
opt_01040,476.83,4,33.66,MED
opt_01041,381.13,169,19.07,HIGH
opt_01042,376.89,21,31.67,LOW
opt_01043,53.83,161,33.43,MED
opt_01044,451.09,173,26.07,LOW
opt_01045,8.68,150,9.77,LOW
opt_01046,99.44,34,25.68,LOW
opt_01047,492.17,117,10.27,LOW
opt_01048,295.54,34,28.48,LOW
opt_01049,472.62,11,28.29,HIGH
opt_01050,48.45,16,5.93,MED
opt_01051,383.86,35,31.98,MED
opt_01052,301.61,163,18.3,LOW
opt_01053,130.56,170,17.72,MED
opt_01054,97.69,162,5.88,HIGH
opt_01055,239.45,41,39.6,HIGH
opt_01056,62.19,90,8.62,MED
opt_01057,83.27,112,35.1,HIGH
opt_01058,158.79,17,36.51,LOW
opt_01059,140.05,83,29.0,LOW
opt_01060,466.78,173,17.41,HIGH
opt_01061,33.53,39,18.39,MED
opt_01062,416.05,87,8.05,MED
opt_01063,429.63,84,1.73,LOW
opt_01064,197.79,91,35.58,MED
opt_01065,123.59,163,5.49,HIGH
opt_01066,262.06,67,28.83,HIGH
opt_01067,336.02,124,30.73,HIGH
opt_01068,468.43,1,12.68,MED
opt_01069,267.93,129,24.66,LOW
opt_01070,303.61,157,33.32,MED
opt_01071,45.44,47,14.83,MED
opt_01072,192.7,153,24.89,HIGH
opt_01073,299.69,175,0.19,HIGH
opt_01074,409.85,85,7.45,LOW
opt_01075,499.14,82,4.17,HIGH
opt_01076,220.43,75,19.64,LOW
opt_01077,41.04,37,35.06,LOW
opt_01078,44.36,35,10.02,MED
opt_01079,102.07,132,1.64,HIGH
opt_01080,285.76,4,6.8,LOW
opt_01081,385.91,28,29.84,LOW
opt_01082,299.46,141,11.63,MED
opt_01083,260.96,167,16.18,MED
opt_01084,422.13,3,38.1,HIGH
opt_01085,372.02,145,18.22,LOW
opt_01086,247.04,28,30.17,LOW
opt_01087,228.46,19,10.27,MED
opt_01088,257.47,21,19.3,HIGH
opt_01089,497.61,140,22.21,HIGH
opt_01090,381.31,163,11.51,LOW
opt_01091,412.56,118,25.66,LOW
opt_01092,450.9,24,15.97,LOW
opt_01093,325.51,71,9.13,LOW
opt_01094,157.17,152,31.14,LOW
opt_01095,258.67,83,8.55,HIGH
opt_01096,282.49,150,15.68,MED
opt_01097,152.16,137,24.04,HIGH
opt_01098,496.16,4,39.59,MED
opt_01099,41.68,16,34.74,HIGH
opt_01100,336.06,47,29.98,LOW
opt_01101,411.97,65,30.3,HIGH
opt_01102,495.63,126,35.8,LOW
opt_01103,339.97,97,38.8,MED
opt_01104,141.05,133,15.25,LOW
opt_01105,378.44,16,10.34,LOW
opt_01106,467.09,108,37.86,LOW
opt_01107,221.12,53,5.41,MED
opt_01108,313.39,54,26.99,HIGH
opt_01109,225.58,46,24.7,MED
opt_01110,430.43,33,19.54,HIGH
opt_01111,373.77,127,2.88,LOW
opt_01112,209.95,3,18.12,MED
opt_01113,356.4,71,11.13,LOW
opt_01114,282.58,87,1.43,HIGH
opt_01115,371.95,18,16.05,HIGH
opt_01116,310.44,32,26.16,MED
opt_01117,322.96,168,12.23,LOW
opt_01118,112.36,29,38.86,HIGH
opt_01119,99.21,122,28.46,HIGH
opt_01120,69.04,121,12.2,LOW
opt_01121,74.53,60,1.36,LOW
opt_01122,109.56,178,17.01,MED
opt_01123,275.21,100,10.14,HIGH
opt_01124,254.97,113,16.45,HIGH
opt_01125,308.92,31,37.32,HIGH
opt_01126,281.62,168,6.54,LOW
opt_01127,433.41,65,16.61,LOW
opt_01128,236.32,12,20.99,LOW
opt_01129,433.85,97,8.85,LOW
opt_01130,378.05,65,19.11,LOW
opt_01131,203.91,159,11.89,LOW
opt_01132,456.22,142,3.94,HIGH
opt_01133,268.0,1,18.7,MED
opt_01134,162.18,104,12.27,MED
opt_01135,254.28,60,9.86,LOW
opt_01136,452.53,95,24.97,LOW
opt_01137,102.27,150,21.21,HIGH
opt_01138,316.05,126,21.97,MED
opt_01139,372.27,39,28.33,LOW
opt_01140,363.22,23,1.07,HIGH
opt_01141,449.8,98,12.38,HIGH
opt_01142,79.9,132,14.38,MED
opt_01143,356.15,88,19.1,HIGH
opt_01144,216.57,90,7.96,MED
opt_01145,362.86,180,7.87,HIGH
opt_01146,331.66,176,17.07,HIGH
opt_01147,266.86,36,20.13,HIGH
opt_01148,213.51,81,33.06,MED
opt_01149,288.53,22,37.29,HIGH
opt_01150,21.17,98,36.89,MED
opt_01151,462.38,10,29.7,MED
opt_01152,493.8,31,32.27,LOW
opt_01153,68.01,158,39.51,LOW
opt_01154,87.63,28,37.17,MED
opt_01155,314.09,75,10.19,LOW
opt_01156,329.93,134,27.15,LOW
opt_01157,189.68,149,34.24,HIGH
opt_01158,489.92,169,0.3,LOW
opt_01159,203.31,86,10.05,MED
opt_01160,104.31,155,24.53,LOW
opt_01161,246.89,134,27.27,HIGH
opt_01162,18.61,129,16.02,LOW
opt_01163,362.73,11,31.4,LOW
opt_01164,197.58,84,4.31,LOW
opt_01165,115.5,102,30.49,HIGH
opt_01166,240.66,111,38.93,MED
opt_01167,63.82,156,9.57,LOW
opt_01168,242.82,10,21.53,MED
opt_01169,305.69,21,30.97,MED
opt_01170,499.37,15,37.85,HIGH
opt_01171,378.18,61,32.07,MED
opt_01172,442.24,74,4.46,MED
opt_01173,320.87,92,22.48,LOW
opt_01174,391.97,147,5.11,MED
opt_01175,44.53,147,27.88,MED
opt_01176,189.76,86,23.52,LOW
opt_01177,46.77,71,18.83,MED
opt_01178,279.87,19,8.1,LOW
opt_01179,291.86,140,14.26,MED
opt_01180,416.51,82,5.87,HIGH
opt_01181,443.68,22,0.88,HIGH
opt_01182,350.99,85,0.54,HIGH
opt_01183,406.29,94,22.9,LOW
opt_01184,400.78,77,16.21,MED
opt_01185,22.56,130,29.34,MED
opt_01186,334.26,48,39.01,LOW
opt_01187,283.78,97,3.87,HIGH
opt_01188,118.64,167,25.63,MED
opt_01189,147.6,91,22.59,MED
opt_01190,245.54,82,14.88,MED
opt_01191,288.85,155,24.07,MED
opt_01192,40.41,113,5.36,MED
opt_01193,341.0,38,4.18,LOW
opt_01194,112.13,52,4.93,HIGH
opt_01195,128.48,106,6.76,MED
opt_01196,118.5,103,26.88,LOW
opt_01197,335.25,7,10.71,LOW
opt_01198,120.03,113,2.18,MED
opt_01199,149.54,47,6.48,MED
opt_01200,241.0,34,35.25,MED
opt_01201,240.77,126,7.54,LOW
opt_01202,207.93,109,38.87,HIGH
opt_01203,440.26,139,38.24,MED
opt_01204,308.49,39,0.47,HIGH
opt_01205,105.72,106,39.31,MED
opt_01206,465.89,43,15.97,HIGH
opt_01207,91.77,5,19.43,MED
opt_01208,82.53,115,2.85,MED
opt_01209,415.49,135,30.68,HIGH
opt_01210,18.39,175,36.35,HIGH
opt_01211,112.84,116,6.12,HIGH
opt_01212,487.48,99,35.5,HIGH
opt_01213,118.89,120,30.76,HIGH
opt_01214,1.69,169,24.42,HIGH
opt_01215,357.21,116,18.49,HIGH
opt_01216,98.97,96,27.68,LOW
opt_01217,130.44,53,28.68,LOW
opt_01218,218.86,94,28.08,MED
opt_01219,223.47,67,0.35,LOW
opt_01220,233.89,25,31.48,HIGH
opt_01221,24.83,92,14.57,LOW
opt_01222,383.77,114,20.16,LOW
opt_01223,61.37,136,21.55,LOW
opt_01224,347.4,77,25.57,LOW
opt_01225,187.56,136,30.24,LOW
opt_01226,357.33,17,12.9,LOW
opt_01227,102.72,9,37.19,MED
opt_01228,462.08,8,35.87,MED
opt_01229,241.33,11,18.64,LOW
opt_01230,300.6,68,29.31,HIGH
opt_01231,447.11,84,23.82,HIGH
opt_01232,315.01,155,8.5,LOW
opt_01233,286.67,53,35.48,LOW
opt_01234,392.86,117,36.94,MED
opt_01235,70.64,32,39.82,LOW
opt_01236,403.78,179,28.08,MED
opt_01237,241.06,39,20.0,MED
opt_01238,467.52,44,11.72,MED
opt_01239,119.48,69,10.98,HIGH
opt_01240,147.49,142,9.11,MED
opt_01241,153.05,28,17.08,MED
opt_01242,84.58,124,34.09,MED
opt_01243,55.65,121,23.97,MED
opt_01244,96.22,59,22.47,MED
opt_01245,237.04,15,35.31,LOW
opt_01246,196.32,167,27.04,MED
opt_01247,2.38,64,32.75,HIGH
opt_01248,354.27,140,16.85,HIGH
opt_01249,481.78,102,8.66,LOW
opt_01250,321.7,42,3.32,HIGH
opt_01251,157.17,11,4.15,HIGH
opt_01252,190.79,150,12.31,HIGH
opt_01253,312.09,10,10.31,LOW
opt_01254,394.94,105,12.09,MED
opt_01255,343.98,10,20.4,LOW
opt_01256,212.02,96,4.75,LOW
opt_01257,391.68,124,8.18,LOW
opt_01258,332.5,145,35.46,HIGH
opt_01259,81.92,19,21.86,HIGH
opt_01260,82.84,31,31.07,MED
opt_01261,386.12,32,14.76,HIGH
opt_01262,104.35,179,30.87,HIGH
opt_01263,488.18,165,37.01,HIGH
opt_01264,223.61,132,15.38,LOW
opt_01265,399.99,118,1.32,MED
opt_01266,381.08,88,17.54,MED
opt_01267,43.1,133,14.63,HIGH
opt_01268,77.95,174,12.85,HIGH
opt_01269,34.42,24,3.7,MED
opt_01270,457.87,112,37.46,LOW
opt_01271,331.59,97,7.93,HIGH
opt_01272,265.84,174,11.23,LOW
opt_01273,425.19,179,7.44,LOW
opt_01274,54.59,38,36.03,MED
opt_01275,226.26,16,4.02,HIGH
opt_01276,63.27,159,9.81,HIGH
opt_01277,429.69,22,7.58,LOW
opt_01278,32.86,146,10.55,LOW
opt_01279,38.09,48,21.45,MED
opt_01280,269.79,104,24.52,LOW
opt_01281,265.55,10,16.45,HIGH
opt_01282,462.52,63,9.53,MED
opt_01283,243.67,30,2.29,LOW
opt_01284,94.38,146,18.9,LOW
opt_01285,253.66,62,32.75,HIGH
opt_01286,293.6,1,21.92,MED
opt_01287,278.75,23,7.92,MED
opt_01288,210.24,60,32.64,LOW
opt_01289,127.57,94,11.89,HIGH
opt_01290,379.61,155,39.91,LOW
opt_01291,207.4,111,3.0,MED
opt_01292,131.45,132,25.8,LOW
opt_01293,52.15,93,16.15,LOW
opt_01294,249.24,114,35.09,HIGH
opt_01295,58.21,147,29.46,HIGH
opt_01296,235.7,116,14.16,HIGH
opt_01297,50.71,144,21.16,LOW
opt_01298,220.55,81,36.44,MED
opt_01299,117.51,85,1.08,HIGH
opt_01300,66.69,139,21.11,MED
opt_01301,494.73,153,9.71,HIGH
opt_01302,383.82,176,35.81,MED
opt_01303,342.42,8,14.46,HIGH
opt_01304,452.25,46,28.58,LOW
opt_01305,437.7,86,36.69,LOW
opt_01306,149.41,154,26.7,HIGH
opt_01307,304.27,149,39.07,HIGH
opt_01308,490.21,36,39.21,MED
opt_01309,18.15,29,25.71,HIGH
opt_01310,130.96,171,17.66,HIGH
opt_01311,121.11,95,31.78,LOW
opt_01312,484.98,50,22.6,HIGH
opt_01313,141.55,91,14.38,LOW
opt_01314,390.87,25,13.5,MED
opt_01315,133.46,174,5.19,LOW
opt_01316,247.68,51,17.93,LOW
opt_01317,76.13,109,30.27,MED
opt_01318,34.78,153,26.17,HIGH
opt_01319,28.79,82,30.52,LOW
opt_01320,284.87,43,7.68,HIGH
opt_01321,417.55,107,1.52,LOW
opt_01322,279.76,73,12.67,LOW
opt_01323,407.05,161,4.15,LOW
opt_01324,160.51,87,30.61,MED
opt_01325,113.92,16,22.04,HIGH
opt_01326,148.44,144,3.53,HIGH
opt_01327,228.44,8,11.97,LOW
opt_01328,100.83,116,25.55,HIGH
opt_01329,374.94,55,19.78,MED
opt_01330,133.21,33,23.96,MED
opt_01331,269.34,48,30.2,LOW
opt_01332,123.47,167,1.4,HIGH
opt_01333,209.02,141,12.15,HIGH
opt_01334,393.75,55,25.71,MED
opt_01335,307.5,54,30.89,HIGH
opt_01336,16.16,98,17.9,MED
opt_01337,366.22,50,0.61,LOW
opt_01338,48.54,75,19.6,HIGH
opt_01339,291.06,131,21.54,LOW
opt_01340,77.49,135,9.3,MED
opt_01341,146.43,98,27.7,HIGH
opt_01342,408.75,85,15.67,MED
opt_01343,439.16,175,29.25,HIGH
opt_01344,207.13,61,6.24,MED
opt_01345,221.81,147,17.83,LOW
opt_01346,464.59,43,9.96,MED
opt_01347,457.92,159,0.29,HIGH
opt_01348,119.43,120,36.34,HIGH
opt_01349,13.16,141,8.99,HIGH
opt_01350,10.79,9,24.39,HIGH
opt_01351,348.32,103,13.07,LOW
opt_01352,162.4,157,1.64,MED
opt_01353,178.08,57,19.68,HIGH
opt_01354,455.01,42,32.0,LOW
opt_01355,365.0,41,17.77,MED
opt_01356,301.4,94,35.27,LOW
opt_01357,76.21,32,38.56,HIGH
opt_01358,100.51,101,9.08,HIGH
opt_01359,327.41,10,39.53,HIGH
opt_01360,351.4,130,8.56,HIGH
opt_01361,356.8,97,18.14,LOW
opt_01362,9.43,165,33.67,HIGH
opt_01363,2.65,3,35.06,MED
opt_01364,164.17,156,33.07,MED
opt_01365,481.45,153,20.94,HIGH
opt_01366,93.24,93,16.43,HIGH
opt_01367,497.95,157,22.77,MED
opt_01368,453.99,52,36.09,LOW
opt_01369,271.14,140,39.4,LOW
opt_01370,285.8,121,10.15,LOW
opt_01371,89.82,110,21.52,HIGH
opt_01372,34.7,37,25.06,HIGH
opt_01373,161.73,104,7.83,MED
opt_01374,298.65,63,18.33,LOW
opt_01375,466.26,33,15.79,HIGH
opt_01376,342.76,71,31.34,HIGH
opt_01377,58.32,160,20.12,MED
opt_01378,322.28,52,22.32,MED
opt_01379,64.25,49,1.14,LOW
opt_01380,383.46,25,20.14,HIGH
opt_01381,193.53,163,33.5,MED
opt_01382,445.3,86,33.96,MED
opt_01383,340.32,111,36.58,MED
opt_01384,360.55,101,17.81,MED
opt_01385,182.4,117,21.87,MED
opt_01386,15.95,1,22.46,LOW
opt_01387,235.15,71,16.28,HIGH
opt_01388,312.48,1,19.14,MED
opt_01389,369.22,78,34.96,MED
opt_01390,180.3,15,3.16,MED
opt_01391,115.84,10,16.21,MED
opt_01392,410.9,45,36.18,LOW
opt_01393,139.6,118,17.2,MED
opt_01394,388.39,21,30.07,MED
