balance_group_id,decision_id,side
B042,d04789,neg
B042,d04803,neg
B042,d04817,neg
B042,d04831,neg
B042,d04845,neg
B042,d04859,neg
B042,d04873,neg
B042,d04887,neg
B042,d04901,neg
B042,d04915,neg
B042,d04929,neg
B042,d04943,neg
B042,d04957,neg
B042,d04971,neg
B042,d04985,neg
B042,d04999,neg
B042,d05013,neg
B042,d05027,neg
B042,d05041,neg
B042,d05055,neg
B042,d05069,neg
B042,d05083,neg
B043,d04370,pos
B043,d04384,pos
B043,d04398,pos
B043,d04412,pos
B043,d04426,pos
B043,d04440,pos
B043,d04454,pos
B043,d04468,pos
B043,d04482,pos
B043,d04496,pos
B043,d04510,pos
B043,d04524,pos
B043,d04538,pos
B043,d04552,pos
B043,d04566,pos
B043,d04580,pos
B043,d04594,pos
B043,d04608,pos
B043,d04622,pos
B043,d04636,pos
B043,d04650,pos
B043,d04664,pos
B043,d04678,pos
B043,d04692,pos
B043,d04706,pos
B043,d04720,pos
B043,d04734,pos
B043,d04748,pos
B043,d04762,pos
B043,d04776,pos
B043,d04790,pos
B043,d04804,pos
B043,d04818,pos
B043,d04832,pos
B043,d04846,pos
B043,d04860,pos
B043,d04874,pos
B043,d04888,pos
B043,d04902,pos
B043,d04916,pos
B043,d04930,pos
B043,d04944,pos
B043,d04958,pos
B043,d04972,pos
B043,d04986,pos
B043,d05000,pos
B043,d05014,pos
B043,d05028,pos
B043,d05042,pos
B043,d05056,pos
B043,d05070,pos
B043,d05084,pos
B043,d04371,neg
B043,d04385,neg
B043,d04399,neg
B043,d04413,neg
B043,d04427,neg
B043,d04441,neg
B043,d04455,neg
B043,d04469,neg
B043,d04483,neg
B043,d04497,neg
B043,d04511,neg
B043,d04525,neg
B043,d04539,neg
B043,d04553,neg
B043,d04567,neg
B043,d04581,neg
B043,d04595,neg
B043,d04609,neg
B043,d04623,neg
B043,d04637,neg
B043,d04651,neg
B043,d04665,neg
B043,d04679,neg
B043,d04693,neg
B043,d04707,neg
B043,d04721,neg
B043,d04735,neg
B043,d04749,neg
B043,d04763,neg
B043,d04777,neg
B043,d04791,neg
B043,d04805,neg
B043,d04819,neg
B043,d04833,neg
B043,d04847,neg
B043,d04861,neg
B043,d04875,neg
B043,d04889,neg
B043,d04903,neg
B043,d04917,neg
B043,d04931,neg
B043,d04945,neg
B043,d04959,neg
B043,d04973,neg
B043,d04987,neg
B043,d05001,neg
B043,d05015,neg
B043,d05029,neg
B043,d05043,neg
B043,d05057,neg
B043,d05071,neg
B043,d05085,neg
B044,d04372,pos
B044,d04386,pos
B044,d04400,pos
B044,d04414,pos
B044,d04428,pos
B044,d04442,pos
B044,d04456,pos
B044,d04470,pos
B044,d04484,pos
B044,d04498,pos
B044,d04512,pos
B044,d04526,pos
B044,d04540,pos
B044,d04554,pos
B044,d04568,pos
B044,d04582,pos
B044,d04596,pos
B044,d04610,pos
B044,d04624,pos
B044,d04638,pos
B044,d04652,pos
B044,d04666,pos
B044,d04680,pos
B044,d04694,pos
B044,d04708,pos
B044,d04722,pos
B044,d04736,pos
B044,d04750,pos
B044,d04764,pos
B044,d04778,pos
B044,d04792,pos
B044,d04806,pos
B044,d04820,pos
B044,d04834,pos
B044,d04848,pos
B044,d04862,pos
B044,d04876,pos
B044,d04890,pos
B044,d04904,pos
B044,d04918,pos
B044,d04932,pos
B044,d04946,pos
B044,d04960,pos
B044,d04974,pos
B044,d04988,pos
B044,d05002,pos
B044,d05016,pos
B044,d05030,pos
B044,d05044,pos
B044,d05058,pos
B044,d05072,pos
B044,d05086,pos
B044,d04373,neg
B044,d04387,neg
B044,d04401,neg
B044,d04415,neg
B044,d04429,neg
B044,d04443,neg
B044,d04457,neg
B044,d04471,neg
B044,d04485,neg
B044,d04499,neg
B044,d04513,neg
B044,d04527,neg
B044,d04541,neg
B044,d04555,neg
B044,d04569,neg
B044,d04583,neg
B044,d04597,neg
B044,d04611,neg
B044,d04625,neg
B044,d04639,neg
B044,d04653,neg
B044,d04667,neg
B044,d04681,neg
B044,d04695,neg
B044,d04709,neg
B044,d04723,neg
B044,d04737,neg
B044,d04751,neg
B044,d04765,neg
B044,d04779,neg
B044,d04793,neg
B044,d04807,neg
B044,d04821,neg
B044,d04835,neg
B044,d04849,neg
B044,d04863,neg
B044,d04877,neg
B044,d04891,neg
B044,d04905,neg
B044,d04919,neg
B044,d04933,neg
B044,d04947,neg
B044,d04961,neg
B044,d04975,neg
B044,d04989,neg
B044,d05003,neg
B044,d05017,neg
B044,d05031,neg
B044,d05045,neg
B044,d05059,neg
B044,d05073,neg
B044,d05087,neg
B045,d04374,pos
B045,d04388,pos
B045,d04402,pos
B045,d04416,pos
B045,d04430,pos
B045,d04444,pos
B045,d04458,pos
B045,d04472,pos
B045,d04486,pos
B045,d04500,pos
B045,d04514,pos
B045,d04528,pos
B045,d04542,pos
B045,d04556,pos
B045,d04570,pos
B045,d04584,pos
B045,d04598,pos
B045,d04612,pos
B045,d04626,pos
B045,d04640,pos
B045,d04654,pos
B045,d04668,pos
B045,d04682,pos
B045,d04696,pos
B045,d04710,pos
B045,d04724,pos
B045,d04738,pos
B045,d04752,pos
B045,d04766,pos
B045,d04780,pos
B045,d04794,pos
B045,d04808,pos
B045,d04822,pos
B045,d04836,pos
B045,d04850,pos
B045,d04864,pos
B045,d04878,pos
B045,d04892,pos
B045,d04906,pos
B045,d04920,pos
B045,d04934,pos
B045,d04948,pos
B045,d04962,pos
B045,d04976,pos
B045,d04990,pos
B045,d05004,pos
B045,d05018,pos
B045,d05032,pos
B045,d05046,pos
B045,d05060,pos
B045,d05074,pos
B045,d05088,pos
B045,d04375,neg
B045,d04389,neg
B045,d04403,neg
B045,d04417,neg
B045,d04431,neg
B045,d04445,neg
B045,d04459,neg
B045,d04473,neg
B045,d04487,neg
B045,d04501,neg
B045,d04515,neg
B045,d04529,neg
B045,d04543,neg
B045,d04557,neg
B045,d04571,neg
B045,d04585,neg
B045,d04599,neg
B045,d04613,neg
B045,d04627,neg
B045,d04641,neg
B045,d04655,neg
B045,d04669,neg
B045,d04683,neg
B045,d04697,neg
B045,d04711,neg
B045,d04725,neg
B045,d04739,neg
B045,d04753,neg
B045,d04767,neg
B045,d04781,neg
B045,d04795,neg
B045,d04809,neg
B045,d04823,neg
B045,d04837,neg
B045,d04851,neg
B045,d04865,neg
B045,d04879,neg
B045,d04893,neg
B045,d04907,neg
B045,d04921,neg
B045,d04935,neg
B045,d04949,neg
B045,d04963,neg
B045,d04977,neg
B045,d04991,neg
B045,d05005,neg
B045,d05019,neg
B045,d05033,neg
B045,d05047,neg
B045,d05061,neg
B045,d05075,neg
B045,d05089,neg
B046,d04376,pos
B046,d04390,pos
B046,d04404,pos
B046,d04418,pos
B046,d04432,pos
B046,d04446,pos
B046,d04460,pos
B046,d04474,pos
B046,d04488,pos
B046,d04502,pos
B046,d04516,pos
B046,d04530,pos
B046,d04544,pos
B046,d04558,pos
B046,d04572,pos
B046,d04586,pos
B046,d04600,pos
B046,d04614,pos
B046,d04628,pos
B046,d04642,pos
B046,d04656,pos
B046,d04670,pos
B046,d04684,pos
B046,d04698,pos
B046,d04712,pos
B046,d04726,pos
B046,d04740,pos
B046,d04754,pos
B046,d04768,pos
B046,d04782,pos
B046,d04796,pos
B046,d04810,pos
B046,d04824,pos
B046,d04838,pos
B046,d04852,pos
B046,d04866,pos
B046,d04880,pos
B046,d04894,pos
B046,d04908,pos
B046,d04922,pos
B046,d04936,pos
B046,d04950,pos
B046,d04964,pos
B046,d04978,pos
B046,d04992,pos
B046,d05006,pos
B046,d05020,pos
B046,d05034,pos
B046,d05048,pos
B046,d05062,pos
B046,d05076,pos
B046,d05090,pos
B046,d04377,neg
B046,d04391,neg
B046,d04405,neg
B046,d04419,neg
B046,d04433,neg
B046,d04447,neg
B046,d04461,neg
B046,d04475,neg
B046,d04489,neg
B046,d04503,neg
B046,d04517,neg
B046,d04531,neg
B046,d04545,neg
B046,d04559,neg
B046,d04573,neg
B046,d04587,neg
B046,d04601,neg
B046,d04615,neg
B046,d04629,neg
B046,d04643,neg
B046,d04657,neg
B046,d04671,neg
B046,d04685,neg
B046,d04699,neg
B046,d04713,neg
B046,d04727,neg
B046,d04741,neg
B046,d04755,neg
B046,d04769,neg
B046,d04783,neg
B046,d04797,neg
B046,d04811,neg
B046,d04825,neg
B046,d04839,neg
B046,d04853,neg
B046,d04867,neg
B046,d04881,neg
B046,d04895,neg
B046,d04909,neg
B046,d04923,neg
B046,d04937,neg
B046,d04951,neg
B046,d04965,neg
B046,d04979,neg
B046,d04993,neg
B046,d05007,neg
B046,d05021,neg
B046,d05035,neg
B046,d05049,neg
B046,d05063,neg
B046,d05077,neg
B046,d05091,neg
B047,d04378,pos
B047,d04392,pos
B047,d04406,pos
B047,d04420,pos
B047,d04434,pos
B047,d04448,pos
B047,d04462,pos
B047,d04476,pos
B047,d04490,pos
B047,d04504,pos
B047,d04518,pos
B047,d04532,pos
B047,d04546,pos
B047,d04560,pos
B047,d04574,pos
B047,d04588,pos
B047,d04602,pos
B047,d04616,pos
B047,d04630,pos
B047,d04644,pos
B047,d04658,pos
B047,d04672,pos
B047,d04686,pos
B047,d04700,pos
B047,d04714,pos
B047,d04728,pos
B047,d04742,pos
B047,d04756,pos
B047,d04770,pos
B047,d04784,pos
B047,d04798,pos
B047,d04812,pos
B047,d04826,pos
B047,d04840,pos
B047,d04854,pos
B047,d04868,pos
B047,d04882,pos
B047,d04896,pos
B047,d04910,pos
B047,d04924,pos
B047,d04938,pos
B047,d04952,pos
B047,d04966,pos
B047,d04980,pos
B047,d04994,pos
B047,d05008,pos
B047,d05022,pos
B047,d05036,pos
B047,d05050,pos
B047,d05064,pos
B047,d05078,pos
B047,d05092,pos
B047,d04379,neg
B047,d04393,neg
B047,d04407,neg
B047,d04421,neg
B047,d04435,neg
B047,d04449,neg
B047,d04463,neg
B047,d04477,neg
B047,d04491,neg
B047,d04505,neg
B047,d04519,neg
B047,d04533,neg
B047,d04547,neg
B047,d04561,neg
B047,d04575,neg
B047,d04589,neg
B047,d04603,neg
B047,d04617,neg
B047,d04631,neg
B047,d04645,neg
B047,d04659,neg
B047,d04673,neg
B047,d04687,neg
B047,d04701,neg
B047,d04715,neg
B047,d04729,neg
B047,d04743,neg
B047,d04757,neg
B047,d04771,neg
B047,d04785,neg
B047,d04799,neg
B047,d04813,neg
B047,d04827,neg
B047,d04841,neg
B047,d04855,neg
B047,d04869,neg
B047,d04883,neg
B047,d04897,neg
B047,d04911,neg
B047,d04925,neg
B047,d04939,neg
B047,d04953,neg
B047,d04967,neg
B047,d04981,neg
B047,d04995,neg
B047,d05009,neg
B047,d05023,neg
B047,d05037,neg
B047,d05051,neg
B047,d05065,neg
B047,d05079,neg
B047,d05093,neg
B048,d04380,pos
B048,d04394,pos
B048,d04408,pos
B048,d04422,pos
B048,d04436,pos
B048,d04450,pos
B048,d04464,pos
B048,d04478,pos
B048,d04492,pos
B048,d04506,pos
B048,d04520,pos
B048,d04534,pos
B048,d04548,pos
B048,d04562,pos
B048,d04576,pos
B048,d04590,pos
B048,d04604,pos
B048,d04618,pos
B048,d04632,pos
B048,d04646,pos
B048,d04660,pos
B048,d04674,pos
B048,d04688,pos
B048,d04702,pos
B048,d04716,pos
B048,d04730,pos
B048,d04744,pos
B048,d04758,pos
B048,d04772,pos
B048,d04786,pos
B048,d04800,pos
B048,d04814,pos
B048,d04828,pos
B048,d04842,pos
B048,d04856,pos
B048,d04870,pos
B048,d04884,pos
B048,d04898,pos
B048,d04912,pos
B048,d04926,pos
B048,d04940,pos
B048,d04954,pos
B048,d04968,pos
B048,d04982,pos
B048,d04996,pos
B048,d05010,pos
B048,d05024,pos
B048,d05038,pos
B048,d05052,pos
B048,d05066,pos
B048,d05080,pos
B048,d05094,pos
B048,d04381,neg
B048,d04395,neg
B048,d04409,neg
B048,d04423,neg
B048,d04437,neg
B048,d04451,neg
B048,d04465,neg
B048,d04479,neg
B048,d04493,neg
B048,d04507,neg
B048,d04521,neg
B048,d04535,neg
B048,d04549,neg
B048,d04563,neg
B048,d04577,neg
B048,d04591,neg
B048,d04605,neg
B048,d04619,neg
B048,d04633,neg
B048,d04647,neg
B048,d04661,neg
B048,d04675,neg
B048,d04689,neg
B048,d04703,neg
B048,d04717,neg
B048,d04731,neg
B048,d04745,neg
B048,d04759,neg
B048,d04773,neg
B048,d04787,neg
B048,d04801,neg
B048,d04815,neg
B048,d04829,neg
B048,d04843,neg
B048,d04857,neg
B048,d04871,neg
B048,d04885,neg
B048,d04899,neg
B048,d04913,neg
B048,d04927,neg
B048,d04941,neg
B048,d04955,neg
B048,d04969,neg
B048,d04983,neg
B048,d04997,neg
B048,d05011,neg
B048,d05025,neg
B048,d05039,neg
B048,d05053,neg
B048,d05067,neg
B048,d05081,neg
B048,d05095,neg
B049,d05096,pos
B049,d05110,pos
B049,d05124,pos
B049,d05138,pos
B049,d05152,pos
B049,d05166,pos
B049,d05180,pos
B049,d05194,pos
B049,d05208,pos
B049,d05222,pos
B049,d05236,pos
B049,d05250,pos
B049,d05264,pos
B049,d05278,pos
B049,d05292,pos
B049,d05306,pos
B049,d05320,pos
B049,d05334,pos
B049,d05348,pos
B049,d05362,pos
B049,d05376,pos
B049,d05390,pos
B049,d05404,pos
B049,d05418,pos
B049,d05432,pos
B049,d05446,pos
B049,d05460,pos
B049,d05474,pos
B049,d05488,pos
B049,d05502,pos
B049,d05516,pos
B049,d05530,pos
B049,d05544,pos
B049,d05558,pos
B049,d05572,pos
B049,d05586,pos
B049,d05600,pos
B049,d05614,pos
B049,d05628,pos
B049,d05642,pos
B049,d05656,pos
B049,d05670,pos
B049,d05684,pos
B049,d05698,pos
B049,d05712,pos
B049,d05726,pos
B049,d05740,pos
B049,d05754,pos
B049,d05768,pos
B049,d05782,pos
B049,d05796,pos
B049,d05810,pos
B049,d05097,neg
B049,d05111,neg
B049,d05125,neg
B049,d05139,neg
B049,d05153,neg
B049,d05167,neg
B049,d05181,neg
B049,d05195,neg
B049,d05209,neg
B049,d05223,neg
B049,d05237,neg
B049,d05251,neg
B049,d05265,neg
B049,d05279,neg
B049,d05293,neg
B049,d05307,neg
B049,d05321,neg
B049,d05335,neg
B049,d05349,neg
B049,d05363,neg
B049,d05377,neg
B049,d05391,neg
B049,d05405,neg
B049,d05419,neg
B049,d05433,neg
B049,d05447,neg
B049,d05461,neg
B049,d05475,neg
B049,d05489,neg
B049,d05503,neg
B049,d05517,neg
B049,d05531,neg
B049,d05545,neg
B049,d05559,neg
B049,d05573,neg
B049,d05587,neg
B049,d05601,neg
B049,d05615,neg
B049,d05629,neg
B049,d05643,neg
B049,d05657,neg
B049,d05671,neg
B049,d05685,neg
B049,d05699,neg
B049,d05713,neg
B049,d05727,neg
B049,d05741,neg
B049,d05755,neg
B049,d05769,neg
B049,d05783,neg
B049,d05797,neg
B049,d05811,neg
B050,d05098,pos
B050,d05112,pos
B050,d05126,pos
B050,d05140,pos
B050,d05154,pos
B050,d05168,pos
B050,d05182,pos
B050,d05196,pos
B050,d05210,pos
B050,d05224,pos
B050,d05238,pos
B050,d05252,pos
B050,d05266,pos
B050,d05280,pos
B050,d05294,pos
B050,d05308,pos
B050,d05322,pos
B050,d05336,pos
B050,d05350,pos
B050,d05364,pos
B050,d05378,pos
B050,d05392,pos
B050,d05406,pos
B050,d05420,pos
B050,d05434,pos
B050,d05448,pos
B050,d05462,pos
B050,d05476,pos
B050,d05490,pos
B050,d05504,pos
B050,d05518,pos
B050,d05532,pos
B050,d05546,pos
B050,d05560,pos
B050,d05574,pos
B050,d05588,pos
B050,d05602,pos
B050,d05616,pos
B050,d05630,pos
B050,d05644,pos
B050,d05658,pos
B050,d05672,pos
B050,d05686,pos
B050,d05700,pos
B050,d05714,pos
B050,d05728,pos
B050,d05742,pos
B050,d05756,pos
B050,d05770,pos
B050,d05784,pos
B050,d05798,pos
B050,d05812,pos
B050,d05099,neg
B050,d05113,neg
B050,d05127,neg
B050,d05141,neg
B050,d05155,neg
B050,d05169,neg
B050,d05183,neg
B050,d05197,neg
B050,d05211,neg
B050,d05225,neg
B050,d05239,neg
B050,d05253,neg
B050,d05267,neg
B050,d05281,neg
B050,d05295,neg
B050,d05309,neg
B050,d05323,neg
B050,d05337,neg
B050,d05351,neg
B050,d05365,neg
B050,d05379,neg
B050,d05393,neg
B050,d05407,neg
B050,d05421,neg
B050,d05435,neg
B050,d05449,neg
B050,d05463,neg
B050,d05477,neg
B050,d05491,neg
B050,d05505,neg
B050,d05519,neg
B050,d05533,neg
B050,d05547,neg
B050,d05561,neg
B050,d05575,neg
B050,d05589,neg
B050,d05603,neg
B050,d05617,neg
B050,d05631,neg
B050,d05645,neg
B050,d05659,neg
B050,d05673,neg
B050,d05687,neg
B050,d05701,neg
B050,d05715,neg
B050,d05729,neg
B050,d05743,neg
B050,d05757,neg
B050,d05771,neg
B050,d05785,neg
B050,d05799,neg
B050,d05813,neg
B051,d05100,pos
B051,d05114,pos
B051,d05128,pos
B051,d05142,pos
B051,d05156,pos
B051,d05170,pos
B051,d05184,pos
B051,d05198,pos
B051,d05212,pos
B051,d05226,pos
B051,d05240,pos
B051,d05254,pos
B051,d05268,pos
B051,d05282,pos
B051,d05296,pos
B051,d05310,pos
B051,d05324,pos
B051,d05338,pos
B051,d05352,pos
B051,d05366,pos
B051,d05380,pos
B051,d05394,pos
B051,d05408,pos
B051,d05422,pos
B051,d05436,pos
B051,d05450,pos
B051,d05464,pos
B051,d05478,pos
B051,d05492,pos
B051,d05506,pos
B051,d05520,pos
B051,d05534,pos
B051,d05548,pos
B051,d05562,pos
B051,d05576,pos
B051,d05590,pos
B051,d05604,pos
B051,d05618,pos
B051,d05632,pos
B051,d05646,pos
B051,d05660,pos
B051,d05674,pos
B051,d05688,pos
B051,d05702,pos
B051,d05716,pos
B051,d05730,pos
B051,d05744,pos
B051,d05758,pos
B051,d05772,pos
B051,d05786,pos
B051,d05800,pos
B051,d05814,pos
B051,d05101,neg
B051,d05115,neg
B051,d05129,neg
B051,d05143,neg
B051,d05157,neg
B051,d05171,neg
B051,d05185,neg
B051,d05199,neg
B051,d05213,neg
B051,d05227,neg
B051,d05241,neg
B051,d05255,neg
B051,d05269,neg
B051,d05283,neg
B051,d05297,neg
B051,d05311,neg
B051,d05325,neg
B051,d05339,neg
B051,d05353,neg
B051,d05367,neg
B051,d05381,neg
B051,d05395,neg
B051,d05409,neg
B051,d05423,neg
B051,d05437,neg
B051,d05451,neg
B051,d05465,neg
B051,d05479,neg
B051,d05493,neg
B051,d05507,neg
B051,d05521,neg
B051,d05535,neg
B051,d05549,neg
B051,d05563,neg
B051,d05577,neg
B051,d05591,neg
B051,d05605,neg
B051,d05619,neg
B051,d05633,neg
B051,d05647,neg
B051,d05661,neg
B051,d05675,neg
B051,d05689,neg
B051,d05703,neg
B051,d05717,neg
B051,d05731,neg
B051,d05745,neg
B051,d05759,neg
B051,d05773,neg
B051,d05787,neg
B051,d05801,neg
B051,d05815,neg
B052,d05102,pos
B052,d05116,pos
B052,d05130,pos
B052,d05144,pos
B052,d05158,pos
B052,d05172,pos
B052,d05186,pos
B052,d05200,pos
B052,d05214,pos
B052,d05228,pos
B052,d05242,pos
B052,d05256,pos
B052,d05270,pos
B052,d05284,pos
B052,d05298,pos
B052,d05312,pos
B052,d05326,pos
B052,d05340,pos
B052,d05354,pos
B052,d05368,pos
B052,d05382,pos
B052,d05396,pos
B052,d05410,pos
B052,d05424,pos
B052,d05438,pos
B052,d05452,pos
B052,d05466,pos
B052,d05480,pos
B052,d05494,pos
B052,d05508,pos
B052,d05522,pos
B052,d05536,pos
B052,d05550,pos
B052,d05564,pos
B052,d05578,pos
B052,d05592,pos
B052,d05606,pos
B052,d05620,pos
B052,d05634,pos
B052,d05648,pos
B052,d05662,pos
B052,d05676,pos
B052,d05690,pos
B052,d05704,pos
B052,d05718,pos
B052,d05732,pos
B052,d05746,pos
B052,d05760,pos
B052,d05774,pos
B052,d05788,pos
B052,d05802,pos
B052,d05816,pos
B052,d05103,neg
B052,d05117,neg
B052,d05131,neg
B052,d05145,neg
B052,d05159,neg
B052,d05173,neg
B052,d05187,neg
B052,d05201,neg
B052,d05215,neg
B052,d05229,neg
B052,d05243,neg
B052,d05257,neg
B052,d05271,neg
B052,d05285,neg
B052,d05299,neg
B052,d05313,neg
B052,d05327,neg
B052,d05341,neg
B052,d05355,neg
B052,d05369,neg
B052,d05383,neg
B052,d05397,neg
B052,d05411,neg
B052,d05425,neg
B052,d05439,neg
B052,d05453,neg
B052,d05467,neg
B052,d05481,neg
B052,d05495,neg
B052,d05509,neg
B052,d05523,neg
B052,d05537,neg
B052,d05551,neg
B052,d05565,neg
B052,d05579,neg
B052,d05593,neg
B052,d05607,neg
B052,d05621,neg
B052,d05635,neg
B052,d05649,neg
B052,d05663,neg
B052,d05677,neg
B052,d05691,neg
B052,d05705,neg
B052,d05719,neg
B052,d05733,neg
B052,d05747,neg
B052,d05761,neg
B052,d05775,neg
B052,d05789,neg
B052,d05803,neg
B052,d05817,neg
B053,d05104,pos
B053,d05118,pos
B053,d05132,pos
B053,d05146,pos
B053,d05160,pos
B053,d05174,pos
B053,d05188,pos
B053,d05202,pos
B053,d05216,pos
B053,d05230,pos
B053,d05244,pos
B053,d05258,pos
B053,d05272,pos
B053,d05286,pos
B053,d05300,pos
B053,d05314,pos
B053,d05328,pos
B053,d05342,pos
B053,d05356,pos
B053,d05370,pos
B053,d05384,pos
B053,d05398,pos
B053,d05412,pos
B053,d05426,pos
B053,d05440,pos
B053,d05454,pos
B053,d05468,pos
B053,d05482,pos
B053,d05496,pos
B053,d05510,pos
B053,d05524,pos
B053,d05538,pos
B053,d05552,pos
B053,d05566,pos
B053,d05580,pos
B053,d05594,pos
B053,d05608,pos
B053,d05622,pos
B053,d05636,pos
B053,d05650,pos
B053,d05664,pos
B053,d05678,pos
B053,d05692,pos
B053,d05706,pos
B053,d05720,pos
B053,d05734,pos
B053,d05748,pos
B053,d05762,pos
B053,d05776,pos
B053,d05790,pos
B053,d05804,pos
B053,d05818,pos
B053,d05105,neg
B053,d05119,neg
B053,d05133,neg
B053,d05147,neg
B053,d05161,neg
B053,d05175,neg
B053,d05189,neg
B053,d05203,neg
B053,d05217,neg
B053,d05231,neg
B053,d05245,neg
B053,d05259,neg
B053,d05273,neg
B053,d05287,neg
B053,d05301,neg
B053,d05315,neg
B053,d05329,neg
B053,d05343,neg
B053,d05357,neg
B053,d05371,neg
B053,d05385,neg
B053,d05399,neg
B053,d05413,neg
B053,d05427,neg
B053,d05441,neg
B053,d05455,neg
B053,d05469,neg
B053,d05483,neg
B053,d05497,neg
B053,d05511,neg
B053,d05525,neg
B053,d05539,neg
B053,d05553,neg
B053,d05567,neg
B053,d05581,neg
B053,d05595,neg
B053,d05609,neg
B053,d05623,neg
B053,d05637,neg
B053,d05651,neg
B053,d05665,neg
B053,d05679,neg
B053,d05693,neg
B053,d05707,neg
B053,d05721,neg
B053,d05735,neg
B053,d05749,neg
B053,d05763,neg
B053,d05777,neg
B053,d05791,neg
B053,d05805,neg
B053,d05819,neg
B054,d05106,pos
B054,d05120,pos
B054,d05134,pos
B054,d05148,pos
B054,d05162,pos
B054,d05176,pos
B054,d05190,pos
B054,d05204,pos
B054,d05218,pos
B054,d05232,pos
B054,d05246,pos
B054,d05260,pos
B054,d05274,pos
B054,d05288,pos
B054,d05302,pos
B054,d05316,pos
B054,d05330,pos
B054,d05344,pos
B054,d05358,pos
B054,d05372,pos
B054,d05386,pos
B054,d05400,pos
B054,d05414,pos
B054,d05428,pos
B054,d05442,pos
B054,d05456,pos
B054,d05470,pos
B054,d05484,pos
B054,d05498,pos
B054,d05512,pos
B054,d05526,pos
B054,d05540,pos
B054,d05554,pos
B054,d05568,pos
B054,d05582,pos
B054,d05596,pos
B054,d05610,pos
B054,d05624,pos
B054,d05638,pos
B054,d05652,pos
B054,d05666,pos
B054,d05680,pos
B054,d05694,pos
B054,d05708,pos
B054,d05722,pos
B054,d05736,pos
B054,d05750,pos
B054,d05764,pos
B054,d05778,pos
B054,d05792,pos
B054,d05806,pos
B054,d05820,pos
B054,d05107,neg
B054,d05121,neg
B054,d05135,neg
B054,d05149,neg
B054,d05163,neg
B054,d05177,neg
B054,d05191,neg
B054,d05205,neg
B054,d05219,neg
B054,d05233,neg
B054,d05247,neg
B054,d05261,neg
B054,d05275,neg
B054,d05289,neg
B054,d05303,neg
B054,d05317,neg
B054,d05331,neg
B054,d05345,neg
B054,d05359,neg
B054,d05373,neg
B054,d05387,neg
B054,d05401,neg
B054,d05415,neg
B054,d05429,neg
B054,d05443,neg
B054,d05457,neg
B054,d05471,neg
B054,d05485,neg
B054,d05499,neg
B054,d05513,neg
B054,d05527,neg
B054,d05541,neg
B054,d05555,neg
B054,d05569,neg
B054,d05583,neg
B054,d05597,neg
B054,d05611,neg
B054,d05625,neg
B054,d05639,neg
B054,d05653,neg
B054,d05667,neg
B054,d05681,neg
B054,d05695,neg
B054,d05709,neg
B054,d05723,neg
B054,d05737,neg
B054,d05751,neg
B054,d05765,neg
B054,d05779,neg
B054,d05793,neg
B054,d05807,neg
B054,d05821,neg
B055,d05108,pos
B055,d05122,pos
B055,d05136,pos
B055,d05150,pos
B055,d05164,pos
B055,d05178,pos
B055,d05192,pos
B055,d05206,pos
B055,d05220,pos
B055,d05234,pos
B055,d05248,pos
B055,d05262,pos
B055,d05276,pos
B055,d05290,pos
B055,d05304,pos
B055,d05318,pos
B055,d05332,pos
B055,d05346,pos
B055,d05360,pos
B055,d05374,pos
B055,d05388,pos
B055,d05402,pos
B055,d05416,pos
B055,d05430,pos
B055,d05444,pos
B055,d05458,pos
B055,d05472,pos
B055,d05486,pos
B055,d05500,pos
B055,d05514,pos
B055,d05528,pos
B055,d05542,pos
B055,d05556,pos
B055,d05570,pos
B055,d05584,pos
B055,d05598,pos
B055,d05612,pos
B055,d05626,pos
B055,d05640,pos
B055,d05654,pos
B055,d05668,pos
B055,d05682,pos
B055,d05696,pos
B055,d05710,pos
B055,d05724,pos
B055,d05738,pos
B055,d05752,pos
B055,d05766,pos
B055,d05780,pos
B055,d05794,pos
B055,d05808,pos
B055,d05822,pos
B055,d05109,neg
B055,d05123,neg
B055,d05137,neg
B055,d05151,neg
B055,d05165,neg
B055,d05179,neg
B055,d05193,neg
B055,d05207,neg
B055,d05221,neg
B055,d05235,neg
B055,d05249,neg
B055,d05263,neg
B055,d05277,neg
B055,d05291,neg
B055,d05305,neg
B055,d05319,neg
B055,d05333,neg
B055,d05347,neg
B055,d05361,neg
B055,d05375,neg
B055,d05389,neg
B055,d05403,neg
B055,d05417,neg
B055,d05431,neg
B055,d05445,neg
B055,d05459,neg
B055,d05473,neg
B055,d05487,neg
B055,d05501,neg
B055,d05515,neg
B055,d05529,neg
B055,d05543,neg
B055,d05557,neg
B055,d05571,neg
B055,d05585,neg
B055,d05599,neg
B055,d05613,neg
B055,d05627,neg
B055,d05641,neg
B055,d05655,neg
B055,d05669,neg
B055,d05683,neg
B055,d05697,neg
B055,d05711,neg
B055,d05725,neg
B055,d05739,neg
B055,d05753,neg
B055,d05767,neg
B055,d05781,neg
B055,d05795,neg
B055,d05809,neg
B055,d05823,neg
B056,d05824,pos
B056,d05838,pos
B056,d05852,pos
B056,d05866,pos
B056,d05880,pos
B056,d05894,pos
B056,d05908,pos
B056,d05922,pos
B056,d05936,pos
B056,d05950,pos
B056,d05964,pos
B056,d05978,pos
B056,d05992,pos
B056,d06006,pos
B056,d06020,pos
B056,d06034,pos
B056,d06048,pos
B056,d06062,pos
B056,d06076,pos
B056,d06090,pos
B056,d06104,pos
B056,d06118,pos
B056,d06132,pos
B056,d06146,pos
