case_id,requirement_id,coverage_value
C003,R007282,2
C003,R007291,3
C003,R007292,1
C003,R007293,1
C003,R007296,3
C003,R007300,2
C003,R007305,1
C003,R007308,1
C003,R007309,9
C003,R007312,1
C003,R007314,4
C003,R007316,5
C003,R007318,4
C003,R007320,2
C003,R007323,3
C003,R007324,4
C003,R007325,6
C003,R007326,7
C003,R007328,4
C003,R007330,7
C003,R007331,1
C003,R007332,10
C003,R007334,4
C003,R007335,5
C003,R007336,3
C003,R007337,5
C003,R007338,1
C003,R007339,2
C003,R007340,3
C003,R007341,1
C003,R007342,3
C003,R007343,4
C003,R007346,2
C003,R007347,1
C003,R007349,2
C003,R007350,12
C003,R007351,6
C003,R007357,5
C003,R007361,4
C003,R007364,7
C003,R007365,9
C003,R007367,2
C003,R007368,3
C003,R007369,1
C003,R007370,3
C003,R007373,2
C003,R007374,7
C003,R007377,13
C003,R007382,3
C003,R007383,4
C003,R007387,3
C003,R007389,3
C003,R007391,1
C003,R007392,2
C003,R007395,3
C003,R007399,6
C003,R007403,5
C003,R007404,3
C003,R007405,11
C003,R007406,4
C003,R007407,1
C003,R007409,13
C003,R007410,3
C003,R007413,7
C003,R007415,5
C003,R007416,1
C003,R007417,6
C003,R007419,6
C003,R007420,1
C003,R007422,3
C003,R007424,1
C003,R007425,3
C003,R007427,14
C003,R007429,4
C003,R007431,2
C003,R007432,7
C003,R007434,6
C003,R007435,11
C003,R007436,6
C003,R007442,14
C003,R007443,2
C003,R007446,5
C003,R007451,4
C003,R007452,2
C003,R007453,3
C003,R007454,4
C003,R007456,5
C003,R007459,3
C003,R007460,2
C003,R007461,10
C003,R007462,2
C003,R007466,2
C003,R007467,3
C003,R007468,1
C003,R007470,1
C003,R007472,1
C003,R007473,3
C003,R007477,3
C003,R007479,8
C003,R007483,2
C003,R007484,1
C003,R007486,2
C003,R007489,2
C003,R007490,11
C003,R007491,1
C003,R007492,2
C003,R007494,1
C003,R007495,4
C003,R007504,2
C003,R007505,2
C003,R007506,2
C003,R007510,7
C003,R007512,3
C003,R007513,3
C003,R007514,1
C003,R007516,6
C003,R007517,2
C003,R007518,3
C003,R007520,3
C003,R007523,2
C003,R007525,6
C003,R007529,2
C003,R007530,3
C003,R007532,2
C003,R007534,7
C004,R000001,2
C004,R000002,1
C004,R000003,2
C004,R000006,5
C004,R000007,1
C004,R000008,2
C004,R000009,8
C004,R000010,3
C004,R000011,1
C004,R000012,6
C004,R000015,5
C004,R000016,4
C004,R000017,3
C004,R000020,5
C004,R000021,5
C004,R000022,2
C004,R000023,6
C004,R000026,4
C004,R000027,12
C004,R000028,3
C004,R000030,1
C004,R000031,3
C004,R000034,2
C004,R000038,6
C004,R000039,10
C004,R000040,2
C004,R000041,1
C004,R000043,7
C004,R000045,1
C004,R000053,3
C004,R000057,6
C004,R000063,3
C004,R000064,5
C004,R000065,2
C004,R000066,8
C004,R000069,3
C004,R000074,3
C004,R000076,1
C004,R000078,2
C004,R000079,3
C004,R000080,3
C004,R000084,5
C004,R000088,4
C004,R000090,1
C004,R000092,1
C004,R000093,7
C004,R000094,2
C004,R000095,9
C004,R000098,3
C004,R000101,5
C004,R000102,3
C004,R000103,2
C004,R000105,1
C004,R000107,7
C004,R000108,4
C004,R000109,5
C004,R000110,1
C004,R000115,3
C004,R000116,2
C004,R000120,6
C004,R000122,4
C004,R000124,1
C004,R000125,2
C004,R000127,2
C004,R000128,3
C004,R000129,3
C004,R000130,12
C004,R000131,3
C004,R000132,3
C004,R000133,5
C004,R000134,2
C004,R000135,3
C004,R000137,3
C004,R000140,1
C004,R000141,7
C004,R000142,1
C004,R000145,4
C004,R000147,9
C004,R000149,2
C004,R000150,2
C004,R000151,3
C004,R000153,8
C004,R000154,8
C004,R000155,15
C004,R000158,1
C004,R000159,1
C004,R000161,2
C004,R000163,9
C004,R000165,1
C004,R000166,6
C004,R000168,1
C004,R000170,11
C004,R000172,3
C004,R000175,2
C004,R000176,2
C004,R000177,6
C004,R000178,5
C004,R000179,15
C004,R000180,10
C004,R000181,4
C004,R000182,2
C004,R000183,2
C004,R000184,6
C004,R000185,1
C004,R000191,1
C004,R000193,3
C004,R000194,3
C004,R000196,1
C004,R000198,4
C004,R000200,6
C004,R000203,1
C004,R000204,2
C004,R000206,4
C004,R000209,3
C004,R000211,1
C004,R000216,7
C004,R000217,4
C004,R000220,3
C004,R000221,7
C004,R000223,1
C004,R000226,2
C004,R000230,5
C004,R000232,6
C004,R000234,2
C004,R000235,10
C004,R000236,2
C004,R000237,2
C004,R000238,2
C004,R000240,3
C004,R000248,1
C004,R000250,4
C004,R000251,4
C004,R000254,5
C004,R000258,4
C004,R000260,2
C004,R000261,12
C004,R000264,2
C004,R000265,7
C004,R000268,8
C004,R000273,5
C004,R000275,6
C004,R000276,2
C004,R000279,10
C004,R000280,2
C004,R000281,5
C004,R000282,1
C004,R000285,1
C004,R000287,3
C004,R000289,7
C004,R000291,5
C004,R000293,8
C004,R000298,5
C004,R000301,8
C004,R000302,8
C004,R000303,4
C004,R000305,2
C004,R000309,4
C004,R000310,1
C004,R000311,1
C004,R000312,11
C004,R000313,12
C004,R000316,6
C004,R000318,3
C004,R000319,4
C004,R000321,3
C004,R000325,12
C004,R000328,7
C004,R000330,5
C004,R000332,3
C004,R000333,1
C004,R000334,10
C004,R000335,13
C004,R000336,2
C004,R000338,8
C004,R000340,2
C004,R000343,2
C004,R000344,3
C004,R000347,5
C004,R000348,2
C004,R000351,12
C004,R000352,2
C004,R000354,5
C004,R000355,7
C004,R000356,10
C004,R000357,8
C004,R000358,2
C004,R000361,1
C004,R000365,2
C004,R000367,12
C004,R000369,3
C004,R000371,6
C004,R000373,6
C004,R000376,4
C004,R000378,2
C004,R000379,1
C004,R000380,6
C004,R000382,3
C004,R000384,1
C004,R000386,5
C004,R000387,2
C004,R000393,9
C004,R000395,2
C004,R000397,6
C004,R000398,4
C004,R000399,4
C004,R000401,1
C004,R000402,6
C004,R000403,9
C004,R000404,4
C004,R000406,4
C004,R000407,4
C004,R000408,3
C004,R000409,5
C004,R000416,6
C004,R000417,6
C004,R000418,7
C004,R000419,2
C004,R000421,12
C004,R000423,3
C004,R000424,1
C004,R000425,9
C004,R000430,8
C004,R000432,4
C004,R000433,10
C004,R000434,1
C004,R000436,15
C004,R000437,10
C004,R000438,2
C004,R000439,4
C004,R000440,1
C004,R000442,7
C004,R000443,9
C004,R000445,9
C004,R000448,3
C004,R000450,1
C004,R000451,2
C004,R000453,1
C004,R000456,11
C004,R000461,8
C004,R000462,5
C004,R000464,2
C004,R000465,9
C004,R000468,2
C004,R000470,13
C004,R000471,3
C004,R000474,6
C004,R000476,3
C004,R000477,11
C004,R000479,2
C004,R000480,3
C004,R000482,7
C004,R000484,6
C004,R000485,1
C004,R000486,3
C004,R000488,1
C004,R000490,3
C004,R000492,1
C004,R000493,10
C004,R000495,4
C004,R000496,9
C004,R000500,3
C004,R000502,8
C004,R000503,3
C004,R000505,15
C004,R000508,2
C004,R000509,3
C004,R000512,3
C004,R000513,1
C004,R000516,1
C004,R000517,7
C004,R000518,2
C004,R000519,3
C004,R000520,5
C004,R000521,5
C004,R000523,4
C004,R000529,2
C004,R000532,1
C004,R000533,2
C004,R000538,9
C004,R000541,6
C004,R000543,11
C004,R000547,1
C004,R000548,1
C004,R000552,6
C004,R000554,9
C004,R000556,4
C004,R000557,1
C004,R000559,6
C004,R000560,1
C004,R000561,1
C004,R000563,6
C004,R000571,8
C004,R000581,4
C004,R000583,3
C004,R000586,7
C004,R000587,2
C004,R000591,3
C004,R000592,2
C004,R000593,12
C004,R000595,11
C004,R000596,2
C004,R000597,8
C004,R000599,14
C004,R000600,1
C004,R000601,1
C004,R000602,3
C004,R000603,1
C004,R000605,8
C004,R000607,4
C004,R000610,11
C004,R000612,3
C004,R000613,5
C004,R000616,3
C004,R000619,7
C004,R000620,5
C004,R000621,3
C004,R000622,5
C004,R000624,3
C004,R000628,9
C004,R000629,2
C004,R000630,2
C004,R000631,4
C004,R000632,11
C004,R000633,3
C004,R000634,6
C004,R000635,6
C004,R000636,4
C004,R000637,6
C004,R000638,3
C004,R000639,1
C004,R000641,1
C004,R000647,7
C004,R000649,1
C004,R000650,4
C004,R000656,10
C004,R000659,1
C004,R000660,3
C004,R000662,4
C004,R000663,5
C004,R000664,14
C004,R000666,2
C004,R000668,5
C004,R000669,4
C004,R000670,4
C004,R000672,3
C004,R000673,12
C004,R000676,3
C004,R000677,1
C004,R000678,7
C004,R000679,2
C004,R000680,7
C004,R000682,2
C004,R000683,2
C004,R000685,2
C004,R000686,5
C004,R000687,2
C004,R000692,13
C004,R000693,9
C004,R000694,6
C004,R000698,8
C004,R000699,6
C004,R000700,5
C004,R000703,2
C004,R000704,3
C004,R000705,1
C004,R000706,10
C004,R000708,5
C004,R000709,5
C004,R000711,3
C004,R000712,11
C004,R000713,6
C004,R000715,3
C004,R000724,6
C004,R000725,4
C004,R000726,1
C004,R000728,5
C004,R000731,1
C004,R000733,1
C004,R000734,3
C004,R000738,3
C004,R000739,3
C004,R000740,3
C004,R000741,11
C004,R000744,4
C004,R000746,7
C004,R000748,5
C004,R000749,7
C004,R000752,5
C004,R000753,4
C004,R000754,14
C004,R000755,12
C004,R000756,2
C004,R000758,15
C004,R000759,2
C004,R000760,1
C004,R000761,6
C004,R000763,5
C004,R000765,7
C004,R000767,4
C004,R000770,5
C004,R000771,10
C004,R000772,3
C004,R000775,3
C004,R000782,3
C004,R000783,1
C004,R000785,1
C004,R000786,4
C004,R000787,3
C004,R000788,8
C004,R000792,4
C004,R000793,3
C004,R000794,1
C004,R000799,2
C004,R000800,6
C004,R000803,4
C004,R000806,2
C004,R000810,1
C004,R000821,10
C004,R000823,2
C004,R000826,3
C004,R000829,2
C004,R000831,2
C004,R000833,2
C004,R000836,1
C004,R000839,6
C004,R000840,7
C004,R000841,10
C004,R000847,3
C004,R000848,3
C004,R000852,1
C004,R000856,4
C004,R000857,3
C004,R000858,4
C004,R000860,6
C004,R000861,4
C004,R000863,6
C004,R000864,3
C004,R000865,2
C004,R000867,3
C004,R000870,2
C004,R000872,6
C004,R000876,2
C004,R000878,2
C004,R000880,3
C004,R000882,3
C004,R000883,3
C004,R000884,4
C004,R000886,4
C004,R000887,12
C004,R000888,2
C004,R000893,2
C004,R000895,1
C004,R000896,3
C004,R000898,3
C004,R000900,13
C004,R000903,4
C004,R000904,4
C004,R000908,13
C004,R000910,6
C004,R000911,11
C004,R000912,3
C004,R000913,2
C004,R000914,3
C004,R000915,2
C004,R000916,5
C004,R000920,1
C004,R000923,2
C004,R000928,8
C004,R000929,4
C004,R000930,13
C004,R000934,3
C004,R000935,3
C004,R000936,8
C004,R000938,1
C004,R000943,8
C004,R000944,5
C004,R000945,5
C004,R000947,13
C004,R000948,3
C004,R000949,14
C004,R000950,1
C004,R000951,7
C004,R000954,2
C004,R000956,2
C004,R000957,2
C004,R000958,1
C004,R000959,4
C004,R000960,4
C004,R000961,2
C004,R000962,3
C004,R000963,8
C004,R000964,1
C004,R000965,4
C004,R000966,6
C004,R000967,12
C004,R000969,6
C004,R000970,4
C004,R000971,5
C004,R000972,15
C004,R000973,1
C004,R000975,10
C004,R000977,3
C004,R000980,4
C004,R000985,4
C004,R000988,2
C004,R000990,4
C004,R000991,4
C004,R000993,8
C004,R000994,1
C004,R000996,2
C004,R000997,7
C004,R001000,5
C004,R001003,2
C004,R001005,7
C004,R001006,3
C004,R001008,3
C004,R001009,14
C004,R001010,13
C004,R001011,15
C004,R001014,3
C004,R001016,5
C004,R001017,1
C004,R001023,10
C004,R001024,4
C004,R001027,2
C004,R001029,2
C004,R001032,3
C004,R001033,1
C004,R001034,5
C004,R001038,7
C004,R001040,2
C004,R001041,5
C004,R001042,7
C004,R001044,4
C004,R001046,1
C004,R001051,1
C004,R001052,5
C004,R001054,14
C004,R001055,3
C004,R001060,5
C004,R001065,3
C004,R001068,2
C004,R001070,1
C004,R001076,3
C004,R001078,2
C004,R001079,5
C004,R001084,5
C004,R001085,5
C004,R001086,2
C004,R001089,13
C004,R001090,15
C004,R001093,3
C004,R001095,6
C004,R001099,9
C004,R001100,4
C004,R001103,2
C004,R001104,2
C004,R001113,7
C004,R001117,11
C004,R001119,1
C004,R001121,4
C004,R001124,2
C004,R001126,3
C004,R001127,13
C004,R001128,1
C004,R001133,2
C004,R001135,9
C004,R001144,5
C004,R001146,15
C004,R001147,5
C004,R001148,2
C004,R001151,1
C004,R001154,2
C004,R001156,5
C004,R001157,4
C004,R001160,7
C004,R001162,5
C004,R001165,3
C004,R001167,4
C004,R001170,3
C004,R001171,1
C004,R001174,6
C004,R001175,4
C004,R001176,4
C004,R001177,2
C004,R001178,5
C004,R001180,1
C004,R001181,2
C004,R001182,3
C004,R001185,11
C004,R001186,11
C004,R001187,5
C004,R001189,14
C004,R001192,2
C004,R001193,8
C004,R001194,12
C004,R001195,5
C004,R001198,3
C004,R001200,3
C004,R001201,7
C004,R001202,7
C004,R001204,1
C004,R001206,5
C004,R001208,2
C004,R001211,3
C004,R001213,6
C004,R001214,1
C004,R001216,2
C004,R001218,12
C004,R001220,3
C004,R001221,10
C004,R001222,6
C004,R001224,5
C004,R001225,6
C004,R001227,9
C004,R001228,8
C004,R001229,9
C004,R001231,3
C004,R001233,8
C004,R001234,1
C004,R001235,6
C004,R001236,4
C004,R001239,10
C004,R001240,8
C004,R001242,1
C004,R001244,3
C004,R001248,2
C004,R001249,6
C004,R001251,5
C004,R001252,1
C004,R001253,12
C004,R001254,1
C004,R001256,1
C004,R001258,15
C004,R001263,2
C004,R001265,3
C004,R001266,1
C004,R001268,2
C004,R001270,4
C004,R001271,10
C004,R001272,10
C004,R001274,5
C004,R001275,7
C004,R001276,2
C004,R001278,5
C004,R001280,5
C004,R001283,10
C004,R001285,2
C004,R001286,2
C004,R001292,2
C004,R001293,1
C004,R001295,5
C004,R001297,1
C004,R001303,8
C004,R001305,1
C004,R001307,3
C004,R001308,3
C004,R001310,4
C004,R001311,2
C004,R001312,2
C004,R001314,4
C004,R001315,1
C004,R001319,3
C004,R001321,2
C004,R001322,4
C004,R001323,1
C004,R001324,3
C004,R001326,3
C004,R001327,1
C004,R001333,1
C004,R001334,3
C004,R001337,6
C004,R001338,1
C004,R001343,5
C004,R001346,1
C004,R001347,3
C004,R001356,1
C004,R001357,1
C004,R001358,9
C004,R001362,2
C004,R001364,2
C004,R001365,1
C004,R001366,2
C004,R001367,5
C004,R001368,1
C004,R001369,3
C004,R001370,1
C004,R001372,5
C004,R001373,1
C004,R001374,4
C004,R001375,2
C004,R001378,1
C004,R001379,1
C004,R001380,4
C004,R001383,1
C004,R001385,2
C004,R001387,2
C004,R001388,4
C004,R001389,4
C004,R001391,3
C004,R001392,2
C004,R001393,5
C004,R001394,1
C004,R001397,2
C004,R001399,6
C004,R001400,11
C004,R001402,12
C004,R001403,5
C004,R001406,1
C004,R001409,13
C004,R001410,10
C004,R001413,2
C004,R001414,2
C004,R001415,4
C004,R001417,2
C004,R001419,3
C004,R001420,10
C004,R001429,7
C004,R001431,5
C004,R001432,5
C004,R001433,5
C004,R001434,10
C004,R001435,10
C004,R001439,5
C004,R001443,13
C004,R001444,2
C004,R001445,2
C004,R001448,2
C004,R001449,7
C004,R001450,8
C004,R001451,1
C004,R001454,2
C004,R001456,4
C004,R001457,6
C004,R001459,2
C004,R001460,1
C004,R001464,3
C004,R001465,1
C004,R001468,2
C004,R001469,7
C004,R001470,2
C004,R001471,6
C004,R001472,6
C004,R001474,14
C004,R001475,7
C004,R001476,6
C004,R001478,3
C004,R001480,2
C004,R001484,6
C004,R001486,6
C004,R001492,2
C004,R001493,5
C004,R001503,8
C004,R001504,3
C004,R001507,4
C004,R001509,3
C004,R001511,4
C004,R001514,5
C004,R001515,7
C004,R001516,11
C004,R001519,10
C004,R001522,2
C004,R001525,5
C004,R001528,5
C004,R001530,2
C004,R001531,6
C004,R001532,5
C004,R001535,3
C004,R001536,7
C004,R001538,2
C004,R001539,13
C004,R001541,3
C004,R001543,11
C004,R001545,1
C004,R001547,11
C004,R001549,1
C004,R001551,1
C004,R001552,6
C004,R001554,2
C004,R001556,11
C004,R001558,4
C004,R001559,1
C004,R001560,2
C004,R001563,15
C004,R001564,3
C004,R001565,2
C004,R001568,5
C004,R001569,4
C004,R001570,3
C004,R001572,2
C004,R001576,1
C004,R001578,14
C004,R001583,4
C004,R001584,13
C004,R001589,1
C004,R001590,4
C004,R001591,2
C004,R001592,3
C004,R001593,3
C004,R001595,10
C004,R001597,7
C004,R001603,8
C004,R001604,2
C004,R001607,8
C004,R001608,5
C004,R001609,4
C004,R001610,7
C004,R001613,12
C004,R001614,4
C004,R001616,1
C004,R001618,6
C004,R001619,3
C004,R001620,1
C004,R001621,1
C004,R001622,5
C004,R001627,11
C004,R001628,4
C004,R001629,3
C004,R001632,4
C004,R001633,3
C004,R001635,1
C004,R001639,2
C004,R001641,2
C004,R001643,5
C004,R001645,7
C004,R001647,3
C004,R001648,3
C004,R001658,1
C004,R001659,6
C004,R001662,3
C004,R001666,2
C004,R001667,5
C004,R001673,1
C004,R001678,4
C004,R001680,2
C004,R001681,2
C004,R001682,2
C004,R001683,6
C004,R001685,4
C004,R001687,12
C004,R001689,6
C004,R001691,4
C004,R001692,1
C004,R001693,1
C004,R001697,4
C004,R001698,4
C004,R001702,3
C004,R001705,12
C004,R001706,9
C004,R001708,4
C004,R001709,4
C004,R001710,11
C004,R001712,3
C004,R001713,5
C004,R001715,4
C004,R001717,10
C004,R001718,5
C004,R001720,3
C004,R001722,1
C004,R001723,1
C004,R001725,2
C004,R001726,9
C004,R001727,7
C004,R001728,8
C004,R001733,2
C004,R001734,13
C004,R001738,1
C004,R001740,2
C004,R001741,4
C004,R001742,7
C004,R001745,5
C004,R001746,2
C004,R001749,3
C004,R001751,1
C004,R001752,1
C004,R001757,5
C004,R001760,5
C004,R001761,4
C004,R001766,5
C004,R001768,5
C004,R001773,2
C004,R001775,1
C004,R001777,3
C004,R001778,13
C004,R001781,5
C004,R001782,3
C004,R001788,7
C004,R001789,12
C004,R001790,2
C004,R001797,8
C004,R001799,1
C004,R001801,5
C004,R001806,6
C004,R001807,3
C004,R001808,11
C004,R001812,7
C004,R001814,1
C004,R001816,4
C004,R001819,2
C004,R001820,5
C004,R001821,6
C004,R001823,9
C004,R001826,1
C004,R001830,5
C004,R001831,6
C004,R001834,9
C004,R001837,4
C004,R001843,3
C004,R001846,1
C004,R001848,3
C004,R001851,2
C004,R001853,6
C004,R001855,1
C004,R001861,7
C004,R001863,1
C004,R001864,4
C004,R001865,2
C004,R001866,3
C004,R001869,1
C004,R001870,3
C004,R001871,13
C004,R001872,2
C004,R001875,1
C004,R001880,2
C004,R001882,7
C004,R001884,1
C004,R001886,1
C004,R001893,1
C004,R001894,3
C004,R001896,3
C004,R001898,3
C004,R001899,6
C004,R001900,5
C004,R001901,5
C004,R001907,8
C004,R001914,13
C004,R001916,3
C004,R001917,12
C004,R001918,2
C004,R001920,1
C004,R001925,3
C004,R001926,4
C004,R001928,5
C004,R001931,2
C004,R001932,1
C004,R001933,1
C004,R001936,2
C004,R001938,1
C004,R001942,3
C004,R001945,5
C004,R001948,13
C004,R001949,4
C004,R001951,3
C004,R001953,4
C004,R001955,11
C004,R001957,1
C004,R001962,6
C004,R001963,5
C004,R001964,8
C004,R001966,3
C004,R001968,5
C004,R001969,2
C004,R001970,14
C004,R001971,4
C004,R001972,9
C004,R001973,4
C004,R001976,6
C004,R001977,14
C004,R001980,1
C004,R001981,6
C004,R001985,4
C004,R001988,1
C004,R001989,2
C004,R001993,3
C004,R001994,5
C004,R001996,9
C004,R001997,6
C004,R001998,4
C004,R002002,1
C004,R002003,10
C004,R002007,1
C004,R002008,4
C004,R002009,5
C004,R002013,2
C004,R002017,1
C004,R002020,1
C004,R002021,5
C004,R002022,8
C004,R002024,2
C004,R002025,8
C004,R002026,3
C004,R002027,3
C004,R002029,6
C004,R002031,10
C004,R002032,2
C004,R002033,4
C004,R002035,3
C004,R002036,5
C004,R002037,8
C004,R002039,2
C004,R002040,8
C004,R002041,2
C004,R002044,4
C004,R002046,15
C004,R002048,2
C004,R002049,10
C004,R002052,7
C004,R002059,3
C004,R002060,6
C004,R002062,14
C004,R002069,12
C004,R002073,3
C004,R002074,14
C004,R002075,4
C004,R002079,11
C004,R002080,4
C004,R002081,6
C004,R002083,4
C004,R002084,3
C004,R002087,2
C004,R002088,5
C004,R002090,1
C004,R002091,6
C004,R002094,3
C004,R002097,3
C004,R002098,2
C004,R002099,3
C004,R002100,10
C004,R002101,5
C004,R002103,3
C004,R002107,2
C004,R002108,4
C004,R002110,1
C004,R002111,2
C004,R002112,1
C004,R002113,8
C004,R002114,3
C004,R002116,4
C004,R002118,1
C004,R002119,13
C004,R002122,8
C004,R002124,5
C004,R002127,5
C004,R002128,1
C004,R002129,4
C004,R002130,7
C004,R002133,1
C004,R002134,2
C004,R002136,3
C004,R002139,11
C004,R002140,8
C004,R002141,1
C004,R002145,8
C004,R002146,1
C004,R002150,3
C004,R002151,2
C004,R002155,9
C004,R002156,2
C004,R002157,6
C004,R002160,1
C004,R002162,3
C004,R002163,3
C004,R002164,4
C004,R002165,13
C004,R002166,6
C004,R002168,2
C004,R002170,4
C004,R002179,8
C004,R002180,3
C004,R002181,6
C004,R002182,4
C004,R002187,1
C004,R002188,2
C004,R002192,5
C004,R002195,3
C004,R002199,7
C004,R002201,2
C004,R002204,1
C004,R002206,7
C004,R002210,5
C004,R002211,3
C004,R002212,4
C004,R002215,2
C004,R002218,3
C004,R002219,3
C004,R002220,5
C004,R002222,7
C004,R002223,2
C004,R002225,4
C004,R002226,2
C004,R002228,8
C004,R002229,7
C004,R002233,3
C004,R002236,8
C004,R002240,8
C004,R002242,2
C004,R002243,8
C004,R002249,2
C004,R002251,1
C004,R002256,2
C004,R002257,5
C004,R002258,2
C004,R002259,10
C004,R002260,1
C004,R002261,3
C004,R002265,1
C004,R002266,6
C004,R002267,3
C004,R002268,3
C004,R002269,1
C004,R002271,5
C004,R002276,4
C004,R002279,5
C004,R002283,1
C004,R002284,6
C004,R002285,2
C004,R002289,6
C004,R002292,2
C004,R002296,11
C004,R002303,3
C004,R002304,5
C004,R002305,5
C004,R002306,7
C004,R002308,3
C004,R002309,4
C004,R002312,6
C004,R002313,1
C004,R002314,9
C004,R002315,1
C004,R002316,6
C004,R002318,2
C004,R002319,2
C004,R002320,2
C004,R002321,3
C004,R002324,11
C004,R002328,9
C004,R002331,1
C004,R002333,1
C004,R002335,6
C004,R002336,6
C004,R002337,2
C004,R002338,4
C004,R002339,3
C004,R002340,6
C004,R002344,6
C004,R002345,1
C004,R002346,12
C004,R002347,5
C004,R002348,8
C004,R002349,2
C004,R002352,2
C004,R002354,6
C004,R002356,1
C004,R002357,7
C004,R002358,5
C004,R002362,10
C004,R002364,2
C004,R002368,3
C004,R002369,4
C004,R002370,13
C004,R002371,5
C004,R002373,7
C004,R002378,4
C004,R002379,1
C004,R002381,5
C004,R002382,3
C004,R002386,2
C004,R002387,14
C004,R002388,4
C004,R002389,1
C004,R002392,2
C004,R002394,4
C004,R002395,7
C004,R002396,6
C004,R002399,2
C004,R002402,2
C004,R002405,1
C004,R002406,6
C004,R002410,7
C004,R002411,1
C004,R002414,2
C004,R002415,5
C004,R002418,2
C004,R002419,3
C004,R002424,6
C004,R002430,5
C004,R002432,6
C004,R002434,2
C004,R002435,1
C004,R002438,6
C004,R002439,3
C004,R002441,4
C004,R002450,13
C004,R002451,5
C004,R002452,7
C004,R002454,5
C004,R002456,5
C004,R002458,9
C004,R002459,5
C004,R002462,3
C004,R002464,5
C004,R002465,7
C004,R002467,1
C004,R002469,5
C004,R002472,1
C004,R002473,2
C004,R002476,8
C004,R002479,4
C004,R002480,5
C004,R002482,1
C004,R002483,5
C004,R002484,7
C004,R002485,5
C004,R002486,10
C004,R002487,3
C004,R002488,2
C004,R002491,1
C004,R002495,11
C004,R002496,7
C004,R002497,5
C004,R002499,3
C004,R002500,5
C004,R002502,3
C004,R002503,10
C004,R002504,6
C004,R002505,3
C004,R002510,7
C004,R002513,2
C004,R002515,9
C004,R002516,12
C004,R002517,2
C004,R002519,1
C004,R002523,3
C004,R002526,7
C004,R002530,5
C004,R002531,6
C004,R002534,2
C004,R002537,3
C004,R002539,6
C004,R002540,3
C004,R002541,4
C004,R002545,2
C004,R002549,2
C004,R002550,3
C004,R002554,1
C004,R002559,5
C004,R002563,11
C004,R002568,3
C004,R002570,3
C004,R002571,4
C004,R002573,5
C004,R002576,4
C004,R002580,2
C004,R002581,2
C004,R002582,9
C004,R002586,2
C004,R002591,12
C004,R002592,1
C004,R002593,2
C004,R002595,9
C004,R002600,7
C004,R002602,3
C004,R002605,2
C004,R002607,4
C004,R002610,1
C004,R002611,2
C004,R002613,4
C004,R002616,4
C004,R002619,4
C004,R002620,4
C004,R002623,6
C004,R002626,4
C004,R002628,10
C004,R002630,7
C004,R002631,8
C004,R002635,7
C004,R002636,9
C004,R002637,3
C004,R002639,3
C004,R002644,4
C004,R002648,2
C004,R002649,1
C004,R002650,15
C004,R002651,4
C004,R002654,1
C004,R002655,11
C004,R002656,9
C004,R002657,7
C004,R002660,9
C004,R002663,6
C004,R002664,1
C004,R002665,6
C004,R002667,4
C004,R002668,1
C004,R002672,2
C004,R002673,2
C004,R002674,9
C004,R002677,12
C004,R002679,2
C004,R002685,13
C004,R002686,5
C004,R002687,1
C004,R002689,2
C004,R002690,4
C004,R002691,5
C004,R002694,8
C004,R002698,3
C004,R002699,1
C004,R002701,3
C004,R002702,2
C004,R002703,3
C004,R002708,11
C004,R002711,1
C004,R002713,8
C004,R002715,15
C004,R002716,3
C004,R002719,7
C004,R002720,2
C004,R002723,7
C004,R002724,1
C004,R002725,13
C004,R002726,11
C004,R002729,7
C004,R002732,3
C004,R002733,14
C004,R002735,1
C004,R002737,1
C004,R002739,8
C004,R002741,8
C004,R002747,3
C004,R002748,3
C004,R002750,5
C004,R002751,2
C004,R002753,8
C004,R002754,4
C004,R002757,4
C004,R002758,2
C004,R002759,8
C004,R002760,1
C004,R002761,3
C004,R002762,13
C004,R002763,2
C004,R002766,3
C004,R002767,8
C004,R002768,6
C004,R002771,1
C004,R002772,3
C004,R002773,3
C004,R002775,5
C004,R002776,6
C004,R002778,1
C004,R002780,15
C004,R002781,5
C004,R002782,1
C004,R002783,9
C004,R002788,6
C004,R002792,5
C004,R002794,3
C004,R002796,9
C004,R002799,2
C004,R002801,6
C004,R002802,1
C004,R002804,2
C004,R002806,5
C004,R002810,1
C004,R002812,6
C004,R002813,4
C004,R002814,1
C004,R002816,1
C004,R002819,4
C004,R002820,3
C004,R002824,2
C004,R002827,3
C004,R002828,1
C004,R002829,5
C004,R002831,5
C004,R002832,2
C004,R002836,6
C004,R002837,3
C004,R002838,6
C004,R002841,11
C004,R002844,7
C004,R002848,5
C004,R002849,4
C004,R002851,2
C004,R002854,3
C004,R002855,5
C004,R002856,5
C004,R002860,2
C004,R002861,3
C004,R002863,7
C004,R002864,3
C004,R002867,5
C004,R002870,14
C004,R002872,3
C004,R002874,6
C004,R002875,2
C004,R002876,1
C004,R002878,5
C004,R002879,3
C004,R002880,2
C004,R002881,3
C004,R002883,3
C004,R002884,7
C004,R002885,6
C004,R002888,3
C004,R002889,8
C004,R002896,3
C004,R002898,1
C004,R002899,1
C004,R002901,3
C004,R002902,7
C004,R002905,4
C004,R002906,5
C004,R002907,4
C004,R002908,2
C004,R002909,4
C004,R002914,4
C004,R002919,10
C004,R002920,5
C004,R002924,3
C004,R002925,3
C004,R002927,1
C004,R002928,9
C004,R002929,6
C004,R002932,10
C004,R002934,5
C004,R002935,8
