arc_id,x_var,y_var,fixed_cost
a0776,x...0776,y...0776,5.0
a0777,x...0777,y...0777,5.0
a0778,x...0778,y...0778,5.0
a0779,x...0779,y...0779,5.0
a0780,x...0780,y...0780,5.0
a0781,x...0781,y...0781,5.0
a0782,x...0782,y...0782,5.0
a0783,x...0783,y...0783,5.0
a0784,x...0784,y...0784,5.0
a0785,x...0785,y...0785,5.0
a0786,x...0786,y...0786,5.0
a0787,x...0787,y...0787,5.0
a0788,x...0788,y...0788,5.0
a0789,x...0789,y...0789,5.0
a0790,x...0790,y...0790,5.0
a0791,x...0791,y...0791,5.0
a0792,x...0792,y...0792,5.0
a0793,x...0793,y...0793,5.0
a0794,x...0794,y...0794,5.0
a0795,x...0795,y...0795,5.0
a0796,x...0796,y...0796,5.0
a0797,x...0797,y...0797,5.0
a0798,x...0798,y...0798,5.0
a0799,x...0799,y...0799,5.0
a0800,x...0800,y...0800,5.0
a0801,x...0801,y...0801,5.0
a0802,x...0802,y...0802,5.0
a0803,x...0803,y...0803,5.0
a0804,x...0804,y...0804,5.0
a0805,x...0805,y...0805,5.0
a0806,x...0806,y...0806,5.0
a0807,x...0807,y...0807,5.0
a0808,x...0808,y...0808,5.0
a0809,x...0809,y...0809,5.0
a0810,x...0810,y...0810,5.0
a0811,x...0811,y...0811,5.0
a0812,x...0812,y...0812,5.0
a0813,x...0813,y...0813,5.0
a0814,x...0814,y...0814,5.0
a0815,x...0815,y...0815,5.0
a0816,x...0816,y...0816,5.0
a0817,x...0817,y...0817,5.0
a0818,x...0818,y...0818,5.0
a0819,x...0819,y...0819,5.0
a0820,x...0820,y...0820,5.0
a0821,x...0821,y...0821,5.0
a0822,x...0822,y...0822,5.0
a0823,x...0823,y...0823,5.0
a0824,x...0824,y...0824,5.0
a0825,x...0825,y...0825,5.0
a0826,x...0826,y...0826,5.0
a0827,x...0827,y...0827,5.0
a0828,x...0828,y...0828,5.0
a0829,x...0829,y...0829,5.0
a0830,x...0830,y...0830,5.0
a0831,x...0831,y...0831,5.0
a0832,x...0832,y...0832,5.0
a0833,x...0833,y...0833,5.0
a0834,x...0834,y...0834,5.0
a0835,x...0835,y...0835,5.0
a0836,x...0836,y...0836,5.0
a0837,x...0837,y...0837,5.0
a0838,x...0838,y...0838,5.0
a0839,x...0839,y...0839,5.0
a0840,x...0840,y...0840,5.0
a0841,x...0841,y...0841,5.0
a0842,x...0842,y...0842,5.0
a0843,x...0843,y...0843,5.0
a0844,x...0844,y...0844,5.0
a0845,x...0845,y...0845,5.0
a0846,x...0846,y...0846,5.0
a0847,x...0847,y...0847,5.0
a0848,x...0848,y...0848,5.0
a0849,x...0849,y...0849,5.0
a0850,x...0850,y...0850,5.0
a0851,x...0851,y...0851,5.0
a0852,x...0852,y...0852,5.0
a0853,x...0853,y...0853,5.0
a0854,x...0854,y...0854,5.0
a0855,x...0855,y...0855,5.0
a0856,x...0856,y...0856,5.0
a0857,x...0857,y...0857,5.0
a0858,x...0858,y...0858,5.0
a0859,x...0859,y...0859,5.0
a0860,x...0860,y...0860,5.0
a0861,x...0861,y...0861,5.0
a0862,x...0862,y...0862,5.0
a0863,x...0863,y...0863,5.0
a0864,x...0864,y...0864,5.0
a0865,x...0865,y...0865,5.0
a0866,x...0866,y...0866,5.0
a0867,x...0867,y...0867,5.0
a0868,x...0868,y...0868,5.0
a0869,x...0869,y...0869,5.0
a0870,x...0870,y...0870,5.0
a0871,x...0871,y...0871,5.0
a0872,x...0872,y...0872,5.0
a0873,x...0873,y...0873,5.0
a0874,x...0874,y...0874,5.0
a0875,x...0875,y...0875,5.0
a0876,x...0876,y...0876,5.0
a0877,x...0877,y...0877,5.0
a0878,x...0878,y...0878,5.0
a0879,x...0879,y...0879,5.0
a0880,x...0880,y...0880,5.0
a0881,x...0881,y...0881,5.0
a0882,x...0882,y...0882,5.0
a0883,x...0883,y...0883,5.0
a0884,x...0884,y...0884,5.0
a0885,x...0885,y...0885,5.0
a0886,x...0886,y...0886,5.0
a0887,x...0887,y...0887,5.0
a0888,x...0888,y...0888,5.0
a0889,x...0889,y...0889,5.0
a0890,x...0890,y...0890,5.0
a0891,x...0891,y...0891,5.0
a0892,x...0892,y...0892,5.0
a0893,x...0893,y...0893,5.0
a0894,x...0894,y...0894,5.0
a0895,x...0895,y...0895,5.0
a0896,x...0896,y...0896,5.0
a0897,x...0897,y...0897,5.0
a0898,x...0898,y...0898,5.0
a0899,x...0899,y...0899,5.0
a0900,x...0900,y...0900,5.0
a0901,x...0901,y...0901,5.0
a0902,x...0902,y...0902,5.0
a0903,x...0903,y...0903,5.0
a0904,x...0904,y...0904,5.0
a0905,x...0905,y...0905,5.0
a0906,x...0906,y...0906,5.0
a0907,x...0907,y...0907,5.0
a0908,x...0908,y...0908,5.0
a0909,x...0909,y...0909,5.0
a0910,x...0910,y...0910,5.0
a0911,x...0911,y...0911,5.0
a0912,x...0912,y...0912,5.0
a0913,x...0913,y...0913,5.0
a0914,x...0914,y...0914,5.0
a0915,x...0915,y...0915,5.0
a0916,x...0916,y...0916,5.0
a0917,x...0917,y...0917,5.0
a0918,x...0918,y...0918,5.0
a0919,x...0919,y...0919,5.0
a0920,x...0920,y...0920,5.0
a0921,x...0921,y...0921,5.0
a0922,x...0922,y...0922,5.0
a0923,x...0923,y...0923,5.0
a0924,x...0924,y...0924,5.0
a0925,x...0925,y...0925,5.0
a0926,x...0926,y...0926,5.0
a0927,x...0927,y...0927,5.0
a0928,x...0928,y...0928,5.0
a0929,x...0929,y...0929,5.0
a0930,x...0930,y...0930,5.0
a0931,x...0931,y...0931,5.0
a0932,x...0932,y...0932,5.0
a0933,x...0933,y...0933,5.0
a0934,x...0934,y...0934,5.0
a0935,x...0935,y...0935,5.0
a0936,x...0936,y...0936,5.0
a0937,x...0937,y...0937,5.0
a0938,x...0938,y...0938,5.0
a0939,x...0939,y...0939,5.0
a0940,x...0940,y...0940,5.0
a0941,x...0941,y...0941,5.0
a0942,x...0942,y...0942,5.0
a0943,x...0943,y...0943,5.0
a0944,x...0944,y...0944,5.0
a0945,x...0945,y...0945,5.0
a0946,x...0946,y...0946,5.0
a0947,x...0947,y...0947,5.0
a0948,x...0948,y...0948,5.0
a0949,x...0949,y...0949,5.0
a0950,x...0950,y...0950,5.0
a0951,x...0951,y...0951,5.0
a0952,x...0952,y...0952,5.0
a0953,x...0953,y...0953,5.0
a0954,x...0954,y...0954,5.0
a0955,x...0955,y...0955,5.0
a0956,x...0956,y...0956,5.0
a0957,x...0957,y...0957,5.0
a0958,x...0958,y...0958,5.0
a0959,x...0959,y...0959,5.0
a0960,x...0960,y...0960,5.0
a0961,x...0961,y...0961,5.0
a0962,x...0962,y...0962,5.0
a0963,x...0963,y...0963,5.0
a0964,x...0964,y...0964,5.0
a0965,x...0965,y...0965,5.0
a0966,x...0966,y...0966,5.0
a0967,x...0967,y...0967,5.0
a0968,x...0968,y...0968,5.0
a0969,x...0969,y...0969,5.0
a0970,x...0970,y...0970,5.0
a0971,x...0971,y...0971,5.0
a0972,x...0972,y...0972,5.0
a0973,x...0973,y...0973,5.0
a0974,x...0974,y...0974,5.0
a0975,x...0975,y...0975,5.0
a0976,x...0976,y...0976,5.0
a0977,x...0977,y...0977,5.0
a0978,x...0978,y...0978,5.0
a0979,x...0979,y...0979,5.0
a0980,x...0980,y...0980,5.0
a0981,x...0981,y...0981,5.0
a0982,x...0982,y...0982,5.0
a0983,x...0983,y...0983,5.0
a0984,x...0984,y...0984,5.0
a0985,x...0985,y...0985,5.0
a0986,x...0986,y...0986,5.0
a0987,x...0987,y...0987,5.0
a0988,x...0988,y...0988,5.0
a0989,x...0989,y...0989,5.0
a0990,x...0990,y...0990,5.0
a0991,x...0991,y...0991,5.0
a0992,x...0992,y...0992,5.0
a0993,x...0993,y...0993,5.0
a0994,x...0994,y...0994,5.0
a0995,x...0995,y...0995,5.0
a0996,x...0996,y...0996,5.0
a0997,x...0997,y...0997,5.0
a0998,x...0998,y...0998,5.0
a0999,x...0999,y...0999,5.0
a1000,x...1000,y...1000,5.0
a1001,x...1001,y...1001,5.0
a1002,x...1002,y...1002,5.0
a1003,x...1003,y...1003,5.0
a1004,x...1004,y...1004,5.0
a1005,x...1005,y...1005,5.0
a1006,x...1006,y...1006,5.0
a1007,x...1007,y...1007,5.0
a1008,x...1008,y...1008,5.0
a1009,x...1009,y...1009,5.0
a1010,x...1010,y...1010,5.0
a1011,x...1011,y...1011,5.0
a1012,x...1012,y...1012,5.0
a1013,x...1013,y...1013,5.0
a1014,x...1014,y...1014,5.0
a1015,x...1015,y...1015,5.0
a1016,x...1016,y...1016,5.0
a1017,x...1017,y...1017,5.0
a1018,x...1018,y...1018,5.0
a1019,x...1019,y...1019,5.0
a1020,x...1020,y...1020,5.0
a1021,x...1021,y...1021,5.0
a1022,x...1022,y...1022,5.0
a1023,x...1023,y...1023,5.0
a1024,x...1024,y...1024,5.0
a1025,x...1025,y...1025,5.0
a1026,x...1026,y...1026,5.0
a1027,x...1027,y...1027,5.0
a1028,x...1028,y...1028,5.0
a1029,x...1029,y...1029,5.0
a1030,x...1030,y...1030,5.0
a1031,x...1031,y...1031,5.0
a1032,x...1032,y...1032,5.0
a1033,x...1033,y...1033,5.0
a1034,x...1034,y...1034,5.0
a1035,x...1035,y...1035,5.0
a1036,x...1036,y...1036,5.0
a1037,x...1037,y...1037,5.0
a1038,x...1038,y...1038,5.0
a1039,x...1039,y...1039,5.0
a1040,x...1040,y...1040,5.0
a1041,x...1041,y...1041,5.0
a1042,x...1042,y...1042,5.0
a1043,x...1043,y...1043,5.0
a1044,x...1044,y...1044,5.0
a1045,x...1045,y...1045,5.0
a1046,x...1046,y...1046,5.0
a1047,x...1047,y...1047,5.0
a1048,x...1048,y...1048,5.0
a1049,x...1049,y...1049,5.0
a1050,x...1050,y...1050,5.0
a1051,x...1051,y...1051,5.0
a1052,x...1052,y...1052,5.0
a1053,x...1053,y...1053,5.0
a1054,x...1054,y...1054,5.0
a1055,x...1055,y...1055,5.0
a1056,x...1056,y...1056,5.0
a1057,x...1057,y...1057,5.0
a1058,x...1058,y...1058,5.0
a1059,x...1059,y...1059,5.0
a1060,x...1060,y...1060,5.0
a1061,x...1061,y...1061,5.0
a1062,x...1062,y...1062,5.0
a1063,x...1063,y...1063,5.0
a1064,x...1064,y...1064,5.0
a1065,x...1065,y...1065,5.0
a1066,x...1066,y...1066,5.0
a1067,x...1067,y...1067,5.0
a1068,x...1068,y...1068,5.0
a1069,x...1069,y...1069,5.0
a1070,x...1070,y...1070,5.0
a1071,x...1071,y...1071,5.0
a1072,x...1072,y...1072,5.0
a1073,x...1073,y...1073,5.0
a1074,x...1074,y...1074,5.0
a1075,x...1075,y...1075,5.0
a1076,x...1076,y...1076,5.0
a1077,x...1077,y...1077,5.0
a1078,x...1078,y...1078,5.0
a1079,x...1079,y...1079,5.0
a1080,x...1080,y...1080,5.0
a1081,x...1081,y...1081,5.0
a1082,x...1082,y...1082,5.0
a1083,x...1083,y...1083,5.0
a1084,x...1084,y...1084,5.0
a1085,x...1085,y...1085,5.0
a1086,x...1086,y...1086,5.0
a1087,x...1087,y...1087,5.0
a1088,x...1088,y...1088,5.0
a1089,x...1089,y...1089,5.0
a1090,x...1090,y...1090,5.0
a1091,x...1091,y...1091,5.0
a1092,x...1092,y...1092,5.0
a1093,x...1093,y...1093,5.0
a1094,x...1094,y...1094,5.0
a1095,x...1095,y...1095,5.0
a1096,x...1096,y...1096,5.0
a1097,x...1097,y...1097,5.0
a1098,x...1098,y...1098,5.0
a1099,x...1099,y...1099,5.0
a1100,x...1100,y...1100,5.0
a1101,x...1101,y...1101,5.0
a1102,x...1102,y...1102,5.0
a1103,x...1103,y...1103,5.0
a1104,x...1104,y...1104,5.0
a1105,x...1105,y...1105,5.0
a1106,x...1106,y...1106,5.0
a1107,x...1107,y...1107,5.0
a1108,x...1108,y...1108,5.0
a1109,x...1109,y...1109,5.0
a1110,x...1110,y...1110,5.0
a1111,x...1111,y...1111,5.0
a1112,x...1112,y...1112,5.0
a1113,x...1113,y...1113,5.0
a1114,x...1114,y...1114,5.0
a1115,x...1115,y...1115,5.0
a1116,x...1116,y...1116,5.0
a1117,x...1117,y...1117,5.0
a1118,x...1118,y...1118,5.0
a1119,x...1119,y...1119,5.0
a1120,x...1120,y...1120,5.0
a1121,x...1121,y...1121,5.0
a1122,x...1122,y...1122,5.0
a1123,x...1123,y...1123,5.0
a1124,x...1124,y...1124,5.0
a1125,x...1125,y...1125,5.0
a1126,x...1126,y...1126,5.0
a1127,x...1127,y...1127,5.0
a1128,x...1128,y...1128,5.0
a1129,x...1129,y...1129,5.0
a1130,x...1130,y...1130,5.0
a1131,x...1131,y...1131,5.0
a1132,x...1132,y...1132,5.0
a1133,x...1133,y...1133,5.0
a1134,x...1134,y...1134,5.0
a1135,x...1135,y...1135,5.0
a1136,x...1136,y...1136,5.0
a1137,x...1137,y...1137,5.0
a1138,x...1138,y...1138,5.0
a1139,x...1139,y...1139,5.0
a1140,x...1140,y...1140,5.0
a1141,x...1141,y...1141,5.0
a1142,x...1142,y...1142,5.0
a1143,x...1143,y...1143,5.0
a1144,x...1144,y...1144,5.0
a1145,x...1145,y...1145,5.0
a1146,x...1146,y...1146,5.0
a1147,x...1147,y...1147,5.0
a1148,x...1148,y...1148,5.0
a1149,x...1149,y...1149,5.0
a1150,x...1150,y...1150,5.0
a1151,x...1151,y...1151,5.0
a1152,x...1152,y...1152,5.0
a1153,x...1153,y...1153,5.0
a1154,x...1154,y...1154,5.0
a1155,x...1155,y...1155,5.0
a1156,x...1156,y...1156,5.0
a1157,x...1157,y...1157,5.0
a1158,x...1158,y...1158,5.0
a1159,x...1159,y...1159,5.0
a1160,x...1160,y...1160,5.0
a1161,x...1161,y...1161,5.0
a1162,x...1162,y...1162,5.0
a1163,x...1163,y...1163,5.0
a1164,x...1164,y...1164,5.0
a1165,x...1165,y...1165,5.0
a1166,x...1166,y...1166,5.0
a1167,x...1167,y...1167,5.0
a1168,x...1168,y...1168,5.0
a1169,x...1169,y...1169,5.0
a1170,x...1170,y...1170,5.0
a1171,x...1171,y...1171,5.0
a1172,x...1172,y...1172,5.0
a1173,x...1173,y...1173,5.0
a1174,x...1174,y...1174,5.0
a1175,x...1175,y...1175,5.0
a1176,x...1176,y...1176,5.0
a1177,x...1177,y...1177,5.0
a1178,x...1178,y...1178,5.0
a1179,x...1179,y...1179,5.0
a1180,x...1180,y...1180,5.0
a1181,x...1181,y...1181,5.0
a1182,x...1182,y...1182,5.0
a1183,x...1183,y...1183,5.0
a1184,x...1184,y...1184,5.0
a1185,x...1185,y...1185,5.0
a1186,x...1186,y...1186,5.0
a1187,x...1187,y...1187,5.0
a1188,x...1188,y...1188,5.0
a1189,x...1189,y...1189,5.0
a1190,x...1190,y...1190,5.0
a1191,x...1191,y...1191,5.0
a1192,x...1192,y...1192,5.0
a1193,x...1193,y...1193,5.0
a1194,x...1194,y...1194,5.0
a1195,x...1195,y...1195,5.0
a1196,x...1196,y...1196,5.0
a1197,x...1197,y...1197,5.0
a1198,x...1198,y...1198,5.0
a1199,x...1199,y...1199,5.0
a1200,x...1200,y...1200,5.0
a1201,x...1201,y...1201,5.0
a1202,x...1202,y...1202,5.0
a1203,x...1203,y...1203,5.0
a1204,x...1204,y...1204,5.0
a1205,x...1205,y...1205,5.0
a1206,x...1206,y...1206,5.0
a1207,x...1207,y...1207,5.0
a1208,x...1208,y...1208,5.0
a1209,x...1209,y...1209,5.0
a1210,x...1210,y...1210,5.0
a1211,x...1211,y...1211,5.0
a1212,x...1212,y...1212,5.0
a1213,x...1213,y...1213,5.0
a1214,x...1214,y...1214,5.0
a1215,x...1215,y...1215,5.0
a1216,x...1216,y...1216,5.0
a1217,x...1217,y...1217,5.0
a1218,x...1218,y...1218,5.0
a1219,x...1219,y...1219,5.0
a1220,x...1220,y...1220,5.0
a1221,x...1221,y...1221,5.0
a1222,x...1222,y...1222,5.0
a1223,x...1223,y...1223,5.0
a1224,x...1224,y...1224,5.0
a1225,x...1225,y...1225,5.0
a1226,x...1226,y...1226,5.0
a1227,x...1227,y...1227,5.0
a1228,x...1228,y...1228,5.0
a1229,x...1229,y...1229,5.0
a1230,x...1230,y...1230,5.0
a1231,x...1231,y...1231,5.0
a1232,x...1232,y...1232,5.0
a1233,x...1233,y...1233,5.0
a1234,x...1234,y...1234,5.0
a1235,x...1235,y...1235,5.0
a1236,x...1236,y...1236,5.0
a1237,x...1237,y...1237,5.0
a1238,x...1238,y...1238,5.0
a1239,x...1239,y...1239,5.0
a1240,x...1240,y...1240,5.0
a1241,x...1241,y...1241,5.0
a1242,x...1242,y...1242,5.0
a1243,x...1243,y...1243,5.0
a1244,x...1244,y...1244,5.0
a1245,x...1245,y...1245,5.0
a1246,x...1246,y...1246,5.0
a1247,x...1247,y...1247,5.0
a1248,x...1248,y...1248,5.0
a1249,x...1249,y...1249,5.0
a1250,x...1250,y...1250,5.0
