time_id,from_state,to_state,label
60,br,a2_1,a2
60,br,a3_1,a3
60,br,a4_1,a4
60,br,a5_1,a5
60,l_1,l_2,meal_break
60,l_2,l_3,meal_break
60,l_3,l_4,meal_break
60,l_4,a1_1,a1
60,l_4,a2_1,a2
60,l_4,a3_1,a3
60,l_4,a4_1,a4
60,l_4,a5_1,a5
60,q0,a1_1,a1
60,q0,a2_1,a2
60,q0,a3_1,a3
60,q0,a4_1,a4
60,q0,a5_1,a5
60,q0,q0,off
60,rs,rs,off
61,a1_1,a1_2,a1
61,a1_2,a1_3,a1
61,a1_3,a1_4,a1
61,a1_4,a1_4,a1
61,a1_4,br,short_break
61,a1_4,l_1,meal_break
61,a1_4,rs,off
61,a2_1,a2_2,a2
61,a2_2,a2_3,a2
61,a2_3,a2_4,a2
61,a2_4,a2_4,a2
61,a2_4,br,short_break
61,a2_4,l_1,meal_break
61,a2_4,rs,off
61,a3_1,a3_2,a3
61,a3_2,a3_3,a3
61,a3_3,a3_4,a3
61,a3_4,a3_4,a3
61,a3_4,br,short_break
61,a3_4,l_1,meal_break
61,a3_4,rs,off
61,a4_1,a4_2,a4
61,a4_2,a4_3,a4
61,a4_3,a4_4,a4
61,a4_4,a4_4,a4
61,a4_4,br,short_break
61,a4_4,l_1,meal_break
61,a4_4,rs,off
61,a5_1,a5_2,a5
61,a5_2,a5_3,a5
61,a5_3,a5_4,a5
61,a5_4,a5_4,a5
61,a5_4,br,short_break
61,a5_4,l_1,meal_break
61,a5_4,rs,off
61,br,a1_1,a1
61,br,a2_1,a2
61,br,a3_1,a3
61,l_1,l_2,meal_break
61,l_2,l_3,meal_break
61,l_3,l_4,meal_break
61,l_4,a1_1,a1
61,l_4,a2_1,a2
61,l_4,a3_1,a3
61,q0,a1_1,a1
61,q0,a2_1,a2
61,q0,a3_1,a3
61,q0,q0,off
61,rs,rs,off
62,a1_1,a1_2,a1
62,a1_2,a1_3,a1
62,a1_3,a1_4,a1
62,a1_4,a1_4,a1
62,a1_4,br,short_break
62,a1_4,l_1,meal_break
62,a1_4,rs,off
62,a2_1,a2_2,a2
62,a2_2,a2_3,a2
62,a2_3,a2_4,a2
62,a2_4,a2_4,a2
62,a2_4,br,short_break
62,a2_4,l_1,meal_break
62,a2_4,rs,off
62,a3_1,a3_2,a3
62,a3_2,a3_3,a3
62,a3_3,a3_4,a3
62,a3_4,a3_4,a3
62,a3_4,br,short_break
62,a3_4,l_1,meal_break
62,a3_4,rs,off
62,a4_2,a4_3,a4
62,a4_3,a4_4,a4
62,a4_4,a4_4,a4
62,a4_4,br,short_break
62,a4_4,l_1,meal_break
62,a4_4,rs,off
62,a5_2,a5_3,a5
62,a5_3,a5_4,a5
62,a5_4,a5_4,a5
62,a5_4,br,short_break
62,a5_4,l_1,meal_break
62,a5_4,rs,off
62,br,a1_1,a1
62,br,a2_1,a2
62,br,a3_1,a3
62,l_1,l_2,meal_break
62,l_2,l_3,meal_break
62,l_3,l_4,meal_break
62,l_4,a1_1,a1
62,l_4,a2_1,a2
62,l_4,a3_1,a3
62,q0,a1_1,a1
62,q0,a2_1,a2
62,q0,a3_1,a3
62,q0,q0,off
62,rs,rs,off
63,a1_1,a1_2,a1
63,a1_2,a1_3,a1
63,a1_3,a1_4,a1
63,a1_4,a1_4,a1
63,a1_4,br,short_break
63,a1_4,l_1,meal_break
63,a1_4,rs,off
63,a2_1,a2_2,a2
63,a2_2,a2_3,a2
63,a2_3,a2_4,a2
63,a2_4,a2_4,a2
63,a2_4,br,short_break
63,a2_4,l_1,meal_break
63,a2_4,rs,off
63,a3_1,a3_2,a3
63,a3_2,a3_3,a3
63,a3_3,a3_4,a3
63,a3_4,a3_4,a3
63,a3_4,br,short_break
63,a3_4,l_1,meal_break
63,a3_4,rs,off
63,a4_3,a4_4,a4
63,a4_4,a4_4,a4
63,a4_4,br,short_break
63,a4_4,l_1,meal_break
63,a4_4,rs,off
63,a5_3,a5_4,a5
63,a5_4,a5_4,a5
63,a5_4,br,short_break
63,a5_4,l_1,meal_break
63,a5_4,rs,off
63,br,a1_1,a1
63,br,a2_1,a2
63,br,a3_1,a3
63,l_1,l_2,meal_break
63,l_2,l_3,meal_break
63,l_3,l_4,meal_break
63,l_4,a1_1,a1
63,l_4,a2_1,a2
63,l_4,a3_1,a3
63,q0,a1_1,a1
63,q0,a2_1,a2
63,q0,a3_1,a3
63,q0,q0,off
63,rs,rs,off
64,a1_1,a1_2,a1
64,a1_2,a1_3,a1
64,a1_3,a1_4,a1
64,a1_4,a1_4,a1
64,a1_4,br,short_break
64,a1_4,l_1,meal_break
64,a1_4,rs,off
64,a2_1,a2_2,a2
64,a2_2,a2_3,a2
64,a2_3,a2_4,a2
64,a2_4,a2_4,a2
64,a2_4,br,short_break
64,a2_4,l_1,meal_break
64,a2_4,rs,off
64,a3_1,a3_2,a3
64,a3_2,a3_3,a3
64,a3_3,a3_4,a3
64,a3_4,a3_4,a3
64,a3_4,br,short_break
64,a3_4,l_1,meal_break
64,a3_4,rs,off
64,a4_4,br,short_break
64,a4_4,l_1,meal_break
64,a4_4,rs,off
64,a5_4,br,short_break
64,a5_4,l_1,meal_break
64,a5_4,rs,off
64,br,a1_1,a1
64,br,a2_1,a2
64,br,a3_1,a3
64,l_1,l_2,meal_break
64,l_2,l_3,meal_break
64,l_3,l_4,meal_break
64,l_4,a1_1,a1
64,l_4,a2_1,a2
64,l_4,a3_1,a3
64,q0,a1_1,a1
64,q0,a2_1,a2
64,q0,a3_1,a3
64,q0,q0,off
64,rs,rs,off
65,a1_1,a1_2,a1
65,a1_2,a1_3,a1
65,a1_3,a1_4,a1
65,a1_4,a1_4,a1
65,a1_4,br,short_break
65,a1_4,l_1,meal_break
65,a1_4,rs,off
65,a2_1,a2_2,a2
65,a2_2,a2_3,a2
65,a2_3,a2_4,a2
65,a2_4,a2_4,a2
65,a2_4,br,short_break
65,a2_4,l_1,meal_break
65,a2_4,rs,off
65,a3_1,a3_2,a3
65,a3_2,a3_3,a3
65,a3_3,a3_4,a3
65,a3_4,a3_4,a3
65,a3_4,br,short_break
65,a3_4,l_1,meal_break
65,a3_4,rs,off
65,br,a1_1,a1
65,br,a2_1,a2
65,br,a3_1,a3
65,l_1,l_2,meal_break
65,l_2,l_3,meal_break
65,l_3,l_4,meal_break
65,l_4,a1_1,a1
65,l_4,a2_1,a2
65,l_4,a3_1,a3
65,q0,a1_1,a1
65,q0,a2_1,a2
65,q0,a3_1,a3
65,q0,q0,off
65,rs,rs,off
66,a1_1,a1_2,a1
66,a1_2,a1_3,a1
66,a1_3,a1_4,a1
66,a1_4,a1_4,a1
66,a1_4,br,short_break
66,a1_4,l_1,meal_break
66,a1_4,rs,off
66,a2_1,a2_2,a2
66,a2_2,a2_3,a2
66,a2_3,a2_4,a2
66,a2_4,a2_4,a2
66,a2_4,br,short_break
66,a2_4,l_1,meal_break
66,a2_4,rs,off
66,a3_1,a3_2,a3
66,a3_2,a3_3,a3
66,a3_3,a3_4,a3
66,a3_4,a3_4,a3
66,a3_4,br,short_break
66,a3_4,l_1,meal_break
66,a3_4,rs,off
66,br,a1_1,a1
66,br,a2_1,a2
66,br,a3_1,a3
66,l_1,l_2,meal_break
66,l_2,l_3,meal_break
66,l_3,l_4,meal_break
66,l_4,a1_1,a1
66,l_4,a2_1,a2
66,l_4,a3_1,a3
66,q0,a1_1,a1
66,q0,a2_1,a2
66,q0,a3_1,a3
66,q0,q0,off
66,rs,rs,off
67,a1_1,a1_2,a1
67,a1_2,a1_3,a1
67,a1_3,a1_4,a1
67,a1_4,a1_4,a1
67,a1_4,br,short_break
67,a1_4,l_1,meal_break
67,a1_4,rs,off
67,a2_1,a2_2,a2
67,a2_2,a2_3,a2
67,a2_3,a2_4,a2
67,a2_4,a2_4,a2
67,a2_4,br,short_break
67,a2_4,l_1,meal_break
67,a2_4,rs,off
67,a3_1,a3_2,a3
67,a3_2,a3_3,a3
67,a3_3,a3_4,a3
67,a3_4,a3_4,a3
67,a3_4,br,short_break
67,a3_4,l_1,meal_break
67,a3_4,rs,off
67,br,a1_1,a1
67,br,a2_1,a2
67,br,a3_1,a3
67,l_1,l_2,meal_break
67,l_2,l_3,meal_break
67,l_3,l_4,meal_break
67,l_4,a1_1,a1
67,l_4,a2_1,a2
67,l_4,a3_1,a3
67,q0,a1_1,a1
67,q0,a2_1,a2
67,q0,a3_1,a3
67,q0,q0,off
67,rs,rs,off
68,a1_1,a1_2,a1
68,a1_2,a1_3,a1
68,a1_3,a1_4,a1
68,a1_4,a1_4,a1
68,a1_4,br,short_break
68,a1_4,l_1,meal_break
68,a1_4,rs,off
68,a2_1,a2_2,a2
68,a2_2,a2_3,a2
68,a2_3,a2_4,a2
68,a2_4,a2_4,a2
68,a2_4,br,short_break
68,a2_4,l_1,meal_break
68,a2_4,rs,off
68,a3_1,a3_2,a3
68,a3_2,a3_3,a3
68,a3_3,a3_4,a3
68,a3_4,a3_4,a3
68,a3_4,br,short_break
68,a3_4,l_1,meal_break
68,a3_4,rs,off
68,br,a1_1,a1
68,br,a2_1,a2
68,br,a3_1,a3
68,l_1,l_2,meal_break
68,l_2,l_3,meal_break
68,l_3,l_4,meal_break
68,l_4,a1_1,a1
68,l_4,a2_1,a2
68,l_4,a3_1,a3
68,q0,a1_1,a1
68,q0,a2_1,a2
68,q0,a3_1,a3
68,q0,q0,off
68,rs,rs,off
69,a1_1,a1_2,a1
69,a1_2,a1_3,a1
69,a1_3,a1_4,a1
69,a1_4,a1_4,a1
69,a1_4,br,short_break
69,a1_4,l_1,meal_break
69,a1_4,rs,off
69,a2_1,a2_2,a2
69,a2_2,a2_3,a2
69,a2_3,a2_4,a2
69,a2_4,a2_4,a2
69,a2_4,br,short_break
69,a2_4,l_1,meal_break
69,a2_4,rs,off
69,a3_1,a3_2,a3
69,a3_2,a3_3,a3
69,a3_3,a3_4,a3
69,a3_4,a3_4,a3
69,a3_4,br,short_break
69,a3_4,l_1,meal_break
69,a3_4,rs,off
69,br,a2_1,a2
69,br,a3_1,a3
69,l_1,l_2,meal_break
69,l_2,l_3,meal_break
69,l_3,l_4,meal_break
69,l_4,a2_1,a2
69,l_4,a3_1,a3
69,q0,a2_1,a2
69,q0,a3_1,a3
69,q0,q0,off
69,rs,rs,off
70,a1_2,a1_3,a1
70,a1_3,a1_4,a1
70,a1_4,a1_4,a1
70,a1_4,br,short_break
70,a1_4,l_1,meal_break
70,a1_4,rs,off
70,a2_1,a2_2,a2
70,a2_2,a2_3,a2
70,a2_3,a2_4,a2
70,a2_4,a2_4,a2
70,a2_4,br,short_break
70,a2_4,l_1,meal_break
70,a2_4,rs,off
70,a3_1,a3_2,a3
70,a3_2,a3_3,a3
70,a3_3,a3_4,a3
70,a3_4,a3_4,a3
70,a3_4,br,short_break
70,a3_4,l_1,meal_break
70,a3_4,rs,off
70,br,a2_1,a2
70,br,a3_1,a3
70,l_1,l_2,meal_break
70,l_2,l_3,meal_break
70,l_3,l_4,meal_break
70,l_4,a2_1,a2
70,l_4,a3_1,a3
70,q0,a2_1,a2
70,q0,a3_1,a3
70,q0,q0,off
70,rs,rs,off
71,a1_3,a1_4,a1
71,a1_4,a1_4,a1
71,a1_4,br,short_break
71,a1_4,l_1,meal_break
71,a1_4,rs,off
71,a2_1,a2_2,a2
71,a2_2,a2_3,a2
71,a2_3,a2_4,a2
71,a2_4,a2_4,a2
71,a2_4,br,short_break
71,a2_4,l_1,meal_break
71,a2_4,rs,off
71,a3_1,a3_2,a3
71,a3_2,a3_3,a3
71,a3_3,a3_4,a3
71,a3_4,a3_4,a3
71,a3_4,br,short_break
71,a3_4,l_1,meal_break
71,a3_4,rs,off
71,br,a2_1,a2
71,br,a3_1,a3
71,l_1,l_2,meal_break
71,l_2,l_3,meal_break
71,l_3,l_4,meal_break
71,l_4,a2_1,a2
71,l_4,a3_1,a3
71,q0,a2_1,a2
71,q0,a3_1,a3
71,q0,q0,off
71,rs,rs,off
72,a1_4,br,short_break
72,a1_4,l_1,meal_break
72,a1_4,rs,off
72,a2_1,a2_2,a2
72,a2_2,a2_3,a2
72,a2_3,a2_4,a2
72,a2_4,a2_4,a2
72,a2_4,br,short_break
72,a2_4,l_1,meal_break
72,a2_4,rs,off
72,a3_1,a3_2,a3
72,a3_2,a3_3,a3
72,a3_3,a3_4,a3
72,a3_4,a3_4,a3
72,a3_4,br,short_break
72,a3_4,l_1,meal_break
72,a3_4,rs,off
72,br,a2_1,a2
72,br,a3_1,a3
72,l_1,l_2,meal_break
72,l_2,l_3,meal_break
72,l_3,l_4,meal_break
72,l_4,a2_1,a2
72,l_4,a3_1,a3
72,q0,a2_1,a2
72,q0,a3_1,a3
72,q0,q0,off
72,rs,rs,off
73,a2_1,a2_2,a2
73,a2_2,a2_3,a2
73,a2_3,a2_4,a2
73,a2_4,a2_4,a2
73,a2_4,br,short_break
73,a2_4,rs,off
73,a3_1,a3_2,a3
73,a3_2,a3_3,a3
73,a3_3,a3_4,a3
73,a3_4,a3_4,a3
73,a3_4,br,short_break
73,a3_4,rs,off
73,br,a2_1,a2
73,l_1,l_2,meal_break
73,l_2,l_3,meal_break
73,l_3,l_4,meal_break
73,l_4,a2_1,a2
73,q0,a2_1,a2
73,q0,q0,off
73,rs,rs,off
74,a2_1,a2_2,a2
74,a2_2,a2_3,a2
74,a2_3,a2_4,a2
74,a2_4,a2_4,a2
74,a2_4,br,short_break
74,a2_4,rs,off
74,a3_2,a3_3,a3
74,a3_3,a3_4,a3
74,a3_4,a3_4,a3
74,a3_4,br,short_break
74,a3_4,rs,off
74,br,a2_1,a2
74,l_2,l_3,meal_break
74,l_3,l_4,meal_break
74,l_4,a2_1,a2
74,q0,a2_1,a2
74,q0,q0,off
74,rs,rs,off
75,a2_1,a2_2,a2
75,a2_2,a2_3,a2
75,a2_3,a2_4,a2
75,a2_4,a2_4,a2
75,a2_4,br,short_break
75,a2_4,rs,off
75,a3_3,a3_4,a3
75,a3_4,a3_4,a3
75,a3_4,br,short_break
75,a3_4,rs,off
75,br,a2_1,a2
75,l_3,l_4,meal_break
75,l_4,a2_1,a2
75,q0,a2_1,a2
75,q0,q0,off
75,rs,rs,off
76,a2_1,a2_2,a2
76,a2_2,a2_3,a2
76,a2_3,a2_4,a2
76,a2_4,a2_4,a2
76,a2_4,rs,off
76,a3_4,rs,off
76,br,a2_1,a2
76,l_4,a2_1,a2
76,q0,a2_1,a2
76,rs,rs,off
77,a2_1,a2_2,a2
77,a2_2,a2_3,a2
77,a2_3,a2_4,a2
77,a2_4,a2_4,a2
77,a2_4,rs,off
77,rs,rs,off
78,a2_2,a2_3,a2
78,a2_3,a2_4,a2
78,a2_4,a2_4,a2
78,a2_4,rs,off
78,rs,rs,off
79,a2_3,a2_4,a2
79,a2_4,a2_4,a2
79,a2_4,rs,off
79,rs,rs,off
80,a2_4,rs,off
80,rs,rs,off
81,rs,rs,off
82,rs,rs,off
83,rs,rs,off
84,rs,rs,off
85,rs,rs,off
86,rs,rs,off
87,rs,rs,off
88,rs,rs,off
89,rs,rs,off
90,rs,rs,off
91,rs,rs,off
92,rs,rs,off
93,rs,rs,off
94,rs,rs,off
