action_id,slot_id,contribution
ACT18a2715e2f,TS030306ac46,35.9375
ACT90cee4d46c,TSde0255c439,80.0
ACT8c16f68040,TS249557872b,112.604
ACT313eb13ccb,TSa2bddef18e,5.0
ACTff7c594409,TSf0553561e8,7.5
ACTb8b0c0698f,TS98b842dd92,75.0
ACTdc3c0140b2,TS0ae713d1a5,7.1875
ACT00b9895013,TSd29e70c128,98.2292
ACTb0cae81189,TSe5a8bddd9e,127.5
ACTff1f875a7e,TS2e3a4076ec,155.1
ACTd3dd07603b,TS030306ac46,37.5
ACTe436f868fe,TSa442a672e5,83.8542
ACT2d30b670fa,TS4bbcbe666d,11.9792
ACTce637fde65,TS8895174cf3,26.3542
ACT24e2618dda,TS2f96a4be85,2.968
ACT9f7a45134e,TS7bda0322ac,77.5
ACT82733fe9d0,TS9dba1a3b01,2.39583
ACTa0261b55ef,TSbc57395db7,57.5
ACTc613605208,TSf5bb5644d6,32.5
ACT18a2715e2f,TSe4260e2609,7.1875
ACT4340df079f,TS24132c2e53,26.6667
ACTd0447ef7e7,TS872840c56f,112.604
ACTa011d2c0cb,TSa18c1ed2d2,12.5
ACT7a1e284122,TS97e6bd8f9b,75.0
ACT4f5e28beb0,TS4bbcbe666d,107.813
ACT448cc84f95,TSc84e67f3cf,103.021
ACTa00bc95403,TS432824cef5,107.813
ACT6089fba85b,TS40e6d8607e,5.0
ACTb0766ab406,TS0e2a47f426,45.5
ACTed17ac2a2c,TS432824cef5,88.6458
ACTb5d4ad6022,TS5be34975d7,2.968
ACT3f463520c8,TSd29e70c128,37.5
ACT57e675061e,TS249557872b,98.2292
ACTa2612bdf99,TS04fcc74874,62.5
ACT86acc0bd75,TS42d0b628c0,58.5
ACT1c195a3d06,TSf0e592f52c,25.0
ACTa6c907b846,TS055580bf5d,103.021
ACT1432ea4324,TSc9b8f16ba0,15.0
ACTea9810979b,TS8895174cf3,11.9792
ACT5eba0ea189,TS2f96a4be85,58.5
ACT0c1ec4e818,TS0c139ee02f,37.5
ACTfa51584ab3,TS6ff2389c54,26.3542
ACT81dde4519b,TS0e0b71e89c,31.1458
ACT3f61eff9d5,TS26b55ccfc1,35.9375
ACT59a26d9aab,TS97e6bd8f9b,80.0
ACT0c52458d28,TS7bda0322ac,98.2292
ACTca339cdcdb,TS2e3a4076ec,32.5
ACTf72caa9906,TS4447a8fd1d,37.5
ACTfb00fd8eba,TS8b14b0e305,31.1458
ACT1e859b8627,TS8ea511c0a1,2.39583
ACT2b2d5a689e,TSf988146cfc,112.604
ACT80451a372c,TS4aff6b5863,25.0
ACTa276beeb0a,TS5f1586151b,47.5
ACT3e2397693c,TS6e1a677fa1,69.4792
ACT0a84be840a,TS25116cbe77,18.3333
ACTa4f44e0d08,TS666767b301,133.333
ACT83bbfe54d2,TS030306ac46,21.5625
ACTc1ad252c1a,TS68bd1ddae5,41.6667
ACTee68f34e98,TS469a3b02e2,5.0
ACT9765069a8e,TSfa31d84579,41.6667
ACTa964d96cd5,TS31165b053e,75.0
ACT672e56ce12,TS55c54cd19d,18.3333
ACTf88864ea3a,TS87c63a4e02,6.5
ACT5a284466f2,TSfeb615966d,0.4995
ACTd5c5cc8bf5,TS7bda0322ac,25.0
ACTc23850b273,TSc7c50e9162,62.5
ACT4fc0a17ddb,TS0c139ee02f,4.0
ACTa82c52214e,TS5ea5d90b6c,155.1
ACT36cc3bc00b,TS70c9f1cdf8,15.0
ACTe43abbb8ad,TS4447a8fd1d,7.5
ACTeb3d041a97,TS443ac81312,62.5
ACT19efe270ab,TScbb1097136,45.5
ACT6d04fd6a34,TSe5a8bddd9e,11.9792
ACTa2cec82c6a,TSd5ab48622e,4.0
ACT392b4264a4,TS77f91674dc,74.2708
ACT383b2d95aa,TS5624c05049,93.4375
ACT6025b97c53,TS98b842dd92,7.5
ACT6b14aaec4f,TS77f91674dc,50.0
ACTe69663cdf7,TSb0a72470c9,45.5
ACT7e738eec04,TSa442a672e5,19.5
ACT81dde4519b,TS478fa29d45,40.7292
ACTe66da6e04f,TSda410e142f,40.7292
ACT3547c728b1,TS666767b301,19.5
ACTfb56c142da,TS478fa29d45,16.7708
ACT09bc82743f,TSa2bddef18e,103.021
ACTebdd15e289,TS2661a11a3f,98.2292
ACT2d30b670fa,TSa442a672e5,74.2708
ACT84aa34360c,TS2e3a4076ec,2.968
ACTf206d7ddef,TS249557872b,5.0
ACTa7edc6868f,TSa5f1ec3f85,2.968
ACT954da5493d,TSb32f93b444,21.5625
ACT145e9d88a2,TSff6b080e7d,45.5208
ACTad7933b3ac,TS0ae713d1a5,35.9375
ACT3a63c9252e,TS4f3da44342,3.1
ACT90244d161e,TS7cf3133006,75.0
ACT4306cfb2b5,TS68cccee489,103.021
ACTc15c44a079,TS05928b46fe,133.333
ACT6f442ded43,TS5be34975d7,21.5625
ACT9df5b5ce0a,TSff6b080e7d,32.5
ACT68f3b8e69b,TS98b842dd92,32.5
ACT4453108c57,TS7742df5bec,45.5
ACTd640fd2612,TSd29e70c128,91.6667
ACT3e065ab01c,TS07d3a63e2b,7.5
ACT382c5d83df,TS4d5a110698,88.6458
ACT59e0b6490c,TS8c634a4f2c,8.33333
ACT3a68ffcdda,TS2661a11a3f,59.8958
ACT9e770a92a9,TS4bbcbe666d,26.3542
ACT6479326606,TS0c0829db4c,103.021
ACTc2686561ef,TS25e8984bfe,83.8542
ACT65566d8ee5,TSe9c90cedfa,103.021
ACT0ab11017b4,TSa0373678c6,103.021
ACTa00bc95403,TS7bda0322ac,40.7292
ACT954da5493d,TS26b55ccfc1,59.8958
ACT7356470089,TS7cb9d4122f,12.5
ACTac1fa6f54b,TS24132c2e53,133.333
ACTe417fb4523,TSd29e70c128,83.8542
ACTd931c21f1f,TS478fa29d45,77.5
ACT98668a76a9,TS87c63a4e02,92.5
ACTc1497f872c,TS055580bf5d,58.5
ACT2d94281272,TSb32f93b444,77.5
ACT78ed660aec,TS469a3b02e2,25.0
ACTa83ccd6c2f,TSfa3e5079a3,69.4792
ACT922d907f8b,TS030306ac46,62.5
ACTffd44d1949,TSd08b69a66f,7.5
ACT0e34a4ecd4,TS05928b46fe,11.9792
ACTddc6be8dad,TS3f4a752d20,64.6875
ACT636cc66826,TS97e6bd8f9b,37.5
ACTa2401ed03d,TS55c54cd19d,58.5
ACT311730ff28,TS84b8520c28,58.5
ACT49ce9a25bc,TS7bda0322ac,80.0
ACT896ce5baad,TS6ff2389c54,12.5
ACT3518636dae,TSde0255c439,7.5
ACTa2a7df423f,TSf5bb5644d6,98.2292
ACT2a105fbe54,TScb0b285159,133.333
ACTd143c2421e,TS25e8984bfe,3.1
ACT2ee3b91817,TS21c7a3001a,47.5
ACTe6d61369ea,TSd0fc980b3a,40.7292
ACTf6a0add3a0,TS2b7842f554,45.5
ACT3f61eff9d5,TS025d083f40,88.6458
ACT78b73cdb2a,TSa0373678c6,155.0
ACT71f85f30a1,TS0afeb9f6ae,50.0
ACTae47039b6c,TS0ae713d1a5,32.5
ACT6f442ded43,TS5ea5d90b6c,83.8542
ACT6aa3b13c0c,TSa18c1ed2d2,55.1042
ACT8e2dce85b2,TSe9c90cedfa,77.5
ACT40fbaedeca,TSff6b080e7d,15.0
ACT59a26d9aab,TS443ac81312,26.6667
ACTd1c2e80147,TS26b55ccfc1,45.5208
ACTa5b377d4ba,TS25e8984bfe,112.604
ACTce16d94573,TS2e3a4076ec,41.6667
ACTecf79e5e91,TSa114592a6e,155.1
ACTda5b464fa1,TS04fcc74874,64.6875
ACTb49ccddf27,TS7cb9d4122f,50.3125
ACT9da329bdb6,TSda410e142f,8.33333
ACT3247abfa07,TSd0fc980b3a,2.968
ACT4e70da569a,TSb32f93b444,79.0625
ACTf7345469d1,TSec107a29d2,37.5
ACTfd6f840eed,TS07d3a63e2b,45.5
ACT3f6dd0ec91,TS25a9345498,107.813
ACTc654d921fa,TSa5f1ec3f85,69.4792
ACT2e50d90b04,TSbc57395db7,92.5
ACT1e0acd618e,TS1f1def30c4,3.1
ACTc7991aa99d,TS543272cc34,45.5208
ACTfe6b711b08,TS4bbcbe666d,7.5
ACT91aabfe038,TSc99f6324df,1.05
ACTf892ceb800,TS0c0829db4c,21.5625
ACTa36e65e773,TSda9affbe11,35.9375
ACT0f1ba6e012,TSec107a29d2,37.5
ACTd9312ee117,TSa5f1ec3f85,103.021
ACT2b2d5a689e,TS7742df5bec,74.2708
ACT2ae57b6152,TS5ea5d90b6c,55.1042
ACTc303b4f48f,TS443166fe6c,12.5
ACT0ad9d157b6,TS741a1f1b80,18.3333
ACT9ec531aaba,TS0e0b71e89c,77.5
ACT1c06eae15f,TS05928b46fe,2.39583
ACTef762d21ed,TS8a4ad29ceb,31.1458
ACTa8edbd449e,TS8895174cf3,58.5
ACT0eead7a1a8,TSe9505e645a,75.0
ACT8108206b80,TS9dba1a3b01,35.9375
ACTa08c6f0a9c,TS0e2a47f426,7.5
ACTe48d77ab45,TS249557872b,77.5
ACTcd871e0ce7,TS443166fe6c,69.4792
ACT8562e5c12c,TS4c537bf323,3.1
ACT6dd65676f8,TSd08b69a66f,107.813
ACT16e89d87fa,TSc9b8f16ba0,7.1875
ACTa0cf696cb0,TS3856554761,112.604
ACTc613605208,TS8a4ad29ceb,45.5
ACTede57c5b4b,TS40e6d8607e,7.5
ACTcadb6d154a,TS73837dcaff,92.5
ACTafdb774925,TS0c0829db4c,8.33333
ACTe61865f473,TS025d083f40,8.33333
ACT3f61eff9d5,TSa55de547fe,7.1875
ACTefff022335,TS443166fe6c,75.0
ACTd1f366a15a,TS1f1def30c4,133.333
ACT382c5d83df,TSff6b080e7d,83.8542
ACT9adda27312,TSec107a29d2,93.4375
ACTc6a0295d0f,TS07d3a63e2b,93.4375
ACT9da329bdb6,TSf6619c37bf,41.6667
ACTa7df1fb33b,TSd08b69a66f,59.8958
ACT7466dcc1fd,TSd29e70c128,35.9375
ACT543b0d87d4,TS6ff2389c54,3.1
ACT6aa3b13c0c,TS09c93edef7,103.021
ACT1f4c0bbeaf,TS0ae713d1a5,103.021
ACT7dd378a27e,TSa18c1ed2d2,112.604
ACTbc3f152026,TSbc57395db7,41.6667
ACT9830564bba,TS5be34975d7,93.4375
ACT0689264a3b,TSa442a672e5,37.5
ACT0f883df901,TS6e1a677fa1,6.5
ACT9306af5334,TS4d5a110698,155.0
ACT4ff53c9d21,TS8b14b0e305,57.5
ACT91c8dd72de,TSf426558a2a,3.1
ACT1e56371282,TS73837dcaff,80.0
ACT6a21aaebd4,TS25a9345498,103.021
ACTf5112ccb90,TS6f1fc6830c,2.968
ACTc76f863425,TSd18d3cfa89,19.5
ACT8108206b80,TSf98c56f109,74.2708
ACTefdbcadfb0,TS9215f23210,19.5
ACT772927e9fd,TS2e3a4076ec,58.5
ACT55f1cefe21,TSe5a8bddd9e,19.5
ACT0a4cf121e6,TS31df6c22e6,8.33333
ACT083abaa329,TS25e8984bfe,98.2292
ACTc38bcb74f4,TScb0b285159,95.0
ACTb70fffc146,TS6f1fc6830c,133.333
ACTd6eab58bb7,TSd0fc980b3a,55.0
ACTa4151410c7,TSff6b080e7d,35.9375
ACT0c52458d28,TSe9505e645a,21.5625
ACT57c2fc59f0,TS97e6bd8f9b,31.1458
ACT53cecaa381,TS6b2a8043e4,37.5
ACT37198ccf7e,TSff6b080e7d,45.5208
ACT813d1a93ab,TS87c63a4e02,155.1
ACT9224adc34a,TSd5ab48622e,0.731
ACT0f2d9a81ab,TS7376d266d9,31.1458
ACT3baca2541b,TS40e6d8607e,37.5
ACTc7ce9980c5,TSe6714cbfdd,35.9375
ACTdf99ba1085,TSbe35f40078,95.0
ACT1a650202c8,TSda9affbe11,1.05
ACTf51e6f36a5,TSda9affbe11,19.5
ACT84f3bac65c,TS97e6bd8f9b,0.515
ACT632b9bfdc6,TS6f1fc6830c,112.604
ACT4c303b5327,TSa18c1ed2d2,8.33333
ACT2d30b670fa,TSf5bb5644d6,35.9375
ACT3a8a3ee7a6,TSa18c1ed2d2,93.4375
ACTf73c807040,TSde0255c439,12.5
ACTdcedad2cf4,TS7143fb07ff,32.5
ACTea9810979b,TS5be34975d7,103.021
ACT1c06eae15f,TS37ff698958,98.2292
ACTcb29a489ef,TSa5f1ec3f85,79.0625
ACT382c5d83df,TS0ae713d1a5,103.021
ACT6618ae5eb2,TSa18c1ed2d2,41.6667
ACTc9043ec1fd,TSaf4f280f49,5.0
ACTe5b83c326c,TS242b6d35a5,7.5
ACT2883e223b0,TS8b14b0e305,41.6667
ACT252eed9e1a,TSec107a29d2,83.8542
ACT3d09cfbcb4,TS4f3da44342,19.5
ACT9f07a3a763,TSe5a8bddd9e,45.5
ACT16c0e6772a,TS5624c05049,59.8958
ACT53becbb71a,TS874720f008,133.333
ACT79588463f9,TS2f96a4be85,37.5
ACT0bd80c8c8c,TS84b8520c28,58.5
ACT3422a7114c,TS0c0829db4c,7.5
ACT26c4de2620,TS24132c2e53,127.5
ACT22493d2719,TSf3c4cf7d55,18.3333
ACT381110eefe,TS8a860b9b72,37.5
ACTbb925b4124,TS4aff6b5863,21.5625
ACT66e1220697,TSa55de547fe,35.9375
ACTd7249700c8,TS8c634a4f2c,3.1
ACT05333af9e5,TSec107a29d2,3.1
ACT8a6cdb03eb,TSf2f132c858,62.5
ACTf3c874aefb,TSc9b8f16ba0,93.4375
ACT9ff1a713cf,TS443166fe6c,21.5625
ACTddc2841d83,TS68bd1ddae5,62.5
ACT7ddcfd0bd6,TSe4260e2609,37.5
ACTd9fbc77643,TSc7c50e9162,32.5
ACTefd3da0e7c,TS543272cc34,77.5
ACT419f9556f3,TS42d0b628c0,55.1042
ACT23ac76ad0d,TSd5ab48622e,41.6667
ACT7600470fa9,TS25a9345498,0.515
ACT3d93d1b9d8,TS632a2e8ee3,45.0
ACT4a1f2844d2,TS7cf3133006,40.7292
ACTd89b48ef4c,TS3856554761,8.33333
ACT059c2a0b98,TSf8f59db910,21.5625
ACT22a18ceec6,TS0afeb9f6ae,77.5
ACT764d66027b,TS0e2a47f426,55.1042
ACTe912e05267,TS432824cef5,103.021
ACTdd1486a8fc,TSf98c56f109,26.3542
ACT5900efff5a,TS249557872b,0.731
ACTf236c71697,TS8c634a4f2c,7.5
ACTcbabba6b40,TS0c0829db4c,83.8542
ACTe436f868fe,TS0c0829db4c,45.5208
ACT0aea353896,TSea8ddd055f,16.7708
ACTefdbcadfb0,TSe4260e2609,6.5
ACTe39e131246,TS249557872b,62.5
ACTf87dd8606d,TS8b14b0e305,11.9792
ACT09df5da85a,TS70c9f1cdf8,57.5
ACTa2bf059689,TS84b8520c28,47.5
ACT5be6d8dad5,TS3f4a752d20,12.5
ACT0d2b0437bc,TS68cccee489,91.6667
ACTd89b48ef4c,TSa5f1ec3f85,25.0
ACTd736738e39,TS7cf3133006,112.604
ACTc0937f9526,TS2e3a4076ec,7.1875
ACT0c9c0af6af,TS8b14b0e305,50.0
ACT1162170f14,TS8b14b0e305,21.5625
ACT9a4a56ed3b,TSc7c50e9162,37.5
ACTea5a9cc069,TSc84e67f3cf,3.1
ACT84e854fefb,TS478fa29d45,32.5
ACTf97e24750c,TS50f763e077,25.0
ACT764289a935,TSd29e70c128,58.5
ACT85e266c381,TS8d4c8ca0ac,35.9375
ACT63b65577d2,TSee8f79fd45,47.5
ACT51fd361a56,TS4447a8fd1d,19.5
ACT43a2f08db1,TS0e5dfbabce,26.6667
ACT3138fd5d1f,TS432824cef5,45.0
ACT07668745f9,TS8a860b9b72,55.1042
ACTc8cd76f453,TSda9affbe11,155.1
ACTed17ac2a2c,TS0e2a47f426,11.9792
ACTe742e0a03b,TS4f3da44342,58.5
ACTddc6be8dad,TS2130a64621,55.1042
ACT1f77139aa5,TSc9b8f16ba0,58.5
ACT5eec1c001e,TS4aff6b5863,4.0
ACTf86a169171,TS478fa29d45,0.731
ACTbf83d86683,TS49044e168e,0.515
ACT12c8b18aa8,TS05928b46fe,25.0
ACTdacd9b78f4,TS68bd1ddae5,32.5
ACT78447e0b43,TS37ff698958,5.0
ACTaece145466,TSbc57395db7,31.1458
ACT43e825c4a0,TS0c139ee02f,77.5
ACT2c5a10d0df,TS4f3da44342,45.5208
ACT8beb2cc78a,TS4aff6b5863,155.1
ACT8f60f17f11,TS9dba1a3b01,45.5208
ACT3360a24e4f,TSa442a672e5,41.6667
ACTcb29a489ef,TS07d3a63e2b,88.6458
ACT494f5955f8,TS872840c56f,0.4995
ACT8430ea3606,TS3f4a752d20,45.5
ACTb77c728cf3,TS0ae713d1a5,40.7292
ACTfbb04e6680,TSf25add6f3a,57.5
ACT2705549822,TSf426558a2a,58.5
ACT0ec8be1c64,TSba51d6f88e,95.0
ACTc3d46c3790,TS632a2e8ee3,11.9792
ACTe7f2f5f85b,TSea8ddd055f,55.1042
ACT68dedb848f,TSf988146cfc,45.5
ACT8899328dd4,TS874720f008,62.5
ACT793527a0be,TSf6619c37bf,98.2292
ACT3d1e8e2dc2,TSff6b080e7d,74.2708
ACT156ca553a6,TSd0fc980b3a,45.5208
ACT6acf4436cb,TS32530bb46a,57.5
ACT10aba2a5b1,TS68bd1ddae5,37.5
ACT926a269472,TS6b2a8043e4,57.5
ACT3e26556055,TSa18c1ed2d2,32.5
ACT894a05968d,TSd0fc980b3a,26.6667
ACT1832831624,TS7cb9d4122f,3.1
ACTf2cfc0ac24,TSda410e142f,32.5
ACT2b03ef79c3,TS25116cbe77,95.0
ACT0b0f98f8b8,TS0ae713d1a5,93.4375
ACTa09f4c770c,TSe6714cbfdd,26.6667
ACT37803101ea,TS5be34975d7,80.0
ACT253897c5c8,TS4c537bf323,7.5
ACT8be7c1d33c,TSe6714cbfdd,57.5
ACT34ae6fb1b2,TS1f1def30c4,5.0
ACT5cb6440bda,TS4f3da44342,59.8958
ACT70ec52fab1,TS469a3b02e2,15.0
ACT29682b7078,TSd08b69a66f,88.6458
ACT12cdeffd6e,TS874720f008,7.5
ACT76e89010f9,TSd0fc980b3a,64.6875
ACT6e3eed176b,TSea8ddd055f,11.9792
ACTb8d2c38b7d,TS09c93edef7,32.5
ACT9afade1391,TS3f6b29d3d4,19.5
ACTe0b17be348,TSc99f6324df,35.9375
ACT7290be51c4,TS8b14b0e305,58.5
ACT0e34a4ecd4,TS0c0829db4c,26.3542
ACT07765d4e33,TS8a4ad29ceb,26.3542
ACT1c29108a68,TSe8cf6380ac,50.3125
ACT050b37fe38,TSf25add6f3a,58.5
ACT59e6e6bb51,TSeb9415d128,2.968
ACT6371bfd03e,TSda410e142f,58.5
ACT0d965083ac,TS4aff6b5863,6.5
ACT438392a5c5,TSb0a72470c9,75.0
ACTcf7f77b0ee,TSb0a72470c9,69.4792
ACTc5168707d7,TS37ff698958,25.0
ACTac0e930112,TSa2bddef18e,88.6458
ACTc6a0295d0f,TSda9affbe11,59.8958
ACT9e770a92a9,TSf98c56f109,64.6875
ACTb77c728cf3,TS05928b46fe,98.2292
ACT623d1bd9b7,TS9dba1a3b01,95.0
ACT05ceeb5e3e,TS7376d266d9,98.2292
ACTabb1b4004d,TS8895174cf3,58.5
ACTa99ab3b895,TSc9b8f16ba0,77.5
ACTdacd9b78f4,TSc9b8f16ba0,19.5
ACT85f140b8d0,TS05928b46fe,57.5
ACTd186c4df0f,TSda9affbe11,50.3125
ACT17c672fa30,TScfb121d745,7.5
ACT4e6b34f5da,TSea8ddd055f,0.4995
ACTbde2fcd78e,TS7376d266d9,12.5
ACTac007ddca1,TS98b842dd92,50.3125
ACTce637fde65,TSf25add6f3a,88.6458
ACTb77c728cf3,TS874720f008,64.6875
ACT28670c3325,TScbb1097136,62.5
ACT82b00a6994,TSbc57395db7,77.5
ACT382c5d83df,TS5ea5d90b6c,40.7292
ACTe474511b6f,TSc84e67f3cf,11.9792
ACTa8a9ef0acb,TS26b55ccfc1,26.3542
ACTa8a9ef0acb,TS97e6bd8f9b,103.021
ACTfcbd07df0f,TS04fcc74874,155.0
ACT3483d24507,TS7376d266d9,16.7708
ACT1f5ff94e6b,TS0e5dfbabce,12.5
ACTac1fa6f54b,TSfa3e5079a3,26.6667
ACTa036b0c33b,TSe8cf6380ac,95.0
ACTf5b540608f,TS2f96a4be85,50.0
ACT4bb5f2c4aa,TS2130a64621,37.5
ACT0dc64dcf52,TS49044e168e,50.3125
ACT141a004e9a,TS1f1def30c4,62.5
ACT6fbfd94a6f,TSf0e592f52c,8.33333
ACTac178f30f7,TS666767b301,4.0
ACT646b0a42dd,TS6b2a8043e4,3.1
ACTe011607b8e,TS443166fe6c,7.1875
ACTacd1fd3760,TS36061ce77d,62.5
ACTe41d886ab4,TSc43ca385e8,37.5
ACTffd6178905,TS5f1586151b,12.5
ACTc16c25cc0f,TS8b14b0e305,80.0
ACT19cd43271a,TS9dba1a3b01,25.0
ACTa19fe11345,TS31df6c22e6,26.3542
ACTbb93b9c3e3,TS5624c05049,26.3542
ACT755ffbb8ea,TS77f91674dc,93.4375
ACT0a83dafb5b,TSbc57395db7,45.0
ACT6e3eed176b,TSb0a72470c9,26.3542
ACTb2e9c8ccf3,TS5c28dfa9ca,1.05
ACT1685f44d60,TS84b8520c28,5.0
ACT47f76b3416,TSc43ca385e8,15.0
ACT5d120ae24b,TS26b55ccfc1,7.1875
ACT71ddd9dcd1,TSf3c4cf7d55,32.5
ACT7e4fc900d9,TS70c9f1cdf8,98.2292
ACT81dde4519b,TS4bbcbe666d,93.4375
ACT120de5a9a6,TS87c63a4e02,6.5
ACT632b9bfdc6,TS3f6b29d3d4,107.813
ACTc7ce9980c5,TS0e5dfbabce,112.604
ACT4649e0d6c5,TS6b2a8043e4,93.4375
ACT50419406fa,TSf7c05ecaf1,88.6458
ACTfb7bec7a79,TSf7c05ecaf1,77.5
ACTecb581a2b7,TSe8cf6380ac,41.6667
ACTfb905c308c,TS25116cbe77,57.5
ACT16c0e6772a,TScbb1097136,7.1875
ACTc3d46c3790,TS0c0829db4c,74.2708
ACTf88864ea3a,TS055580bf5d,32.5
ACTbb6796643f,TSf0e592f52c,55.0
ACTa2013b3878,TSf98c56f109,88.6458
ACT36bb10a953,TSd18d3cfa89,5.0
ACT250d221dcf,TS432824cef5,103.021
ACT4ee0db199d,TSc99f6324df,32.5
ACT1b7c12ce03,TS443ac81312,41.6667
ACT712f6595eb,TSfeb615966d,25.0
ACTf10e294a1d,TSb0a72470c9,21.5625
ACT6471ab0b57,TS0c139ee02f,25.0
ACT48e0cf5fb4,TSde0255c439,41.6667
ACT4d2a78de01,TS874720f008,58.5
ACT49773bd0e0,TS4f3da44342,25.0
ACTbc3a3de814,TS6ef1672b5d,50.0
ACT7d029943af,TS0c139ee02f,7.5
ACT32ac6938ad,TSf0e592f52c,11.9792
ACT8d8e9e1465,TS7bda0322ac,4.0
ACT60e92713b6,TSfa31d84579,41.6667
ACTf03890889d,TS7143fb07ff,92.5
ACT025d8e4714,TS5ea5d90b6c,45.5208
ACT7980ad3d06,TS87c63a4e02,133.333
ACTee1075a0d1,TSf0f0a49e31,0.4995
ACT41fbea059f,TS8d4c8ca0ac,50.3125
ACT8003cdcc05,TSc11915e3ee,12.5
ACT293a7b98f1,TS432824cef5,41.6667
ACT1b6d6afc33,TSfeb615966d,12.5
ACTedeaf42b0a,TS2661a11a3f,2.39583
ACT587abda495,TSb32f93b444,83.8542
ACT2fdd1498f3,TS7143fb07ff,16.7708
ACT02f446390e,TS5c28dfa9ca,45.0
ACTc654d921fa,TS055580bf5d,31.1458
ACT54da956de0,TSbc57395db7,37.5
ACTcc72c56ed6,TS24132c2e53,45.0
ACT524a860663,TS0e5dfbabce,45.5208
ACTe91ad97132,TSe9c90cedfa,92.5
ACT30a16ea251,TS0064756dcb,62.5
ACTc924994d3f,TSd29e70c128,16.7708
ACTa19fe11345,TSe5a8bddd9e,69.4792
ACT1542c50336,TS030306ac46,92.5
ACT1f55deb531,TS7bda0322ac,0.731
ACT43615cc90a,TS76d4197a5d,7.5
ACT567fa5c1f6,TS3856554761,37.5
ACT1b6c05d683,TS2caf91eb09,2.968
ACTd4811e371a,TSf6619c37bf,26.3542
ACT023f856275,TSe6714cbfdd,21.5625
ACT632b9bfdc6,TSe4260e2609,7.1875
ACT8108206b80,TS4bbcbe666d,112.604
ACT33fedfcfc3,TS49044e168e,62.5
ACTf29bc3013f,TS31df6c22e6,41.6667
ACT529453ae51,TS31165b053e,50.0
ACTa55d4a6c22,TSa18c1ed2d2,64.6875
ACT05752d68ba,TS8d4c8ca0ac,45.5
ACTf8af19606d,TS68cccee489,79.0625
ACTa2d760d3b3,TS2e3a4076ec,18.3333
ACT54827a3864,TSb0a72470c9,31.1458
ACT95a1858c91,TS25e8984bfe,2.968
ACT7a148d1a3e,TSf8f59db910,77.5
ACT15ca6c4946,TS030306ac46,31.1458
ACT3fc86f91d9,TS97e6bd8f9b,0.4995
ACTd3a4242dc7,TS8d4c8ca0ac,11.9792
ACT06c0332c8e,TSf7c05ecaf1,57.5
ACT419a429878,TS84b8520c28,16.7708
ACTea4717482a,TS666767b301,7.5
ACT207cd00ef4,TS055580bf5d,25.0
ACTa367e89bfd,TSfa31d84579,15.0
ACT205ab2e7c6,TSa2bddef18e,64.6875
ACTf32d34cb61,TSf25add6f3a,93.4375
ACTf3c874aefb,TSda410e142f,79.0625
ACT7c422b5e08,TS21c7a3001a,5.0
ACTcad14296eb,TS666767b301,37.5
ACTac58aadc20,TSa790cd60e5,4.0
ACT0dbeeaca18,TSfa3e5079a3,88.6458
ACT5095eea242,TS6ff2389c54,41.6667
ACT1c1a27fb95,TSf0553561e8,58.5
ACTc7ce9980c5,TSfeb615966d,88.6458
ACTbc239ae445,TSea8ddd055f,12.5
ACT001ce9ab97,TS68cccee489,16.7708
ACT26b159e55f,TS8895174cf3,103.021
ACT9e84dc2bb4,TS8c634a4f2c,1.05
ACTea31b51bfc,TSeb9415d128,1.05
ACT336d5b9913,TSe9513bdbd6,0.515
ACT6979f19855,TS432824cef5,95.0
ACT7a350562c1,TS09c93edef7,25.0
ACT33a508109e,TS478fa29d45,15.0
ACTe593def777,TS2b7842f554,0.4995
ACTf0c13df297,TS8ea511c0a1,4.0
ACT4872023779,TS478fa29d45,69.4792
ACT81923ae7ed,TS242b6d35a5,83.8542
ACTf0f689f047,TS278d9f1fcc,5.0
ACTea92e6509f,TSe9505e645a,25.0
ACT48317b7607,TS2e3a4076ec,127.5
ACT125c5309c5,TSbc57395db7,0.731
ACT997ef34142,TS4bbcbe666d,11.9792
ACT64e91f2f01,TSe9c90cedfa,59.8958
ACTeda4fc1b5c,TS87c63a4e02,45.5208
ACTa83ccd6c2f,TS49044e168e,45.5208
ACT41752315a6,TS6ff2389c54,58.5
ACTcf7f77b0ee,TS666767b301,31.1458
ACTd32d30153b,TS3856554761,11.9792
ACT793527a0be,TS3f6b29d3d4,59.8958
ACTec492fc622,TS5f1586151b,0.731
ACT60115921a4,TS7bda0322ac,41.6667
ACTfa865055d8,TS8ea511c0a1,103.021
ACTa6684d0bf9,TS7b7bafb0fa,58.5
ACT0b7e8a2fa5,TSe9505e645a,4.0
ACTf20354bf5e,TS543272cc34,37.5
ACT7c82a5d22f,TSa5f1ec3f85,19.5
ACT6b27be1148,TS249557872b,103.021
ACT2b5b6607f7,TSe9c90cedfa,11.9792
ACTdce31c0ab8,TS70c9f1cdf8,58.5
ACT77bb13f6e7,TS98b842dd92,77.5
ACT3a68ffcdda,TS42d0b628c0,7.1875
ACT832cd7dd30,TS8a4ad29ceb,1.05
ACT392b4264a4,TSff6b080e7d,7.1875
ACT473fcbf866,TS2e3a4076ec,74.2708
ACT3f6dd0ec91,TS25116cbe77,98.2292
ACTa36e65e773,TS4447a8fd1d,88.6458
ACTe44481feca,TSf25add6f3a,127.5
ACTa793b3e4a6,TS872840c56f,45.5
