Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
MaxInv,7,C0057,2100.0
MaxInv,7,C0069,2100.0
MaxInv,7,C0082,2100.0
MaxInv,7,C0515,1.0
MaxInv,8,C0020,2120.0
MaxInv,8,C0028,2120.0
MaxInv,8,C0037,2120.0
MaxInv,8,C0047,2120.0
MaxInv,8,C0058,2120.0
MaxInv,8,C0070,2120.0
MaxInv,8,C0083,2120.0
MaxInv,8,C0516,1.0
MaxInv,9,C0029,2140.0
MaxInv,9,C0038,2140.0
MaxInv,9,C0048,2140.0
MaxInv,9,C0059,2140.0
MaxInv,9,C0071,2140.0
MaxInv,9,C0084,2140.0
MaxInv,9,C0313,2140.0
MaxInv,9,C0517,1.0
MaxInv,10,C0039,2160.0
MaxInv,10,C0049,2160.0
MaxInv,10,C0060,2160.0
MaxInv,10,C0072,2160.0
MaxInv,10,C0085,2160.0
MaxInv,10,C0314,2160.0
MaxInv,10,C0320,2160.0
MaxInv,10,C0518,1.0
MaxInv,11,C0050,2180.0
MaxInv,11,C0061,2180.0
MaxInv,11,C0073,2180.0
MaxInv,11,C0086,2180.0
MaxInv,11,C0315,2180.0
MaxInv,11,C0321,2180.0
MaxInv,11,C0326,2180.0
MaxInv,11,C0519,1.0
MaxInv,12,C0062,2200.0
MaxInv,12,C0074,2200.0
MaxInv,12,C0087,2200.0
MaxInv,12,C0316,2200.0
MaxInv,12,C0322,2200.0
MaxInv,12,C0327,2200.0
MaxInv,12,C0331,2200.0
MaxInv,12,C0520,1.0
MaxInv,13,C0075,2220.0
MaxInv,13,C0088,2220.0
MaxInv,13,C0317,2220.0
MaxInv,13,C0323,2220.0
MaxInv,13,C0328,2220.0
MaxInv,13,C0332,2220.0
MaxInv,13,C0335,2220.0
MaxInv,13,C0521,1.0
MaxInv,14,C0089,2240.0
MaxInv,14,C0318,2240.0
MaxInv,14,C0324,2240.0
MaxInv,14,C0329,2240.0
MaxInv,14,C0333,2240.0
MaxInv,14,C0336,2240.0
MaxInv,14,C0338,2240.0
MaxInv,14,C0522,1.0
MaxInv,15,C0319,2260.0
MaxInv,15,C0325,2260.0
MaxInv,15,C0330,2260.0
MaxInv,15,C0334,2260.0
MaxInv,15,C0337,2260.0
MaxInv,15,C0339,2260.0
MaxInv,15,C0340,2260.0
MaxInv,15,C0523,1.0
