decision_id,node_id,coef
d13009,c1093,1.0
d13010,c1093,1.0
d13011,c1093,1.0
d13012,c1093,1.0
d13013,c1093,1.0
d13014,c1093,1.0
d13015,c1093,1.0
d13016,c1093,1.0
d13017,c1093,1.0
d13018,c1093,1.0
d13019,c1093,1.0
d13020,c1093,1.0
d13021,c1093,1.0
d13022,c1093,1.0
d13023,c1093,1.0
d13024,c1093,1.0
d13025,c1093,1.0
d13026,c1093,1.0
d13027,c1093,1.0
d13028,c1093,1.0
d13029,c1093,1.0
d13030,c1093,1.0
d13031,c1093,1.0
d13032,c1093,1.0
d13033,c1093,1.0
d13034,c1093,1.0
d13035,c1093,1.0
d13036,c1093,1.0
d13037,c1093,1.0
d13038,c1093,1.0
d13039,c1093,1.0
d13040,c1093,1.0
d03356,c1094,-1.0
d13041,c1094,1.0
d13042,c1094,1.0
d13043,c1094,1.0
d13044,c1094,1.0
d13045,c1094,1.0
d13046,c1094,1.0
d13047,c1094,1.0
d13048,c1094,1.0
d13049,c1094,1.0
d13050,c1094,1.0
d13051,c1094,1.0
d13052,c1094,1.0
d13053,c1094,1.0
d13054,c1094,1.0
d13055,c1094,1.0
d13056,c1094,1.0
d13057,c1094,1.0
d13058,c1094,1.0
d13059,c1094,1.0
d13060,c1094,1.0
d13061,c1094,1.0
d13062,c1094,1.0
d13063,c1094,1.0
d13064,c1094,1.0
d13065,c1094,1.0
d13066,c1094,1.0
d13067,c1094,1.0
d13068,c1094,1.0
d13069,c1094,1.0
d13070,c1094,1.0
d13071,c1094,1.0
d13072,c1094,1.0
d13073,c1094,1.0
d13074,c1094,1.0
d13075,c1094,1.0
d13076,c1094,1.0
d13077,c1094,1.0
d13078,c1094,1.0
d13079,c1094,1.0
d13080,c1094,1.0
d13081,c1094,1.0
d13082,c1094,1.0
d13083,c1094,1.0
d13084,c1094,1.0
d13085,c1094,1.0
d13086,c1094,1.0
d13087,c1094,1.0
d13088,c1094,1.0
d13089,c1094,1.0
d03357,c1095,-1.0
d13090,c1095,1.0
d13091,c1095,1.0
d13092,c1095,1.0
d13093,c1095,1.0
d13094,c1095,1.0
d13095,c1095,1.0
d13096,c1095,1.0
d13097,c1095,1.0
d13098,c1095,1.0
d13099,c1095,1.0
d13100,c1095,1.0
d13101,c1095,1.0
d13102,c1095,1.0
d13103,c1095,1.0
d13104,c1095,1.0
d13105,c1095,1.0
d13106,c1095,1.0
d13107,c1095,1.0
d13108,c1095,1.0
d13109,c1095,1.0
d13110,c1095,1.0
d13111,c1095,1.0
d13112,c1095,1.0
d13113,c1095,1.0
d13114,c1095,1.0
d13115,c1095,1.0
d13116,c1095,1.0
d13117,c1096,1.0
d13118,c1096,1.0
d13119,c1096,1.0
d13120,c1096,1.0
d13121,c1096,1.0
d13122,c1096,1.0
d13123,c1096,1.0
d13124,c1096,1.0
d13125,c1096,1.0
d13126,c1096,1.0
d13127,c1096,1.0
d13128,c1096,1.0
d13129,c1096,1.0
d13130,c1096,1.0
d13131,c1096,1.0
d13132,c1096,1.0
d13133,c1096,1.0
d13134,c1096,1.0
d13135,c1096,1.0
d13136,c1096,1.0
d13137,c1096,1.0
d13138,c1096,1.0
d13139,c1096,1.0
d13140,c1096,1.0
d13141,c1096,1.0
d03359,c1097,-1.0
d13142,c1097,1.0
d13143,c1097,1.0
d13144,c1097,1.0
d13145,c1097,1.0
d13146,c1097,1.0
d13147,c1097,1.0
d13148,c1097,1.0
d13149,c1097,1.0
d13150,c1097,1.0
d13151,c1097,1.0
d13152,c1097,1.0
d13153,c1097,1.0
d13154,c1097,1.0
d13155,c1097,1.0
d13156,c1097,1.0
d13157,c1097,1.0
d13158,c1097,1.0
d13159,c1097,1.0
d13160,c1097,1.0
d13161,c1097,1.0
d13162,c1097,1.0
d13163,c1097,1.0
d13164,c1097,1.0
d13165,c1097,1.0
d13166,c1097,1.0
d13167,c1097,1.0
d13168,c1097,1.0
d03360,c1098,-1.0
d13169,c1098,1.0
d13170,c1098,1.0
d13171,c1098,1.0
d13172,c1098,1.0
d13173,c1098,1.0
d13174,c1098,1.0
d13175,c1098,1.0
d13176,c1098,1.0
d13177,c1098,1.0
d13178,c1098,1.0
d13179,c1098,1.0
d13180,c1098,1.0
d13181,c1098,1.0
d13182,c1098,1.0
d13183,c1098,1.0
d13184,c1098,1.0
d13185,c1098,1.0
d13186,c1098,1.0
d13187,c1098,1.0
d13188,c1098,1.0
d13189,c1098,1.0
d13190,c1098,1.0
d13191,c1098,1.0
d13192,c1098,1.0
d13193,c1098,1.0
d13194,c1098,1.0
d13195,c1098,1.0
d13196,c1098,1.0
d13197,c1098,1.0
d13198,c1098,1.0
d13199,c1098,1.0
d13200,c1098,1.0
d13201,c1098,1.0
d13202,c1098,1.0
d13203,c1098,1.0
d03361,c1099,-1.0
d13204,c1099,1.0
d13205,c1099,1.0
d13206,c1099,1.0
d13207,c1099,1.0
d13208,c1099,1.0
d13209,c1099,1.0
d13210,c1099,1.0
d13211,c1099,1.0
d13212,c1099,1.0
d13213,c1099,1.0
d03362,c1100,-1.0
d13214,c1100,1.0
d13215,c1100,1.0
d13216,c1100,1.0
d13217,c1100,1.0
d13218,c1100,1.0
d13219,c1100,1.0
d13220,c1100,1.0
d13221,c1100,1.0
d13222,c1100,1.0
d13223,c1100,1.0
d03363,c1101,-1.0
d13224,c1101,1.0
d13225,c1101,1.0
d13226,c1101,1.0
d13227,c1101,1.0
d13228,c1101,1.0
d13229,c1101,1.0
d13230,c1101,1.0
d13231,c1101,1.0
d13232,c1101,1.0
d13233,c1101,1.0
d13234,c1101,1.0
d13235,c1101,1.0
d13236,c1101,1.0
d13237,c1101,1.0
d13238,c1101,1.0
d13239,c1101,1.0
d13240,c1101,1.0
d13241,c1101,1.0
d13242,c1101,1.0
d13243,c1101,1.0
d13244,c1101,1.0
d03364,c1102,-1.0
d13245,c1102,1.0
d13246,c1102,1.0
d13247,c1102,1.0
d13248,c1102,1.0
d13249,c1102,1.0
d13250,c1102,1.0
d13251,c1102,1.0
d13252,c1102,1.0
d13253,c1102,1.0
d13254,c1102,1.0
d13255,c1102,1.0
d13256,c1102,1.0
d13257,c1102,1.0
d13258,c1102,1.0
d13259,c1102,1.0
d13260,c1102,1.0
d13261,c1102,1.0
d13262,c1102,1.0
d13263,c1102,1.0
d13264,c1102,1.0
d13265,c1102,1.0
d13266,c1102,1.0
d13267,c1102,1.0
d13268,c1102,1.0
d13269,c1102,1.0
d13270,c1102,1.0
d13271,c1102,1.0
d13272,c1102,1.0
d13273,c1102,1.0
d13274,c1102,1.0
d13275,c1102,1.0
d13276,c1102,1.0
d13277,c1102,1.0
d03365,c1103,-1.0
d13278,c1103,1.0
d13279,c1103,1.0
d13280,c1103,1.0
d13281,c1103,1.0
d13282,c1103,1.0
d13283,c1103,1.0
d13284,c1103,1.0
d13285,c1103,1.0
d13286,c1103,1.0
d13287,c1103,1.0
d13288,c1103,1.0
d13289,c1103,1.0
d13290,c1103,1.0
d13291,c1103,1.0
d13292,c1103,1.0
d13293,c1103,1.0
d13294,c1103,1.0
d13295,c1103,1.0
d13296,c1103,1.0
d13297,c1103,1.0
d13298,c1103,1.0
d13299,c1103,1.0
d13300,c1103,1.0
d13301,c1103,1.0
d03366,c1104,-1.0
d13302,c1104,1.0
d13303,c1104,1.0
d13304,c1104,1.0
d13305,c1104,1.0
d13306,c1104,1.0
d13307,c1104,1.0
d13308,c1104,1.0
d13309,c1104,1.0
d13310,c1104,1.0
d13311,c1104,1.0
d13312,c1104,1.0
d13313,c1104,1.0
d13314,c1104,1.0
d13315,c1104,1.0
d13316,c1104,1.0
d13317,c1104,1.0
d13318,c1104,1.0
d13319,c1104,1.0
d13320,c1104,1.0
d13321,c1104,1.0
d13322,c1104,1.0
d13323,c1104,1.0
d13324,c1104,1.0
d13325,c1104,1.0
d13326,c1104,1.0
d13327,c1104,1.0
d13328,c1104,1.0
d13329,c1104,1.0
d13330,c1104,1.0
d13331,c1104,1.0
d13332,c1104,1.0
d13333,c1104,1.0
d13334,c1104,1.0
d13335,c1104,1.0
d03367,c1105,-1.0
d13336,c1105,1.0
d13337,c1105,1.0
d13338,c1105,1.0
d13339,c1105,1.0
d13340,c1105,1.0
d13341,c1105,1.0
d13342,c1105,1.0
d13343,c1105,1.0
d13344,c1105,1.0
d13345,c1105,1.0
d13346,c1105,1.0
d13347,c1105,1.0
d13348,c1105,1.0
d13349,c1105,1.0
d13350,c1105,1.0
d13351,c1105,1.0
d13352,c1105,1.0
d13353,c1105,1.0
d13354,c1105,1.0
d13355,c1105,1.0
d13356,c1105,1.0
d13357,c1105,1.0
d13358,c1105,1.0
d13359,c1105,1.0
d13360,c1105,1.0
d13361,c1105,1.0
d13362,c1105,1.0
d13363,c1105,1.0
d13364,c1105,1.0
d13365,c1105,1.0
d13366,c1105,1.0
d13367,c1105,1.0
d13368,c1105,1.0
d13369,c1105,1.0
d13370,c1105,1.0
d13371,c1105,1.0
d13372,c1105,1.0
d13373,c1105,1.0
d13374,c1105,1.0
d13375,c1105,1.0
d13376,c1105,1.0
d13377,c1105,1.0
d13378,c1105,1.0
d13379,c1105,1.0
d13380,c1105,1.0
d13381,c1105,1.0
d13382,c1105,1.0
d13383,c1105,1.0
d13384,c1105,1.0
d03368,c1106,-1.0
d13385,c1106,1.0
d13386,c1106,1.0
d13387,c1106,1.0
d13388,c1106,1.0
d13389,c1106,1.0
d13390,c1106,1.0
d13391,c1106,1.0
d13392,c1106,1.0
d13393,c1106,1.0
d13394,c1106,1.0
d13395,c1106,1.0
d13396,c1106,1.0
d13397,c1106,1.0
d13398,c1106,1.0
d13399,c1106,1.0
d13400,c1106,1.0
d13401,c1106,1.0
d13402,c1106,1.0
d13403,c1106,1.0
d13404,c1106,1.0
d13405,c1106,1.0
d13406,c1106,1.0
d13407,c1106,1.0
d13408,c1106,1.0
d13409,c1106,1.0
d13410,c1106,1.0
d13411,c1106,1.0
d13412,c1107,1.0
d13413,c1107,1.0
d13414,c1107,1.0
d13415,c1107,1.0
d13416,c1107,1.0
d13417,c1107,1.0
d13418,c1107,1.0
d13419,c1107,1.0
d13420,c1107,1.0
d13421,c1107,1.0
d13422,c1107,1.0
d13423,c1107,1.0
d13424,c1107,1.0
d13425,c1107,1.0
d13426,c1107,1.0
d13427,c1107,1.0
d13428,c1107,1.0
d13429,c1107,1.0
d13430,c1107,1.0
d13431,c1107,1.0
d13432,c1107,1.0
d13433,c1107,1.0
d13434,c1107,1.0
d13435,c1107,1.0
d13436,c1107,1.0
d03370,c1108,-1.0
d13437,c1108,1.0
d13438,c1108,1.0
d13439,c1108,1.0
d13440,c1108,1.0
d13441,c1108,1.0
d13442,c1108,1.0
d13443,c1108,1.0
d13444,c1108,1.0
d13445,c1108,1.0
d13446,c1108,1.0
d13447,c1108,1.0
d13448,c1108,1.0
d13449,c1108,1.0
d13450,c1108,1.0
d13451,c1108,1.0
d13452,c1108,1.0
d13453,c1108,1.0
d13454,c1108,1.0
d13455,c1108,1.0
d13456,c1108,1.0
d13457,c1108,1.0
d13458,c1108,1.0
d13459,c1108,1.0
d13460,c1108,1.0
d13461,c1108,1.0
d13462,c1108,1.0
d13463,c1108,1.0
d03371,c1109,-1.0
d13464,c1109,1.0
d13465,c1109,1.0
d13466,c1109,1.0
d13467,c1109,1.0
d13468,c1109,1.0
d13469,c1109,1.0
d13470,c1109,1.0
d13471,c1109,1.0
d13472,c1109,1.0
d13473,c1109,1.0
d13474,c1109,1.0
d13475,c1109,1.0
d13476,c1109,1.0
d13477,c1109,1.0
d13478,c1109,1.0
d13479,c1109,1.0
d13480,c1109,1.0
d13481,c1109,1.0
d13482,c1109,1.0
d13483,c1109,1.0
d13484,c1109,1.0
d13485,c1109,1.0
d13486,c1109,1.0
d13487,c1109,1.0
d13488,c1109,1.0
d13489,c1109,1.0
d13490,c1109,1.0
d13491,c1109,1.0
d13492,c1109,1.0
d13493,c1109,1.0
d13494,c1109,1.0
d13495,c1109,1.0
d13496,c1109,1.0
d13497,c1109,1.0
d13498,c1109,1.0
d03372,c1110,-1.0
d13499,c1110,1.0
d13500,c1110,1.0
d13501,c1110,1.0
d13502,c1110,1.0
d13503,c1110,1.0
d13504,c1110,1.0
d13505,c1110,1.0
d13506,c1110,1.0
d13507,c1110,1.0
d13508,c1110,1.0
d03373,c1111,-1.0
d13509,c1111,1.0
d13510,c1111,1.0
d13511,c1111,1.0
d13512,c1111,1.0
d13513,c1111,1.0
d13514,c1111,1.0
d13515,c1111,1.0
d13516,c1111,1.0
d13517,c1111,1.0
d13518,c1111,1.0
d03374,c1112,-1.0
d13519,c1112,1.0
d13520,c1112,1.0
d13521,c1112,1.0
d13522,c1112,1.0
d13523,c1112,1.0
d13524,c1112,1.0
d13525,c1112,1.0
d13526,c1112,1.0
d13527,c1112,1.0
d13528,c1112,1.0
d13529,c1112,1.0
d13530,c1112,1.0
d13531,c1112,1.0
d13532,c1112,1.0
d13533,c1112,1.0
d13534,c1112,1.0
d13535,c1112,1.0
d13536,c1112,1.0
d13537,c1112,1.0
d13538,c1112,1.0
d13539,c1112,1.0
d03375,c1113,-1.0
d13540,c1113,1.0
d13541,c1113,1.0
d13542,c1113,1.0
d13543,c1113,1.0
d13544,c1113,1.0
d13545,c1113,1.0
d13546,c1113,1.0
d13547,c1113,1.0
d13548,c1113,1.0
d13549,c1113,1.0
d13550,c1113,1.0
d13551,c1113,1.0
d13552,c1113,1.0
d13553,c1113,1.0
d13554,c1113,1.0
d13555,c1113,1.0
d13556,c1113,1.0
d13557,c1113,1.0
d13558,c1113,1.0
d13559,c1113,1.0
d13560,c1113,1.0
d13561,c1113,1.0
d13562,c1113,1.0
d13563,c1113,1.0
d13564,c1113,1.0
d13565,c1113,1.0
d13566,c1113,1.0
d13567,c1113,1.0
d13568,c1113,1.0
d13569,c1113,1.0
d13570,c1113,1.0
d13571,c1113,1.0
d13572,c1113,1.0
d03376,c1114,-1.0
d13573,c1114,1.0
d13574,c1114,1.0
d13575,c1114,1.0
d13576,c1114,1.0
d13577,c1114,1.0
d13578,c1114,1.0
d13579,c1114,1.0
d13580,c1114,1.0
d13581,c1114,1.0
d13582,c1114,1.0
d13583,c1114,1.0
d13584,c1114,1.0
d13585,c1114,1.0
d13586,c1114,1.0
d13587,c1114,1.0
d13588,c1114,1.0
d13589,c1114,1.0
d13590,c1114,1.0
d13591,c1114,1.0
d13592,c1114,1.0
d13593,c1114,1.0
d13594,c1114,1.0
d13595,c1114,1.0
d13596,c1114,1.0
d03377,c1115,-1.0
d13597,c1115,1.0
d13598,c1115,1.0
d13599,c1115,1.0
d13600,c1115,1.0
d13601,c1115,1.0
d13602,c1115,1.0
d13603,c1115,1.0
d13604,c1115,1.0
d13605,c1115,1.0
d13606,c1115,1.0
d13607,c1115,1.0
d13608,c1115,1.0
d13609,c1115,1.0
d13610,c1115,1.0
d13611,c1115,1.0
d13612,c1115,1.0
d13613,c1115,1.0
d13614,c1115,1.0
d13615,c1115,1.0
d13616,c1115,1.0
d13617,c1115,1.0
d13618,c1115,1.0
d13619,c1115,1.0
d13620,c1115,1.0
d13621,c1115,1.0
d13622,c1115,1.0
d13623,c1115,1.0
d13624,c1115,1.0
d13625,c1115,1.0
d13626,c1115,1.0
d13627,c1115,1.0
d13628,c1115,1.0
d13629,c1115,1.0
d13630,c1115,1.0
d03378,c1116,-1.0
d13631,c1116,1.0
d13632,c1116,1.0
d13633,c1116,1.0
d13634,c1116,1.0
d13635,c1116,1.0
d13636,c1116,1.0
d13637,c1116,1.0
d13638,c1116,1.0
d13639,c1116,1.0
d13640,c1116,1.0
d13641,c1116,1.0
d13642,c1116,1.0
d13643,c1116,1.0
d13644,c1116,1.0
d13645,c1116,1.0
d13646,c1116,1.0
d13647,c1116,1.0
d13648,c1116,1.0
d13649,c1116,1.0
d13650,c1116,1.0
d13651,c1116,1.0
d13652,c1116,1.0
d13653,c1116,1.0
d13654,c1116,1.0
d13655,c1116,1.0
d13656,c1116,1.0
d13657,c1116,1.0
d13658,c1116,1.0
d13659,c1116,1.0
d13660,c1116,1.0
d13661,c1116,1.0
d13662,c1116,1.0
d13663,c1116,1.0
d13664,c1116,1.0
d13665,c1116,1.0
d13666,c1116,1.0
d13667,c1116,1.0
d13668,c1116,1.0
d13669,c1116,1.0
d13670,c1116,1.0
d13671,c1116,1.0
d13672,c1116,1.0
d13673,c1116,1.0
d13674,c1116,1.0
d13675,c1116,1.0
d13676,c1116,1.0
d13677,c1116,1.0
d13678,c1116,1.0
d13679,c1116,1.0
d03379,c1117,-1.0
d13680,c1117,1.0
d13681,c1117,1.0
d13682,c1117,1.0
d13683,c1117,1.0
d13684,c1117,1.0
d13685,c1117,1.0
d13686,c1117,1.0
d13687,c1117,1.0
d13688,c1117,1.0
d13689,c1117,1.0
d13690,c1117,1.0
d13691,c1117,1.0
d13692,c1117,1.0
d13693,c1117,1.0
d13694,c1117,1.0
d13695,c1117,1.0
d13696,c1117,1.0
d13697,c1117,1.0
d13698,c1117,1.0
d13699,c1117,1.0
d13700,c1117,1.0
d13701,c1117,1.0
d13702,c1117,1.0
d13703,c1117,1.0
d13704,c1117,1.0
d13705,c1117,1.0
d13706,c1117,1.0
d13707,c1118,1.0
d13708,c1118,1.0
d13709,c1118,1.0
d13710,c1118,1.0
d13711,c1118,1.0
d13712,c1118,1.0
d13713,c1118,1.0
d13714,c1118,1.0
d13715,c1118,1.0
d13716,c1118,1.0
d13717,c1118,1.0
d13718,c1118,1.0
d13719,c1118,1.0
d13720,c1118,1.0
d13721,c1118,1.0
d13722,c1118,1.0
d13723,c1118,1.0
d13724,c1118,1.0
d13725,c1118,1.0
d13726,c1118,1.0
d13727,c1118,1.0
d13728,c1118,1.0
d13729,c1118,1.0
d13730,c1118,1.0
d13731,c1118,1.0
d03381,c1119,-1.0
d13732,c1119,1.0
d13733,c1119,1.0
d13734,c1119,1.0
d13735,c1119,1.0
d13736,c1119,1.0
d13737,c1119,1.0
d13738,c1119,1.0
d13739,c1119,1.0
d13740,c1119,1.0
d13741,c1119,1.0
d13742,c1119,1.0
d13743,c1119,1.0
d13744,c1119,1.0
d13745,c1119,1.0
d13746,c1119,1.0
d13747,c1119,1.0
d13748,c1119,1.0
d13749,c1119,1.0
d13750,c1119,1.0
d13751,c1119,1.0
d13752,c1119,1.0
d13753,c1119,1.0
d13754,c1119,1.0
d13755,c1119,1.0
d13756,c1119,1.0
d13757,c1119,1.0
d13758,c1119,1.0
d03382,c1120,-1.0
d13759,c1120,1.0
d13760,c1120,1.0
d13761,c1120,1.0
d13762,c1120,1.0
d13763,c1120,1.0
d13764,c1120,1.0
d13765,c1120,1.0
d13766,c1120,1.0
d13767,c1120,1.0
d13768,c1120,1.0
d13769,c1120,1.0
d13770,c1120,1.0
d13771,c1120,1.0
d13772,c1120,1.0
d13773,c1120,1.0
d13774,c1120,1.0
d13775,c1120,1.0
d13776,c1120,1.0
d13777,c1120,1.0
d13778,c1120,1.0
d13779,c1120,1.0
d13780,c1120,1.0
d13781,c1120,1.0
d13782,c1120,1.0
d13783,c1120,1.0
d13784,c1120,1.0
d13785,c1120,1.0
d13786,c1120,1.0
d13787,c1120,1.0
d13788,c1120,1.0
d13789,c1120,1.0
d13790,c1120,1.0
d13791,c1120,1.0
d13792,c1120,1.0
d13793,c1120,1.0
d03383,c1121,-1.0
d13794,c1121,1.0
d13795,c1121,1.0
d13796,c1121,1.0
d13797,c1121,1.0
d13798,c1121,1.0
d13799,c1121,1.0
d13800,c1121,1.0
d13801,c1121,1.0
d13802,c1121,1.0
d13803,c1121,1.0
d03384,c1122,-1.0
d13804,c1122,1.0
d13805,c1122,1.0
d13806,c1122,1.0
d13807,c1122,1.0
d13808,c1122,1.0
d13809,c1122,1.0
d13810,c1122,1.0
d13811,c1122,1.0
d13812,c1122,1.0
d13813,c1122,1.0
d03385,c1123,-1.0
d13814,c1123,1.0
d13815,c1123,1.0
d13816,c1123,1.0
d13817,c1123,1.0
d13818,c1123,1.0
d13819,c1123,1.0
d13820,c1123,1.0
d13821,c1123,1.0
d13822,c1123,1.0
d13823,c1123,1.0
d13824,c1123,1.0
d13825,c1123,1.0
d13826,c1123,1.0
d13827,c1123,1.0
d13828,c1123,1.0
d13829,c1123,1.0
d13830,c1123,1.0
d13831,c1123,1.0
d13832,c1123,1.0
d13833,c1123,1.0
d13834,c1123,1.0
d03386,c1124,-1.0
d13835,c1124,1.0
d13836,c1124,1.0
d13837,c1124,1.0
d13838,c1124,1.0
d13839,c1124,1.0
d13840,c1124,1.0
d13841,c1124,1.0
d13842,c1124,1.0
d13843,c1124,1.0
d13844,c1124,1.0
d13845,c1124,1.0
d13846,c1124,1.0
d13847,c1124,1.0
d13848,c1124,1.0
d13849,c1124,1.0
d13850,c1124,1.0
d13851,c1124,1.0
d13852,c1124,1.0
d13853,c1124,1.0
d13854,c1124,1.0
d13855,c1124,1.0
d13856,c1124,1.0
d13857,c1124,1.0
d13858,c1124,1.0
d13859,c1124,1.0
d13860,c1124,1.0
d13861,c1124,1.0
d13862,c1124,1.0
d13863,c1124,1.0
d13864,c1124,1.0
d13865,c1124,1.0
d13866,c1124,1.0
d13867,c1124,1.0
d03387,c1125,-1.0
d13868,c1125,1.0
d13869,c1125,1.0
d13870,c1125,1.0
d13871,c1125,1.0
d13872,c1125,1.0
d13873,c1125,1.0
d13874,c1125,1.0
d13875,c1125,1.0
d13876,c1125,1.0
d13877,c1125,1.0
d13878,c1125,1.0
d13879,c1125,1.0
d13880,c1125,1.0
d13881,c1125,1.0
d13882,c1125,1.0
d13883,c1125,1.0
d13884,c1125,1.0
d13885,c1125,1.0
d13886,c1125,1.0
d13887,c1125,1.0
d13888,c1125,1.0
d13889,c1125,1.0
d13890,c1125,1.0
d13891,c1125,1.0
d03388,c1126,-1.0
d13892,c1126,1.0
d13893,c1126,1.0
d13894,c1126,1.0
d13895,c1126,1.0
d13896,c1126,1.0
d13897,c1126,1.0
d13898,c1126,1.0
d13899,c1126,1.0
d13900,c1126,1.0
d13901,c1126,1.0
d13902,c1126,1.0
d13903,c1126,1.0
d13904,c1126,1.0
d13905,c1126,1.0
d13906,c1126,1.0
d13907,c1126,1.0
d13908,c1126,1.0
d13909,c1126,1.0
d13910,c1126,1.0
d13911,c1126,1.0
d13912,c1126,1.0
d13913,c1126,1.0
d13914,c1126,1.0
d13915,c1126,1.0
d13916,c1126,1.0
d13917,c1126,1.0
d13918,c1126,1.0
d13919,c1126,1.0
d13920,c1126,1.0
d13921,c1126,1.0
d13922,c1126,1.0
d13923,c1126,1.0
d13924,c1126,1.0
d13925,c1126,1.0
d03389,c1127,-1.0
d13926,c1127,1.0
d13927,c1127,1.0
d13928,c1127,1.0
d13929,c1127,1.0
d13930,c1127,1.0
d13931,c1127,1.0
d13932,c1127,1.0
d13933,c1127,1.0
d13934,c1127,1.0
d13935,c1127,1.0
d13936,c1127,1.0
d13937,c1127,1.0
d13938,c1127,1.0
d13939,c1127,1.0
d13940,c1127,1.0
d13941,c1127,1.0
d13942,c1127,1.0
d13943,c1127,1.0
d13944,c1127,1.0
d13945,c1127,1.0
d13946,c1127,1.0
d13947,c1127,1.0
d13948,c1127,1.0
d13949,c1127,1.0
d13950,c1127,1.0
d13951,c1127,1.0
d13952,c1127,1.0
d13953,c1127,1.0
d13954,c1127,1.0
d13955,c1127,1.0
d13956,c1127,1.0
d13957,c1127,1.0
d13958,c1127,1.0
d13959,c1127,1.0
d13960,c1127,1.0
d13961,c1127,1.0
d13962,c1127,1.0
d13963,c1127,1.0
d13964,c1127,1.0
d13965,c1127,1.0
d13966,c1127,1.0
d13967,c1127,1.0
d13968,c1127,1.0
d13969,c1127,1.0
d13970,c1127,1.0
d13971,c1127,1.0
d13972,c1127,1.0
d13973,c1127,1.0
d13974,c1127,1.0
d03390,c1128,-1.0
d13975,c1128,1.0
d13976,c1128,1.0
d13977,c1128,1.0
d13978,c1128,1.0
d13979,c1128,1.0
d13980,c1128,1.0
d13981,c1128,1.0
d13982,c1128,1.0
d13983,c1128,1.0
d13984,c1128,1.0
d13985,c1128,1.0
d13986,c1128,1.0
d13987,c1128,1.0
d13988,c1128,1.0
d13989,c1128,1.0
d13990,c1128,1.0
d13991,c1128,1.0
d13992,c1128,1.0
d13993,c1128,1.0
d13994,c1128,1.0
d13995,c1128,1.0
d13996,c1128,1.0
d13997,c1128,1.0
d13998,c1128,1.0
d13999,c1128,1.0
d14000,c1128,1.0
d14001,c1128,1.0
d14002,c1129,1.0
d14003,c1129,1.0
d14004,c1129,1.0
d14005,c1129,1.0
d14006,c1129,1.0
d14007,c1129,1.0
d14008,c1129,1.0
d14009,c1129,1.0
d14010,c1129,1.0
d14011,c1129,1.0
d14012,c1129,1.0
d14013,c1129,1.0
d14014,c1129,1.0
d14015,c1129,1.0
d14016,c1129,1.0
d14017,c1129,1.0
d14018,c1129,1.0
d14019,c1129,1.0
d14020,c1129,1.0
d14021,c1129,1.0
d14022,c1129,1.0
d14023,c1129,1.0
d14024,c1129,1.0
d14025,c1129,1.0
d14026,c1129,1.0
d03392,c1130,-1.0
d14027,c1130,1.0
d14028,c1130,1.0
d14029,c1130,1.0
d14030,c1130,1.0
d14031,c1130,1.0
d14032,c1130,1.0
d14033,c1130,1.0
d14034,c1130,1.0
d14035,c1130,1.0
d14036,c1130,1.0
d14037,c1130,1.0
d14038,c1130,1.0
d14039,c1130,1.0
d14040,c1130,1.0
d14041,c1130,1.0
d14042,c1130,1.0
d14043,c1130,1.0
d14044,c1130,1.0
d14045,c1130,1.0
d14046,c1130,1.0
d14047,c1130,1.0
d14048,c1130,1.0
d14049,c1130,1.0
d14050,c1130,1.0
d14051,c1130,1.0
d14052,c1130,1.0
d14053,c1130,1.0
d03393,c1131,-1.0
d14054,c1131,1.0
d14055,c1131,1.0
d14056,c1131,1.0
d14057,c1131,1.0
d14058,c1131,1.0
d14059,c1131,1.0
d14060,c1131,1.0
d14061,c1131,1.0
d14062,c1131,1.0
d14063,c1131,1.0
d14064,c1131,1.0
d14065,c1131,1.0
d14066,c1131,1.0
d14067,c1131,1.0
d14068,c1131,1.0
d14069,c1131,1.0
d14070,c1131,1.0
d14071,c1131,1.0
d14072,c1131,1.0
d14073,c1131,1.0
d14074,c1131,1.0
d14075,c1131,1.0
d14076,c1131,1.0
d14077,c1131,1.0
d14078,c1131,1.0
d14079,c1131,1.0
d14080,c1131,1.0
d14081,c1131,1.0
d03394,c1132,-1.0
d14082,c1132,1.0
d14083,c1132,1.0
d14084,c1132,1.0
d14085,c1132,1.0
d14086,c1132,1.0
d14087,c1132,1.0
d14088,c1132,1.0
d14089,c1132,1.0
d14090,c1132,1.0
d14091,c1132,1.0
d03395,c1133,-1.0
d14092,c1133,1.0
d14093,c1133,1.0
d14094,c1133,1.0
d14095,c1133,1.0
d14096,c1133,1.0
d14097,c1133,1.0
d14098,c1133,1.0
d14099,c1133,1.0
d14100,c1133,1.0
d14101,c1133,1.0
d03396,c1134,-1.0
d14102,c1134,1.0
d14103,c1134,1.0
d14104,c1134,1.0
d14105,c1134,1.0
d14106,c1134,1.0
d14107,c1134,1.0
d14108,c1134,1.0
d14109,c1134,1.0
d14110,c1134,1.0
d14111,c1134,1.0
d14112,c1134,1.0
d14113,c1134,1.0
d14114,c1134,1.0
d14115,c1134,1.0
d14116,c1134,1.0
d14117,c1134,1.0
d14118,c1134,1.0
d14119,c1134,1.0
d14120,c1134,1.0
d14121,c1134,1.0
d14122,c1134,1.0
d03397,c1135,-1.0
d14123,c1135,1.0
d14124,c1135,1.0
d14125,c1135,1.0
d14126,c1135,1.0
d14127,c1135,1.0
d14128,c1135,1.0
d14129,c1135,1.0
d14130,c1135,1.0
d14131,c1135,1.0
d14132,c1135,1.0
