decision_id,from_node,to_node
d07443,c84,c556
d07462,c84,c122
d07480,c84,c273
d07498,c84,c424
d07516,c84,c575
d07534,c84,c141
d07552,c84,c292
d07570,c84,c443
d07588,c84,c594
d07604,c84,c158
d07621,c84,c309
d07638,c84,c460
d07655,c84,c611
d11331,c217,c84
d04376,c180,c85
d04874,c331,c85
d05334,c482,c85
d06216,c199,c85
d06638,c350,c85
d07022,c501,c85
d07387,c85,c104
d07406,c85,c255
d07425,c85,c406
d07444,c85,c557
d07463,c85,c123
d07481,c85,c274
d07499,c85,c425
d07517,c85,c576
d07535,c85,c142
d07553,c85,c293
d07571,c85,c444
d07589,c85,c595
d07605,c85,c159
d07622,c85,c310
d07639,c85,c461
d07656,c85,c612
d11332,c218,c85
d04377,c181,c86
d04875,c332,c86
d05335,c483,c86
d06217,c200,c86
d06639,c351,c86
d07023,c502,c86
d07388,c86,c105
d07407,c86,c256
d07426,c86,c407
d07445,c86,c558
d07464,c86,c124
d07482,c86,c275
d07500,c86,c426
d07518,c86,c577
d07536,c86,c143
d07554,c86,c294
d07572,c86,c445
d07590,c86,c596
d07606,c86,c160
d07623,c86,c311
d07640,c86,c462
d07657,c86,c613
d11333,c219,c86
d04378,c182,c87
d04876,c333,c87
d05336,c484,c87
d06218,c201,c87
d06640,c352,c87
d07024,c503,c87
d07389,c87,c106
d07408,c87,c257
d07427,c87,c408
d07446,c87,c559
d07465,c87,c125
d07483,c87,c276
d07501,c87,c427
d07519,c87,c578
d07537,c87,c144
d07555,c87,c295
d07573,c87,c446
d07591,c87,c597
d07607,c87,c161
d07624,c87,c312
d07641,c87,c463
d07658,c87,c614
d11334,c220,c87
d04379,c183,c88
d04877,c334,c88
d05337,c485,c88
d06219,c202,c88
d06641,c353,c88
d07025,c504,c88
d07390,c88,c107
d07409,c88,c258
d07428,c88,c409
d07447,c88,c560
d07466,c88,c126
d07484,c88,c277
d07502,c88,c428
d07520,c88,c579
d07538,c88,c145
d07556,c88,c296
d07574,c88,c447
d07592,c88,c598
d07608,c88,c162
d07625,c88,c313
d07642,c88,c464
d07659,c88,c615
d11335,c221,c88
d07391,c89,c108
d07410,c89,c259
d07429,c89,c410
d07448,c89,c561
d07467,c89,c127
d07485,c89,c278
d07503,c89,c429
d07521,c89,c580
d07539,c89,c146
d07557,c89,c297
d07575,c89,c448
d07593,c89,c599
d07609,c89,c163
d07626,c89,c314
d07643,c89,c465
d07660,c89,c616
d04380,c184,c90
d04878,c335,c90
d05338,c486,c90
d06220,c203,c90
d06642,c354,c90
d07026,c505,c90
d07392,c90,c109
d07411,c90,c260
d07430,c90,c411
d07449,c90,c562
d07468,c90,c128
d07486,c90,c279
d07504,c90,c430
d07522,c90,c581
d07540,c90,c147
d07558,c90,c298
d07576,c90,c449
d07594,c90,c600
d07610,c90,c164
d07627,c90,c315
d07644,c90,c466
d07661,c90,c617
d11336,c222,c90
d04381,c185,c91
d04879,c336,c91
d05339,c487,c91
d06221,c204,c91
d06643,c355,c91
d07027,c506,c91
d07393,c91,c110
d07412,c91,c261
d07431,c91,c412
d07450,c91,c563
d07469,c91,c129
d07487,c91,c280
d07505,c91,c431
d07523,c91,c582
d07541,c91,c148
d07559,c91,c299
d07577,c91,c450
d07595,c91,c601
d07611,c91,c165
d07628,c91,c316
d07645,c91,c467
d07662,c91,c618
d11337,c223,c91
d04382,c186,c92
d04880,c337,c92
d05340,c488,c92
d06222,c205,c92
d06644,c356,c92
d07028,c507,c92
d07394,c92,c111
d07413,c92,c262
d07432,c92,c413
d07451,c92,c564
d07470,c92,c130
d07488,c92,c281
d07506,c92,c432
d07524,c92,c583
d07542,c92,c149
d07560,c92,c300
d07578,c92,c451
d07596,c92,c602
d07612,c92,c166
d07629,c92,c317
d07646,c92,c468
d07663,c92,c619
d11338,c224,c92
d04383,c187,c93
d04881,c338,c93
d05341,c489,c93
d06223,c206,c93
d06645,c357,c93
d07029,c508,c93
d07395,c93,c112
d07414,c93,c263
d07433,c93,c414
d07452,c93,c565
d07471,c93,c131
d07489,c93,c282
d07507,c93,c433
d07525,c93,c584
d07543,c93,c150
d07561,c93,c301
d07579,c93,c452
d07597,c93,c603
d07613,c93,c167
d07630,c93,c318
d07647,c93,c469
d07664,c93,c620
d11339,c225,c93
d07376,c94,c949
d04385,c189,c95
d04883,c340,c95
d05343,c491,c95
d06225,c208,c95
d06647,c359,c95
d07031,c510,c95
d07397,c95,c114
d07416,c95,c265
d07435,c95,c416
d07454,c95,c567
d07473,c95,c133
d07491,c95,c284
d07509,c95,c435
d07527,c95,c586
d07545,c95,c152
d07563,c95,c303
d07581,c95,c454
d07599,c95,c605
d07615,c95,c169
d07632,c95,c320
d07649,c95,c471
d07666,c95,c622
d11341,c227,c95
d04386,c190,c96
d04884,c341,c96
d05344,c492,c96
d06226,c209,c96
d06648,c360,c96
d07032,c511,c96
d07398,c96,c115
d07417,c96,c266
d07436,c96,c417
d07455,c96,c568
d07474,c96,c134
d07492,c96,c285
d07510,c96,c436
d07528,c96,c587
d07546,c96,c153
d07564,c96,c304
d07582,c96,c455
d07600,c96,c606
d07616,c96,c170
d07633,c96,c321
d07650,c96,c472
d07667,c96,c623
d11342,c228,c96
d04387,c191,c97
d04885,c342,c97
d05345,c493,c97
d06227,c210,c97
d06649,c361,c97
d07033,c512,c97
d07399,c97,c116
d07418,c97,c267
d07437,c97,c418
d07456,c97,c569
d07617,c97,c171
d07634,c97,c322
d07651,c97,c473
d07668,c97,c624
d11343,c229,c97
d04442,c174,c98
d04940,c325,c98
d05400,c476,c98
d06282,c193,c98
d06704,c344,c98
d07088,c495,c98
d07690,c230,c98
d08541,c98,c117
d08559,c98,c268
d08577,c98,c419
d08595,c98,c570
d08613,c98,c136
d08631,c98,c287
d08649,c98,c438
d08667,c98,c589
d08685,c98,c155
d08702,c98,c306
d08719,c98,c457
d08736,c98,c608
d11398,c212,c98
d11745,c363,c98
d12056,c514,c98
d04443,c175,c99
d04941,c326,c99
d05401,c477,c99
d06283,c194,c99
d06705,c345,c99
d07089,c496,c99
d07691,c231,c99
d08542,c99,c118
d08560,c99,c269
d08578,c99,c420
d08596,c99,c571
d08614,c99,c137
d08632,c99,c288
d08650,c99,c439
d08668,c99,c590
d08686,c99,c156
d08703,c99,c307
d08720,c99,c458
d08737,c99,c609
d11399,c213,c99
d11746,c364,c99
d12057,c515,c99
d04444,c176,c100
d04942,c327,c100
d05402,c478,c100
d06284,c195,c100
d06706,c346,c100
d07090,c497,c100
d07692,c232,c100
d08543,c100,c119
d08561,c100,c270
d08579,c100,c421
d08597,c100,c572
d08615,c100,c138
d08633,c100,c289
d08651,c100,c440
d08669,c100,c591
d11400,c214,c100
d11747,c365,c100
d12058,c516,c100
d04445,c177,c101
d04943,c328,c101
d05403,c479,c101
d06285,c196,c101
d06707,c347,c101
d07091,c498,c101
d07693,c233,c101
d08544,c101,c120
d08562,c101,c271
d08580,c101,c422
d08598,c101,c573
d08616,c101,c139
d08634,c101,c290
d08652,c101,c441
d08670,c101,c592
d11401,c215,c101
d11748,c366,c101
d12059,c517,c101
d04446,c178,c102
d04944,c329,c102
d05404,c480,c102
d06286,c197,c102
d06708,c348,c102
d07092,c499,c102
d07694,c234,c102
d08545,c102,c121
d08563,c102,c272
d08581,c102,c423
d08599,c102,c574
d08617,c102,c140
d08635,c102,c291
d08653,c102,c442
d08671,c102,c593
d08687,c102,c157
d08704,c102,c308
d08721,c102,c459
d08738,c102,c610
d11402,c216,c102
d11749,c367,c102
d12060,c518,c102
d04447,c179,c103
d04945,c330,c103
d05405,c481,c103
d06287,c198,c103
d06709,c349,c103
d07093,c500,c103
d07695,c235,c103
d08546,c103,c122
d08564,c103,c273
d08582,c103,c424
d08600,c103,c575
d08618,c103,c141
d08636,c103,c292
d08654,c103,c443
d08672,c103,c594
d08688,c103,c158
d08705,c103,c309
d08722,c103,c460
d08739,c103,c611
d11403,c217,c103
d11750,c368,c103
d12061,c519,c103
d04448,c180,c104
d04946,c331,c104
d05406,c482,c104
d06288,c199,c104
d06710,c350,c104
d07094,c501,c104
d07696,c236,c104
d08547,c104,c123
d08565,c104,c274
d08583,c104,c425
d08601,c104,c576
d08619,c104,c142
d08637,c104,c293
d08655,c104,c444
d08673,c104,c595
d08689,c104,c159
d08706,c104,c310
d08723,c104,c461
d08740,c104,c612
d11404,c218,c104
d11751,c369,c104
d12062,c520,c104
d04449,c181,c105
d04947,c332,c105
d05407,c483,c105
d06289,c200,c105
d06711,c351,c105
d07095,c502,c105
d07697,c237,c105
d08548,c105,c124
d08566,c105,c275
d08584,c105,c426
d08602,c105,c577
d08620,c105,c143
d08638,c105,c294
d08656,c105,c445
d08674,c105,c596
d08690,c105,c160
d08707,c105,c311
d08724,c105,c462
d08741,c105,c613
d11405,c219,c105
d11752,c370,c105
d12063,c521,c105
d04450,c182,c106
d04948,c333,c106
d05408,c484,c106
d06290,c201,c106
d06712,c352,c106
d07096,c503,c106
d07698,c238,c106
d08549,c106,c125
d08567,c106,c276
d08585,c106,c427
d08603,c106,c578
d08621,c106,c144
d08639,c106,c295
d08657,c106,c446
d08675,c106,c597
d08691,c106,c161
d08708,c106,c312
d08725,c106,c463
d08742,c106,c614
d11406,c220,c106
d11753,c371,c106
d12064,c522,c106
d04451,c183,c107
d04949,c334,c107
d05409,c485,c107
d06291,c202,c107
d06713,c353,c107
d07097,c504,c107
d07699,c239,c107
d08550,c107,c126
d08568,c107,c277
d08586,c107,c428
d08604,c107,c579
d08622,c107,c145
d08640,c107,c296
d08658,c107,c447
d08676,c107,c598
d08692,c107,c162
d08709,c107,c313
d08726,c107,c464
d08743,c107,c615
d11407,c221,c107
d11754,c372,c107
d12065,c523,c107
d07700,c240,c108
d08551,c108,c127
d08569,c108,c278
d08587,c108,c429
d08605,c108,c580
d08623,c108,c146
d08641,c108,c297
d08659,c108,c448
d08677,c108,c599
d08693,c108,c163
d08710,c108,c314
d08727,c108,c465
d08744,c108,c616
d04452,c184,c109
d04950,c335,c109
d05410,c486,c109
d06292,c203,c109
d06714,c354,c109
d07098,c505,c109
d07701,c241,c109
d08552,c109,c128
d08570,c109,c279
d08588,c109,c430
d08606,c109,c581
d08624,c109,c147
d08642,c109,c298
d08660,c109,c449
d08678,c109,c600
d08694,c109,c164
d08711,c109,c315
d08728,c109,c466
d08745,c109,c617
d11408,c222,c109
d11755,c373,c109
d12066,c524,c109
d04453,c185,c110
d04951,c336,c110
d05411,c487,c110
d06293,c204,c110
d06715,c355,c110
d07099,c506,c110
d07702,c242,c110
d08553,c110,c129
d08571,c110,c280
d08589,c110,c431
d08607,c110,c582
d08625,c110,c148
d08643,c110,c299
d08661,c110,c450
d08679,c110,c601
d08695,c110,c165
d08712,c110,c316
d08729,c110,c467
d08746,c110,c618
d11409,c223,c110
d11756,c374,c110
d12067,c525,c110
d04454,c186,c111
d04952,c337,c111
d05412,c488,c111
d06294,c205,c111
d06716,c356,c111
d07100,c507,c111
d07703,c243,c111
d08554,c111,c130
d08572,c111,c281
d08590,c111,c432
d08608,c111,c583
d08626,c111,c149
d08644,c111,c300
d08662,c111,c451
d08680,c111,c602
d08696,c111,c166
d08713,c111,c317
d08730,c111,c468
d08747,c111,c619
d11410,c224,c111
d11757,c375,c111
d12068,c526,c111
d04455,c187,c112
d04953,c338,c112
d05413,c489,c112
d06295,c206,c112
d06717,c357,c112
d07101,c508,c112
d07704,c244,c112
d08555,c112,c131
d08573,c112,c282
d08591,c112,c433
d08609,c112,c584
d08627,c112,c150
d08645,c112,c301
d08663,c112,c452
d08681,c112,c603
d08697,c112,c167
d08714,c112,c318
d08731,c112,c469
d08748,c112,c620
d11411,c225,c112
d11758,c376,c112
d12069,c527,c112
d08536,c113,c950
d04457,c189,c114
d04955,c340,c114
d05415,c491,c114
d06297,c208,c114
d06719,c359,c114
d07103,c510,c114
d07706,c246,c114
d08557,c114,c133
d08575,c114,c284
d08593,c114,c435
d08611,c114,c586
d08629,c114,c152
d08647,c114,c303
d08665,c114,c454
d08683,c114,c605
d08699,c114,c169
d08716,c114,c320
d08733,c114,c471
d08750,c114,c622
d11413,c227,c114
d11760,c378,c114
d12071,c529,c114
d04458,c190,c115
d04956,c341,c115
d05416,c492,c115
d06298,c209,c115
d06720,c360,c115
d07104,c511,c115
d07707,c247,c115
d08558,c115,c134
d08576,c115,c285
d08594,c115,c436
d08612,c115,c587
d08630,c115,c153
d08648,c115,c304
d08666,c115,c455
d08684,c115,c606
d08700,c115,c170
d08717,c115,c321
d08734,c115,c472
d08751,c115,c623
d11414,c228,c115
d11761,c379,c115
d12072,c530,c115
d04459,c191,c116
d04957,c342,c116
d05417,c493,c116
d06299,c210,c116
d06721,c361,c116
d07105,c512,c116
d07708,c248,c116
d08701,c116,c171
d08718,c116,c322
d08735,c116,c473
d08752,c116,c624
d11415,c229,c116
d11762,c380,c116
d12073,c531,c116
d04514,c174,c117
d05012,c325,c117
d05472,c476,c117
d06354,c193,c117
d06776,c344,c117
d07160,c495,c117
d07766,c230,c117
d08056,c381,c117
d08308,c532,c117
d08774,c249,c117
d09401,c117,c136
d09420,c117,c287
d09439,c117,c438
d09458,c117,c589
d09477,c117,c155
d09494,c117,c306
d09511,c117,c457
d09528,c117,c608
d11470,c212,c117
d11817,c363,c117
d12128,c514,c117
d04515,c175,c118
d05013,c326,c118
d05473,c477,c118
d06355,c194,c118
d06777,c345,c118
d07161,c496,c118
d07767,c231,c118
d08057,c382,c118
d08309,c533,c118
d08775,c250,c118
d09402,c118,c137
d09421,c118,c288
d09440,c118,c439
d09459,c118,c590
d09478,c118,c156
d09495,c118,c307
d09512,c118,c458
d09529,c118,c609
d11471,c213,c118
d11818,c364,c118
d12129,c515,c118
d04516,c176,c119
d05014,c327,c119
d05474,c478,c119
d06356,c195,c119
d06778,c346,c119
d07162,c497,c119
d07768,c232,c119
d08058,c383,c119
d08310,c534,c119
d08776,c251,c119
d09403,c119,c138
d09422,c119,c289
d09441,c119,c440
d09460,c119,c591
d11472,c214,c119
d11819,c365,c119
d12130,c516,c119
d04517,c177,c120
d05015,c328,c120
d05475,c479,c120
d06357,c196,c120
d06779,c347,c120
d07163,c498,c120
d07769,c233,c120
d08059,c384,c120
d08311,c535,c120
d08777,c252,c120
d09404,c120,c139
d09423,c120,c290
d09442,c120,c441
d09461,c120,c592
d11473,c215,c120
d11820,c366,c120
d12131,c517,c120
d04518,c178,c121
d05016,c329,c121
d05476,c480,c121
d06358,c197,c121
d06780,c348,c121
d07164,c499,c121
d07770,c234,c121
d08060,c385,c121
d08312,c536,c121
d08778,c253,c121
d09405,c121,c140
d09424,c121,c291
d09443,c121,c442
d09462,c121,c593
d09479,c121,c157
d09496,c121,c308
d09513,c121,c459
d09530,c121,c610
d11474,c216,c121
d11821,c367,c121
d12132,c518,c121
d04519,c179,c122
d05017,c330,c122
d05477,c481,c122
d06359,c198,c122
d06781,c349,c122
d07165,c500,c122
d07771,c235,c122
d08061,c386,c122
d08313,c537,c122
d08779,c254,c122
d09406,c122,c141
d09425,c122,c292
d09444,c122,c443
d09463,c122,c594
d09480,c122,c158
d09497,c122,c309
d09514,c122,c460
d09531,c122,c611
d11475,c217,c122
d11822,c368,c122
d12133,c519,c122
d04520,c180,c123
d05018,c331,c123
d05478,c482,c123
d06360,c199,c123
d06782,c350,c123
d07166,c501,c123
d07772,c236,c123
d08062,c387,c123
d08314,c538,c123
d08780,c255,c123
d09407,c123,c142
d09426,c123,c293
d09445,c123,c444
d09464,c123,c595
d09481,c123,c159
d09498,c123,c310
d09515,c123,c461
d09532,c123,c612
d11476,c218,c123
d11823,c369,c123
d12134,c520,c123
d04521,c181,c124
d05019,c332,c124
d05479,c483,c124
d06361,c200,c124
d06783,c351,c124
d07167,c502,c124
d07773,c237,c124
d08063,c388,c124
d08315,c539,c124
d08781,c256,c124
d09408,c124,c143
d09427,c124,c294
d09446,c124,c445
d09465,c124,c596
d09482,c124,c160
d09499,c124,c311
d09516,c124,c462
d09533,c124,c613
d11477,c219,c124
d11824,c370,c124
d12135,c521,c124
d04522,c182,c125
d05020,c333,c125
d05480,c484,c125
d06362,c201,c125
d06784,c352,c125
d07168,c503,c125
d07774,c238,c125
d08064,c389,c125
d08316,c540,c125
d08782,c257,c125
d09409,c125,c144
d09428,c125,c295
d09447,c125,c446
d09466,c125,c597
d09483,c125,c161
d09500,c125,c312
d09517,c125,c463
d09534,c125,c614
d11478,c220,c125
d11825,c371,c125
d12136,c522,c125
d04523,c183,c126
d05021,c334,c126
d05481,c485,c126
d06363,c202,c126
d06785,c353,c126
d07169,c504,c126
d07775,c239,c126
d08065,c390,c126
d08317,c541,c126
d08783,c258,c126
d09410,c126,c145
d09429,c126,c296
d09448,c126,c447
d09467,c126,c598
d09484,c126,c162
d09501,c126,c313
d09518,c126,c464
d09535,c126,c615
d11479,c221,c126
d11826,c372,c126
d12137,c523,c126
d07776,c240,c127
d08066,c391,c127
d08318,c542,c127
d08784,c259,c127
d09411,c127,c146
d09430,c127,c297
d09449,c127,c448
d09468,c127,c599
d09485,c127,c163
d09502,c127,c314
d09519,c127,c465
d09536,c127,c616
d04524,c184,c128
d05022,c335,c128
d05482,c486,c128
d06364,c203,c128
d06786,c354,c128
d07170,c505,c128
d07777,c241,c128
d08067,c392,c128
d08319,c543,c128
d08785,c260,c128
d09412,c128,c147
d09431,c128,c298
d09450,c128,c449
d09469,c128,c600
d09486,c128,c164
d09503,c128,c315
d09520,c128,c466
d09537,c128,c617
d11480,c222,c128
d11827,c373,c128
d12138,c524,c128
d04525,c185,c129
d05023,c336,c129
d05483,c487,c129
d06365,c204,c129
d06787,c355,c129
d07171,c506,c129
d07778,c242,c129
d08068,c393,c129
d08320,c544,c129
d08786,c261,c129
d09413,c129,c148
d09432,c129,c299
d09451,c129,c450
d09470,c129,c601
d09487,c129,c165
d09504,c129,c316
d09521,c129,c467
d09538,c129,c618
d11481,c223,c129
d11828,c374,c129
d12139,c525,c129
d04526,c186,c130
d05024,c337,c130
d05484,c488,c130
d06366,c205,c130
d06788,c356,c130
d07172,c507,c130
d07779,c243,c130
d08069,c394,c130
d08321,c545,c130
d08787,c262,c130
d09414,c130,c149
d09433,c130,c300
d09452,c130,c451
d09471,c130,c602
d09488,c130,c166
d09505,c130,c317
d09522,c130,c468
d09539,c130,c619
d11482,c224,c130
d11829,c375,c130
d12140,c526,c130
d04527,c187,c131
d05025,c338,c131
d05485,c489,c131
d06367,c206,c131
d06789,c357,c131
d07173,c508,c131
d07780,c244,c131
d08070,c395,c131
d08322,c546,c131
d08788,c263,c131
d09415,c131,c150
d09434,c131,c301
d09453,c131,c452
d09472,c131,c603
d09489,c131,c167
d09506,c131,c318
d09523,c131,c469
d09540,c131,c620
d11483,c225,c131
d11830,c376,c131
d12141,c527,c131
d09396,c132,c951
d04529,c189,c133
d05027,c340,c133
d05487,c491,c133
d06369,c208,c133
d06791,c359,c133
d07175,c510,c133
d07782,c246,c133
d08072,c397,c133
d08324,c548,c133
d08790,c265,c133
d09417,c133,c152
d09436,c133,c303
d09455,c133,c454
d09474,c133,c605
d09491,c133,c169
d09508,c133,c320
d09525,c133,c471
d09542,c133,c622
d11485,c227,c133
d11832,c378,c133
d12143,c529,c133
d04530,c190,c134
d05028,c341,c134
d05488,c492,c134
d06370,c209,c134
d06792,c360,c134
d07176,c511,c134
d07783,c247,c134
d08073,c398,c134
d08325,c549,c134
d08791,c266,c134
d09418,c134,c153
d09437,c134,c304
d09456,c134,c455
d09475,c134,c606
d09492,c134,c170
d09509,c134,c321
d09526,c134,c472
d09543,c134,c623
d11486,c228,c134
d11833,c379,c134
d12144,c530,c134
d09419,c135,c154
d09438,c135,c305
d09457,c135,c456
d09476,c135,c607
d09493,c135,c172
d09510,c135,c323
d09527,c135,c474
d09544,c135,c625
d04582,c174,c136
d05080,c325,c136
d05540,c476,c136
d06422,c193,c136
d06844,c344,c136
d07228,c495,c136
d07838,c230,c136
d08128,c381,c136
d08380,c532,c136
d08846,c249,c136
d09061,c400,c136
d09240,c551,c136
d09566,c268,c136
d09985,c136,c155
d10002,c136,c306
d10019,c136,c457
d10036,c136,c608
d11538,c212,c136
d11885,c363,c136
d12196,c514,c136
d04583,c175,c137
d05081,c326,c137
d05541,c477,c137
d06423,c194,c137
d06845,c345,c137
d07229,c496,c137
d07839,c231,c137
d08129,c382,c137
d08381,c533,c137
d08847,c250,c137
d09062,c401,c137
d09241,c552,c137
d09567,c269,c137
d09986,c137,c156
d10003,c137,c307
d10020,c137,c458
d10037,c137,c609
d11539,c213,c137
d11886,c364,c137
d12197,c515,c137
d04584,c176,c138
d05082,c327,c138
d05542,c478,c138
d06424,c195,c138
d06846,c346,c138
d07230,c497,c138
d07840,c232,c138
d08130,c383,c138
d08382,c534,c138
d08848,c251,c138
d09063,c402,c138
d09242,c553,c138
d09568,c270,c138
d11540,c214,c138
d11887,c365,c138
d12198,c516,c138
d04585,c177,c139
d05083,c328,c139
d05543,c479,c139
d06425,c196,c139
d06847,c347,c139
d07231,c498,c139
d07841,c233,c139
d08131,c384,c139
d08383,c535,c139
d08849,c252,c139
d09064,c403,c139
d09243,c554,c139
d09569,c271,c139
d11541,c215,c139
d11888,c366,c139
d12199,c517,c139
d04586,c178,c140
d05084,c329,c140
d05544,c480,c140
d06426,c197,c140
d06848,c348,c140
d07232,c499,c140
d07842,c234,c140
d08132,c385,c140
d08384,c536,c140
d08850,c253,c140
d09065,c404,c140
d09244,c555,c140
d09570,c272,c140
d09987,c140,c157
d10004,c140,c308
d10021,c140,c459
d10038,c140,c610
d11542,c216,c140
d11889,c367,c140
d12200,c518,c140
d04587,c179,c141
d05085,c330,c141
d05545,c481,c141
d06427,c198,c141
d06849,c349,c141
d07233,c500,c141
d07843,c235,c141
d08133,c386,c141
d08385,c537,c141
d08851,c254,c141
d09066,c405,c141
d09245,c556,c141
d09571,c273,c141
d09988,c141,c158
d10005,c141,c309
d10022,c141,c460
d10039,c141,c611
d11543,c217,c141
d11890,c368,c141
d12201,c519,c141
d04588,c180,c142
d05086,c331,c142
d05546,c482,c142
d06428,c199,c142
d06850,c350,c142
d07234,c501,c142
d07844,c236,c142
d08134,c387,c142
d08386,c538,c142
d08852,c255,c142
d09067,c406,c142
d09246,c557,c142
d09572,c274,c142
d09989,c142,c159
d10006,c142,c310
d10023,c142,c461
d10040,c142,c612
d11544,c218,c142
d11891,c369,c142
d12202,c520,c142
d04589,c181,c143
d05087,c332,c143
d05547,c483,c143
d06429,c200,c143
d06851,c351,c143
d07235,c502,c143
d07845,c237,c143
d08135,c388,c143
d08387,c539,c143
d08853,c256,c143
d09068,c407,c143
d09247,c558,c143
d09573,c275,c143
d09990,c143,c160
d10007,c143,c311
d10024,c143,c462
d10041,c143,c613
d11545,c219,c143
d11892,c370,c143
d12203,c521,c143
d04590,c182,c144
d05088,c333,c144
d05548,c484,c144
d06430,c201,c144
d06852,c352,c144
d07236,c503,c144
d07846,c238,c144
d08136,c389,c144
d08388,c540,c144
d08854,c257,c144
d09069,c408,c144
d09248,c559,c144
d09574,c276,c144
d09991,c144,c161
d10008,c144,c312
d10025,c144,c463
d10042,c144,c614
d11546,c220,c144
d11893,c371,c144
d12204,c522,c144
d04591,c183,c145
d05089,c334,c145
d05549,c485,c145
d06431,c202,c145
d06853,c353,c145
d07237,c504,c145
d07847,c239,c145
d08137,c390,c145
d08389,c541,c145
d08855,c258,c145
d09070,c409,c145
d09249,c560,c145
d09575,c277,c145
d09992,c145,c162
d10009,c145,c313
d10026,c145,c464
d10043,c145,c615
d11547,c221,c145
d11894,c372,c145
d12205,c523,c145
d07848,c240,c146
d08138,c391,c146
d08390,c542,c146
d08856,c259,c146
d09071,c410,c146
d09250,c561,c146
d09576,c278,c146
d09993,c146,c163
d10010,c146,c314
d10027,c146,c465
d10044,c146,c616
d04592,c184,c147
d05090,c335,c147
d05550,c486,c147
d06432,c203,c147
d06854,c354,c147
d07238,c505,c147
d07849,c241,c147
d08139,c392,c147
d08391,c543,c147
d08857,c260,c147
d09072,c411,c147
d09251,c562,c147
d09577,c279,c147
d09994,c147,c164
d10011,c147,c315
d10028,c147,c466
d10045,c147,c617
d11548,c222,c147
d11895,c373,c147
d12206,c524,c147
d04593,c185,c148
d05091,c336,c148
d05551,c487,c148
d06433,c204,c148
d06855,c355,c148
d07239,c506,c148
d07850,c242,c148
d08140,c393,c148
d08392,c544,c148
d08858,c261,c148
d09073,c412,c148
d09252,c563,c148
d09578,c280,c148
d09995,c148,c165
d10012,c148,c316
d10029,c148,c467
d10046,c148,c618
d11549,c223,c148
d11896,c374,c148
d12207,c525,c148
d04594,c186,c149
d05092,c337,c149
d05552,c488,c149
d06434,c205,c149
d06856,c356,c149
d07240,c507,c149
d07851,c243,c149
d08141,c394,c149
d08393,c545,c149
d08859,c262,c149
d09074,c413,c149
d09253,c564,c149
d09579,c281,c149
d09996,c149,c166
d10013,c149,c317
d10030,c149,c468
d10047,c149,c619
d11550,c224,c149
d11897,c375,c149
d12208,c526,c149
d04595,c187,c150
d05093,c338,c150
d05553,c489,c150
d06435,c206,c150
d06857,c357,c150
d07241,c508,c150
d07852,c244,c150
d08142,c395,c150
d08394,c546,c150
d08860,c263,c150
d09075,c414,c150
d09254,c565,c150
d09580,c282,c150
d09997,c150,c167
d10014,c150,c318
d10031,c150,c469
d10048,c150,c620
d11551,c225,c150
d11898,c376,c150
d12209,c527,c150
d09980,c151,c952
d04597,c189,c152
d05095,c340,c152
d05555,c491,c152
d06437,c208,c152
d06859,c359,c152
d07243,c510,c152
d07854,c246,c152
d08144,c397,c152
d08396,c548,c152
d08862,c265,c152
d09077,c416,c152
d09256,c567,c152
d09582,c284,c152
d09999,c152,c169
d10016,c152,c320
d10033,c152,c471
d10050,c152,c622
d11553,c227,c152
d11900,c378,c152
d12211,c529,c152
d04598,c190,c153
d05096,c341,c153
d05556,c492,c153
d06438,c209,c153
d06860,c360,c153
d07244,c511,c153
d07855,c247,c153
d08145,c398,c153
d08397,c549,c153
d08863,c266,c153
d09078,c417,c153
d09257,c568,c153
d09583,c285,c153
d10000,c153,c170
d10017,c153,c321
d10034,c153,c472
d10051,c153,c623
d11554,c228,c153
d11901,c379,c153
d12212,c530,c153
d09584,c286,c154
d10001,c154,c172
d10018,c154,c323
d10035,c154,c474
d10052,c154,c625
d04650,c174,c155
d05148,c325,c155
d05608,c476,c155
d06490,c193,c155
d06912,c344,c155
d07296,c495,c155
d07910,c230,c155
d08200,c381,c155
d08452,c532,c155
d08918,c249,c155
d09133,c400,c155
d09312,c551,c155
d09642,c268,c155
d09788,c419,c155
d09896,c570,c155
d10074,c287,c155
d11606,c212,c155
d11953,c363,c155
d12264,c514,c155
d04651,c175,c156
d05149,c326,c156
d05609,c477,c156
d06491,c194,c156
d06913,c345,c156
d07297,c496,c156
d07911,c231,c156
d08201,c382,c156
d08453,c533,c156
d08919,c250,c156
d09134,c401,c156
d09313,c552,c156
d09643,c269,c156
d09789,c420,c156
d09897,c571,c156
d10075,c288,c156
d11607,c213,c156
d11954,c364,c156
d12265,c515,c156
d04652,c178,c157
d05150,c329,c157
d05610,c480,c157
d06492,c197,c157
d06914,c348,c157
d07298,c499,c157
d07912,c234,c157
d08202,c385,c157
d08454,c536,c157
d08920,c253,c157
d09135,c404,c157
d09314,c555,c157
d09644,c272,c157
d09790,c423,c157
d09898,c574,c157
d10076,c291,c157
d11608,c216,c157
d11955,c367,c157
d12266,c518,c157
d04653,c179,c158
d05151,c330,c158
d05611,c481,c158
d06493,c198,c158
d06915,c349,c158
d07299,c500,c158
d07913,c235,c158
d08203,c386,c158
d08455,c537,c158
d08921,c254,c158
d09136,c405,c158
d09315,c556,c158
d09645,c273,c158
d09791,c424,c158
d09899,c575,c158
