source,target,var_cost_fwd,fixed_cost_fwd,var_cost_bwd,fixed_cost_bwd
356,357,0.0,1.0,0.0,1.0
356,376,0.0,9.0,0.0,9.0
357,358,0.0,4.0,0.0,4.0
357,377,0.0,9.0,0.0,9.0
358,359,0.0,6.0,0.0,6.0
358,378,0.0,9.0,0.0,9.0
359,379,0.0,5.0,0.0,5.0
360,361,0.0,4.0,0.0,4.0
360,380,0.0,2.0,0.0,2.0
361,362,0.0,3.0,0.0,3.0
361,381,0.0,3.0,0.0,3.0
362,363,0.0,40.0,0.0,40.0
362,382,0.0,44.0,0.0,44.0
363,364,0.0,7.0,0.0,7.0
363,383,0.0,43.0,0.0,43.0
364,365,0.0,4.0,0.0,4.0
364,384,0.0,8.0,0.0,8.0
365,366,0.0,42.0,0.0,42.0
365,385,0.0,4.0,0.0,4.0
366,367,0.0,41.0,0.0,41.0
366,386,0.0,44.0,0.0,44.0
367,368,0.0,45.0,0.0,45.0
367,387,0.0,2.0,0.0,2.0
368,369,0.0,7.0,0.0,7.0
368,388,0.0,7.0,0.0,7.0
369,370,0.0,5.0,0.0,5.0
369,389,0.0,2.0,0.0,2.0
370,371,0.0,4.0,0.0,4.0
370,390,0.0,9.0,0.0,9.0
371,372,0.0,6.0,0.0,6.0
371,391,0.0,5.0,0.0,5.0
372,373,0.0,6.0,0.0,6.0
372,392,0.0,3.0,0.0,3.0
373,374,0.0,8.0,0.0,8.0
373,393,0.0,9.0,0.0,9.0
374,375,0.0,4.0,0.0,4.0
374,394,0.0,4.0,0.0,4.0
375,376,0.0,5.0,0.0,5.0
375,395,0.0,43.0,0.0,43.0
376,377,0.0,4.0,0.0,4.0
376,396,0.0,4.0,0.0,4.0
377,378,0.0,7.0,0.0,7.0
377,397,0.0,5.0,0.0,5.0
378,379,0.0,8.0,0.0,8.0
378,398,0.0,4.0,0.0,4.0
379,399,0.0,9.0,0.0,9.0
380,381,0.0,40.0,0.0,40.0
381,382,0.0,38.0,0.0,38.0
382,383,0.0,42.0,0.0,42.0
383,384,0.0,4.0,0.0,4.0
384,385,0.0,4.0,0.0,4.0
385,386,0.0,2.0,0.0,2.0
386,387,0.0,4.0,0.0,4.0
387,388,0.0,5.0,0.0,5.0
388,389,0.0,9.0,0.0,9.0
389,390,0.0,37.0,0.0,37.0
390,391,0.0,8.0,0.0,8.0
391,392,0.0,5.0,0.0,5.0
392,393,0.0,6.0,0.0,6.0
393,394,0.0,6.0,0.0,6.0
394,395,0.0,44.0,0.0,44.0
395,396,0.0,1.0,0.0,1.0
396,397,0.0,6.0,0.0,6.0
397,398,0.0,1.0,0.0,1.0
398,399,0.0,1.0,0.0,1.0
