evidence_id,u_entity_key,v_entity_key,effect_type,agreement_domain,weight,source_type,direction_recorded,confidence_bucket,qc_flag
1308,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1309,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1310,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1311,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1312,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1313,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1314,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1315,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1316,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,fail
1317,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1318,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1319,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1320,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1321,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1322,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1323,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,pass
1324,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1325,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1326,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1327,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1328,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1329,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1330,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1331,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1332,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1333,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1334,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1335,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1336,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1337,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1338,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1339,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1340,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1341,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1342,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,fail
1343,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1344,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1345,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1346,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1347,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1348,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,pass
1349,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1350,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1351,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1352,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1353,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1354,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1355,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1356,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1357,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1358,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1359,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1360,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,fail
1361,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1362,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1363,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1364,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1365,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1366,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,pass
1367,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1368,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1369,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1370,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1371,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1372,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1373,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1374,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1375,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1376,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1377,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1378,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1379,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1380,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1381,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1382,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1383,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1384,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1385,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1386,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1387,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,pass
1388,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1389,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1390,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1391,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1392,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,pass
1393,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1394,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1395,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1396,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1397,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1398,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1399,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1400,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1401,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1402,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1403,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1404,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,fail
1405,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1406,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,fail
1407,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1408,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1409,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1410,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,pass
1411,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1412,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,pass
1413,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1414,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1415,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1416,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1417,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1418,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1419,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1420,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1421,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1422,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,fail
1423,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1424,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,fail
1425,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1426,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1427,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1428,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,pass
1429,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1430,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,pass
1431,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,pass
1432,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1433,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1434,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1435,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1436,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1437,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1438,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1439,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1440,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1441,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1442,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,fail
1443,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1444,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1445,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1446,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1447,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1448,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1449,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1450,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1451,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,pass
1452,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1453,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1454,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1455,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1456,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1457,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1458,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1459,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1460,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1461,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1462,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1463,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1464,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1465,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1466,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1467,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1468,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,fail
1469,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1470,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,pass
1471,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1472,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1473,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1474,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,pass
1475,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1476,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1477,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1478,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1479,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1480,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1481,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1482,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1483,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1484,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1485,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1486,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,fail
1487,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,fail
1488,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1489,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,fail
1490,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1491,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,pass
1492,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,pass
1493,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,pass
1494,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1495,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,pass
1496,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1497,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1498,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,review
1499,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,review
1500,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1501,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,review
1502,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,review
1503,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1504,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,review
1505,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,fail
1506,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1507,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,fail
1508,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,fail
1509,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1510,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,fail
1511,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1512,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,low,pass
1513,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,pass
1514,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,pass
1515,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,medium,pass
1516,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,pass
1517,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,pass
1518,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,high,pass
1519,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,review
1520,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,review
1521,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,low,review
1522,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,low,review
1523,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,low,review
1524,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,medium,review
1525,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,medium,review
1526,EB367A25743,E4EF7662AB9,activation,contrast,1,curation,U_to_V,medium,fail
1527,EB367A25743,E4EF7662AB9,repression,trend,1,database,V_to_U,high,fail
1528,EB367A25743,E4EF7662AB9,activation,contrast,1,experiment,U_to_V,high,fail
1529,EB367A25743,E4EF7662AB9,repression,trend,1,pipeline,V_to_U,high,fail
1530,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,fail
1531,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,fail
1532,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,fail
1533,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,pass
1534,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,pass
1535,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,pass
1536,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,pass
1537,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,pass
1538,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,pass
1539,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,pass
1540,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,review
1541,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,review
1542,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,review
1543,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,review
1544,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,review
1545,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,review
1546,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,review
1547,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,fail
1548,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,fail
1549,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,fail
1550,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,fail
1551,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,fail
1552,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,fail
1553,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,fail
1554,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,pass
1555,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,pass
1556,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,pass
1557,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,pass
1558,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,pass
1559,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,pass
1560,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,pass
1561,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,review
1562,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,review
1563,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,review
1564,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,review
1565,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,review
1566,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,review
1567,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,review
1568,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,fail
1569,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,fail
1570,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,fail
1571,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,fail
1572,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,fail
1573,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,fail
1574,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,fail
1575,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,pass
1576,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,pass
1577,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,pass
1578,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,pass
1579,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,pass
1580,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,pass
1581,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,pass
1582,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,review
1583,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,review
1584,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,review
1585,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,review
1586,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,review
1587,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,review
1588,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,review
1589,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,fail
1590,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,fail
1591,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,fail
1592,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,fail
1593,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,fail
1594,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,fail
1595,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,fail
1596,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,pass
1597,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,pass
1598,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,pass
1599,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,pass
1600,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,pass
1601,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,pass
1602,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,pass
1603,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,review
1604,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,review
1605,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,review
1606,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,review
1607,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,review
1608,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,review
1609,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,review
1610,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,fail
1611,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,low,fail
1612,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,fail
1613,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,fail
1614,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,medium,fail
1615,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,fail
1616,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,fail
1617,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,high,pass
1618,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,pass
1619,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,pass
1620,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,low,pass
1621,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,low,pass
1622,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,low,pass
1623,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,medium,pass
1624,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,medium,review
1625,EB367A25743,EA1AA5B72B3,repression,trend,1,pipeline,V_to_U,medium,review
1626,EB367A25743,EA1AA5B72B3,activation,contrast,1,curation,U_to_V,high,review
1627,EB367A25743,EA1AA5B72B3,repression,trend,1,database,V_to_U,high,review
1628,EB367A25743,EA1AA5B72B3,activation,contrast,1,experiment,U_to_V,high,review
