Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
MaxInv,7,C0047,2000.0
MaxInv,7,C0058,2000.0
MaxInv,7,C0269,2000.0
MaxInv,7,C0515,1.0
MaxInv,8,C0021,2000.0
MaxInv,8,C0029,2000.0
MaxInv,8,C0038,2000.0
MaxInv,8,C0048,2000.0
MaxInv,8,C0059,2000.0
MaxInv,8,C0270,2000.0
MaxInv,8,C0278,2000.0
MaxInv,8,C0516,1.0
MaxInv,9,C0030,2000.0
MaxInv,9,C0039,2000.0
MaxInv,9,C0049,2000.0
MaxInv,9,C0060,2000.0
MaxInv,9,C0271,2000.0
MaxInv,9,C0279,2000.0
MaxInv,9,C0286,2000.0
MaxInv,9,C0517,1.0
MaxInv,10,C0040,2000.0
MaxInv,10,C0050,2000.0
MaxInv,10,C0061,2000.0
MaxInv,10,C0272,2000.0
MaxInv,10,C0280,2000.0
MaxInv,10,C0287,2000.0
MaxInv,10,C0293,2000.0
MaxInv,10,C0518,1.0
MaxInv,11,C0051,2000.0
MaxInv,11,C0062,2000.0
MaxInv,11,C0273,2000.0
MaxInv,11,C0281,2000.0
MaxInv,11,C0288,2000.0
MaxInv,11,C0294,2000.0
MaxInv,11,C0299,2000.0
MaxInv,11,C0519,1.0
MaxInv,12,C0063,2000.0
MaxInv,12,C0274,2000.0
MaxInv,12,C0282,2000.0
MaxInv,12,C0289,2000.0
MaxInv,12,C0295,2000.0
MaxInv,12,C0300,2000.0
MaxInv,12,C0304,2000.0
MaxInv,12,C0520,1.0
MaxInv,13,C0275,2000.0
MaxInv,13,C0283,2000.0
MaxInv,13,C0290,2000.0
MaxInv,13,C0296,2000.0
MaxInv,13,C0301,2000.0
MaxInv,13,C0305,2000.0
MaxInv,13,C0308,2000.0
MaxInv,13,C0521,1.0
MaxInv,14,C0276,2000.0
MaxInv,14,C0284,2000.0
MaxInv,14,C0291,2000.0
MaxInv,14,C0297,2000.0
MaxInv,14,C0302,2000.0
MaxInv,14,C0306,2000.0
MaxInv,14,C0309,2000.0
MaxInv,14,C0522,1.0
MaxInv,15,C0277,2000.0
MaxInv,15,C0285,2000.0
MaxInv,15,C0292,2000.0
MaxInv,15,C0298,2000.0
MaxInv,15,C0303,2000.0
MaxInv,15,C0307,2000.0
MaxInv,15,C0310,2000.0
MaxInv,15,C0523,1.0
