unit_id,tag_a,tag_b,base_term,adj_term,status_code,reported_score
U05,ALT,5PUUJH6,BDTOL6TXAU6RA,ASCUMAASWFTLF,REVIEW,39063.0
U05,3NO,U2JFU6E,BBGSNP2JDLUTU,AP5QZA6YYGDJ7,REVIEW,32.0
U05,DEY,BDMA6SN,BBHUDD5MLI7QP,AHPA7YPVAGKLU,OK,33.0
U05,PED,WBAVPKX,BW6TKVVUGD5VY,AEBR3T4PWYUCE,OK,32.0
U05,PW2,N6CCA6Q,BF3AE5IQC7QZM,A24YHYW3HUS4R,OK,39066.0
U05,ZSQ,MM3VC2P,BE3DNBEYOXQ3S,AKMBRXJ4SC3FL,OK,39062.0
U05,XXO,7E2F7DQ,BPR4AR4C264TQ,A4ZCAAIXYQH67,OK,47.0
U05,DVB,CX5SWGB,BHKXD7Y66FL4V,AIIBLQPFKGQAR,OK,30.0
U05,U6E,XM2EPVD,BQGNENZDUXDDE,ADD7YA2OWJHMP,OK,39063.0
U05,AQY,3NR6NWI,BPFEPVYLBR7UC,A75NK253MMAOP,REVIEW,96.0
U05,4PP,KRO23JO,BAHU6JBIFSMEM,ARIH3BV6DKTY2,REVIEW,46.0
U05,TRU,QB2Y3FJ,BSCP2MM3X6NU7,AFMDRZ7QIWPVQ,REVIEW,39063.0
U05,MQE,NKAPI6U,B36JJ4XOQOAWW,AN3SN4ZG46P27,OK,39063.0
U05,ZQD,DEXFTD6,BHC3HRCRYRMNG,A2WQWME3SOYBP,OK,30.0
U05,Y7W,DPKWB7H,BZOI6MC5SY2GA,AX6VX67HUBJBM,OK,31.0
U05,QUC,UU7HKQR,BSGTTESDV5KD6,A7WG5W6WCK5XO,OK,58.0
U05,6CW,WJN7QMX,BOP4SUVWBQESV,AXTR466H47YUW,REVIEW,63.0
U05,NTN,7FD2EPL,BS3ZKBLNIWNDN,A7EDUI37FYOZJ,REVIEW,57.0
U05,A7M,3ZNNO5C,BXVBFUJZAALW7,AXOZME5I5SKYN,REVIEW,58.0
U05,6KO,PDXDRAR,B65ZGCAIT7XIZ,AGNJTNTA6WX2M,OK,33.0
U05,EL3,SLUZZZD,BOVGDKFD3XGHF,AQTBRBDRMDRCM,REVIEW,30.0
U05,TFL,SYMFSU4,BMNRGSS6H63OQ,AXEJG4K72P7LA,REVIEW,35.0
U06,RAR,SYVAEG3,BKQYW5PFXFRBD,AN3C4QVJHR6EE,OK,32.0
U06,2A3,HPSF7OS,BKW6ORWWC2DRE,ABECFHCRZO2ZB,OK,35.0
U06,5YA,OLI73OD,BJKG35SU66SWO,AM7JPTAHGR7WO,OK,30.0
U06,KQD,IY3WPI6,B7FWVFMKXK6RP,AB6N6IYDA3N4M,OK,30.0
U06,GZV,KGH3YY3,BPAZ5QLEIAAFZ,AK7M6PZJZ7BIT,OK,45.0
U06,ES6,4VWYOLN,BH4TO3MZFS3S6,A6SLFR6VSWQXF,OK,33.0
U06,5XM,XVQ2A6C,BQW4HLER44PUJ,AMQHQDFMZCW7G,OK,30.0
U06,BFM,F4DY5J3,BYMLN4TPEMWKH,AS7MP62RNCUEQ,OK,32.0
U06,S7T,I7GSH6B,BUJH55SV3CCCK,AUQIM2V2VYD7F,OK,32.0
U06,WRW,HZYMN56,BNVC6ACCRNECN,AFZJWTILFRLYC,REVIEW,34.0
U06,AR6,EJETESJ,BJHRL4WH3Z25P,A7ZG7T4NRIYHY,OK,50.0
U06,UG4,RIHS7Y3,BFPBTKQCGR2QC,A54RY6XSZ6F4Z,REVIEW,31.0
U06,ZGZ,SNYNZF5,BRIS54YNVBFZZ,ALL66YH77Q5RI,REVIEW,32.0
U06,7QR,GNVGO6S,BPNBLOFSUOVCY,AVMW2YADGW2B7,REVIEW,30.0
U06,4R7,37MMSDT,BSWR7NCJFH2RV,AKW5WQPY2PQNE,REVIEW,32.0
U06,JBM,G6ZNGXK,B4RQXEVUPDLOW,AFGS7JOTXP2KK,OK,35.0
U06,7ZH,U6EQH3L,BZ3JC6H7FCVVG,A6GI45353A6WL,REVIEW,149.0
U06,I6A,MUNTWUS,BZJO4XFNCU73O,A2UQQ5XOMSPK7,REVIEW,150.0
U06,UDO,CG4LFB4,BJAFJAG7SUWCF,ABEEAMIRQ5JUS,OK,33.0
U06,NFY,SSAXCRI,BMNIJOW4N2VTK,A7OCQI3KXJYNA,REVIEW,32.0
U06,U47,2ZGWCZX,BS4BKTWLEVBYK,AAUE3AXX57IJV,REVIEW,31.0
U06,ZYE,IH4GAKR,B5SR6LMPRXFHQ,AZ6FMVWNQU3NB,OK,34.0
U06,7VJ,DOPHQSL,BVPCPSWF4X7M5,A4LVVZ4DXJDH7,REVIEW,37.0
U06,N7T,6MKQG3P,BLJE3RUX52DM7,AHCFBKPSP2TZT,OK,39.0
U06,JZE,OOBR6JP,BCUO5QSBSELJF,AVOR3BZHNNL2E,REVIEW,44.0
U06,F5Z,XW4OA2F,BK2CPBRQ3AM7V,AVAUXMZWZKH2L,REVIEW,32.0
U06,ACM,FI2ROEQ,BK4PML3AXOYIX,AA4VRKCVUGYUV,REVIEW,36.0
U06,MUG,GN6IJ7L,BGNIHVLWCD5DU,AWHESZFUQFNGQ,REVIEW,35.0
U06,SRQ,R7IBM4V,BIP3VEOSJKARR,AMNL2FI5OB3XI,OK,30.0
U06,CQ5,IREBUBB,BEEQQX422WRXN,ALBGTNGK5MDOE,OK,29.0
U06,KAP,ILSVZFY,BVUPHJIFP2IIU,A7MDLD4QCJIIY,OK,35.0
U06,YXI,FBH2WM3,B4ISE4UU33ZI2,AY5S4J4QFYTJF,REVIEW,29.0
U06,GHJ,ODAL3JJ,BBGISOCADEURG,AMETZT66PLI7Q,REVIEW,32.0
U06,4DX,UKWZEIX,BTI3O7KWMSMG3,AGKFVH4HLLH3Q,OK,44.0
U06,36M,5M5HLAJ,BYET6O7SVZ6FP,A2F6SA6J3FVIJ,OK,37.0
U06,64D,KVRQANT,B6NJACVHE343V,AGOTRAGSZPM6Z,OK,36.0
U06,OJ6,RN5QXYF,BNP5JSTIVDLHK,AKA4JK4MSQGPE,OK,39063.0
U06,MQ3,WOFL4BS,BBZE7FJYNUYSP,AXT7K6BQL3PJ4,OK,28.0
U06,7RH,QFECOMW,B5GNOC3YZXY3B,A3TXW67FHDSSJ,OK,33.0
U06,HDC,IQMJTGV,BZRSX6M6B2M4D,A62DQK35TQUFO,OK,30.0
U06,4GA,JWAH6XI,BJTIDUYEMZNAT,AQL46EVB5PLQ2,OK,37.0
U06,VTQ,JSM7ICY,BX7KJ4ZO4AAVN,ATSCUWGCD5N2O,REVIEW,33.0
U06,DY6,A4USHTL,BYOLB2U52HOVL,AUDDJFW2I6BUY,OK,29.0
U06,MBZ,EIVEPSZ,B2HMXRWP27BCD,ALNQIMF4XEJGV,OK,29.0
U06,BHU,XQJICHV,BIX7EXBQVQZVT,AUUSRFYQ465SN,OK,29.0
U06,ENS,ISCQKXY,B6EQVNSTZAU5E,A63UN2EFAN4DB,REVIEW,30.0
U06,U6M,2DTYV3L,BNQ3RGBG7RARC,AV73BHWTLDMY5,REVIEW,34.0
U06,AUD,RGGCOD6,BM6NNWJAPSCVY,A4KR6PO4I3GNU,OK,34.0
U06,BTW,QPRMJGT,BWBJ66EGWIJL3,AUJ5QEGKM6JLT,REVIEW,32.0
U07,GKY,IZ64LCZ,BKRGGFVXI2IC6,ALS4JINPWS7GZ,OK,34.0
U07,42V,YPO37QJ,B7VCDAPGKL6VO,AZEDCNK25FINN,REVIEW,33.0
U07,IT7,JISMKYS,BCGNBT53GGMLI,AW54PD6CB5KBR,OK,66.0
U07,X47,NEWD2FI,BPQ4NMKHGLIME,A74MDN7XXUGA5,REVIEW,80.0
U07,R35,LNGWVGJ,BBGI66EPY3ABY,ABBL5IR7Z3MUK,REVIEW,44.0
U07,3LP,QI5L437,BY4AJLIPA7FPB,ANWXYESB72GLV,REVIEW,41.0
U07,MGB,PXSXBVR,BPJTUMCWKL5YM,A7H7QG5HC3F2G,REVIEW,32.0
U07,4CH,YUV2VCK,BITXFWYTHZ4LU,APPP3GQPWX4QU,REVIEW,33.0
U07,DWH,CZCZ27L,BACLQTISEZ5EL,AIH6HTAY56CRN,REVIEW,33.0
U07,USH,COQPLAG,BOKIOBMOSXH5X,ACRFUW2DUKELV,OK,95.0
U07,I5S,TFBLO2I,BO2ODXVGJKUAG,AP4XE3H4VDXYM,REVIEW,33.0
U07,ZVH,47LQRZS,BWJD7ZZSUCKTD,AYFUQDXYEXCBV,REVIEW,32.0
U07,L2F,6QXORJQ,BBFZVW4H6KCBG,AYQR73WFXMMRF,OK,34.0
U07,DB4,4A5ZKXY,BICQ6WMQPGUC2,AA2XH3PYKPGEV,OK,31.0
U07,B64,RIQMYZN,BGVIKK26IKTM7,ADJQRXUEZAZUC,OK,84.0
U07,LFE,OC6VZIQ,BPPTVUYA36XAZ,AXZL4GNW3T2X5,OK,80.0
U07,DO6,4QEXA2T,BIKDSPTSFYAQC,AQ5G7JZVRAYNY,OK,32.0
U07,DDC,IREDNQH,B4SIDKJUI7BZL,AT6VEYZPQI7OH,OK,28.0
U07,LGA,UJ3S4SN,BSYBXGZI74KAQ,A7RR54EVACVCG,OK,28.0
U07,JWM,JGPNJIW,BLCVUNEOS6DQN,AKF6AOVHLHRAK,REVIEW,27.0
U07,BI3,CQR2KNS,BRHF3YRBFOWF5,ACZ534MJ7CL74,OK,29.0
U07,7IJ,YMJY67F,BJEOFDBYLOR5T,ANN4WQR3O3E3W,REVIEW,28.0
U07,HEM,KJ53L5N,BGOHYR3QK6FAH,A4CQISNZPQ7BX,OK,31.0
U07,Z5O,EBP2HFK,BXXNX52242WD2,ABWUQTE76CRRQ,OK,32.0
U07,HXM,WBCRPXG,BHLIVPNG2XBBD,A5EYGWM6OWYIP,REVIEW,50.0
U07,3KL,UXU4UUT,BBPWWEDNONTH5,ATLN7WUFAY6UN,REVIEW,27.0
U07,WFB,EM7VXPQ,BX5457OZUMRX3,A3MQCZOA47JK2,REVIEW,30.0
U07,LMQ,SCGCBOA,BTOBHAH7JH3TL,A5ISFMXT5RP2K,OK,39066.0
U07,DPH,NKDE4TJ,BZ6NLRSKNHFQO,AGQN3ZJMPY5ZA,OK,30.0
U07,47A,MLSUZUG,B4FCAJSNTPBFF,A4BHHWENSJXID,OK,31.0
U07,BCE,2SW3OD3,B5UCIUVDBKYAH,AMJMKHWC3CO3M,OK,30.0
U07,GN4,H4GAXCY,BX7UIKL6RFIXD,ANSLBF52TJ5HS,OK,39061.0
U07,FV4,JQ242XF,BKAUXQMIPRKK2,AS4VDG2KMOSLU,OK,39063.0
U07,E6C,SS4WEBB,BRW7MHL53HARC,AWUEEE4XO7NBZ,REVIEW,27.0
U07,FXU,K3B3UNQ,BOF3JXDTMB2O2,ARN73LBXNCLJ4,REVIEW,27.0
U07,PU2,LKMYZX6,BDPCJDAPJVC5P,AKUC5SX2AJ2DW,REVIEW,63.0
U07,ZJL,FBVRINR,BKR6JBUGRY46I,AQIDURHSKDFAA,OK,39060.0
U07,MRE,BNK7ON5,BMGAMMGV2G5WL,ATHNRNMPHO5GF,OK,32.0
U07,7WR,APOBCON,BHOTN7FEEKB2W,A443RUJKYVQQH,OK,39062.0
U07,V43,YSEJVZW,BIMEHJSQNJ2S6,AQUEDRXCPFZPE,REVIEW,39064.0
U07,PFL,2FQ2VF6,BLYP7YPTGV5TA,AMBDJRI6RBMGT,OK,28.0
U07,XOK,4OTCWGJ,BXHULSD4ZGSGQ,AYNVVQKYTC2LO,REVIEW,29.0
U07,6SG,THR766H,B6SDA7QD37JZJ,AZZJOEZTZ67U7,OK,32.0
U07,FWJ,JTXTMQJ,BROHVDR4PAI7A,APREH3YDTBSTY,REVIEW,30.0
U07,3BL,A4IULNK,BW6FC6HKTLZWL,ATZVAZ4ORBEF2,REVIEW,34.0
U07,YA4,2DEM3BJ,BDFTGVCB7EFLD,AISPDYGFFHMML,OK,34.0
U07,6UU,B54PSLZ,BK473BOQ3WO43,ATI265AG5SG54,OK,42.0
U07,XTB,HHQXK7N,B4HRIX46FHH26,A6343UYSNXPC5,OK,34.0
U07,XHA,ZSVREBV,BQJ47JCSCAJAD,ACJGMMWLL2TBY,OK,43.0
U08,TQ2,SGUK5KJ,BXNEWN6RVNITW,ALW54P543JMQT,REVIEW,30.0
U08,SGG,VDQ2OEJ,BY6JAFS55DRPZ,AO2DXB765SCBF,REVIEW,34.0
U08,775,OG5N3CA,BKKCL6MNPRNW5,AT2DPRI466BGP,REVIEW,33.0
U08,NLA,V2Y2MIJ,BR5BHIOLX44WM,AFOTM2JQEO4AR,REVIEW,35.0
U08,ZB6,SJCOJAD,BWC7WQK5TGIWS,AJSKZBRHOYD3N,OK,35.0
U08,PEY,5Z4O7LA,BNIJ4GMN5GIWK,AWK4R6VXH42MP,REVIEW,29.0
U08,ILH,IKKW7B2,BEG6UWF7Y6YRP,AXEXMHYROG6BO,REVIEW,30.0
U08,HUL,TD27P3P,BLBJJFHYI2JVY,A7TFZOWIZLHUO,OK,32.0
U08,N3P,BK2I7FV,BRUCKYOFMEA4X,ARGUJ5A7SNNGX,REVIEW,34.0
U08,XVP,Y4ZYOGB,BIII2EIQ4Y755,A37VZIPLLJG4A,REVIEW,36.0
U08,6OU,HRJIC3M,BXM7WAKTIOD2Q,A26M42YQL4HKQ,OK,32.0
U08,P35,DMXT6NT,BPOADRJBC2SBC,A33ZSNR2GKLA7,OK,29.0
U08,RQQ,AGHUNYD,B2XCITUFVO7TZ,AXKRD7YBKJ3OD,REVIEW,57.0
U08,XCF,FSFBAR4,B3WZUZEYUXG5E,AGBD7HGQD2KT7,OK,35.0
U08,CUY,LTCNN6T,BJXRNM3NE42HP,AKQUPRRAX5GRB,REVIEW,31.0
U08,JFD,YTC3H5U,BJYW4P4FCVJ2H,ARRWPPVRZ4WMX,OK,34.0
U08,6NY,CJB6K4N,BB5IJQ4EJWBJL,AAV6OMLRLB6W5,OK,44.0
U08,KOS,BCR7NTU,BMA75NSQZDRWN,AHMRQ47K4R4TE,OK,804.0
U08,NUL,V7PRHSC,BK4ZJTVW7CUJ4,AS3K75RNQWC3N,REVIEW,28.0
U08,RRM,T63BTPB,BFKY3DKWTGIE5,AW3TFVIMBJKGI,OK,35.0
U08,RRK,BI67INI,BMOZWOD463WBT,AHIYUFZQPDCPM,REVIEW,33.0
U08,Y6X,4POZFF5,BK6NDZSMLI6HK,ATFVTAXKAZXE4,REVIEW,28.0
U08,GRY,ZTRQI6L,BP5R2RI4WUVWM,ADDB6ZWDOMXOE,OK,29.0
U08,THO,Y4D4LJQ,BORQYTLQC2NPK,AERBPDCCPW77C,REVIEW,31.0
U08,YDT,KOO7SRJ,BXA53S3Z4SDCU,AII3WD5WLBLU3,REVIEW,437.0
U08,DJ2,3ITXRKY,B7JW74IOSIOQY,AA7FGCLL23DVN,OK,33.0
U08,2PM,DC2RWJU,BT42ZX5VNNSO7,AX7XO7UGTFIGP,REVIEW,32.0
U08,FHR,IBINDAD,BFNFQ2GPJQ4LC,A76Q7LX4WUKKE,REVIEW,29.0
U08,VJT,MT743TB,BZRB6R4IGTJSP,ARZZBREBERPRY,OK,39063.0
U08,AJB,W6FMDZM,BAVEVLGWVDEPM,A7XDLJAK7NJZC,REVIEW,29.0
U08,3PY,RPWN5C5,B6A3XS7TY3W3B,AY6JUDDPPP2EW,REVIEW,42.0
U08,CQV,YGHXL46,BEBA3YV5ZZP73,AA2N5FHPNGJ3K,OK,29.0
U08,Y66,JIBQYBG,BFKEL2Z4YMOMX,A4YWXSDKQ3DQY,OK,29.0
U08,HL4,CGVLSMV,B677IFQF3YHKZ,AWW3II3CEKA6J,OK,39060.0
U08,GUW,WWWY2DC,BBWMZJGUL4PJ6,AP3LN4JYFVNKO,OK,229.0
U08,262,OUODQRF,BPM4TZ6J2O5FB,AB6SBMKYFYBVQ,REVIEW,31.0
U08,WTI,NNALC7B,B53N655FVZC5Q,ACA33452DZT2N,OK,58.0
U08,KZA,7JSCGXL,BIPGCYM4CNRP4,A6AF6P7VNJFLM,REVIEW,31.0
U08,DTR,Y5ELVUT,BQE4HSE2NC57M,ADJ7ONGS3ZR2K,OK,29.0
U08,LYB,OJTGIOU,BWD3IAANK34S2,AAVKYFWM5XOL7,OK,29.0
U08,C6R,DWVDG2C,BENZHQB2FCRDG,AUJQKQQ53CCCA,REVIEW,39062.0
U08,U3J,2QCTLIH,BFHX6IJDVKROO,AQ5SIIY42HRRD,OK,39066.0
U08,I5S,W2YNDP7,BO2ODXVGJKUAG,A43NZVNNOVWJU,REVIEW,33.0
U08,GDF,5WMNEAH,BPMJOAOGDJMBM,A3DXGJIRZGUQZ,REVIEW,33.0
U08,WBR,4PVOPYF,BWL3VPUUCRTWO,ALPJRHUJFPNNM,REVIEW,60.0
U08,34Z,FGGJKKA,BW6ZUWKG4IUX7,A7BNEAR3NKOYX,REVIEW,55.0
U08,NPE,LFAJ5CH,BHMSRZNQIBGJE,AR6IWS372Q5D3,REVIEW,29.0
U08,5BQ,QE2LOC6,BUCQXV4HS752J,ABZNAJS5PA3R6,OK,31.0
U08,TOS,ZQZFAXA,BS6WL6ALVBDHQ,AXL7KW7STTJOT,REVIEW,32.0
U09,SGY,FBVOBQP,BXJULDD5OHZA2,A77O2XD3FPYGR,REVIEW,28.0
U09,7IM,6YHYN55,BNLPVYX4IDSQJ,A4FW7LL2NPHLB,OK,30.0
U09,4YE,5LMUGRF,BUOE4SGHEUCYQ,AUUMTJOKD3OV7,REVIEW,32.0
U09,LFB,NKDHIXQ,B5SK5O7J4PYHJ,A2EPNEXOXH464,REVIEW,34.0
U09,I7G,BMPB2XY,B6K6U2YX2CO3Q,A77E2OHIJB2BX,REVIEW,135.0
U09,3YY,FRDPUIE,BXJLR5AYVDUXK,AMK6WHOHUDEBG,OK,30.0
U09,OTJ,ZXVP6T5,BPH3JFEN7G5IV,A7ALS4PYX2OK5,REVIEW,30.0
U09,ECG,MHQFGBR,BYRZNVJTT7Q4K,AJBNWPGZDC3FY,REVIEW,33.0
U09,47C,7X2XACM,BLQPHX42RUGHI,AD6IVDFUEGUIL,REVIEW,30.0
U09,X2N,2DI2LWN,BBFTZXVUIHVO5,ACRGKWJQJR2NJ,REVIEW,36.0
U09,Z7P,K66ZJGG,B6X3UQ7AGU725,AHC3X4HWT46QQ,REVIEW,224.0
U09,FW4,5YEJLSE,BIPHIY47AIP3T,A5SLBZ3V7GI46,OK,32.0
U09,FWY,P5O5Z6G,BV3XLKQ2CNITE,A6YGL6IITTIIW,OK,31.0
U09,AWO,4BENT4Q,B65PN5TTQSTUJ,AIDOKTHSKXJBX,REVIEW,29.0
U09,LLP,IDW57WS,BMMC4ZGTXF6IB,AIK7QQ7CU7SOH,REVIEW,35.0
U09,ST4,LLONI4G,BTVS74AACYN2W,APVZ7LDE5UFJD,REVIEW,32.0
U09,EJY,ZZGWZTL,BWNG3V4F3PUZ6,ADPORSXGRVTOF,REVIEW,1032.0
U09,FMJ,YD6YAK5,B2WE63QIKBSLC,ABI536G2457PM,REVIEW,1049.0
U09,KFA,JIYEUL4,BPQJZDGBETDDP,A4QCJXERNU67P,OK,33.0
U09,7PE,CWQUXLG,BIM5EJWKUV54N,AH7SF4VE235RK,OK,30.0
U09,OXI,W4Q75LZ,B4I27B2LQQ4YV,AOQ3ADBNPFLBR,OK,29.0
U09,TNW,PTDHNTF,BUL2I4PXEDZHI,ASQBRFODU6Y54,OK,28.0
U09,EZT,PTVZI3L,BLGWTWOQTAPLH,AIWXH5TUX766O,OK,30.0
U09,6FY,TZFCGMR,BYSNZWZGUKMLY,AOQNHNBO4DXBZ,OK,33.0
U09,BDW,ER46WAD,BX44L6ZACLHQX,A6YRHAJQNMXTR,REVIEW,127.0
U09,LOF,PJPA6MB,BLB7GSIJHOSJ6,A4LXX6KKUTRVV,REVIEW,42.0
U09,HRR,POZ4QTH,BOCANGAXC4AEW,AFALDGZU6AESS,REVIEW,42.0
U09,N7Q,4AMZJAE,BWSRMZIMR3QHC,AVOMBDVRUSGPF,REVIEW,39064.0
U09,AKX,32TBDSY,BZOEHB3DUQYEZ,AH7ZBNDH5JHUD,OK,40.0
U09,RYC,XXFSCZR,BJSTQM34W4FDD,A52NNOZRFKNH7,OK,30.0
U09,DAV,P5VXQQF,BCAVXMB242LL5,ABL7VWKPON7PW,OK,33.0
U09,O6B,A4SKBNM,BSYVEB2VX22T2,A6PNYA54JPSTL,REVIEW,39060.0
U09,XVA,445JTFS,BQ4WBPLVIX2RC,ACCYVRZDDUUY7,OK,39063.0
U09,G6E,3NCETTS,BKHSCY2GQPUYV,A32KBTV3UJ72H,REVIEW,39061.0
U09,KMJ,J53VOP3,BTZZFH5633OOC,A5TPY4MZYCAYH,OK,37.0
U09,EB3,NYIMXWZ,BSAQO642G4TYT,AZ7CJ2C3RO5XW,REVIEW,32.0
U09,OGY,I4V7DIK,BN65OXP42JLXD,AR4M4V2WND4QH,OK,39060.0
U09,UKY,TDT2GCD,BLTL5CIADHZVK,AOP26VVDVSNEY,OK,858.0
U09,FXF,MHILFSZ,BMAVZZ2ZFWEH6,A2N6X6QAHPTHZ,OK,39063.0
U09,HSH,JZO2D7H,BC6YYOBVBUWK6,AGRTNAIJ7BN4V,OK,39064.0
U09,OYU,OPFIZQG,BFO4DHNMF4EJS,APROJHD2I3NEM,OK,79.0
U09,4EA,JVKGT3B,BLHBDOGWHDL4O,ASBCUJ4HCTKPN,OK,72.0
U09,6WW,5KX7DGC,BUXTFJULCFIB3,A3POYJJCECWFY,REVIEW,30.0
U09,QCT,MAKOF2V,BFPNDGJFDJMSN,AY5USSTIQEWLR,OK,28.0
U09,HC2,YKMU2T3,BFQYGBT33GSPF,A3GPTZX36AS3A,REVIEW,33.0
U09,4G4,AFWR5CE,BGF23WY6EER7U,AA7VLYDCYNRLY,REVIEW,31.0
U09,43U,52RVR46,B2V6XHAYAEO7K,A2VGST2ITTPQW,REVIEW,33.0
U09,5OP,7XCJHH3,BNMZOIZN52XMB,ALQ3FYIMHZNYO,OK,34.0
U09,EMF,E75SBHT,BQA6CAMZN5CNO,AGWFDQHF26GZB,OK,35.0
U10,6WY,3ZHIHI6,BYTUQU4MSDJOG,AU5NOR62VWFO7,REVIEW,32.0
U10,KCU,JON7QIE,B63ZLRT233UAO,AF3GC6E3RN2MI,OK,33.0
U10,OTR,Q76RN2W,BBUDBKL53ATYV,A3PHMJSRGKWY6,REVIEW,572.0
U10,625,DXN6V3F,BWHIR62ILGQUY,AG2PAI5ONNHDW,REVIEW,50.0
U10,PEE,4KJHCWT,BUAKG3FNAHPWG,A7WVZCH6JEFZD,REVIEW,46.0
U10,67B,IBSZLAA,BV5LMPZY47MEE,AXXAVZZE45LWN,REVIEW,48.0
U10,OHM,3PBFJQW,BKREDNMQEWAKR,AL3LAKIAZGDUK,REVIEW,33.0
U10,4CT,3MHRYGC,BCIUVEXZZBBXC,AVOUVSP4KT2CD,REVIEW,28.0
U10,H44,YX54JR3,BJG6GN2IJI7ER,ATZCW4OO6RQTH,REVIEW,32.0
U10,YG4,MCTWZ25,BL7ALBRQKKAXZ,AFQJK2WST4VBJ,OK,623.0
U10,FKH,OEBMTYF,B5Q7XOTD7YGUZ,AZGALHU5ZNYE5,REVIEW,44.0
U10,M3Y,IU5TXV2,BCSXVVAGMDNVP,AJ3WIWSKOASPP,OK,39066.0
U10,GJK,2FPMTE5,B4DFRO6Z7TR2M,AEADW3GDWT3KL,OK,30.0
U10,VIC,BQ5JVIK,BSXV74IM7PXQR,AYVPYYL3IB4B6,REVIEW,27.0
U10,UEA,QL5RQ4U,BVVL2YDXMVQBF,AIICRY3H5SBX5,OK,49.0
U10,CF6,IGIZBO3,BVQV4T42TLPIX,AF4AXGB2DEYUK,REVIEW,39062.0
U10,3K6,HUBKYTZ,BM7K75TAKIQKV,A62QSAT354XKZ,REVIEW,30.0
U10,QBT,2CL7GUL,BXZJNU4B2AT3S,AGT7EQYTEC4D7,REVIEW,28.0
U10,ILC,MUCV2GH,BDTZAI2AH4YNR,ALQCBFNB4ULVC,REVIEW,39063.0
U10,46U,NQTZ6CW,BXOGDHZPWGXW3,ALH532SY35YN5,OK,39066.0
U10,ENK,B2PYMX7,BKOBGB4ALU6YJ,AG4WXCRG4NR5K,REVIEW,101.0
U10,3UA,4WUWPAM,BGN3JAJ3CJCA3,AOZ66V2KVEJ5V,OK,43.0
U10,KMU,F6BDPHL,BMJO3QP2BYMC4,A7GYZIJNWC7ZV,OK,106.0
U10,FRR,YT6XJY6,BCMDGT67C34N4,A6N4RITBSIAGE,OK,26.0
U10,6ZI,6D3Q5GL,BQN6UNL4JH4DA,AFTFC4PX5FTIH,OK,32.0
U10,TJF,MX4HNIF,BPZNK6GVPPUBY,ADTLYGHI6VXEE,REVIEW,32.0
U10,LWU,HZR2FE5,BMHJZRAU6KUSE,AJIESPR47BRGR,OK,29.0
U10,BEN,XZCOAMH,BMBDAL2WZVGZ2,AUNKPFJPGCCQE,OK,39064.0
U10,GMZ,7ZRNZF7,BW76RPCCKOJMZ,ADIHBH4XHIDRQ,OK,39060.0
U10,TVJ,JIFZE3A,B2DE4BAG5NB4M,AQMYFHLTQTSMY,OK,40.0
U10,NSM,LHX7J25,BOCP6QNHBQV4N,AXO3DBLKFJ26U,REVIEW,34.0
U10,36J,O6ZAMTA,BBCHWDZWKPOQA,AM43JINI46GIJ,REVIEW,39060.0
U10,WHG,YPI7Y23,BZVI5JJG3AHUB,A6LZXAOW4OTES,OK,39065.0
U10,L2G,7ZAGPT6,B7YVFHOTLH2UL,AGYY5UKSJMADP,OK,1107.0
U10,M3G,S5YAOVF,BVQXQRWDYKELF,AR76R35XJYARU,REVIEW,39060.0
U10,JYX,EBQNBOI,BNFEBIDNMTBPK,ABSYML55A7WVC,REVIEW,39061.0
U10,2HA,3OCX3IA,BVOU3QHPSFS65,ALPNMUDRPEDVW,REVIEW,39060.0
U10,NXL,OC3SQBX,BGPRWSLHL2HEY,AXJLOLWJVE6SC,OK,43.0
U10,KPB,K3HMZ6E,BPHB6VXETB4QU,AKJEJSBTPDQHG,REVIEW,39066.0
U10,27A,N3TMAT6,BOIWJ6PQEDX2X,AFOIDQAWQERQR,REVIEW,39066.0
U10,T4V,R2UD4WY,BRV3JXQPCVO2K,A5PEY4XBYZFTC,REVIEW,39064.0
U10,3DC,YSCYCT7,BJZWVEYCE6NZE,ARQPBNBOZ7NBL,OK,39061.0
U10,6HC,CLGPQ6A,BCAIZTLAJJYNP,AVWYX24KBVLAD,REVIEW,44.0
U10,QJO,NBSEBCF,BQIRCG5FUZZAK,ADESXAGA5IZYL,REVIEW,49.0
U10,UNB,RBL6EFV,BAV7J446XS566,AJXARDZHBPKFV,OK,46.0
U10,LNC,B3C7KIK,BDATVUTG5YDJC,AJOQXAFDWVNLP,REVIEW,46.0
U10,GPP,46B5L7N,BIKFHJBO45L3O,AIUCJC47IXPYX,OK,40.0
U10,JZD,N5NYZN4,BH2QEJVWM22GJ,AS472UMZ7G7NY,OK,34.0
U10,X4K,IEOU4DS,BXSGTAK644MNL,AFQKEQX4AVB3V,REVIEW,40.0
