item_id,constraint_id,value
9,46,8.9976341402
10,46,3.0676785285
11,46,0.8296173928
12,46,1.444317411
13,46,0.3996255643
14,46,1.7658696134
15,46,1.1246818244
16,46,3.7045754158
17,46,3.5208267668
18,46,3.9797164245
19,46,0.9696917881
20,46,2.1064490588
21,46,-0.43437374
22,46,3.1697202814
23,46,0.2180412909
24,46,6.9148627943
25,46,2.3220052991
26,46,5.6443606847
27,46,0.3395637185
28,46,2.6727835665
29,46,0.2357504452
