pair_id,i_id,j_id,row_gap_i_before_j,row_gap_j_before_i,col_gap_i_before_j,col_gap_j_before_i
631,15,47,7.0,7.0,12.0,13.0
632,16,17,5.0,5.0,13.0,12.0
633,16,18,5.0,5.0,13.0,12.0
634,16,19,5.0,5.0,13.0,12.0
635,16,20,5.0,7.0,13.0,12.0
636,16,21,5.0,7.0,13.0,11.0
637,16,22,5.0,6.0,13.0,11.0
638,16,23,5.0,6.0,13.0,12.0
639,16,24,5.0,6.0,13.0,11.0
640,16,25,5.0,5.0,13.0,11.0
641,16,26,5.0,9.0,13.0,13.0
642,16,27,5.0,4.0,13.0,9.0
643,16,28,5.0,6.0,13.0,11.0
644,16,29,5.0,5.0,13.0,10.0
645,16,30,5.0,5.0,13.0,10.0
646,16,31,5.0,5.0,13.0,12.0
647,16,32,5.0,7.0,13.0,12.0
648,16,33,5.0,6.0,13.0,11.0
649,16,34,5.0,5.0,13.0,10.0
650,16,35,5.0,7.0,13.0,12.0
651,16,36,5.0,7.0,13.0,11.0
652,16,37,5.0,5.0,13.0,11.0
653,16,38,5.0,5.0,13.0,12.0
654,16,39,5.0,6.0,13.0,11.0
655,16,40,5.0,7.0,13.0,12.0
656,16,41,5.0,7.0,13.0,11.0
657,16,42,5.0,6.0,13.0,11.0
658,16,43,5.0,6.0,13.0,12.0
659,16,44,5.0,8.0,13.0,12.0
660,16,45,5.0,5.0,13.0,11.0
661,16,46,5.0,5.0,13.0,10.0
662,16,47,5.0,7.0,13.0,13.0
663,17,18,5.0,5.0,12.0,12.0
664,17,19,5.0,5.0,12.0,12.0
665,17,20,5.0,7.0,12.0,12.0
666,17,21,5.0,7.0,12.0,11.0
667,17,22,5.0,6.0,12.0,11.0
668,17,23,5.0,6.0,12.0,12.0
669,17,24,5.0,6.0,12.0,11.0
670,17,25,5.0,5.0,12.0,11.0
671,17,26,5.0,9.0,12.0,13.0
672,17,27,5.0,4.0,12.0,9.0
673,17,28,5.0,6.0,12.0,11.0
674,17,29,5.0,5.0,12.0,10.0
675,17,30,5.0,5.0,12.0,10.0
676,17,31,5.0,5.0,12.0,12.0
677,17,32,5.0,7.0,12.0,12.0
678,17,33,5.0,6.0,12.0,11.0
679,17,34,5.0,5.0,12.0,10.0
680,17,35,5.0,7.0,12.0,12.0
681,17,36,5.0,7.0,12.0,11.0
682,17,37,5.0,5.0,12.0,11.0
683,17,38,5.0,5.0,12.0,12.0
684,17,39,5.0,6.0,12.0,11.0
685,17,40,5.0,7.0,12.0,12.0
686,17,41,5.0,7.0,12.0,11.0
687,17,42,5.0,6.0,12.0,11.0
688,17,43,5.0,6.0,12.0,12.0
689,17,44,5.0,8.0,12.0,12.0
690,17,45,5.0,5.0,12.0,11.0
691,17,46,5.0,5.0,12.0,10.0
692,17,47,5.0,7.0,12.0,13.0
693,18,19,5.0,5.0,12.0,12.0
694,18,20,5.0,7.0,12.0,12.0
695,18,21,5.0,7.0,12.0,11.0
696,18,22,5.0,6.0,12.0,11.0
697,18,23,5.0,6.0,12.0,12.0
698,18,24,5.0,6.0,12.0,11.0
699,18,25,5.0,5.0,12.0,11.0
700,18,26,5.0,9.0,12.0,13.0
701,18,27,5.0,4.0,12.0,9.0
702,18,28,5.0,6.0,12.0,11.0
703,18,29,5.0,5.0,12.0,10.0
704,18,30,5.0,5.0,12.0,10.0
705,18,31,5.0,5.0,12.0,12.0
706,18,32,5.0,7.0,12.0,12.0
707,18,33,5.0,6.0,12.0,11.0
708,18,34,5.0,5.0,12.0,10.0
709,18,35,5.0,7.0,12.0,12.0
710,18,36,5.0,7.0,12.0,11.0
711,18,37,5.0,5.0,12.0,11.0
712,18,38,5.0,5.0,12.0,12.0
713,18,39,5.0,6.0,12.0,11.0
714,18,40,5.0,7.0,12.0,12.0
715,18,41,5.0,7.0,12.0,11.0
716,18,42,5.0,6.0,12.0,11.0
717,18,43,5.0,6.0,12.0,12.0
718,18,44,5.0,8.0,12.0,12.0
719,18,45,5.0,5.0,12.0,11.0
720,18,46,5.0,5.0,12.0,10.0
721,18,47,5.0,7.0,12.0,13.0
722,19,20,5.0,7.0,12.0,12.0
723,19,21,5.0,7.0,12.0,11.0
724,19,22,5.0,6.0,12.0,11.0
725,19,23,5.0,6.0,12.0,12.0
726,19,24,5.0,6.0,12.0,11.0
727,19,25,5.0,5.0,12.0,11.0
728,19,26,5.0,9.0,12.0,13.0
729,19,27,5.0,4.0,12.0,9.0
730,19,28,5.0,6.0,12.0,11.0
731,19,29,5.0,5.0,12.0,10.0
732,19,30,5.0,5.0,12.0,10.0
733,19,31,5.0,5.0,12.0,12.0
734,19,32,5.0,7.0,12.0,12.0
735,19,33,5.0,6.0,12.0,11.0
736,19,34,5.0,5.0,12.0,10.0
737,19,35,5.0,7.0,12.0,12.0
738,19,36,5.0,7.0,12.0,11.0
739,19,37,5.0,5.0,12.0,11.0
740,19,38,5.0,5.0,12.0,12.0
741,19,39,5.0,6.0,12.0,11.0
742,19,40,5.0,7.0,12.0,12.0
743,19,41,5.0,7.0,12.0,11.0
744,19,42,5.0,6.0,12.0,11.0
745,19,43,5.0,6.0,12.0,12.0
746,19,44,5.0,8.0,12.0,12.0
747,19,45,5.0,5.0,12.0,11.0
748,19,46,5.0,5.0,12.0,10.0
749,19,47,5.0,7.0,12.0,13.0
750,20,21,7.0,7.0,12.0,11.0
751,20,22,7.0,6.0,12.0,11.0
752,20,23,7.0,6.0,12.0,12.0
753,20,24,7.0,6.0,12.0,11.0
754,20,25,7.0,5.0,12.0,11.0
755,20,26,7.0,9.0,12.0,13.0
756,20,27,7.0,4.0,12.0,9.0
757,20,28,7.0,6.0,12.0,11.0
758,20,29,7.0,5.0,12.0,10.0
759,20,30,7.0,5.0,12.0,10.0
760,20,31,7.0,5.0,12.0,12.0
761,20,32,7.0,7.0,12.0,12.0
762,20,33,7.0,6.0,12.0,11.0
763,20,34,7.0,5.0,12.0,10.0
764,20,35,7.0,7.0,12.0,12.0
765,20,36,7.0,7.0,12.0,11.0
766,20,37,7.0,5.0,12.0,11.0
767,20,38,7.0,5.0,12.0,12.0
768,20,39,7.0,6.0,12.0,11.0
769,20,40,7.0,7.0,12.0,12.0
770,20,41,7.0,7.0,12.0,11.0
771,20,42,7.0,6.0,12.0,11.0
772,20,43,7.0,6.0,12.0,12.0
773,20,44,7.0,8.0,12.0,12.0
774,20,45,7.0,5.0,12.0,11.0
775,20,46,7.0,5.0,12.0,10.0
776,20,47,7.0,7.0,12.0,13.0
777,21,22,7.0,6.0,11.0,11.0
778,21,23,7.0,6.0,11.0,12.0
779,21,24,7.0,6.0,11.0,11.0
780,21,25,7.0,5.0,11.0,11.0
781,21,26,7.0,9.0,11.0,13.0
782,21,27,7.0,4.0,11.0,9.0
783,21,28,7.0,6.0,11.0,11.0
784,21,29,7.0,5.0,11.0,10.0
785,21,30,7.0,5.0,11.0,10.0
786,21,31,7.0,5.0,11.0,12.0
787,21,32,7.0,7.0,11.0,12.0
788,21,33,7.0,6.0,11.0,11.0
789,21,34,7.0,5.0,11.0,10.0
790,21,35,7.0,7.0,11.0,12.0
791,21,36,7.0,7.0,11.0,11.0
792,21,37,7.0,5.0,11.0,11.0
793,21,38,7.0,5.0,11.0,12.0
794,21,39,7.0,6.0,11.0,11.0
795,21,40,7.0,7.0,11.0,12.0
796,21,41,7.0,7.0,11.0,11.0
797,21,42,7.0,6.0,11.0,11.0
798,21,43,7.0,6.0,11.0,12.0
799,21,44,7.0,8.0,11.0,12.0
800,21,45,7.0,5.0,11.0,11.0
801,21,46,7.0,5.0,11.0,10.0
802,21,47,7.0,7.0,11.0,13.0
803,22,23,6.0,6.0,11.0,12.0
804,22,24,6.0,6.0,11.0,11.0
805,22,25,6.0,5.0,11.0,11.0
806,22,26,6.0,9.0,11.0,13.0
807,22,27,6.0,4.0,11.0,9.0
808,22,28,6.0,6.0,11.0,11.0
809,22,29,6.0,5.0,11.0,10.0
810,22,30,6.0,5.0,11.0,10.0
811,22,31,6.0,5.0,11.0,12.0
812,22,32,6.0,7.0,11.0,12.0
813,22,33,6.0,6.0,11.0,11.0
814,22,34,6.0,5.0,11.0,10.0
815,22,35,6.0,7.0,11.0,12.0
816,22,36,6.0,7.0,11.0,11.0
817,22,37,6.0,5.0,11.0,11.0
818,22,38,6.0,5.0,11.0,12.0
819,22,39,6.0,6.0,11.0,11.0
820,22,40,6.0,7.0,11.0,12.0
821,22,41,6.0,7.0,11.0,11.0
822,22,42,6.0,6.0,11.0,11.0
823,22,43,6.0,6.0,11.0,12.0
824,22,44,6.0,8.0,11.0,12.0
825,22,45,6.0,5.0,11.0,11.0
826,22,46,6.0,5.0,11.0,10.0
827,22,47,6.0,7.0,11.0,13.0
828,23,24,6.0,6.0,12.0,11.0
829,23,25,6.0,5.0,12.0,11.0
830,23,26,6.0,9.0,12.0,13.0
831,23,27,6.0,4.0,12.0,9.0
832,23,28,6.0,6.0,12.0,11.0
833,23,29,6.0,5.0,12.0,10.0
834,23,30,6.0,5.0,12.0,10.0
835,23,31,6.0,5.0,12.0,12.0
836,23,32,6.0,7.0,12.0,12.0
837,23,33,6.0,6.0,12.0,11.0
838,23,34,6.0,5.0,12.0,10.0
839,23,35,6.0,7.0,12.0,12.0
840,23,36,6.0,7.0,12.0,11.0
841,23,37,6.0,5.0,12.0,11.0
842,23,38,6.0,5.0,12.0,12.0
843,23,39,6.0,6.0,12.0,11.0
844,23,40,6.0,7.0,12.0,12.0
845,23,41,6.0,7.0,12.0,11.0
846,23,42,6.0,6.0,12.0,11.0
847,23,43,6.0,6.0,12.0,12.0
848,23,44,6.0,8.0,12.0,12.0
849,23,45,6.0,5.0,12.0,11.0
850,23,46,6.0,5.0,12.0,10.0
851,23,47,6.0,7.0,12.0,13.0
852,24,25,6.0,5.0,11.0,11.0
853,24,26,6.0,9.0,11.0,13.0
854,24,27,6.0,4.0,11.0,9.0
855,24,28,6.0,6.0,11.0,11.0
856,24,29,6.0,5.0,11.0,10.0
857,24,30,6.0,5.0,11.0,10.0
858,24,31,6.0,5.0,11.0,12.0
859,24,32,6.0,7.0,11.0,12.0
860,24,33,6.0,6.0,11.0,11.0
861,24,34,6.0,5.0,11.0,10.0
862,24,35,6.0,7.0,11.0,12.0
863,24,36,6.0,7.0,11.0,11.0
864,24,37,6.0,5.0,11.0,11.0
865,24,38,6.0,5.0,11.0,12.0
866,24,39,6.0,6.0,11.0,11.0
867,24,40,6.0,7.0,11.0,12.0
868,24,41,6.0,7.0,11.0,11.0
869,24,42,6.0,6.0,11.0,11.0
870,24,43,6.0,6.0,11.0,12.0
871,24,44,6.0,8.0,11.0,12.0
872,24,45,6.0,5.0,11.0,11.0
873,24,46,6.0,5.0,11.0,10.0
874,24,47,6.0,7.0,11.0,13.0
875,25,26,5.0,9.0,11.0,13.0
876,25,27,5.0,4.0,11.0,9.0
877,25,28,5.0,6.0,11.0,11.0
878,25,29,5.0,5.0,11.0,10.0
879,25,30,5.0,5.0,11.0,10.0
880,25,31,5.0,5.0,11.0,12.0
881,25,32,5.0,7.0,11.0,12.0
882,25,33,5.0,6.0,11.0,11.0
883,25,34,5.0,5.0,11.0,10.0
884,25,35,5.0,7.0,11.0,12.0
885,25,36,5.0,7.0,11.0,11.0
886,25,37,5.0,5.0,11.0,11.0
887,25,38,5.0,5.0,11.0,12.0
888,25,39,5.0,6.0,11.0,11.0
889,25,40,5.0,7.0,11.0,12.0
890,25,41,5.0,7.0,11.0,11.0
891,25,42,5.0,6.0,11.0,11.0
892,25,43,5.0,6.0,11.0,12.0
893,25,44,5.0,8.0,11.0,12.0
894,25,45,5.0,5.0,11.0,11.0
895,25,46,5.0,5.0,11.0,10.0
896,25,47,5.0,7.0,11.0,13.0
897,26,27,9.0,4.0,13.0,9.0
898,26,28,9.0,6.0,13.0,11.0
899,26,29,9.0,5.0,13.0,10.0
900,26,30,9.0,5.0,13.0,10.0
901,26,31,9.0,5.0,13.0,12.0
902,26,32,9.0,7.0,13.0,12.0
903,26,33,9.0,6.0,13.0,11.0
904,26,34,9.0,5.0,13.0,10.0
905,26,35,9.0,7.0,13.0,12.0
906,26,36,9.0,7.0,13.0,11.0
907,26,37,9.0,5.0,13.0,11.0
908,26,38,9.0,5.0,13.0,12.0
909,26,39,9.0,6.0,13.0,11.0
910,26,40,9.0,7.0,13.0,12.0
911,26,41,9.0,7.0,13.0,11.0
912,26,42,9.0,6.0,13.0,11.0
913,26,43,9.0,6.0,13.0,12.0
914,26,44,9.0,8.0,13.0,12.0
915,26,45,9.0,5.0,13.0,11.0
916,26,46,9.0,5.0,13.0,10.0
917,26,47,9.0,7.0,13.0,13.0
918,27,28,4.0,6.0,9.0,11.0
919,27,29,4.0,5.0,9.0,10.0
920,27,30,4.0,5.0,9.0,10.0
921,27,31,4.0,5.0,9.0,12.0
922,27,32,4.0,7.0,9.0,12.0
923,27,33,4.0,6.0,9.0,11.0
924,27,34,4.0,5.0,9.0,10.0
925,27,35,4.0,7.0,9.0,12.0
926,27,36,4.0,7.0,9.0,11.0
927,27,37,4.0,5.0,9.0,11.0
928,27,38,4.0,5.0,9.0,12.0
929,27,39,4.0,6.0,9.0,11.0
930,27,40,4.0,7.0,9.0,12.0
931,27,41,4.0,7.0,9.0,11.0
932,27,42,4.0,6.0,9.0,11.0
933,27,43,4.0,6.0,9.0,12.0
934,27,44,4.0,8.0,9.0,12.0
935,27,45,4.0,5.0,9.0,11.0
936,27,46,4.0,5.0,9.0,10.0
937,27,47,4.0,7.0,9.0,13.0
938,28,29,6.0,5.0,11.0,10.0
939,28,30,6.0,5.0,11.0,10.0
940,28,31,6.0,5.0,11.0,12.0
941,28,32,6.0,7.0,11.0,12.0
942,28,33,6.0,6.0,11.0,11.0
943,28,34,6.0,5.0,11.0,10.0
944,28,35,6.0,7.0,11.0,12.0
945,28,36,6.0,7.0,11.0,11.0
946,28,37,6.0,5.0,11.0,11.0
947,28,38,6.0,5.0,11.0,12.0
948,28,39,6.0,6.0,11.0,11.0
949,28,40,6.0,7.0,11.0,12.0
950,28,41,6.0,7.0,11.0,11.0
951,28,42,6.0,6.0,11.0,11.0
952,28,43,6.0,6.0,11.0,12.0
953,28,44,6.0,8.0,11.0,12.0
954,28,45,6.0,5.0,11.0,11.0
955,28,46,6.0,5.0,11.0,10.0
956,28,47,6.0,7.0,11.0,13.0
957,29,30,5.0,5.0,10.0,10.0
958,29,31,5.0,5.0,10.0,12.0
959,29,32,5.0,7.0,10.0,12.0
960,29,33,5.0,6.0,10.0,11.0
961,29,34,5.0,5.0,10.0,10.0
962,29,35,5.0,7.0,10.0,12.0
963,29,36,5.0,7.0,10.0,11.0
964,29,37,5.0,5.0,10.0,11.0
965,29,38,5.0,5.0,10.0,12.0
966,29,39,5.0,6.0,10.0,11.0
967,29,40,5.0,7.0,10.0,12.0
968,29,41,5.0,7.0,10.0,11.0
969,29,42,5.0,6.0,10.0,11.0
970,29,43,5.0,6.0,10.0,12.0
971,29,44,5.0,8.0,10.0,12.0
972,29,45,5.0,5.0,10.0,11.0
973,29,46,5.0,5.0,10.0,10.0
974,29,47,5.0,7.0,10.0,13.0
975,30,31,5.0,5.0,10.0,12.0
976,30,32,5.0,7.0,10.0,12.0
977,30,33,5.0,6.0,10.0,11.0
978,30,34,5.0,5.0,10.0,10.0
979,30,35,5.0,7.0,10.0,12.0
980,30,36,5.0,7.0,10.0,11.0
981,30,37,5.0,5.0,10.0,11.0
982,30,38,5.0,5.0,10.0,12.0
983,30,39,5.0,6.0,10.0,11.0
984,30,40,5.0,7.0,10.0,12.0
985,30,41,5.0,7.0,10.0,11.0
986,30,42,5.0,6.0,10.0,11.0
987,30,43,5.0,6.0,10.0,12.0
988,30,44,5.0,8.0,10.0,12.0
989,30,45,5.0,5.0,10.0,11.0
990,30,46,5.0,5.0,10.0,10.0
991,30,47,5.0,7.0,10.0,13.0
992,31,32,5.0,7.0,12.0,12.0
993,31,33,5.0,6.0,12.0,11.0
994,31,34,5.0,5.0,12.0,10.0
995,31,35,5.0,7.0,12.0,12.0
996,31,36,5.0,7.0,12.0,11.0
997,31,37,5.0,5.0,12.0,11.0
998,31,38,5.0,5.0,12.0,12.0
999,31,39,5.0,6.0,12.0,11.0
1000,31,40,5.0,7.0,12.0,12.0
1001,31,41,5.0,7.0,12.0,11.0
1002,31,42,5.0,6.0,12.0,11.0
1003,31,43,5.0,6.0,12.0,12.0
1004,31,44,5.0,8.0,12.0,12.0
1005,31,45,5.0,5.0,12.0,11.0
1006,31,46,5.0,5.0,12.0,10.0
1007,31,47,5.0,7.0,12.0,13.0
1008,32,33,7.0,6.0,12.0,11.0
1009,32,34,7.0,5.0,12.0,10.0
1010,32,35,7.0,7.0,12.0,12.0
1011,32,36,7.0,7.0,12.0,11.0
1012,32,37,7.0,5.0,12.0,11.0
1013,32,38,7.0,5.0,12.0,12.0
1014,32,39,7.0,6.0,12.0,11.0
1015,32,40,7.0,7.0,12.0,12.0
1016,32,41,7.0,7.0,12.0,11.0
1017,32,42,7.0,6.0,12.0,11.0
1018,32,43,7.0,6.0,12.0,12.0
1019,32,44,7.0,8.0,12.0,12.0
1020,32,45,7.0,5.0,12.0,11.0
1021,32,46,7.0,5.0,12.0,10.0
1022,32,47,7.0,7.0,12.0,13.0
1023,33,34,6.0,5.0,11.0,10.0
1024,33,35,6.0,7.0,11.0,12.0
1025,33,36,6.0,7.0,11.0,11.0
1026,33,37,6.0,5.0,11.0,11.0
1027,33,38,6.0,5.0,11.0,12.0
1028,33,39,6.0,6.0,11.0,11.0
1029,33,40,6.0,7.0,11.0,12.0
1030,33,41,6.0,7.0,11.0,11.0
1031,33,42,6.0,6.0,11.0,11.0
1032,33,43,6.0,6.0,11.0,12.0
1033,33,44,6.0,8.0,11.0,12.0
1034,33,45,6.0,5.0,11.0,11.0
1035,33,46,6.0,5.0,11.0,10.0
1036,33,47,6.0,7.0,11.0,13.0
1037,34,35,5.0,7.0,10.0,12.0
1038,34,36,5.0,7.0,10.0,11.0
1039,34,37,5.0,5.0,10.0,11.0
1040,34,38,5.0,5.0,10.0,12.0
1041,34,39,5.0,6.0,10.0,11.0
1042,34,40,5.0,7.0,10.0,12.0
1043,34,41,5.0,7.0,10.0,11.0
1044,34,42,5.0,6.0,10.0,11.0
1045,34,43,5.0,6.0,10.0,12.0
1046,34,44,5.0,8.0,10.0,12.0
1047,34,45,5.0,5.0,10.0,11.0
1048,34,46,5.0,5.0,10.0,10.0
1049,34,47,5.0,7.0,10.0,13.0
1050,35,36,7.0,7.0,12.0,11.0
1051,35,37,7.0,5.0,12.0,11.0
1052,35,38,7.0,5.0,12.0,12.0
1053,35,39,7.0,6.0,12.0,11.0
1054,35,40,7.0,7.0,12.0,12.0
1055,35,41,7.0,7.0,12.0,11.0
1056,35,42,7.0,6.0,12.0,11.0
1057,35,43,7.0,6.0,12.0,12.0
1058,35,44,7.0,8.0,12.0,12.0
1059,35,45,7.0,5.0,12.0,11.0
1060,35,46,7.0,5.0,12.0,10.0
1061,35,47,7.0,7.0,12.0,13.0
1062,36,37,7.0,5.0,11.0,11.0
1063,36,38,7.0,5.0,11.0,12.0
1064,36,39,7.0,6.0,11.0,11.0
1065,36,40,7.0,7.0,11.0,12.0
1066,36,41,7.0,7.0,11.0,11.0
1067,36,42,7.0,6.0,11.0,11.0
1068,36,43,7.0,6.0,11.0,12.0
1069,36,44,7.0,8.0,11.0,12.0
1070,36,45,7.0,5.0,11.0,11.0
1071,36,46,7.0,5.0,11.0,10.0
1072,36,47,7.0,7.0,11.0,13.0
1073,37,38,5.0,5.0,11.0,12.0
1074,37,39,5.0,6.0,11.0,11.0
1075,37,40,5.0,7.0,11.0,12.0
1076,37,41,5.0,7.0,11.0,11.0
1077,37,42,5.0,6.0,11.0,11.0
1078,37,43,5.0,6.0,11.0,12.0
1079,37,44,5.0,8.0,11.0,12.0
1080,37,45,5.0,5.0,11.0,11.0
1081,37,46,5.0,5.0,11.0,10.0
1082,37,47,5.0,7.0,11.0,13.0
1083,38,39,5.0,6.0,12.0,11.0
1084,38,40,5.0,7.0,12.0,12.0
1085,38,41,5.0,7.0,12.0,11.0
1086,38,42,5.0,6.0,12.0,11.0
1087,38,43,5.0,6.0,12.0,12.0
1088,38,44,5.0,8.0,12.0,12.0
1089,38,45,5.0,5.0,12.0,11.0
1090,38,46,5.0,5.0,12.0,10.0
1091,38,47,5.0,7.0,12.0,13.0
1092,39,40,6.0,7.0,11.0,12.0
1093,39,41,6.0,7.0,11.0,11.0
1094,39,42,6.0,6.0,11.0,11.0
1095,39,43,6.0,6.0,11.0,12.0
1096,39,44,6.0,8.0,11.0,12.0
1097,39,45,6.0,5.0,11.0,11.0
1098,39,46,6.0,5.0,11.0,10.0
1099,39,47,6.0,7.0,11.0,13.0
1100,40,41,7.0,7.0,12.0,11.0
1101,40,42,7.0,6.0,12.0,11.0
1102,40,43,7.0,6.0,12.0,12.0
1103,40,44,7.0,8.0,12.0,12.0
1104,40,45,7.0,5.0,12.0,11.0
1105,40,46,7.0,5.0,12.0,10.0
1106,40,47,7.0,7.0,12.0,13.0
1107,41,42,7.0,6.0,11.0,11.0
1108,41,43,7.0,6.0,11.0,12.0
1109,41,44,7.0,8.0,11.0,12.0
1110,41,45,7.0,5.0,11.0,11.0
1111,41,46,7.0,5.0,11.0,10.0
1112,41,47,7.0,7.0,11.0,13.0
1113,42,43,6.0,6.0,11.0,12.0
1114,42,44,6.0,8.0,11.0,12.0
1115,42,45,6.0,5.0,11.0,11.0
1116,42,46,6.0,5.0,11.0,10.0
1117,42,47,6.0,7.0,11.0,13.0
1118,43,44,6.0,8.0,12.0,12.0
1119,43,45,6.0,5.0,12.0,11.0
1120,43,46,6.0,5.0,12.0,10.0
1121,43,47,6.0,7.0,12.0,13.0
1122,44,45,8.0,5.0,12.0,11.0
1123,44,46,8.0,5.0,12.0,10.0
1124,44,47,8.0,7.0,12.0,13.0
1125,45,46,5.0,5.0,11.0,10.0
1126,45,47,5.0,7.0,11.0,13.0
1127,46,47,5.0,7.0,10.0,13.0
