segment_id,slot_id,threshold_low,threshold_high,unit_price
SEG64a554023b,TS25116cbe77,65.0,79.4,55.5115
SEG3b76dd597e,TS0c0829db4c,344.1,386.5,206.618
SEG8c7b9b34d4,TSf0f0a49e31,70.1,75.0,61.8359
SEG71e841d614,TS8bd964e3f8,255.0,258.0,221.953
SEG1ab23cb71a,TS2b7842f554,50.0,70.0,64.9502
SEGa76443a22d,TSf426558a2a,105.9,136.3,51.34
SEG55b47e5889,TSeb9415d128,88.8,113.9,55.9683
SEG15a06f945f,TScb0b285159,258.1,300.9,218.044
SEGc2726302a2,TS4aff6b5863,114.0,136.4,56.9391
SEGff2901b1cf,TSe8cf6380ac,79.5,105.8,52.4445
SEG6c76afd7ab,TS7cb9d4122f,129.1,150.4,0.393982
SEG0fe9ecf440,TSf5bb5644d6,144.8,165.4,28.3364
SEG5a771c99d1,TSda410e142f,328.1,400.0,100.467
SEG4c536fbe5b,TSf25add6f3a,301.0,344.0,212.286
SEG600de4aab0,TS26b55ccfc1,315.3,331.5,98.3015
SEG82793af949,TS42d0b628c0,156.0,156.25,157.534
SEG4f6cdb34d7,TS0afeb9f6ae,0.721,0.722,178.06
SEGa07d2e5336,TS7bda0322ac,50.0,70.0,61.4538
SEG165d7ded84,TSeb9415d128,158.3,165.7,100.75
SEG2e2be29166,TS5c28dfa9ca,65.0,79.4,142.403
SEG5261f9a36e,TS4f3da44342,75.0,88.7,59.6592
SEG51e1f003ea,TS4bbcbe666d,301.0,344.0,212.286
SEGbb5cccee21,TS55c54cd19d,100.0,155.9,190.763
SEG30f507dfe6,TS68bd1ddae5,301.0,344.0,212.286
SEG7aa4bda569,TSec107a29d2,202.0,205.0,177.555
SEGb651b2a57d,TS030306ac46,0.721,0.722,178.06
SEGcb16169429,TS443166fe6c,15.0,18.5,108.435
SEG2f2c7c5240,TS07d3a63e2b,70.1,85.3,64.8355
SEGfd626c3e0b,TS055580bf5d,65.0,79.4,55.5115
SEG52d289b116,TS3d7ccb0210,187.1,208.0,16.5371
SEG4f0c969988,TSa55de547fe,70.1,85.3,64.8355
SEG13dee00220,TS5624c05049,144.8,165.4,326.954
SEGbd2d9716b7,TSda9affbe11,0.36,0.9,171.336
SEGf77b09a5c0,TS2caf91eb09,90.0,96.9,56.6363
SEGed28df92e1,TS7c3e8eda03,167.1,187.0,17.2241
SEG04643d5664,TS21c7a3001a,205.1,240.0,174.556
SEG337c39fa56,TS7cb9d4122f,205.1,240.0,174.556
SEG974e235bec,TS872840c56f,75.0,88.7,59.6592
SEG093fcea3b0,TSc9b8f16ba0,124.1,144.7,30.0234
SEG2a2e5cf49f,TS7742df5bec,115.0,117.0,20.2143
SEG4df3ffb84b,TSf25add6f3a,156.0,156.25,171.09
SEGaaaa331057,TS6e1a677fa1,328.1,400.0,100.467
SEG030b7ea234,TSd29e70c128,79.5,105.8,52.4445
SEG3b0543a06e,TS3856554761,193.1,226.8,0.57582
SEG73bfa75d3c,TS37ff698958,167.1,187.0,17.2241
SEG1fe2c2188a,TS0e2a47f426,26.1,33.6,96.7136
SEGfe0d631833,TS73837dcaff,0.36,0.9,171.336
SEG11c02a2e28,TSc43ca385e8,165.5,208.0,310.326
SEGf3495c6a17,TS7c3e8eda03,33.7,37.5,93.9432
SEGf00ffe1bf6,TS50f763e077,105.9,136.3,130.382
SEG2c0e4a9084,TS0afeb9f6ae,100.0,155.9,190.763
SEG09f0fb1799,TSa442a672e5,65.0,79.4,55.5115
SEG5c46c08880,TScb0b285159,310.0,315.2,98.727
SEGd5a774236b,TS741a1f1b80,79.5,105.8,134.928
SEG693a983856,TS5ea5d90b6c,0.653,1.959,195.46
SEG54b39ea618,TS4bbcbe666d,115.0,124.0,373.859
SEG5625655936,TSc84e67f3cf,105.9,136.3,51.34
SEGcd2e226008,TS05928b46fe,15.0,18.5,108.435
SEG86ce063ead,TS6ef1672b5d,10.0,14.0,215.54
SEGc3cec5b914,TSe6714cbfdd,105.9,141.04,50.8469
SEG6642afcaff,TS32530bb46a,220.1,250.0,20.3456
SEGff17a2a3cd,TSd0fc980b3a,0.721,0.722,178.06
SEG6af3e685be,TSc11915e3ee,255.0,258.0,221.953
SEG6770d7cddd,TScb0b285159,158.3,165.7,100.75
SEG355a14d3d5,TS8b14b0e305,105.9,141.04,130.352
SEGb6ce69bf10,TS76d4197a5d,315.3,331.5,98.3015
SEG675389ccb0,TSf2f132c858,18.6,26.0,102.885
SEGd77d99a2a3,TSb0a72470c9,315.3,331.5,98.3015
SEG321f91c45b,TSc11915e3ee,185.0,220.0,21.3154
SEG1ed5470061,TS0c0829db4c,115.0,117.0,20.2143
SEG203cc41bc9,TSf426558a2a,15.0,18.5,108.435
SEG7e1c7d070e,TS5be34975d7,328.1,399.7,100.467
SEG70af76abc1,TS49044e168e,135.0,152.4,55.6976
SEG8d8ba97b87,TSc84e67f3cf,135.0,152.4,55.6976
SEGc92dc77920,TSf5bb5644d6,79.5,105.8,52.4445
SEGbb673ad66a,TS7cb9d4122f,114.0,130.3,54.9015
SEG1f09bf0a57,TSe9c90cedfa,129.1,150.4,0.393982
SEG7a12fa57ee,TSc43ca385e8,250.1,280.0,18.9919
SEG5c34f467a8,TS7cf3133006,258.1,300.9,218.044
SEG44ac9c37f0,TSf5bb5644d6,105.9,136.3,51.34
SEG59cf37c8de,TSf988146cfc,117.0,129.0,0.353573
SEG2305c1560a,TS84b8520c28,310.0,315.2,98.727
SEG44eca2ca80,TS443ac81312,167.1,187.0,17.2241
SEG1de5cf775d,TSa55de547fe,167.1,187.0,17.2241
SEG7a8fce01f9,TSec107a29d2,0.721,0.722,178.06
SEG4831af82a0,TS73837dcaff,165.8,189.09,100.23
SEGbc03114d9d,TSf2f132c858,155.1,158.2,101.649
SEG783466cc7a,TSf98c56f109,165.5,208.0,310.326
SEG71a4a32aa5,TS7b7bafb0fa,386.6,434.8,201.092
SEG3b6323a60e,TS25e8984bfe,202.0,205.0,177.555
SEGd7cd4aa22c,TS2f96a4be85,0.36,0.9,171.336
SEG12a9bb574b,TS6ef1672b5d,150.5,172.0,0.444492
SEG223afe3059,TS543272cc34,6.2,6.3,109.264
SEG2f5d4d1848,TSe5a8bddd9e,129.1,150.4,0.393982
SEG29f76733c3,TS26b55ccfc1,97.0,134.9,54.9607
SEG7359c46e89,TS73837dcaff,70.1,75.0,61.8359
SEG8b8dcd47a3,TSf0e592f52c,193.1,226.8,0.57582
SEGead2caa82e,TS8ea511c0a1,0.36,0.9,171.336
SEG7fd65a6e4d,TS874720f008,6.2,6.3,109.264
SEGf6d7e69402,TS5be34975d7,15.0,18.5,108.435
SEGea947f3333,TS5be34975d7,115.0,124.0,34.0239
SEGf36ebf4a2f,TS3d7ccb0210,280.1,321.4,17.9312
SEG96a0f4f969,TS4d5a110698,165.8,194.39,100.23
SEG8b7ced9f0e,TS443166fe6c,301.0,344.0,212.286
SEGb3712c60b9,TSfa3e5079a3,0.36,0.9,171.336
SEGe3b9d37fd3,TS2f96a4be85,158.3,165.7,100.75
SEGe3282a67df,TScfb121d745,158.3,165.7,100.75
SEG107b424a61,TS8ea511c0a1,155.1,158.2,101.649
SEGac4a842428,TS70c9f1cdf8,70.1,75.0,61.8359
SEG7e32a65195,TSf0e592f52c,18.6,26.0,102.885
SEG61aead4185,TS50f763e077,150.5,172.0,0.444492
SEGc78a750bb2,TS5c28dfa9ca,117.0,129.0,0.353573
SEG5b5184a94b,TSeb9415d128,328.1,399.7,100.467
SEG8b08e98df3,TS2f96a4be85,117.0,129.0,0.353573
SEGa5aab213de,TS7376d266d9,0.653,1.959,195.46
SEG329c8b7866,TSe6714cbfdd,90.0,96.9,56.6363
SEG6117f61165,TS7742df5bec,100.0,155.9,171.978
SEGaf89faa0e6,TS0c0829db4c,105.9,136.3,51.34
SEG5cec8954fa,TS25a9345498,79.5,105.8,134.928
SEG05d5cec426,TSbe35f40078,250.1,280.0,18.9919
SEG80c1e859f5,TS55c54cd19d,117.0,129.0,0.353573
SEG2c0115203b,TSa114592a6e,32.9,37.5,135.447
SEG60dc20af96,TSf98c56f109,328.1,400.0,100.467
SEGba4613a01a,TS469a3b02e2,167.1,187.0,17.2241
SEGbff1e2c874,TS8895174cf3,156.0,156.25,171.09
SEG2231b69055,TS5368b7fc42,97.0,134.9,54.9607
SEG892de34225,TS4bbcbe666d,18.6,26.0,102.885
SEG997141af4a,TS9dba1a3b01,185.0,220.0,21.3154
SEGf1c8a1440d,TS37ff698958,117.1,147.0,19.3657
SEGd15055f23c,TS2b7842f554,105.9,141.04,50.8469
SEG6e266a2e7a,TSa55de547fe,124.1,144.7,342.542
SEG9f979c0189,TS8b14b0e305,280.1,321.4,17.9312
SEGd9d24c6710,TSf426558a2a,165.8,189.09,100.23
SEG82672cb106,TS666767b301,2.1,8.4,149.385
SEGe00ef78181,TS55c54cd19d,14.1,23.4,155.573
SEG44c8e5185e,TS030306ac46,1.462,2.924,152.17
SEG4d4553063d,TS31165b053e,33.7,37.5,93.9432
SEGf819b231d8,TS25116cbe77,124.1,144.7,342.542
SEG70da8a4f84,TSf0e592f52c,144.8,165.4,326.954
SEGdf92970d1f,TS2b7842f554,255.0,258.0,221.953
SEGb789c2494a,TS68cccee489,6.2,6.3,109.264
SEG18b1934303,TS2caf91eb09,23.5,32.8,141.012
SEG5bbed7d117,TS07d3a63e2b,205.1,240.0,174.556
SEG815ba834f5,TS4f3da44342,155.1,158.2,101.649
SEG4b6e2ab7d0,TSde0255c439,105.9,136.3,51.34
SEG17a5a2449f,TS8c634a4f2c,258.1,300.9,218.044
SEG5952939420,TS5ea5d90b6c,240.1,312.5,172.836
SEGdd3134c4b5,TS249557872b,23.5,32.8,141.012
SEGdcfa64f946,TS05928b46fe,75.1,85.5,62.0938
SEG437bc55695,TSe6714cbfdd,88.8,113.9,57.7753
SEGeab6c9096f,TSaf4f280f49,32.9,37.5,135.447
SEG9ffb261cd5,TS1f1def30c4,50.0,70.0,61.4538
SEGcd801e3bee,TSa2bddef18e,344.1,386.5,206.618
SEGfdbdf20104,TSf5bb5644d6,15.0,18.5,108.435
SEGb07d6e4d20,TS4d5a110698,117.1,147.0,19.3657
SEGdce6f12945,TS030306ac46,88.8,113.9,57.7753
SEGc70aa4a8c2,TS0afeb9f6ae,0.36,0.9,171.336
SEG3ed9b31be2,TSd5ab48622e,97.0,134.9,54.9607
SEG8c8f8ab1e1,TS7376d266d9,60.0,85.5,88.5458
SEG691bcc2af9,TS68cccee489,258.1,300.9,218.044
SEGc4de534ae9,TS98b842dd92,331.6,395.9,98.0178
SEGcf758a06f6,TS76d4197a5d,18.6,26.0,102.885
SEGce9f02969c,TSa55de547fe,147.1,167.0,18.1333
SEG7f8a457209,TS478fa29d45,26.1,33.6,96.7136
SEGd30ef0ddf2,TS443ac81312,165.8,194.39,100.23
SEGbc87d05108,TS2b7842f554,165.8,194.39,100.23
SEG2c71d61691,TScfb121d745,240.1,312.5,172.836
SEGb8c4113da0,TSa114592a6e,79.5,105.8,52.9179
SEG244e5fe197,TSe5a8bddd9e,105.9,141.04,130.352
SEG53b1525ab6,TS0ae713d1a5,155.1,158.2,101.649
SEG5b983913fa,TSe5a8bddd9e,114.0,130.3,54.9015
SEG89392c790b,TSe9c90cedfa,124.1,144.7,30.0234
SEG7313c7b7f1,TS77f91674dc,205.1,240.0,174.556
SEG9bb23aba3f,TS5f1586151b,144.8,165.4,326.954
SEG75da1f4161,TS2e3a4076ec,79.5,105.8,134.928
SEGfdee8d5f7c,TS6b2a8043e4,187.1,208.0,16.5371
SEG83b768d95d,TS6f1fc6830c,114.0,130.3,54.9015
SEGa52505bcab,TSf450088623,158.3,165.7,100.75
SEG48ba54fee9,TSc9b8f16ba0,310.0,315.2,98.727
SEG129f12e6e7,TS55c54cd19d,75.0,88.7,58.2271
SEG0dc411246a,TS8a860b9b72,114.0,130.3,54.9015
SEGbd96cad3a2,TS432824cef5,0.36,0.9,171.336
SEG66eca9a8d0,TS31165b053e,10.0,14.0,215.54
SEGba4d6a7945,TS6b2a8043e4,150.5,172.0,0.444492
SEGd00e908fad,TS3856554761,0.36,0.9,171.336
SEGd8bf2ea199,TSff6b080e7d,115.0,117.0,20.2143
SEG0130e3e44f,TS8b14b0e305,0.721,0.722,178.06
SEG4bbfe0fba6,TSf25add6f3a,15.0,18.5,108.435
SEG48c5fb46bf,TSf426558a2a,172.1,193.0,0.515207
SEGd5237b575c,TSf25add6f3a,129.1,150.4,0.393982
SEG0d79550802,TSe4260e2609,50.0,70.0,64.9502
SEG9ac0e1b48b,TS242b6d35a5,79.5,105.8,134.928
SEGd0d67e17b9,TS469a3b02e2,23.5,32.8,141.012
SEGf67c50e557,TS443ac81312,165.5,208.0,26.5685
SEG94779e30d3,TS7c3e8eda03,240.1,312.5,172.836
SEGf35fb59636,TScfb121d745,0.653,1.959,195.46
SEG5adf5f80c6,TS2661a11a3f,23.5,32.8,141.012
SEG69d4b3678e,TS872840c56f,312.6,400.0,165.56
SEG64b866aecb,TScfb121d745,23.5,32.8,141.012
SEGae323d9150,TS5f1586151b,26.1,33.6,96.7136
SEG2d4f5edbe3,TSe6714cbfdd,315.3,331.5,98.3015
SEGa7603acad1,TSbc57395db7,165.5,208.0,26.5685
SEG920266a6fb,TS5624c05049,155.1,158.2,101.649
SEG232201f12e,TS443166fe6c,105.9,136.3,130.382
SEGd006db2fda,TS741a1f1b80,115.0,117.0,20.2143
SEGf45d4c49ad,TSda410e142f,1.03,5.16,168.131
SEGfa0df3cc44,TS68bd1ddae5,310.0,315.2,98.727
SEG6d057bb507,TS0e2a47f426,2.1,8.4,149.385
SEG8c87be45a2,TS42d0b628c0,70.1,85.3,64.8355
SEG5279af0a7d,TSf6619c37bf,386.6,434.8,201.092
SEGf0fde42dbb,TS25116cbe77,185.0,220.0,21.3154
SEG5b14e6b3b2,TS666767b301,310.0,328.0,106.131
SEG507ca28d55,TS7b7bafb0fa,155.0,158.2,101.649
SEG08e2eae959,TSfeb615966d,312.6,400.0,165.56
SEG3a06d4bcdc,TS30f6b06801,97.0,134.9,54.9607
SEGa7f2fdd2a7,TS0064756dcb,155.0,158.2,101.649
SEGbc5a5a9dba,TS469a3b02e2,65.0,79.4,142.393
SEG7cd696694e,TS0e0b71e89c,114.0,130.3,54.9015
SEG7081a40c64,TS4bbcbe666d,165.8,194.39,100.23
SEGe5d862e8af,TSc84e67f3cf,2.1,8.4,149.385
SEGdea085287b,TS3f6b29d3d4,165.5,208.0,26.5685
SEGb7a5959547,TS0c0829db4c,117.1,147.0,19.3657
SEG3b7ee8d431,TS8a4ad29ceb,1.03,5.16,168.131
SEG1f2cc384ea,TSf988146cfc,100.0,155.9,190.763
SEG0b67d57507,TS97e6bd8f9b,115.0,124.0,373.859
SEG2b8408b0d6,TSe0b6ccf3df,88.8,113.9,57.7753
SEG80d778d6c4,TSf6619c37bf,15.0,18.5,108.435
SEG34b7e4ffd4,TS3856554761,165.5,208.0,26.5685
SEG018bdb4db5,TS3f6b29d3d4,310.2,328.0,106.131
SEGe7ad360e40,TS242b6d35a5,6.2,6.3,109.264
SEGcb816120da,TSa5f1ec3f85,155.1,158.2,101.649
SEG991dad7148,TSe4260e2609,97.0,134.9,54.9607
SEGe14c6033d4,TS32530bb46a,0.653,1.959,195.46
SEGd9ee775e61,TSbc57395db7,129.1,150.4,0.393982
SEGfc932932ab,TS68bd1ddae5,152.5,165.9,55.738
SEGaa2184c69e,TS98b842dd92,124.1,144.7,342.542
SEG97d31a98f6,TSb0a72470c9,117.1,147.0,19.3657
SEGf348b3d372,TS24132c2e53,1.462,2.924,152.17
SEGdcf80df631,TS3f4a752d20,165.5,208.0,310.326
SEG7052687dec,TSf6619c37bf,0.721,0.722,178.06
SEGb3893788b8,TS5be34975d7,0.653,1.959,195.46
SEG36164700fa,TSfa3e5079a3,15.0,18.5,108.435
SEG00162196fc,TSa2bddef18e,312.6,400.0,165.56
SEG72115f541f,TSa442a672e5,144.8,165.4,326.954
SEGed4b7064d1,TS025d083f40,15.0,18.5,108.435
SEG50e88550e6,TS97e6bd8f9b,97.0,134.9,54.9607
SEG49f4fd5c5b,TS6ef1672b5d,115.0,117.0,20.2143
SEG01ad97133b,TS0afeb9f6ae,88.8,113.9,55.9683
SEGf393097b9d,TS0c139ee02f,15.0,18.5,108.435
SEG884abfcc52,TS2661a11a3f,147.1,167.0,18.1333
SEGa72b81b691,TS3d7ccb0210,158.3,165.7,100.75
SEG6f1c1fb033,TSf2f132c858,165.8,189.09,100.23
SEG75018f5034,TSe5a8bddd9e,185.0,220.0,21.3154
SEG12adf89ab4,TS030306ac46,315.3,331.5,98.3015
SEGeb845eb6fd,TS4bbcbe666d,88.8,113.9,55.9683
SEG2daf3e1751,TS7143fb07ff,165.5,208.0,310.326
SEG14b1d7ff42,TSf6619c37bf,172.1,193.0,0.515207
SEG0fb5ff1023,TS7cb9d4122f,50.0,70.0,61.4538
SEG22a51a33e3,TS872840c56f,158.3,165.7,100.75
SEG803fff4adc,TSd18d3cfa89,310.0,328.0,106.131
SEGcbe4cc23e1,TS2f96a4be85,115.0,124.0,34.0239
SEG249d8b43a6,TSe0b6ccf3df,155.0,158.2,101.649
SEGcab90f269c,TS04fcc74874,158.3,165.7,100.75
SEG015f0dbe6e,TS278d9f1fcc,5.936,5.937,127.251
SEG510fe61743,TS3f6b29d3d4,26.1,33.6,96.7136
SEGa6873dcf7e,TSfa31d84579,105.9,141.04,130.352
SEG6717f2f0f1,TS0c139ee02f,165.8,194.39,100.23
SEG3c2d0a8a2b,TS97e6bd8f9b,26.1,33.6,96.7136
SEG39b10f9dda,TSf3c4cf7d55,105.9,136.3,51.34
SEGb93c9bbce9,TS2caf91eb09,280.1,321.4,17.9312
SEGdbc425d743,TSbe35f40078,114.0,136.4,56.9391
SEGbd1a8494cf,TSd29e70c128,75.1,85.5,62.0938
SEGa1bf367174,TSf3c4cf7d55,105.9,141.04,130.352
SEG1bb32191a2,TS6ef1672b5d,202.0,205.0,177.555
SEGc1d7e3617a,TS55c54cd19d,187.1,208.0,16.5371
SEG7e7a5f8b87,TS2f96a4be85,147.1,167.0,18.1333
SEGd725a79de8,TS249557872b,135.0,152.4,55.6976
SEG296ac1d43a,TS25116cbe77,79.5,105.8,52.9179
SEG68de067924,TSf5bb5644d6,23.5,32.8,141.012
SEG0a4b28601a,TS8a860b9b72,70.1,75.0,61.8359
SEG240687c579,TSff6b080e7d,14.1,23.4,155.573
SEG7c926159c4,TS5368b7fc42,185.0,220.0,21.3154
SEG55c8f8dc81,TSa2bddef18e,1.03,5.16,168.131
SEGd6794272ce,TS76d4197a5d,79.5,105.8,52.9179
SEG8db1f1d913,TSd18d3cfa89,0.721,0.722,178.06
SEG4c1257d746,TS4d5a110698,2.1,8.4,149.385
SEGa0f9177981,TSa0373678c6,18.6,26.0,102.885
SEGdc1448cbcd,TS1f1def30c4,18.6,26.0,102.885
SEG76570b7b8d,TSeb58535d43,310.2,328.0,106.131
SEG7f09292cff,TS3856554761,124.1,144.7,30.0234
SEGae75214849,TSe0b6ccf3df,18.6,26.0,102.885
SEG98af5e227d,TSc7c50e9162,147.1,167.0,18.1333
SEG9611622961,TS9215f23210,26.1,33.6,96.7136
SEGacad95f58e,TSf98c56f109,331.6,395.9,98.0178
SEG47d97b0fa4,TSf3c4cf7d55,90.0,96.9,56.6363
SEG0a431d931f,TSff6b080e7d,65.0,79.4,142.403
SEGd91705cf56,TScb0b285159,15.0,18.5,108.435
SEGb726832007,TSa114592a6e,135.0,152.4,55.6976
SEGff6044ad55,TSc9b8f16ba0,117.0,129.0,0.353573
SEG9bc38a033d,TSf5bb5644d6,150.5,172.0,0.444492
SEG7d2cf0c600,TS025d083f40,65.0,79.4,142.393
SEG13017f9603,TS8a4ad29ceb,158.3,165.7,100.75
SEGd318f12320,TS1f1def30c4,100.0,155.9,190.763
SEG08928ed668,TS2e3a4076ec,75.0,88.7,58.2271
SEGb3b3524cb7,TSf7c05ecaf1,115.0,117.0,20.2143
SEGf063c88be5,TSd29e70c128,14.1,23.4,155.573
SEG33d00415d7,TS2e3a4076ec,65.0,79.4,142.403
SEG0797bf8792,TS2caf91eb09,144.8,165.4,326.954
SEG5b56e92b7d,TSd08b69a66f,50.0,70.0,61.4538
SEG681bb8b062,TS4c537bf323,220.1,250.0,20.3456
SEGa38706b17d,TS469a3b02e2,115.0,124.0,34.0239
SEG1568931665,TS8a4ad29ceb,167.1,187.0,17.2241
SEGaf25c934ae,TSec107a29d2,2.1,8.4,149.385
SEG3a426bb7db,TS5f1586151b,0.721,0.722,178.06
SEGc04b29958f,TS025d083f40,90.0,96.9,56.6363
SEG6a3e739600,TSf3c4cf7d55,70.1,75.0,61.8359
SEGc496acd9c9,TSde0255c439,185.0,220.0,21.3154
SEG8e1c08be82,TS7bda0322ac,328.1,400.0,100.467
SEG7f65b985d9,TS5be34975d7,65.0,79.4,142.393
SEG803413fecb,TS09c93edef7,240.1,312.5,172.836
SEG09383a6e7a,TS4c537bf323,14.1,23.4,155.573
SEG3d3113b78d,TSf426558a2a,100.0,155.9,190.763
SEG3f4b65e07c,TS8d4c8ca0ac,70.1,85.3,64.8355
SEG469d1a1bbc,TS443166fe6c,155.1,158.2,101.649
SEG6e86a7a7b7,TS0afeb9f6ae,33.7,37.5,93.9432
SEGf03acdcec8,TS2e3a4076ec,328.1,399.7,100.467
SEG73c4531db2,TS432824cef5,65.0,79.4,142.393
SEG7b29a1b5c3,TSfa31d84579,88.8,113.9,57.7753
SEGd389cc5cce,TS4aff6b5863,75.0,88.7,58.2271
SEGfe51865dbe,TSc84e67f3cf,50.0,70.0,64.9502
SEGd87bedcbf6,TSfa31d84579,18.6,26.0,102.885
SEGbe2d50db5e,TS8895174cf3,88.8,113.9,55.9683
SEGe3959f4043,TSf6619c37bf,79.5,105.8,52.9179
SEG0e1eb0b99b,TS0afeb9f6ae,386.6,434.8,201.092
SEG3f280d3802,TS37ff698958,115.0,117.0,20.2143
SEG76e4e26856,TSf0e592f52c,115.0,124.0,373.859
SEG7d9a0da928,TS7b7bafb0fa,33.7,37.5,93.9432
SEGbf6edabcad,TS0c139ee02f,165.8,189.09,100.23
SEG2361f74513,TSd0fc980b3a,79.5,105.8,134.928
SEG9a5c20ca2c,TS4f3da44342,105.9,141.04,130.352
SEG017364dbd2,TS04c42a0beb,255.0,258.0,221.953
SEG1db2d29159,TSf98c56f109,65.0,79.4,55.5115
SEG5599d5ce15,TS4c537bf323,0.653,1.959,195.46
SEGddcd1128a9,TScbb1097136,240.1,312.5,172.836
SEG9fd12603de,TS4447a8fd1d,158.3,165.7,100.75
SEG3ff7ed11d8,TSbe35f40078,75.1,85.5,62.0938
SEG2fc6b00db1,TS2caf91eb09,165.5,208.0,310.326
SEGd2ca8ddf4d,TSd0fc980b3a,14.1,23.4,155.573
SEG3c2a9f4f1c,TS25e8984bfe,310.0,315.2,98.727
SEGbc29304a3c,TS6b2a8043e4,315.3,331.5,98.3015
SEGed79544a66,TSc7c50e9162,301.0,344.0,212.286
SEG205d9dbbdc,TS37ff698958,18.6,26.0,102.885
SEG79a052078d,TS4f3da44342,167.1,187.0,17.2241
SEGf1c64331cf,TSfa3e5079a3,2.1,8.4,149.385
SEG4c79949e45,TS8bd964e3f8,97.0,134.9,54.9607
SEG6000e954d2,TSbc57395db7,156.0,156.25,171.09
SEG5285935637,TS21c7a3001a,23.5,32.8,141.012
SEG834ed85489,TSa0373678c6,301.0,344.0,212.286
SEG0c45407db8,TS8c634a4f2c,0.36,0.9,171.336
SEGe9813cffe4,TS50f763e077,14.1,23.4,155.573
SEG65895f263b,TSda410e142f,187.1,208.0,16.5371
SEGba4e9b3c6f,TS97e6bd8f9b,114.0,136.4,56.9391
SEG000707393f,TSe9c90cedfa,65.0,79.4,142.393
SEG43b00b849f,TSf450088623,75.1,85.5,62.0938
SEG890e0f5554,TS4447a8fd1d,155.1,158.2,101.649
SEGf0cfe59fa2,TS0064756dcb,97.0,134.9,54.9607
SEGc410aff255,TS8d4c8ca0ac,1.03,5.16,168.131
SEGff18cc28ee,TSf988146cfc,150.5,172.0,0.444492
SEGa18c3b4090,TS78f161f2ff,117.0,129.0,0.353573
SEG6dacca2842,TS872840c56f,117.1,147.0,19.3657
SEG89b08d8ec5,TSe9505e645a,280.1,321.4,17.9312
SEGa716d0cc9c,TS5c28dfa9ca,18.6,26.0,102.885
SEG68d497fa55,TSc99f6324df,100.0,155.9,171.978
SEG9234f9ee67,TS874720f008,65.0,79.4,55.5115
SEGf6f6ea1a85,TSb32f93b444,70.1,75.0,61.8359
SEG4949b0717e,TS4447a8fd1d,165.5,208.0,310.326
SEGd4107749bb,TSf2f132c858,75.1,85.5,62.0938
SEGcff222bea4,TS7143fb07ff,88.8,113.9,55.9683
SEGf611741e1b,TS2130a64621,105.9,141.04,130.352
SEG015114189c,TSc84e67f3cf,301.0,344.0,212.286
SEG309d89779b,TSa5f1ec3f85,75.0,88.7,59.6592
SEG6604c48132,TS0afeb9f6ae,344.1,386.5,206.618
SEG67243e5653,TS04fcc74874,167.1,187.0,17.2241
SEG034bc0da1f,TSea8ddd055f,344.1,386.5,206.618
SEGbcb5c31007,TS543272cc34,165.8,189.09,100.23
SEGcec7ec5675,TS874720f008,250.1,280.0,18.9919
SEG0ecaa83e46,TS6e1a677fa1,147.1,167.0,18.1333
SEG42b746b8e1,TS025d083f40,33.7,37.5,93.9432
SEG0ea0fdd561,TS8bd964e3f8,6.2,6.3,109.264
SEG3d72f5344e,TS5be34975d7,165.8,189.09,100.23
SEG1bc25981e0,TSd08b69a66f,250.1,280.0,18.9919
SEGfe3df4aa66,TS3f4a752d20,255.0,258.0,221.953
SEGcaba1d95a8,TS30f6b06801,0.721,0.722,178.06
SEG4099241964,TSa55de547fe,167.1,187.0,17.2241
SEG4144887138,TS6b2a8043e4,100.0,155.9,190.763
SEG68a27a62d6,TS5b76c70c04,328.1,400.0,100.467
SEG13a2a948d3,TS42d0b628c0,344.1,386.5,206.618
SEGefd6ec4189,TSf7c05ecaf1,117.0,129.0,0.353573
SEG68a5fb9c97,TSa790cd60e5,114.0,136.4,56.9391
SEG357216fabc,TS09c93edef7,205.1,240.0,174.556
SEG7a7ff881c5,TS30f6b06801,155.0,158.2,101.649
SEGc2ed9f3ff4,TS42d0b628c0,258.1,300.9,218.044
SEG288367b63d,TS8b14b0e305,167.1,187.0,17.2241
SEG26e5ec3ab9,TS5f1586151b,240.1,312.5,172.836
SEGaab6874921,TSe0b6ccf3df,5.936,5.937,127.251
SEGfc51d2a2e6,TSd18d3cfa89,33.7,37.5,93.9432
SEGe005a4a0cc,TSd08b69a66f,331.6,395.9,98.0178
SEG6194de9272,TS2f96a4be85,344.1,386.5,206.618
SEGb0131df21e,TSe6714cbfdd,0.721,0.722,178.06
SEGd7707afe6b,TSd0fc980b3a,32.9,37.5,135.447
SEG461518c75b,TS36061ce77d,88.8,113.9,57.7753
SEG3fd0b98ac1,TSde0255c439,310.0,315.2,98.727
SEGbf1ae81041,TSe4260e2609,1.03,5.16,168.131
SEGcb2ea6c5d0,TS2f96a4be85,156.0,156.25,171.09
SEGa8526379fe,TS8a860b9b72,70.1,85.3,64.8355
SEG51fa528030,TS443166fe6c,79.5,105.8,52.4445
SEG22ddbeccf4,TS7376d266d9,79.5,105.8,52.4445
SEG9f014f00c3,TSff6b080e7d,90.0,96.9,56.6363
SEG7373f1d14f,TSd08b69a66f,315.3,331.5,98.3015
SEG30aa2c44a4,TS25a9345498,65.0,79.4,55.5115
SEGefe561ac9a,TS7376d266d9,18.6,26.0,102.885
SEG710264302e,TS6ef1672b5d,60.0,85.5,88.5458
SEG4478df917a,TSf426558a2a,1.462,2.924,152.17
