window_id,yard_id,location_id,stage_id,base_capacity,open_cost
win_03217,1,64,0,1,1
win_03218,1,64,1,1,1
win_03219,1,65,0,1,1
win_03220,1,65,2,1,1
win_03221,1,65,3,1,1
win_03222,1,66,0,1,1
win_03223,1,66,2,1,1
win_03224,1,66,3,1,1
win_03225,1,66,4,1,1
win_03226,1,67,0,1,1
win_03227,1,67,1,1,1
win_03228,1,67,3,1,1
win_03229,1,68,2,1,1
win_03230,1,68,3,1,1
win_03231,1,68,4,1,1
win_03232,1,69,0,1,1
win_03233,1,69,1,1,1
win_03234,1,69,2,1,1
win_03235,1,69,3,1,1
win_03236,1,69,4,1,1
win_03237,1,70,1,1,1
win_03238,1,70,2,1,1
win_03239,1,71,0,1,1
win_03240,1,71,2,1,1
win_03241,1,72,3,1,1
win_03242,1,72,4,1,1
win_03243,1,74,0,1,1
win_03244,1,74,2,1,1
win_03245,1,75,1,1,1
win_03246,1,77,0,1,1
win_03247,1,77,1,1,1
win_03248,1,77,3,1,1
win_03249,1,78,0,1,1
win_03250,1,78,1,1,1
win_03251,1,78,2,1,1
win_03252,1,78,3,1,1
win_03253,1,79,2,1,1
win_03254,1,80,1,1,1
win_03255,1,80,2,1,1
win_03256,1,81,0,1,1
win_03257,1,81,1,1,1
win_03258,1,81,3,1,1
win_03259,1,81,4,1,1
win_03260,1,82,1,1,1
win_03261,1,82,4,1,1
win_03262,1,83,1,1,1
win_03263,1,83,3,1,1
win_03264,1,84,0,1,1
win_03265,1,84,3,1,1
win_03266,1,86,1,1,1
win_03267,1,86,2,1,1
win_03268,1,87,0,1,1
win_03269,1,87,1,1,1
win_03270,1,87,3,1,1
win_03271,1,88,0,1,1
win_03272,1,88,1,1,1
win_03273,1,88,2,1,1
win_03274,1,88,3,1,1
win_03275,1,89,0,1,1
win_03276,1,89,2,1,1
win_03277,1,89,3,1,1
win_03278,1,89,4,1,1
win_03279,1,90,2,1,1
win_03280,1,90,4,1,1
win_03281,1,91,0,1,1
win_03282,1,91,4,1,1
win_03283,1,92,1,1,1
win_03284,1,92,4,1,1
win_03285,1,93,1,1,1
win_03286,1,93,3,1,1
win_03287,1,94,0,1,1
win_03288,1,94,1,1,1
win_03289,1,94,2,1,1
win_03290,1,94,4,1,1
win_03291,1,95,1,1,1
win_03292,1,95,3,1,1
win_03293,1,96,0,1,1
win_03294,1,97,0,1,1
win_03295,1,97,1,1,1
win_03296,1,97,2,1,1
win_03297,1,97,4,1,1
win_03298,1,98,1,1,1
win_03299,1,98,3,1,1
win_03300,1,99,1,1,1
win_03301,1,99,2,1,1
win_03302,1,99,4,1,1
win_03303,1,101,0,1,1
win_03304,1,101,1,1,1
win_03305,1,101,3,1,1
win_03306,1,101,4,1,1
win_03307,1,102,2,1,1
win_03308,1,102,3,1,1
win_03309,1,103,0,1,1
win_03310,1,103,1,1,1
win_03311,1,103,2,1,1
win_03312,1,104,0,1,1
win_03313,1,104,2,1,1
win_03314,1,104,4,1,1
win_03315,1,105,0,1,1
win_03316,1,105,3,1,1
win_03317,1,105,4,1,1
win_03318,1,106,1,1,1
win_03319,1,106,3,1,1
win_03320,1,107,0,1,1
win_03321,1,107,2,1,1
win_03322,1,107,3,1,1
win_03323,1,108,0,1,1
win_03324,1,108,2,1,1
win_03325,1,108,4,1,1
win_03326,1,109,0,1,1
win_03327,1,109,1,1,1
win_03328,1,110,1,1,1
win_03329,1,110,2,1,1
win_03330,1,111,2,1,1
win_03331,1,111,4,1,1
win_03332,1,112,0,1,1
win_03333,1,112,1,1,1
win_03334,1,113,3,1,1
win_03335,1,113,4,1,1
win_03336,1,116,1,1,1
win_03337,1,116,2,1,1
win_03338,1,117,1,1,1
win_03339,1,117,2,1,1
win_03340,1,117,4,1,1
win_03341,1,118,0,1,1
win_03342,1,118,2,1,1
win_03343,1,119,0,1,1
win_03344,1,119,1,1,1
win_03345,1,120,0,1,1
win_03346,1,120,2,1,1
win_03347,1,120,3,1,1
win_03348,1,120,4,1,1
win_03349,1,121,0,1,1
win_03350,1,121,2,1,1
win_03351,1,121,3,1,1
win_03352,1,121,4,1,1
win_03353,1,122,2,1,1
win_03354,1,122,3,1,1
win_03355,1,122,4,1,1
win_03356,1,123,0,1,1
win_03357,1,123,4,1,1
win_03358,1,124,0,1,1
win_03359,1,124,1,1,1
win_03360,1,124,4,1,1
win_03361,1,125,2,1,1
win_03362,1,125,4,1,1
win_03363,1,126,2,1,1
win_03364,1,126,3,1,1
win_03365,1,126,4,1,1
win_03366,1,127,0,1,1
win_03367,1,128,2,1,1
win_03368,1,128,4,1,1
win_03369,1,129,1,1,1
win_03370,1,129,2,1,1
win_03371,1,129,4,1,1
win_03372,1,130,0,1,1
win_03373,1,131,0,1,1
win_03374,1,131,1,1,1
win_03375,1,132,1,1,1
win_03376,1,132,2,1,1
win_03377,1,132,3,1,1
win_03378,1,133,0,1,1
win_03379,1,133,2,1,1
win_03380,1,134,1,1,1
win_03381,1,134,2,1,1
win_03382,1,134,3,1,1
win_03383,1,135,0,1,1
win_03384,1,135,2,1,1
win_03385,1,135,4,1,1
win_03386,1,136,0,1,1
win_03387,1,136,1,1,1
win_03388,1,136,2,1,1
win_03389,1,136,4,1,1
win_03390,1,137,0,1,1
win_03391,1,137,2,1,1
win_03392,1,137,3,1,1
win_03393,1,138,0,1,1
win_03394,1,138,1,1,1
win_03395,1,138,2,1,1
win_03396,1,138,4,1,1
win_03397,1,139,0,1,1
win_03398,1,139,3,1,1
win_03399,1,139,4,1,1
win_03400,1,140,0,1,1
win_03401,1,140,1,1,1
win_03402,1,140,2,1,1
win_03403,1,140,4,1,1
win_03404,1,141,0,1,1
win_03405,1,141,2,1,1
win_03406,1,142,3,1,1
win_03407,1,143,0,1,1
win_03408,1,143,2,1,1
win_03409,1,144,0,1,1
win_03410,1,144,1,1,1
win_03411,1,144,4,1,1
win_03412,1,145,1,1,1
win_03413,1,145,4,1,1
win_03414,1,146,0,1,1
win_03415,1,146,1,1,1
win_03416,1,146,2,1,1
win_03417,1,146,4,1,1
win_03418,1,147,1,1,1
win_03419,1,147,2,1,1
win_03420,1,147,3,1,1
win_03421,1,148,0,1,1
win_03422,1,148,3,1,1
win_03423,1,148,4,1,1
win_03424,1,149,0,1,1
win_03425,1,149,1,1,1
win_03426,1,149,4,1,1
win_03427,1,150,1,1,1
win_03428,1,150,3,1,1
win_03429,1,150,4,1,1
win_03430,1,151,0,1,1
win_03431,1,151,4,1,1
win_03432,1,152,0,1,1
win_03433,1,152,1,1,1
win_03434,1,153,1,1,1
win_03435,1,154,2,1,1
win_03436,1,154,4,1,1
win_03437,1,155,1,1,1
win_03438,1,155,3,1,1
win_03439,1,155,4,1,1
win_03440,1,156,0,1,1
win_03441,1,156,1,1,1
win_03442,1,156,2,1,1
win_03443,1,156,3,1,1
win_03444,1,156,4,1,1
win_03445,1,157,1,1,1
win_03446,1,157,4,1,1
win_03447,1,0,1,1,1
win_03448,1,0,2,1,1
win_03449,1,1,1,1,1
win_03450,1,1,4,1,1
win_03451,1,2,0,1,1
win_03452,1,2,1,1,1
win_03453,1,2,4,1,1
win_03454,1,3,3,1,1
win_03455,1,4,1,1,1
win_03456,1,4,2,1,1
win_03457,1,4,4,1,1
win_03458,1,5,1,1,1
win_03459,1,5,2,1,1
win_03460,1,6,0,1,1
win_03461,1,6,1,1,1
win_03462,1,6,2,1,1
win_03463,1,6,3,1,1
win_03464,1,6,4,1,1
win_03465,1,7,1,1,1
win_03466,1,7,4,1,1
win_03467,1,8,0,1,1
win_03468,1,8,2,1,1
win_03469,1,8,3,1,1
win_03470,1,8,4,1,1
win_03471,1,9,0,1,1
win_03472,1,9,1,1,1
win_03473,1,9,2,1,1
win_03474,1,9,4,1,1
win_03475,1,11,0,1,1
win_03476,1,11,1,1,1
win_03477,1,12,4,1,1
win_03478,1,13,0,1,1
win_03479,1,13,4,1,1
win_03480,1,14,1,1,1
win_03481,1,14,4,1,1
win_03482,1,15,0,1,1
win_03483,1,15,1,1,1
win_03484,1,15,4,1,1
win_03485,1,16,1,1,1
win_03486,1,16,3,1,1
win_03487,1,16,4,1,1
win_03488,1,17,0,1,1
win_03489,1,17,1,1,1
win_03490,1,17,3,1,1
win_03491,1,18,0,1,1
win_03492,1,18,4,1,1
win_03493,1,19,1,1,1
win_03494,1,19,2,1,1
win_03495,1,19,4,1,1
win_03496,1,20,0,1,1
win_03497,1,20,1,1,1
win_03498,1,21,0,1,1
win_03499,1,22,1,1,1
win_03500,1,22,4,1,1
win_03501,1,23,1,1,1
win_03502,1,23,4,1,1
win_03503,1,24,0,1,1
win_03504,1,25,2,1,1
win_03505,1,26,2,1,1
win_03506,1,27,0,1,1
win_03507,1,27,2,1,1
win_03508,1,27,3,1,1
win_03509,1,27,4,1,1
win_03510,1,28,0,1,1
win_03511,1,28,4,1,1
win_03512,1,29,1,1,1
win_03513,1,29,2,1,1
win_03514,1,29,3,1,1
win_03515,1,30,0,1,1
win_03516,1,30,2,1,1
win_03517,1,32,0,1,1
win_03518,1,32,2,1,1
win_03519,1,32,3,1,1
win_03520,1,32,4,1,1
win_03521,1,33,1,1,1
win_03522,1,33,4,1,1
win_03523,1,34,0,1,1
win_03524,1,34,1,1,1
win_03525,1,35,1,1,1
win_03526,1,35,2,1,1
win_03527,1,35,3,1,1
win_03528,1,36,0,1,1
win_03529,1,36,2,1,1
win_03530,1,36,4,1,1
win_03531,1,37,0,1,1
win_03532,1,37,1,1,1
win_03533,1,38,4,1,1
win_03534,1,40,2,1,1
win_03535,1,40,3,1,1
win_03536,1,41,1,1,1
win_03537,1,41,3,1,1
win_03538,1,41,4,1,1
win_03539,1,42,2,1,1
win_03540,1,42,4,1,1
win_03541,1,43,0,1,1
win_03542,1,43,1,1,1
win_03543,1,45,0,1,1
win_03544,1,45,1,1,1
win_03545,1,45,3,1,1
win_03546,1,46,0,1,1
win_03547,1,46,4,1,1
win_03548,1,47,2,1,1
win_03549,1,48,1,1,1
win_03550,1,48,2,1,1
win_03551,1,48,4,1,1
win_03552,1,49,2,1,1
win_03553,1,49,4,1,1
win_03554,1,50,0,1,1
win_03555,1,50,1,1,1
win_03556,1,51,2,1,1
win_03557,1,51,4,1,1
win_03558,1,52,0,1,1
win_03559,1,52,3,1,1
win_03560,1,52,4,1,1
win_03561,1,53,1,1,1
win_03562,1,53,2,1,1
win_03563,1,54,0,1,1
win_03564,1,54,2,1,1
win_03565,1,54,3,1,1
win_03566,1,55,0,1,1
win_03567,1,55,1,1,1
win_03568,1,55,2,1,1
win_03569,1,56,0,1,1
win_03570,1,56,1,1,1
win_03571,1,56,2,1,1
win_03572,1,57,0,1,1
win_03573,1,57,3,1,1
win_03574,1,58,0,1,1
win_03575,1,58,2,1,1
win_03576,1,58,3,1,1
win_03577,1,58,4,1,1
win_03578,1,59,1,1,1
win_03579,1,59,2,1,1
win_03580,1,60,0,1,1
win_03581,1,61,0,1,1
win_03582,1,61,3,1,1
win_03583,1,62,0,1,1
win_03584,1,62,2,1,1
win_03585,1,62,4,1,1
win_03586,1,63,1,1,1
win_03587,1,63,2,1,1
win_03588,1,63,3,1,1
win_03589,1,63,4,1,1
win_03590,1,64,0,1,1
win_03591,1,64,1,1,1
win_03592,1,65,0,1,1
win_03593,1,65,2,1,1
win_03594,1,65,3,1,1
win_03595,1,66,0,1,1
win_03596,1,66,2,1,1
win_03597,1,66,3,1,1
win_03598,1,66,4,1,1
win_03599,1,67,0,1,1
win_03600,1,67,1,1,1
win_03601,1,67,3,1,1
win_03602,1,68,2,1,1
win_03603,1,68,3,1,1
win_03604,1,68,4,1,1
win_03605,1,69,0,1,1
win_03606,1,69,1,1,1
win_03607,1,69,2,1,1
win_03608,1,69,3,1,1
win_03609,1,69,4,1,1
win_03610,1,70,1,1,1
win_03611,1,70,2,1,1
win_03612,1,71,0,1,1
win_03613,1,71,2,1,1
win_03614,1,72,3,1,1
win_03615,1,72,4,1,1
win_03616,1,74,0,1,1
win_03617,1,74,2,1,1
win_03618,1,75,1,1,1
win_03619,1,77,0,1,1
win_03620,1,77,1,1,1
win_03621,1,77,3,1,1
win_03622,1,78,0,1,1
win_03623,1,78,1,1,1
win_03624,1,78,2,1,1
win_03625,1,78,3,1,1
win_03626,1,79,2,1,1
win_03627,1,80,1,1,1
win_03628,1,80,2,1,1
win_03629,1,81,0,1,1
win_03630,1,81,1,1,1
win_03631,1,81,3,1,1
win_03632,1,81,4,1,1
win_03633,1,82,1,1,1
win_03634,1,82,4,1,1
win_03635,1,83,1,1,1
win_03636,1,83,3,1,1
win_03637,1,84,0,1,1
win_03638,1,84,3,1,1
win_03639,1,86,1,1,1
win_03640,1,86,2,1,1
win_03641,1,87,0,1,1
win_03642,1,87,1,1,1
win_03643,1,87,3,1,1
win_03644,1,88,0,1,1
win_03645,1,88,1,1,1
win_03646,1,88,2,1,1
win_03647,1,88,3,1,1
win_03648,1,89,0,1,1
win_03649,1,89,2,1,1
win_03650,1,89,3,1,1
win_03651,1,89,4,1,1
win_03652,1,90,2,1,1
win_03653,1,90,4,1,1
win_03654,1,91,0,1,1
win_03655,1,91,4,1,1
win_03656,1,92,1,1,1
win_03657,1,92,4,1,1
win_03658,1,93,1,1,1
win_03659,1,93,3,1,1
win_03660,1,94,0,1,1
win_03661,1,94,1,1,1
win_03662,1,94,2,1,1
win_03663,1,94,4,1,1
win_03664,1,95,1,1,1
win_03665,1,95,3,1,1
win_03666,1,96,0,1,1
win_03667,1,97,0,1,1
win_03668,1,97,1,1,1
win_03669,1,97,2,1,1
win_03670,1,97,4,1,1
win_03671,1,98,1,1,1
win_03672,1,98,3,1,1
win_03673,1,99,1,1,1
win_03674,1,99,2,1,1
win_03675,1,99,4,1,1
win_03676,1,101,0,1,1
win_03677,1,101,1,1,1
win_03678,1,101,3,1,1
win_03679,1,101,4,1,1
win_03680,1,102,2,1,1
win_03681,1,102,3,1,1
win_03682,1,103,0,1,1
win_03683,1,103,1,1,1
win_03684,1,103,2,1,1
win_03685,1,104,0,1,1
win_03686,1,104,2,1,1
win_03687,1,104,4,1,1
win_03688,1,105,0,1,1
win_03689,1,105,3,1,1
win_03690,1,105,4,1,1
win_03691,1,106,1,1,1
win_03692,1,106,3,1,1
win_03693,1,107,0,1,1
win_03694,1,107,2,1,1
win_03695,1,107,3,1,1
win_03696,1,108,0,1,1
win_03697,1,108,2,1,1
win_03698,1,108,4,1,1
win_03699,1,109,0,1,1
win_03700,1,109,1,1,1
win_03701,1,110,1,1,1
win_03702,1,110,2,1,1
win_03703,1,111,2,1,1
win_03704,1,111,4,1,1
win_03705,1,112,0,1,1
win_03706,1,112,1,1,1
win_03707,1,113,3,1,1
win_03708,1,113,4,1,1
win_03709,1,116,1,1,1
win_03710,1,116,2,1,1
win_03711,1,117,1,1,1
win_03712,1,117,2,1,1
win_03713,1,117,4,1,1
win_03714,1,118,0,1,1
win_03715,1,118,2,1,1
win_03716,1,119,0,1,1
win_03717,1,119,1,1,1
win_03718,1,120,0,1,1
win_03719,1,120,2,1,1
win_03720,1,120,3,1,1
win_03721,1,120,4,1,1
win_03722,1,121,0,1,1
win_03723,1,121,2,1,1
win_03724,1,121,3,1,1
win_03725,1,121,4,1,1
win_03726,1,122,2,1,1
win_03727,1,122,3,1,1
win_03728,1,122,4,1,1
win_03729,1,123,0,1,1
win_03730,1,123,4,1,1
win_03731,1,124,0,1,1
win_03732,1,124,1,1,1
win_03733,1,124,4,1,1
win_03734,1,125,2,1,1
win_03735,1,125,4,1,1
win_03736,1,126,2,1,1
win_03737,1,126,3,1,1
win_03738,1,126,4,1,1
win_03739,1,127,0,1,1
win_03740,1,128,2,1,1
win_03741,1,128,4,1,1
win_03742,1,129,1,1,1
win_03743,1,129,2,1,1
win_03744,1,129,4,1,1
win_03745,1,130,0,1,1
win_03746,1,131,0,1,1
win_03747,1,131,1,1,1
win_03748,1,132,1,1,1
win_03749,1,132,2,1,1
win_03750,1,132,3,1,1
win_03751,1,133,0,1,1
win_03752,1,133,2,1,1
win_03753,1,134,1,1,1
win_03754,1,134,2,1,1
win_03755,1,134,3,1,1
win_03756,1,135,0,1,1
win_03757,1,135,2,1,1
win_03758,1,135,4,1,1
win_03759,1,136,0,1,1
win_03760,1,136,1,1,1
win_03761,1,136,2,1,1
win_03762,1,136,4,1,1
win_03763,1,137,0,1,1
win_03764,1,137,2,1,1
win_03765,1,137,3,1,1
win_03766,1,138,0,1,1
win_03767,1,138,1,1,1
win_03768,1,138,2,1,1
win_03769,1,138,4,1,1
win_03770,1,139,0,1,1
win_03771,1,139,3,1,1
win_03772,1,139,4,1,1
win_03773,1,140,0,1,1
win_03774,1,140,1,1,1
win_03775,1,140,2,1,1
win_03776,1,140,4,1,1
win_03777,1,141,0,1,1
win_03778,1,141,2,1,1
win_03779,1,142,3,1,1
win_03780,1,143,0,1,1
win_03781,1,143,2,1,1
win_03782,1,144,0,1,1
win_03783,1,144,1,1,1
win_03784,1,144,4,1,1
win_03785,1,145,1,1,1
win_03786,1,145,4,1,1
win_03787,1,146,0,1,1
win_03788,1,146,1,1,1
win_03789,1,146,2,1,1
win_03790,1,146,4,1,1
win_03791,1,147,1,1,1
win_03792,1,147,2,1,1
win_03793,1,147,3,1,1
win_03794,1,148,0,1,1
win_03795,1,148,3,1,1
win_03796,1,148,4,1,1
win_03797,1,149,0,1,1
win_03798,1,149,1,1,1
win_03799,1,149,4,1,1
win_03800,1,150,1,1,1
win_03801,1,150,3,1,1
win_03802,1,150,4,1,1
win_03803,1,151,0,1,1
win_03804,1,151,4,1,1
win_03805,1,152,0,1,1
win_03806,1,152,1,1,1
win_03807,1,153,1,1,1
win_03808,1,154,2,1,1
win_03809,1,154,4,1,1
win_03810,1,155,1,1,1
win_03811,1,155,3,1,1
win_03812,1,155,4,1,1
win_03813,1,156,0,1,1
win_03814,1,156,1,1,1
win_03815,1,156,2,1,1
win_03816,1,156,3,1,1
win_03817,1,156,4,1,1
win_03818,1,157,1,1,1
win_03819,1,157,4,1,1
win_03820,2,0,2,1,1
win_03821,2,0,3,1,1
win_03822,2,0,4,1,1
win_03823,2,1,3,1,1
win_03824,2,2,0,1,1
win_03825,2,2,3,1,1
win_03826,2,3,1,1,1
win_03827,2,3,4,1,1
win_03828,2,4,2,1,1
win_03829,2,4,3,1,1
win_03830,2,5,2,1,1
win_03831,2,5,3,1,1
win_03832,2,5,4,1,1
win_03833,2,6,0,1,1
win_03834,2,6,2,1,1
win_03835,2,7,3,1,1
win_03836,2,8,0,1,1
win_03837,2,8,1,1,1
win_03838,2,8,2,1,1
win_03839,2,9,0,1,1
win_03840,2,9,2,1,1
win_03841,2,9,3,1,1
win_03842,2,10,1,1,1
win_03843,2,10,3,1,1
win_03844,2,10,4,1,1
win_03845,2,11,0,1,1
win_03846,2,11,3,1,1
win_03847,2,11,4,1,1
win_03848,2,12,1,1,1
win_03849,2,12,3,1,1
win_03850,2,13,0,1,1
win_03851,2,13,1,1,1
win_03852,2,13,3,1,1
win_03853,2,14,3,1,1
win_03854,2,15,0,1,1
win_03855,2,15,3,1,1
win_03856,2,17,0,1,1
win_03857,2,17,4,1,1
win_03858,2,18,0,1,1
win_03859,2,18,1,1,1
win_03860,2,18,3,1,1
win_03861,2,19,2,1,1
win_03862,2,19,3,1,1
win_03863,2,20,0,1,1
win_03864,2,20,3,1,1
win_03865,2,20,4,1,1
win_03866,2,21,0,1,1
win_03867,2,21,1,1,1
win_03868,2,21,3,1,1
win_03869,2,21,4,1,1
win_03870,2,22,3,1,1
win_03871,2,23,3,1,1
win_03872,2,24,0,1,1
win_03873,2,24,1,1,1
win_03874,2,24,3,1,1
win_03875,2,24,4,1,1
win_03876,2,25,4,1,1
win_03877,2,26,4,1,1
win_03878,2,27,0,1,1
win_03879,2,27,3,1,1
win_03880,2,28,0,1,1
win_03881,2,28,2,1,1
win_03882,2,29,1,1,1
win_03883,2,29,3,1,1
win_03884,2,29,4,1,1
win_03885,2,30,0,1,1
win_03886,2,30,4,1,1
win_03887,2,31,2,1,1
win_03888,2,31,4,1,1
win_03889,2,32,0,1,1
win_03890,2,32,3,1,1
win_03891,2,33,1,1,1
win_03892,2,33,2,1,1
win_03893,2,34,0,1,1
win_03894,2,34,1,1,1
win_03895,2,34,2,1,1
win_03896,2,34,4,1,1
win_03897,2,35,1,1,1
win_03898,2,35,3,1,1
win_03899,2,35,4,1,1
win_03900,2,36,0,1,1
win_03901,2,37,0,1,1
win_03902,2,37,1,1,1
win_03903,2,37,2,1,1
win_03904,2,37,4,1,1
win_03905,2,38,2,1,1
win_03906,2,39,2,1,1
win_03907,2,39,4,1,1
win_03908,2,40,3,1,1
win_03909,2,40,4,1,1
win_03910,2,41,1,1,1
win_03911,2,41,2,1,1
win_03912,2,41,3,1,1
win_03913,2,43,0,1,1
win_03914,2,43,1,1,1
win_03915,2,43,2,1,1
win_03916,2,43,4,1,1
win_03917,2,44,2,1,1
win_03918,2,44,4,1,1
win_03919,2,45,0,1,1
win_03920,2,45,1,1,1
win_03921,2,45,2,1,1
win_03922,2,45,3,1,1
win_03923,2,45,4,1,1
win_03924,2,46,0,1,1
win_03925,2,46,2,1,1
win_03926,2,47,4,1,1
win_03927,2,48,1,1,1
win_03928,2,50,0,1,1
win_03929,2,50,1,1,1
win_03930,2,50,3,1,1
win_03931,2,50,4,1,1
win_03932,2,51,2,1,1
win_03933,2,51,3,1,1
win_03934,2,52,0,1,1
win_03935,2,53,1,1,1
win_03936,2,53,2,1,1
win_03937,2,53,3,1,1
win_03938,2,53,4,1,1
win_03939,2,54,0,1,1
win_03940,2,54,2,1,1
win_03941,2,54,4,1,1
win_03942,2,55,0,1,1
win_03943,2,55,1,1,1
win_03944,2,55,2,1,1
win_03945,2,55,3,1,1
win_03946,2,55,4,1,1
win_03947,2,56,0,1,1
win_03948,2,56,1,1,1
win_03949,2,56,2,1,1
win_03950,2,56,3,1,1
win_03951,2,56,4,1,1
win_03952,2,57,0,1,1
win_03953,2,57,4,1,1
win_03954,2,58,0,1,1
win_03955,2,58,2,1,1
win_03956,2,59,1,1,1
win_03957,2,59,2,1,1
win_03958,2,59,3,1,1
win_03959,2,59,4,1,1
win_03960,2,60,0,1,1
win_03961,2,60,3,1,1
win_03962,2,60,4,1,1
win_03963,2,61,0,1,1
win_03964,2,61,4,1,1
win_03965,2,62,0,1,1
win_03966,2,62,2,1,1
win_03967,2,62,3,1,1
win_03968,2,63,1,1,1
win_03969,2,63,2,1,1
win_03970,2,64,0,1,1
win_03971,2,64,1,1,1
win_03972,2,64,3,1,1
win_03973,2,64,4,1,1
win_03974,2,65,0,1,1
win_03975,2,65,2,1,1
win_03976,2,65,4,1,1
win_03977,2,66,0,1,1
win_03978,2,66,2,1,1
win_03979,2,67,0,1,1
win_03980,2,67,1,1,1
win_03981,2,67,4,1,1
win_03982,2,68,2,1,1
win_03983,2,69,0,1,1
win_03984,2,69,1,1,1
win_03985,2,69,2,1,1
win_03986,2,70,1,1,1
win_03987,2,70,2,1,1
win_03988,2,70,3,1,1
win_03989,2,70,4,1,1
win_03990,2,71,0,1,1
win_03991,2,71,2,1,1
win_03992,2,71,3,1,1
win_03993,2,71,4,1,1
win_03994,2,73,3,1,1
win_03995,2,73,4,1,1
win_03996,2,74,0,1,1
win_03997,2,74,2,1,1
win_03998,2,74,3,1,1
win_03999,2,74,4,1,1
win_04000,2,75,0,1,1
win_04001,2,75,3,1,1
win_04002,2,75,4,1,1
win_04003,2,76,0,1,1
win_04004,2,76,1,1,1
win_04005,2,76,3,1,1
win_04006,2,76,4,1,1
win_04007,2,77,4,1,1
win_04008,2,78,2,1,1
win_04009,2,78,4,1,1
win_04010,2,79,0,1,1
win_04011,2,79,1,1,1
win_04012,2,79,2,1,1
win_04013,2,79,3,1,1
win_04014,2,79,4,1,1
win_04015,2,80,0,1,1
win_04016,2,80,2,1,1
win_04017,2,80,3,1,1
win_04018,2,80,4,1,1
win_04019,2,82,0,1,1
win_04020,2,82,3,1,1
win_04021,2,83,0,1,1
win_04022,2,83,4,1,1
win_04023,2,84,1,1,1
win_04024,2,84,4,1,1
win_04025,2,85,0,1,1
win_04026,2,85,1,1,1
win_04027,2,85,3,1,1
win_04028,2,85,4,1,1
win_04029,2,86,0,1,1
win_04030,2,86,2,1,1
win_04031,2,86,3,1,1
win_04032,2,86,4,1,1
win_04033,2,87,4,1,1
win_04034,2,88,2,1,1
win_04035,2,88,4,1,1
win_04036,2,89,1,1,1
win_04037,2,89,2,1,1
win_04038,2,90,0,1,1
win_04039,2,90,1,1,1
win_04040,2,90,2,1,1
win_04041,2,90,3,1,1
win_04042,2,91,1,1,1
win_04043,2,91,3,1,1
win_04044,2,92,0,1,1
win_04045,2,92,3,1,1
win_04046,2,93,0,1,1
win_04047,2,93,4,1,1
win_04048,2,94,2,1,1
win_04049,2,94,3,1,1
win_04050,2,95,0,1,1
win_04051,2,95,4,1,1
win_04052,2,96,1,1,1
win_04053,2,96,3,1,1
win_04054,2,96,4,1,1
win_04055,2,97,2,1,1
win_04056,2,97,3,1,1
win_04057,2,98,0,1,1
win_04058,2,98,4,1,1
win_04059,2,99,0,1,1
win_04060,2,99,2,1,1
win_04061,2,99,3,1,1
win_04062,2,100,1,1,1
win_04063,2,100,4,1,1
win_04064,2,101,0,1,1
win_04065,2,101,3,1,1
win_04066,2,102,1,1,1
win_04067,2,102,2,1,1
win_04068,2,102,3,1,1
win_04069,2,102,4,1,1
win_04070,2,103,0,1,1
win_04071,2,103,2,1,1
win_04072,2,103,4,1,1
win_04073,2,104,0,1,1
win_04074,2,104,1,1,1
win_04075,2,104,2,1,1
win_04076,2,105,0,1,1
win_04077,2,105,1,1,1
win_04078,2,105,3,1,1
win_04079,2,106,3,1,1
win_04080,2,106,4,1,1
win_04081,2,107,0,1,1
win_04082,2,107,1,1,1
win_04083,2,107,2,1,1
win_04084,2,107,3,1,1
win_04085,2,107,4,1,1
win_04086,2,108,0,1,1
win_04087,2,108,1,1,1
win_04088,2,108,2,1,1
win_04089,2,109,0,1,1
win_04090,2,109,4,1,1
win_04091,2,110,2,1,1
win_04092,2,110,4,1,1
win_04093,2,111,1,1,1
win_04094,2,111,2,1,1
win_04095,2,112,0,1,1
win_04096,2,112,4,1,1
win_04097,2,113,1,1,1
win_04098,2,113,3,1,1
win_04099,2,114,1,1,1
win_04100,2,114,4,1,1
win_04101,2,115,0,1,1
win_04102,2,115,1,1,1
win_04103,2,116,0,1,1
win_04104,2,116,2,1,1
win_04105,2,117,0,1,1
win_04106,2,117,2,1,1
win_04107,2,117,4,1,1
win_04108,2,118,1,1,1
win_04109,2,118,2,1,1
win_04110,2,120,1,1,1
win_04111,2,120,2,1,1
win_04112,2,120,3,1,1
win_04113,2,120,4,1,1
win_04114,2,121,1,1,1
win_04115,2,121,2,1,1
win_04116,2,121,3,1,1
win_04117,2,121,4,1,1
win_04118,2,122,0,1,1
win_04119,2,122,1,1,1
win_04120,2,122,2,1,1
win_04121,2,122,3,1,1
win_04122,2,122,4,1,1
win_04123,2,123,1,1,1
win_04124,2,123,4,1,1
win_04125,2,124,4,1,1
win_04126,2,125,0,1,1
win_04127,2,125,1,1,1
win_04128,2,125,2,1,1
win_04129,2,125,4,1,1
win_04130,2,126,0,1,1
win_04131,2,126,1,1,1
win_04132,2,126,2,1,1
win_04133,2,126,3,1,1
win_04134,2,126,4,1,1
win_04135,2,127,1,1,1
win_04136,2,128,0,1,1
win_04137,2,128,1,1,1
win_04138,2,128,2,1,1
win_04139,2,128,4,1,1
win_04140,2,129,0,1,1
win_04141,2,129,2,1,1
win_04142,2,129,4,1,1
win_04143,2,130,1,1,1
win_04144,2,130,2,1,1
win_04145,2,131,2,1,1
win_04146,2,132,0,1,1
win_04147,2,132,3,1,1
