option_id,pool_id,source_system,confidence,note
opt_03925,pool_05,SYS_A,0.968,
opt_03333,pool_06,SYS_A,0.856,
opt_00305,pool_07,SYS_B,0.761,
opt_00985,pool_08,SYS_A,0.895,
opt_00576,pool_09,SYS_C,0.877,
opt_02027,pool_05,SYS_B,0.987,
opt_01464,pool_06,SYS_C,0.892,
opt_03875,pool_07,SYS_A,0.764,
opt_01305,pool_08,SYS_C,0.748,
opt_00567,pool_09,SYS_A,0.795,
opt_02207,pool_09,SYS_B,0.081,possible_misclassification
opt_03653,pool_06,SYS_A,0.905,
opt_04040,pool_07,SYS_C,0.646,
opt_01188,pool_08,SYS_C,0.873,
opt_00449,pool_09,SYS_C,0.943,
opt_01745,pool_05,SYS_A,0.866,
opt_01662,pool_06,SYS_C,0.708,
opt_02405,pool_07,SYS_C,0.995,
opt_03620,pool_08,SYS_C,0.893,
opt_03384,pool_09,SYS_C,0.724,
opt_03275,pool_05,SYS_A,0.852,
opt_02531,pool_06,SYS_C,0.888,
opt_03130,pool_07,SYS_B,0.83,
opt_05012,pool_08,SYS_C,0.859,
opt_04371,pool_09,SYS_C,0.99,
opt_00582,pool_05,SYS_C,0.743,
opt_03949,pool_02,SYS_A,0.287,possible_misclassification
opt_03865,pool_07,SYS_C,0.672,
opt_04008,pool_08,SYS_B,0.732,
opt_02960,pool_09,SYS_B,0.881,
opt_01809,pool_05,SYS_C,0.792,
opt_02750,pool_06,SYS_A,0.941,
opt_01353,pool_07,SYS_B,0.613,
opt_00949,pool_08,SYS_C,0.951,
opt_02754,pool_09,SYS_A,0.785,
opt_02281,pool_05,SYS_C,0.618,
opt_00543,pool_06,SYS_B,0.852,
opt_02841,pool_07,SYS_A,0.682,
opt_01787,pool_08,SYS_A,0.962,
opt_01249,pool_09,SYS_C,0.968,
opt_00063,pool_05,SYS_A,0.769,
opt_00768,pool_06,SYS_A,0.912,
opt_03250,pool_07,SYS_B,0.694,
opt_03537,pool_08,SYS_C,0.79,
opt_02641,pool_09,SYS_A,0.813,
opt_00154,pool_05,SYS_C,0.728,
opt_00311,pool_06,SYS_A,0.933,
opt_04452,pool_07,SYS_C,0.701,
opt_04548,pool_08,SYS_A,0.879,
opt_02127,pool_09,SYS_B,0.725,
opt_04059,pool_05,SYS_A,0.738,
opt_03892,pool_06,SYS_C,0.992,
opt_04882,pool_07,SYS_A,0.808,
opt_00429,pool_08,SYS_B,0.938,
opt_01534,pool_09,SYS_B,0.768,
opt_02396,pool_05,SYS_C,0.866,
opt_02468,pool_06,SYS_B,0.987,
opt_01329,pool_07,SYS_C,0.924,
opt_03689,pool_08,SYS_C,0.628,
opt_04984,pool_09,SYS_C,0.648,
opt_00482,pool_05,SYS_C,0.81,
opt_02457,pool_06,SYS_C,0.838,
opt_02529,pool_07,SYS_B,0.788,
opt_04668,pool_08,SYS_C,0.93,
opt_01103,pool_09,SYS_B,0.905,
opt_03692,pool_05,SYS_A,0.671,
opt_03162,pool_06,SYS_C,0.615,
opt_04640,pool_07,SYS_A,0.95,
opt_02327,pool_08,SYS_A,0.98,
opt_04921,pool_09,SYS_B,0.92,
opt_00703,pool_05,SYS_A,0.864,
opt_00533,pool_06,SYS_B,0.779,
opt_01833,pool_07,SYS_B,0.734,
opt_03298,pool_08,SYS_A,0.916,
opt_03134,pool_09,SYS_A,0.793,
opt_03945,pool_05,SYS_C,0.754,
opt_04125,pool_06,SYS_C,0.875,
opt_03932,pool_07,SYS_A,0.865,
opt_00468,pool_08,SYS_C,0.868,
opt_01593,pool_09,SYS_C,0.689,
opt_05021,pool_05,SYS_C,0.834,
opt_04243,pool_06,SYS_A,0.88,
opt_00819,pool_07,SYS_B,0.924,
opt_03491,pool_08,SYS_C,0.876,
opt_03444,pool_09,SYS_C,0.65,
opt_00901,pool_05,SYS_A,0.781,
opt_00288,pool_06,SYS_C,0.676,
opt_03720,pool_07,SYS_A,0.856,
opt_01383,pool_08,SYS_B,0.843,
opt_03745,pool_09,SYS_A,0.93,
opt_02615,pool_05,SYS_A,0.697,
opt_03669,pool_06,SYS_A,0.711,
opt_03516,pool_07,SYS_B,0.958,
opt_03374,pool_08,SYS_B,0.714,
opt_05025,pool_09,SYS_A,0.609,
opt_01980,pool_05,SYS_C,0.901,
opt_02537,pool_06,SYS_C,0.937,
opt_02589,pool_07,SYS_B,0.83,
opt_03680,pool_08,SYS_A,0.926,
opt_01444,pool_09,SYS_C,0.744,
opt_02151,pool_05,SYS_C,0.684,
opt_01049,pool_06,SYS_C,0.95,
opt_02850,pool_07,SYS_B,0.916,
opt_04396,pool_08,SYS_A,0.873,
opt_00948,pool_09,SYS_A,0.733,
opt_00891,pool_05,SYS_C,0.92,
opt_00031,pool_06,SYS_A,0.785,
opt_00132,pool_07,SYS_B,0.693,
opt_01115,pool_08,SYS_C,0.897,
opt_00673,pool_09,SYS_A,0.652,
opt_00147,pool_05,SYS_C,0.938,
opt_01888,pool_06,SYS_B,0.78,
opt_00722,pool_07,SYS_A,0.742,
opt_03788,pool_08,SYS_B,0.768,
opt_00783,pool_09,SYS_C,0.886,
opt_00399,pool_05,SYS_C,0.811,
opt_04759,pool_06,SYS_C,0.98,
opt_04809,pool_07,SYS_A,0.703,
opt_03882,pool_08,SYS_A,0.817,
opt_03854,pool_09,SYS_A,0.715,
opt_04919,pool_05,SYS_C,0.905,
opt_00970,pool_06,SYS_C,0.818,
opt_02325,pool_07,SYS_A,0.703,
opt_02569,pool_08,SYS_C,0.706,
opt_03749,pool_09,SYS_C,0.993,
opt_04530,pool_05,SYS_C,0.946,
opt_03190,pool_06,SYS_A,0.725,
opt_00878,pool_07,SYS_B,0.974,
opt_01132,pool_08,SYS_A,0.807,
opt_00356,pool_09,SYS_A,0.722,
opt_03995,pool_05,SYS_C,0.741,
opt_01271,pool_06,SYS_A,0.848,
opt_04305,pool_07,SYS_B,0.629,
opt_03660,pool_08,SYS_C,0.774,
opt_00270,pool_09,SYS_B,0.798,
opt_04872,pool_09,SYS_C,0.265,possible_misclassification
opt_02694,pool_06,SYS_A,0.709,
opt_02001,pool_07,SYS_A,0.86,
opt_00694,pool_08,SYS_A,0.621,
opt_02028,pool_09,SYS_C,0.654,
opt_05000,pool_05,SYS_B,0.932,
opt_03304,pool_06,SYS_B,0.993,
opt_00319,pool_07,SYS_C,0.835,
opt_02466,pool_08,SYS_C,0.656,
opt_03572,pool_09,SYS_A,0.643,
opt_02356,pool_05,SYS_B,0.631,
opt_02279,pool_06,SYS_A,0.663,
opt_04142,pool_07,SYS_C,0.772,
opt_02305,pool_08,SYS_C,0.682,
opt_03048,pool_09,SYS_B,0.62,
opt_04761,pool_05,SYS_A,0.621,
opt_04113,pool_06,SYS_B,0.841,
opt_02379,pool_07,SYS_C,0.953,
opt_00192,pool_08,SYS_B,0.894,
opt_02742,pool_09,SYS_C,0.717,
opt_04783,pool_05,SYS_A,0.674,
opt_02662,pool_06,SYS_B,0.948,
opt_00326,pool_07,SYS_A,0.684,
opt_03547,pool_08,SYS_C,0.881,
opt_04729,pool_09,SYS_A,0.642,
opt_01295,pool_05,SYS_A,0.778,
opt_00013,pool_06,SYS_B,0.721,
opt_02131,pool_07,SYS_C,0.746,
opt_02277,pool_08,SYS_C,0.695,
opt_00442,pool_09,SYS_A,0.848,
opt_00477,pool_05,SYS_C,0.937,
opt_02515,pool_06,SYS_C,0.802,
opt_03086,pool_07,SYS_C,0.608,
opt_03317,pool_08,SYS_B,0.899,
opt_00931,pool_09,SYS_C,0.749,
opt_01391,pool_05,SYS_A,0.777,
opt_01997,pool_06,SYS_B,0.931,
opt_01789,pool_07,SYS_B,0.676,
opt_04395,pool_08,SYS_C,0.787,
opt_00727,pool_09,SYS_C,0.724,
opt_03332,pool_05,SYS_B,0.86,
opt_00306,pool_06,SYS_A,0.809,
opt_04794,pool_07,SYS_C,0.996,
opt_00813,pool_08,SYS_A,0.99,
opt_00728,pool_09,SYS_A,0.865,
opt_01814,pool_05,SYS_A,0.875,
opt_03414,pool_06,SYS_C,0.905,
opt_04206,pool_07,SYS_C,0.853,
opt_02543,pool_08,SYS_C,0.733,
opt_02486,pool_09,SYS_B,0.683,
opt_02400,pool_05,SYS_C,0.879,
opt_01108,pool_06,SYS_A,0.62,
opt_01452,pool_07,SYS_A,0.969,
opt_03543,pool_08,SYS_C,0.763,
opt_02398,pool_09,SYS_C,0.865,
opt_04430,pool_05,SYS_B,0.755,
opt_02488,pool_06,SYS_A,0.653,
opt_01733,pool_07,SYS_A,0.854,
opt_04379,pool_08,SYS_B,0.808,
opt_02874,pool_09,SYS_C,0.74,
opt_03055,pool_05,SYS_B,0.606,
opt_02061,pool_06,SYS_A,0.855,
opt_02172,pool_07,SYS_B,0.985,
opt_01712,pool_08,SYS_B,0.79,
opt_04825,pool_09,SYS_C,0.835,
opt_02108,pool_05,SYS_C,0.747,
opt_03592,pool_06,SYS_B,0.96,
opt_03757,pool_07,SYS_B,0.976,
opt_03938,pool_08,SYS_A,0.61,
opt_01014,pool_09,SYS_A,0.948,
opt_00359,pool_05,SYS_C,0.928,
opt_04089,pool_06,SYS_B,0.776,
opt_02609,pool_07,SYS_B,0.746,
opt_00090,pool_08,SYS_B,0.735,
opt_02393,pool_09,SYS_C,0.878,
opt_01009,pool_05,SYS_A,0.93,
opt_00345,pool_06,SYS_C,0.79,
opt_02822,pool_07,SYS_A,0.85,
opt_03641,pool_08,SYS_A,0.652,
opt_01697,pool_09,SYS_A,0.761,
opt_03083,pool_05,SYS_C,0.663,
opt_00275,pool_06,SYS_A,0.917,
opt_04747,pool_07,SYS_C,0.635,
opt_03861,pool_08,SYS_B,0.982,
opt_00480,pool_09,SYS_C,0.833,
opt_04302,pool_05,SYS_A,0.806,
opt_01323,pool_06,SYS_B,0.782,
opt_04958,pool_07,SYS_C,0.941,
opt_04864,pool_08,SYS_C,0.667,
opt_04847,pool_09,SYS_A,0.851,
opt_02214,pool_05,SYS_A,0.696,
opt_03639,pool_06,SYS_A,0.84,
opt_01831,pool_07,SYS_A,0.778,
opt_02980,pool_08,SYS_C,0.947,
opt_00097,pool_09,SYS_A,0.644,
opt_03579,pool_05,SYS_C,0.853,
opt_01723,pool_06,SYS_A,0.951,
opt_00820,pool_07,SYS_A,0.651,
opt_04571,pool_08,SYS_A,0.651,
opt_01111,pool_09,SYS_C,0.969,
opt_00213,pool_05,SYS_C,0.958,
opt_00726,pool_06,SYS_C,0.863,
opt_02331,pool_07,SYS_C,0.905,
opt_02701,pool_08,SYS_C,0.828,
opt_00772,pool_09,SYS_A,0.829,
opt_04542,pool_05,SYS_C,0.887,
opt_00193,pool_06,SYS_C,0.725,
opt_00584,pool_07,SYS_C,0.715,
opt_01230,pool_08,SYS_A,0.973,
opt_02949,pool_09,SYS_B,0.635,
opt_01907,pool_05,SYS_A,0.825,
opt_01805,pool_06,SYS_C,0.915,
opt_00395,pool_07,SYS_C,0.982,
opt_03750,pool_08,SYS_A,0.644,
opt_01797,pool_09,SYS_C,0.959,
opt_00387,pool_05,SYS_B,0.619,
opt_02915,pool_06,SYS_B,0.855,
opt_04492,pool_07,SYS_A,0.624,
opt_04424,pool_08,SYS_C,0.832,
opt_04831,pool_09,SYS_B,0.783,
opt_03469,pool_05,SYS_C,0.768,
opt_03193,pool_06,SYS_C,0.919,
opt_01661,pool_20,SYS_A,0.121,possible_misclassification
opt_00465,pool_08,SYS_A,0.991,
opt_03010,pool_09,SYS_A,0.656,
opt_00017,pool_05,SYS_C,0.964,
opt_01417,pool_06,SYS_B,0.842,
opt_01943,pool_07,SYS_B,0.636,
opt_04495,pool_08,SYS_C,0.675,
opt_04791,pool_09,SYS_B,0.947,
opt_01999,pool_05,SYS_A,0.643,
opt_01449,pool_06,SYS_B,0.709,
opt_01679,pool_07,SYS_C,0.663,
opt_04194,pool_08,SYS_A,0.933,
opt_00141,pool_09,SYS_A,0.976,
opt_02218,pool_05,SYS_B,0.75,
opt_03234,pool_06,SYS_C,0.839,
opt_03973,pool_07,SYS_C,0.821,
opt_04744,pool_12,SYS_B,0.161,possible_misclassification
opt_01189,pool_09,SYS_B,0.705,
opt_01204,pool_05,SYS_A,0.901,
opt_02295,pool_06,SYS_B,0.907,
opt_02190,pool_07,SYS_A,0.965,
opt_04357,pool_08,SYS_B,0.83,
opt_04675,pool_09,SYS_B,0.745,
opt_01331,pool_05,SYS_A,0.981,
opt_03695,pool_06,SYS_A,0.723,
opt_02343,pool_07,SYS_B,0.841,
opt_00082,pool_08,SYS_A,0.649,
opt_03549,pool_09,SYS_C,0.985,
opt_03139,pool_05,SYS_B,0.642,
opt_03759,pool_06,SYS_A,0.897,
opt_00105,pool_07,SYS_B,0.843,
opt_01402,pool_08,SYS_B,0.886,
opt_00546,pool_09,SYS_B,0.687,
opt_02477,pool_05,SYS_B,0.908,
opt_02584,pool_06,SYS_C,0.781,
opt_00980,pool_07,SYS_A,0.929,
opt_03372,pool_08,SYS_C,0.848,
opt_03019,pool_09,SYS_A,0.875,
opt_02003,pool_05,SYS_B,0.954,
opt_02091,pool_06,SYS_B,0.889,
opt_00140,pool_07,SYS_B,0.896,
opt_01959,pool_08,SYS_C,0.937,
opt_03210,pool_09,SYS_A,0.768,
opt_00843,pool_05,SYS_A,0.716,
opt_03150,pool_06,SYS_C,0.635,
opt_03029,pool_07,SYS_A,0.796,
opt_00621,pool_08,SYS_B,0.994,
opt_00737,pool_09,SYS_C,0.607,
opt_00657,pool_05,SYS_C,0.942,
opt_00182,pool_06,SYS_C,0.605,
opt_04498,pool_07,SYS_B,0.887,
opt_00152,pool_08,SYS_C,0.713,
opt_01125,pool_09,SYS_A,0.875,
opt_03455,pool_05,SYS_C,0.829,
opt_02307,pool_06,SYS_C,0.901,
opt_01551,pool_07,SYS_C,0.672,
opt_02846,pool_08,SYS_C,0.913,
opt_03770,pool_09,SYS_B,0.793,
opt_02693,pool_05,SYS_A,0.948,
opt_00203,pool_06,SYS_C,0.888,
opt_04314,pool_07,SYS_B,0.834,
opt_04694,pool_08,SYS_A,0.7,
opt_03496,pool_09,SYS_C,0.94,
opt_03596,pool_05,SYS_A,0.944,
opt_03268,pool_06,SYS_A,0.671,
opt_01141,pool_07,SYS_C,0.832,
opt_03238,pool_08,SYS_A,0.916,
opt_00076,pool_09,SYS_C,0.694,
opt_03386,pool_05,SYS_C,0.65,
opt_04745,pool_06,SYS_B,0.739,
opt_02632,pool_07,SYS_A,0.931,
opt_01477,pool_08,SYS_A,0.675,
opt_02869,pool_09,SYS_A,0.646,
opt_02663,pool_05,SYS_C,0.883,
opt_03552,pool_06,SYS_B,0.7,
opt_03673,pool_07,SYS_C,0.643,
opt_03704,pool_08,SYS_A,0.637,
opt_04513,pool_09,SYS_A,0.918,
opt_04701,pool_05,SYS_C,0.661,
opt_01144,pool_06,SYS_B,0.924,
opt_01106,pool_07,SYS_A,0.865,
opt_04973,pool_08,SYS_C,0.62,
opt_03694,pool_09,SYS_A,0.642,
opt_01615,pool_05,SYS_C,0.895,
opt_00911,pool_06,SYS_B,0.824,
opt_04983,pool_07,SYS_A,0.61,
opt_00734,pool_08,SYS_B,0.994,
opt_00296,pool_09,SYS_A,0.872,
opt_04199,pool_05,SYS_A,0.902,
opt_02768,pool_06,SYS_C,0.631,
opt_01056,pool_07,SYS_C,0.694,
opt_04615,pool_08,SYS_B,0.905,
opt_03650,pool_09,SYS_C,0.686,
opt_04949,pool_05,SYS_B,0.883,
opt_04820,pool_06,SYS_C,0.644,
opt_03736,pool_07,SYS_C,0.7,
opt_00965,pool_08,SYS_A,0.613,
opt_04653,pool_09,SYS_A,0.739,
opt_01655,pool_05,SYS_A,0.942,
opt_00849,pool_06,SYS_B,0.974,
opt_04049,pool_28,SYS_C,0.185,possible_misclassification
opt_02050,pool_08,SYS_C,0.78,
opt_01752,pool_09,SYS_C,0.999,
opt_04708,pool_05,SYS_B,0.85,
opt_00050,pool_06,SYS_A,0.987,
opt_01991,pool_07,SYS_A,0.927,
opt_00925,pool_08,SYS_A,0.678,
opt_03651,pool_09,SYS_B,0.836,
opt_00733,pool_05,SYS_A,0.684,
opt_03039,pool_06,SYS_C,0.747,
opt_04407,pool_07,SYS_A,0.923,
opt_03301,pool_08,SYS_C,0.856,
opt_02873,pool_09,SYS_A,0.91,
opt_00700,pool_05,SYS_C,0.834,
opt_02239,pool_06,SYS_B,0.876,
opt_03456,pool_07,SYS_C,0.979,
opt_04770,pool_08,SYS_A,0.937,
opt_00135,pool_09,SYS_A,0.783,
opt_01771,pool_05,SYS_A,0.755,
opt_00160,pool_06,SYS_A,0.948,
opt_04940,pool_07,SYS_C,0.685,
opt_03612,pool_08,SYS_C,0.664,
opt_01669,pool_09,SYS_B,0.894,
opt_04616,pool_05,SYS_A,0.886,
opt_04217,pool_06,SYS_A,0.74,
opt_03105,pool_07,SYS_C,0.644,
opt_00935,pool_08,SYS_A,0.79,
opt_03827,pool_09,SYS_B,0.612,
opt_05014,pool_05,SYS_B,0.906,
opt_04103,pool_06,SYS_A,0.74,
opt_03815,pool_07,SYS_B,0.774,
opt_03465,pool_08,SYS_C,0.951,
opt_03121,pool_09,SYS_A,0.799,
opt_04062,pool_05,SYS_A,0.693,
opt_02384,pool_06,SYS_B,0.958,
opt_03339,pool_07,SYS_A,0.908,
opt_00730,pool_08,SYS_A,0.614,
opt_03398,pool_09,SYS_B,0.775,
opt_03142,pool_05,SYS_B,0.861,
opt_02786,pool_06,SYS_A,0.783,
opt_02421,pool_07,SYS_C,0.83,
opt_01528,pool_08,SYS_A,0.914,
opt_01839,pool_09,SYS_A,0.634,
opt_01042,pool_05,SYS_C,0.984,
opt_01261,pool_06,SYS_C,0.762,
opt_02550,pool_07,SYS_A,0.651,
opt_01241,pool_08,SYS_C,0.746,
opt_00286,pool_09,SYS_B,0.705,
opt_04372,pool_05,SYS_A,0.753,
opt_04316,pool_06,SYS_C,0.6,
opt_03273,pool_07,SYS_A,0.722,
opt_03578,pool_08,SYS_B,0.999,
opt_01013,pool_24,SYS_B,0.216,possible_misclassification
opt_00237,pool_05,SYS_A,0.679,
opt_00880,pool_06,SYS_B,0.998,
opt_04381,pool_07,SYS_B,0.714,
opt_04589,pool_08,SYS_C,0.966,
opt_03239,pool_09,SYS_B,0.961,
opt_04517,pool_05,SYS_B,0.712,
opt_03097,pool_06,SYS_A,0.756,
opt_04150,pool_07,SYS_A,0.715,
opt_04007,pool_08,SYS_C,0.607,
opt_01027,pool_09,SYS_A,0.91,
opt_01316,pool_05,SYS_C,0.833,
opt_01675,pool_06,SYS_A,0.833,
opt_03179,pool_07,SYS_C,0.751,
opt_04714,pool_08,SYS_B,0.966,
opt_02232,pool_09,SYS_C,0.809,
opt_00145,pool_05,SYS_A,0.976,
opt_00652,pool_06,SYS_B,0.844,
opt_04279,pool_07,SYS_B,0.669,
opt_02834,pool_08,SYS_A,0.79,
opt_01698,pool_09,SYS_C,0.968,
opt_02067,pool_05,SYS_B,0.781,
opt_01564,pool_06,SYS_B,0.996,
opt_03678,pool_07,SYS_A,0.619,
opt_00444,pool_08,SYS_A,0.757,
opt_02919,pool_09,SYS_B,0.662,
opt_03007,pool_05,SYS_B,0.997,
opt_02240,pool_06,SYS_C,0.601,
opt_03154,pool_07,SYS_C,0.957,
opt_01613,pool_08,SYS_A,0.68,
opt_00587,pool_09,SYS_A,0.909,
opt_00209,pool_05,SYS_C,0.89,
opt_03621,pool_06,SYS_C,0.927,
opt_01603,pool_07,SYS_A,0.947,
opt_03956,pool_08,SYS_B,0.917,
opt_04573,pool_09,SYS_C,0.612,
opt_00423,pool_05,SYS_A,0.819,
opt_01657,pool_06,SYS_C,0.744,
opt_03416,pool_07,SYS_B,0.948,
opt_03027,pool_08,SYS_C,0.94,
opt_04086,pool_09,SYS_C,0.678,
opt_01921,pool_05,SYS_A,0.663,
opt_01566,pool_06,SYS_A,0.883,
opt_04427,pool_07,SYS_C,0.803,
opt_01437,pool_08,SYS_A,0.721,
opt_00489,pool_09,SYS_C,0.844,
opt_03146,pool_05,SYS_C,0.879,
opt_03246,pool_06,SYS_A,0.867,
opt_02177,pool_07,SYS_C,0.75,
opt_02082,pool_08,SYS_C,0.691,
opt_01790,pool_09,SYS_A,0.649,
opt_03140,pool_05,SYS_C,0.685,
opt_02644,pool_06,SYS_C,0.786,
opt_03685,pool_07,SYS_B,0.734,
opt_03917,pool_08,SYS_C,0.977,
opt_01448,pool_09,SYS_B,0.614,
opt_01513,pool_05,SYS_C,0.897,
opt_02226,pool_06,SYS_C,0.789,
opt_02882,pool_07,SYS_C,0.806,
opt_00243,pool_08,SYS_C,0.795,
opt_02100,pool_09,SYS_C,0.657,
opt_01512,pool_05,SYS_B,0.89,
opt_02621,pool_06,SYS_B,0.872,
opt_01581,pool_07,SYS_A,0.797,
opt_04931,pool_08,SYS_B,0.713,
opt_02523,pool_09,SYS_B,0.873,
opt_03420,pool_05,SYS_A,0.632,
opt_04052,pool_06,SYS_B,0.681,
opt_02480,pool_07,SYS_C,0.981,
opt_04909,pool_08,SYS_B,0.624,
opt_01492,pool_09,SYS_B,0.931,
opt_01908,pool_05,SYS_A,0.81,
opt_01658,pool_06,SYS_B,0.616,
opt_02357,pool_07,SYS_A,0.95,
opt_04334,pool_08,SYS_B,0.799,
opt_00460,pool_09,SYS_A,0.652,
opt_03732,pool_05,SYS_C,0.785,
opt_02965,pool_06,SYS_A,0.856,
opt_00906,pool_07,SYS_A,0.622,
opt_03548,pool_08,SYS_A,0.732,
opt_03102,pool_09,SYS_A,0.633,
opt_00639,pool_05,SYS_B,0.893,
opt_04035,pool_06,SYS_C,0.936,
opt_00525,pool_07,SYS_C,0.966,
opt_03422,pool_08,SYS_C,0.628,
opt_03397,pool_09,SYS_C,0.889,
opt_02892,pool_05,SYS_B,0.902,
opt_00376,pool_06,SYS_A,0.754,
opt_01794,pool_07,SYS_B,0.63,
opt_00051,pool_08,SYS_C,0.77,
opt_03737,pool_09,SYS_B,0.647,
opt_03581,pool_05,SYS_B,0.681,
opt_04359,pool_06,SYS_A,0.997,
opt_01777,pool_07,SYS_A,0.741,
opt_00575,pool_08,SYS_B,0.759,
opt_01950,pool_09,SYS_B,0.685,
opt_04496,pool_05,SYS_C,0.657,
opt_03438,pool_06,SYS_C,0.887,
opt_03231,pool_07,SYS_A,0.622,
opt_02622,pool_08,SYS_C,0.651,
opt_01275,pool_09,SYS_B,0.922,
opt_04596,pool_05,SYS_B,0.822,
opt_04939,pool_06,SYS_B,0.779,
opt_00506,pool_07,SYS_A,0.986,
opt_00100,pool_20,SYS_B,0.348,possible_misclassification
opt_03015,pool_09,SYS_C,0.608,
opt_00199,pool_05,SYS_B,0.778,
opt_04532,pool_06,SYS_B,0.965,
opt_03283,pool_07,SYS_C,0.921,
opt_04006,pool_08,SYS_A,0.943,
opt_03790,pool_09,SYS_A,0.868,
opt_01945,pool_05,SYS_B,0.716,
opt_03819,pool_06,SYS_B,0.901,
opt_03808,pool_07,SYS_C,0.745,
opt_03741,pool_08,SYS_B,0.871,
opt_01306,pool_09,SYS_C,0.725,
opt_03457,pool_05,SYS_B,0.876,
opt_00791,pool_06,SYS_A,0.94,
opt_03664,pool_07,SYS_C,0.874,
opt_04727,pool_08,SYS_B,0.745,
opt_01905,pool_09,SYS_C,0.832,
opt_02118,pool_05,SYS_A,0.849,
opt_02718,pool_06,SYS_C,0.643,
opt_01099,pool_07,SYS_B,0.856,
opt_01360,pool_08,SYS_B,0.673,
opt_01435,pool_09,SYS_B,0.809,
opt_01380,pool_05,SYS_A,0.637,
opt_00467,pool_06,SYS_A,0.679,
opt_04247,pool_07,SYS_B,0.976,
opt_03407,pool_08,SYS_A,0.989,
opt_04624,pool_09,SYS_A,0.713,
opt_04105,pool_05,SYS_A,0.811,
opt_00221,pool_09,SYS_B,0.388,possible_misclassification
opt_04577,pool_07,SYS_C,0.961,
opt_03515,pool_08,SYS_C,0.818,
opt_00112,pool_09,SYS_A,0.829,
opt_00914,pool_05,SYS_A,0.671,
opt_01644,pool_06,SYS_B,0.639,
opt_02419,pool_07,SYS_C,0.95,
opt_02773,pool_08,SYS_B,0.868,
opt_04493,pool_09,SYS_A,0.875,
opt_00514,pool_05,SYS_B,0.71,
opt_04414,pool_06,SYS_A,0.951,
opt_04319,pool_07,SYS_A,0.726,
opt_04164,pool_08,SYS_B,0.899,
opt_01832,pool_09,SYS_C,0.965,
opt_04322,pool_05,SYS_B,0.603,
opt_03906,pool_06,SYS_A,0.908,
opt_00226,pool_07,SYS_C,0.782,
opt_00978,pool_08,SYS_A,0.852,
opt_02275,pool_09,SYS_C,0.718,
opt_03719,pool_05,SYS_C,0.713,
opt_03573,pool_06,SYS_C,0.826,
opt_01567,pool_07,SYS_A,0.81,
opt_00225,pool_08,SYS_B,0.693,
opt_02051,pool_09,SYS_C,0.72,
opt_00149,pool_05,SYS_B,0.866,
opt_03725,pool_06,SYS_A,0.927,
opt_03426,pool_07,SYS_B,0.725,
opt_01545,pool_08,SYS_A,0.825,
opt_03320,pool_09,SYS_A,0.648,
opt_04546,pool_05,SYS_B,0.804,
opt_04135,pool_06,SYS_B,0.77,
opt_02160,pool_29,SYS_C,0.19,possible_misclassification
opt_03505,pool_08,SYS_C,0.999,
opt_02600,pool_09,SYS_A,0.9,
opt_03406,pool_05,SYS_A,0.897,
opt_00264,pool_06,SYS_B,0.747,
opt_01003,pool_07,SYS_C,0.964,
opt_00830,pool_08,SYS_B,0.689,
opt_00059,pool_09,SYS_A,0.65,
opt_00637,pool_05,SYS_B,0.862,
opt_04875,pool_06,SYS_A,0.803,
opt_00583,pool_07,SYS_C,0.81,
opt_03196,pool_08,SYS_C,0.742,
opt_00916,pool_09,SYS_A,0.905,
opt_03345,pool_05,SYS_A,0.719,
opt_02805,pool_06,SYS_A,0.711,
opt_01385,pool_07,SYS_C,0.798,
opt_02143,pool_08,SYS_C,0.69,
opt_02115,pool_09,SYS_A,0.925,
opt_04920,pool_05,SYS_A,0.934,
opt_03435,pool_06,SYS_B,0.727,
opt_02311,pool_07,SYS_B,0.935,
opt_00680,pool_08,SYS_B,0.899,
opt_04236,pool_09,SYS_A,0.678,
opt_03200,pool_05,SYS_C,0.747,
opt_00365,pool_06,SYS_B,0.612,
opt_01335,pool_07,SYS_C,0.941,
opt_01369,pool_08,SYS_B,0.719,
opt_03831,pool_09,SYS_B,0.607,
opt_01558,pool_05,SYS_A,0.62,
opt_02076,pool_06,SYS_C,0.861,
opt_01392,pool_07,SYS_A,0.712,
opt_04333,pool_08,SYS_C,0.737,
opt_01406,pool_09,SYS_A,0.888,
opt_02509,pool_05,SYS_A,0.789,
opt_03866,pool_06,SYS_A,0.615,
opt_00414,pool_07,SYS_C,0.819,
opt_04118,pool_08,SYS_A,0.683,
opt_01821,pool_09,SYS_A,0.743,
opt_00988,pool_05,SYS_B,0.61,
opt_03944,pool_06,SYS_B,0.687,
opt_00750,pool_07,SYS_B,0.882,
opt_04446,pool_08,SYS_B,0.996,
opt_00540,pool_09,SYS_A,0.921,
opt_04867,pool_05,SYS_C,0.948,
opt_04852,pool_06,SYS_B,0.934,
opt_04692,pool_07,SYS_C,0.843,
opt_02705,pool_08,SYS_A,0.939,
opt_01112,pool_09,SYS_B,0.679,
opt_03461,pool_05,SYS_A,0.909,
opt_02814,pool_06,SYS_A,0.994,
opt_00662,pool_07,SYS_B,0.623,
opt_02657,pool_08,SYS_A,0.889,
opt_04804,pool_09,SYS_A,0.681,
opt_02170,pool_05,SYS_A,0.74,
opt_00521,pool_06,SYS_A,0.758,
opt_00312,pool_07,SYS_A,0.929,
opt_00840,pool_08,SYS_B,0.777,
opt_03508,pool_09,SYS_C,0.678,
opt_01694,pool_05,SYS_B,0.612,
opt_03976,pool_06,SYS_B,0.803,
