step_id,window_id
step_06813,win_06813
step_06814,win_06814
step_06815,win_06815
step_06816,win_06816
step_06817,win_06817
step_06818,win_06818
step_06819,win_06819
step_06820,win_06820
step_06821,win_06821
step_06822,win_06822
step_06823,win_06823
step_06824,win_06824
step_06825,win_06825
step_06826,win_06826
step_06827,win_06827
step_06828,win_06828
step_06829,win_06829
step_06830,win_06830
step_06831,win_06831
step_06832,win_06832
step_06833,win_06833
step_06834,win_06834
step_06835,win_06835
step_06836,win_06836
step_06837,win_06837
step_06838,win_06838
step_06839,win_06839
step_06840,win_06840
step_06841,win_06841
step_06842,win_06842
step_06843,win_06843
step_06844,win_06844
step_06845,win_06845
step_06846,win_06846
step_06847,win_06847
step_06848,win_06848
step_06849,win_06849
step_06850,win_06850
step_06851,win_06851
step_06852,win_06852
step_06853,win_06853
step_06854,win_06854
step_06855,win_06855
step_06856,win_06856
step_06857,win_06857
step_06858,win_06858
step_06859,win_06859
step_06860,win_06860
step_06861,win_06861
step_06862,win_06862
step_06863,win_06863
step_06864,win_06864
step_06865,win_06865
step_06866,win_06866
step_06867,win_06867
step_06868,win_06868
step_06869,win_06869
step_06870,win_06870
step_06871,win_06871
step_06872,win_06872
step_06873,win_06873
step_06874,win_06874
step_06875,win_06875
step_06876,win_06876
step_06877,win_06877
step_06878,win_06878
step_06879,win_06879
step_06880,win_06880
step_06881,win_06881
step_06882,win_06882
step_06883,win_06883
step_06884,win_06884
step_06885,win_06885
step_06886,win_06886
step_06887,win_06887
step_06888,win_06888
step_06889,win_06889
step_06890,win_06890
step_06891,win_06891
step_06892,win_06892
step_06893,win_06893
step_06894,win_06894
step_06895,win_06895
step_06896,win_06896
step_06897,win_06897
step_06898,win_06898
step_06899,win_06899
step_06900,win_06900
step_06901,win_06901
step_06902,win_06902
step_06903,win_06903
step_06904,win_06904
step_06905,win_06905
step_06906,win_06906
step_06907,win_06907
step_06908,win_06908
step_06909,win_06909
step_06910,win_06910
step_06911,win_06911
step_06912,win_06912
step_06913,win_06913
step_06914,win_06914
step_06915,win_06915
step_06916,win_06916
step_06917,win_06917
step_06918,win_06918
step_06919,win_06919
step_06920,win_06920
step_06921,win_06921
step_06922,win_06922
step_06923,win_06923
step_06924,win_06924
step_06925,win_06925
step_06926,win_06926
step_06927,win_06927
step_06928,win_06928
step_06929,win_06929
step_06930,win_06930
step_06931,win_06931
step_06932,win_06932
step_06933,win_06933
step_06934,win_06934
step_06935,win_06935
step_06936,win_06936
step_06937,win_06937
step_06938,win_06938
step_06939,win_06939
step_06940,win_06940
step_06941,win_06941
step_06942,win_06942
step_06943,win_06943
step_06944,win_06944
step_06945,win_06945
step_06946,win_06946
step_06947,win_06947
step_06948,win_06948
step_06949,win_06949
step_06950,win_06950
step_06951,win_06951
step_06952,win_06952
step_06953,win_06953
step_06954,win_06954
step_06955,win_06955
step_06956,win_06956
step_06957,win_06957
step_06958,win_06958
step_06959,win_06959
step_06960,win_06960
step_06961,win_06961
step_06962,win_06962
step_06963,win_06963
step_06964,win_06964
step_06965,win_06965
step_06966,win_06966
step_06967,win_06967
step_06968,win_06968
step_06969,win_06969
step_06970,win_06970
step_06971,win_06971
step_06972,win_06972
step_06973,win_06973
step_06974,win_06974
step_06975,win_06975
step_06976,win_06976
step_06977,win_06977
step_06978,win_06978
step_06979,win_06979
step_06980,win_06980
step_06981,win_06981
step_06982,win_06982
step_06983,win_06983
step_06984,win_06984
step_06985,win_06985
step_06986,win_06986
step_06987,win_06987
step_06988,win_06988
step_06989,win_06989
step_06990,win_06990
step_06991,win_06991
step_06992,win_06992
step_06993,win_06993
step_06994,win_06994
step_06995,win_06995
step_06996,win_06996
step_06997,win_06997
step_06998,win_06998
step_06999,win_06999
step_07000,win_07000
step_07001,win_07001
step_07002,win_07002
step_07003,win_07003
step_07004,win_07004
step_07005,win_07005
step_07006,win_07006
step_07007,win_07007
step_07008,win_07008
step_07009,win_07009
step_07010,win_07010
step_07011,win_07011
step_07012,win_07012
step_07013,win_07013
step_07014,win_07014
step_07015,win_07015
step_07016,win_07016
step_07017,win_07017
step_07018,win_07018
step_07019,win_07019
step_07020,win_07020
step_07021,win_07021
step_07022,win_07022
step_07023,win_07023
step_07024,win_07024
step_07025,win_07025
step_07026,win_07026
step_07027,win_07027
step_07028,win_07028
step_07029,win_07029
step_07030,win_07030
step_07031,win_07031
step_07032,win_07032
step_07033,win_07033
step_07034,win_07034
step_07035,win_07035
step_07036,win_07036
step_07037,win_07037
step_07038,win_07038
step_07039,win_07039
step_07040,win_07040
step_07041,win_07041
step_07042,win_07042
step_07043,win_07043
step_07044,win_07044
step_07045,win_07045
step_07046,win_07046
step_07047,win_07047
step_07048,win_07048
step_07049,win_07049
step_07050,win_07050
step_07051,win_07051
step_07052,win_07052
step_07053,win_07053
step_07054,win_07054
step_07055,win_07055
step_07056,win_07056
step_07057,win_07057
step_07058,win_07058
step_07059,win_07059
step_07060,win_07060
step_07061,win_07061
step_07062,win_07062
step_07063,win_07063
step_07064,win_07064
step_07065,win_07065
step_07066,win_07066
step_07067,win_07067
step_07068,win_07068
step_07069,win_07069
step_07070,win_07070
step_07071,win_07071
step_07072,win_07072
step_07073,win_07073
step_07074,win_07074
step_07075,win_07075
step_07076,win_07076
step_07077,win_07077
step_07078,win_07078
step_07079,win_07079
step_07080,win_07080
step_07081,win_07081
step_07082,win_07082
step_07083,win_07083
step_07084,win_07084
step_07085,win_07085
step_07086,win_07086
step_07087,win_07087
step_07088,win_07088
step_07089,win_07089
step_07090,win_07090
step_07091,win_07091
step_07092,win_07092
step_07093,win_07093
step_07094,win_07094
step_07095,win_07095
step_07096,win_07096
step_07097,win_07097
step_07098,win_07098
step_07099,win_07099
step_07100,win_07100
step_07101,win_07101
step_07102,win_07102
step_07103,win_07103
step_07104,win_07104
step_07105,win_07105
step_07106,win_07106
step_07107,win_07107
step_07108,win_07108
step_07109,win_07109
step_07110,win_07110
step_07111,win_07111
step_07112,win_07112
step_07113,win_07113
step_07114,win_07114
step_07115,win_07115
step_07116,win_07116
step_07117,win_07117
step_07118,win_07118
step_07119,win_07119
step_07120,win_07120
step_07121,win_07121
step_07122,win_07122
step_07123,win_07123
step_07124,win_07124
step_07125,win_07125
step_07126,win_07126
step_07127,win_07127
step_07128,win_07128
step_07129,win_07129
step_07130,win_07130
step_07131,win_07131
step_07132,win_07132
step_07133,win_07133
step_07134,win_07134
step_07135,win_07135
step_07136,win_07136
step_07137,win_07137
step_07138,win_07138
step_07139,win_07139
step_07140,win_07140
step_07141,win_07141
step_07142,win_07142
step_07143,win_07143
step_07144,win_07144
step_07145,win_07145
step_07146,win_07146
step_07147,win_07147
step_07148,win_07148
step_07149,win_07149
step_07150,win_07150
step_07151,win_07151
step_07152,win_07152
step_07153,win_07153
step_07154,win_07154
step_07155,win_07155
step_07156,win_07156
step_07157,win_07157
step_07158,win_07158
step_07159,win_07159
step_07160,win_07160
step_07161,win_07161
step_07162,win_07162
step_07163,win_07163
step_07164,win_07164
step_07165,win_07165
step_07166,win_07166
step_07167,win_07167
step_07168,win_07168
step_07169,win_07169
step_07170,win_07170
step_07171,win_07171
step_07172,win_07172
step_07173,win_07173
step_07174,win_07174
step_07175,win_07175
step_07176,win_07176
step_07177,win_07177
step_07178,win_07178
step_07179,win_07179
step_07180,win_07180
step_07181,win_07181
step_07182,win_07182
step_07183,win_07183
step_07184,win_07184
step_07185,win_07185
step_07186,win_07186
step_07187,win_07187
step_07188,win_07188
step_07189,win_07189
step_07190,win_07190
step_07191,win_07191
step_07192,win_07192
step_07193,win_07193
step_07194,win_07194
step_07195,win_07195
step_07196,win_07196
step_07197,win_07197
step_07198,win_07198
step_07199,win_07199
step_07200,win_07200
step_07201,win_07201
step_07202,win_07202
step_07203,win_07203
step_07204,win_07204
step_07205,win_07205
step_07206,win_07206
step_07207,win_07207
step_07208,win_07208
step_07209,win_07209
step_07210,win_07210
step_07211,win_07211
step_07212,win_07212
step_07213,win_07213
step_07214,win_07214
step_07215,win_07215
step_07216,win_07216
step_07217,win_07217
step_07218,win_07218
step_07219,win_07219
step_07220,win_07220
step_07221,win_07221
step_07222,win_07222
step_07223,win_07223
step_07224,win_07224
step_07225,win_07225
step_07226,win_07226
step_07227,win_07227
step_07228,win_07228
step_07229,win_07229
step_07230,win_07230
step_07231,win_07231
step_07232,win_07232
step_07233,win_07233
step_07234,win_07234
step_07235,win_07235
step_07236,win_07236
step_07237,win_07237
step_07238,win_07238
step_07239,win_07239
step_07240,win_07240
step_07241,win_07241
step_07242,win_07242
step_07243,win_07243
step_07244,win_07244
step_07245,win_07245
step_07246,win_07246
step_07247,win_07247
step_07248,win_07248
step_07249,win_07249
step_07250,win_07250
step_07251,win_07251
step_07252,win_07252
step_07253,win_07253
step_07254,win_07254
step_07255,win_07255
step_07256,win_07256
step_07257,win_07257
step_07258,win_07258
step_07259,win_07259
step_07260,win_07260
step_07261,win_07261
step_07262,win_07262
step_07263,win_07263
step_07264,win_07264
step_07265,win_07265
step_07266,win_07266
step_07267,win_07267
step_07268,win_07268
step_07269,win_07269
step_07270,win_07270
step_07271,win_07271
step_07272,win_07272
step_07273,win_07273
step_07274,win_07274
step_07275,win_07275
step_07276,win_07276
step_07277,win_07277
step_07278,win_07278
step_07279,win_07279
step_07280,win_07280
step_07281,win_07281
step_07282,win_07282
step_07283,win_07283
step_07284,win_07284
step_07285,win_07285
step_07286,win_07286
step_07287,win_07287
step_07288,win_07288
step_07289,win_07289
step_07290,win_07290
step_07291,win_07291
step_07292,win_07292
step_07293,win_07293
step_07294,win_07294
step_07295,win_07295
step_07296,win_07296
step_07297,win_07297
step_07298,win_07298
step_07299,win_07299
step_07300,win_07300
step_07301,win_07301
step_07302,win_07302
step_07303,win_07303
step_07304,win_07304
step_07305,win_07305
step_07306,win_07306
step_07307,win_07307
step_07308,win_07308
step_07309,win_07309
step_07310,win_07310
step_07311,win_07311
step_07312,win_07312
step_07313,win_07313
step_07314,win_07314
step_07315,win_07315
step_07316,win_07316
step_07317,win_07317
step_07318,win_07318
step_07319,win_07319
step_07320,win_07320
step_07321,win_07321
step_07322,win_07322
step_07323,win_07323
step_07324,win_07324
step_07325,win_07325
step_07326,win_07326
step_07327,win_07327
step_07328,win_07328
step_07329,win_07329
step_07330,win_07330
step_07331,win_07331
step_07332,win_07332
step_07333,win_07333
step_07334,win_07334
step_07335,win_07335
step_07336,win_07336
step_07337,win_07337
step_07338,win_07338
step_07339,win_07339
step_07340,win_07340
step_07341,win_07341
step_07342,win_07342
step_07343,win_07343
step_07344,win_07344
step_07345,win_07345
step_07346,win_07346
step_07347,win_07347
step_07348,win_07348
step_07349,win_07349
step_07350,win_07350
step_07351,win_07351
step_07352,win_07352
step_07353,win_07353
step_07354,win_07354
step_07355,win_07355
step_07356,win_07356
step_07357,win_07357
step_07358,win_07358
step_07359,win_07359
step_07360,win_07360
step_07361,win_07361
step_07362,win_07362
step_07363,win_07363
step_07364,win_07364
step_07365,win_07365
step_07366,win_07366
step_07367,win_07367
step_07368,win_07368
step_07369,win_07369
step_07370,win_07370
step_07371,win_07371
step_07372,win_07372
step_07373,win_07373
step_07374,win_07374
step_07375,win_07375
step_07376,win_07376
step_07377,win_07377
step_07378,win_07378
step_07379,win_07379
step_07380,win_07380
step_07381,win_07381
step_07382,win_07382
step_07383,win_07383
step_07384,win_07384
step_07385,win_07385
step_07386,win_07386
step_07387,win_07387
step_07388,win_07388
step_07389,win_07389
step_07390,win_07390
step_07391,win_07391
step_07392,win_07392
step_07393,win_07393
step_07394,win_07394
step_07395,win_07395
step_07396,win_07396
step_07397,win_07397
step_07398,win_07398
step_07399,win_07399
step_07400,win_07400
step_07401,win_07401
step_07402,win_07402
step_07403,win_07403
step_07404,win_07404
step_07405,win_07405
step_07406,win_07406
step_07407,win_07407
step_07408,win_07408
step_07409,win_07409
step_07410,win_07410
step_07411,win_07411
step_07412,win_07412
step_07413,win_07413
step_07414,win_07414
step_07415,win_07415
step_07416,win_07416
step_07417,win_07417
step_07418,win_07418
step_07419,win_07419
step_07420,win_07420
step_07421,win_07421
step_07422,win_07422
step_07423,win_07423
step_07424,win_07424
step_07425,win_07425
step_07426,win_07426
step_07427,win_07427
step_07428,win_07428
step_07429,win_07429
step_07430,win_07430
step_07431,win_07431
step_07432,win_07432
step_07433,win_07433
step_07434,win_07434
step_07435,win_07435
step_07436,win_07436
step_07437,win_07437
step_07438,win_07438
step_07439,win_07439
step_07440,win_07440
step_07441,win_07441
step_07442,win_07442
step_07443,win_07443
step_07444,win_07444
step_07445,win_07445
step_07446,win_07446
step_07447,win_07447
step_07448,win_07448
step_07449,win_07449
step_07450,win_07450
step_07451,win_07451
step_07452,win_07452
step_07453,win_07453
step_07454,win_07454
step_07455,win_07455
step_07456,win_07456
step_07457,win_07457
step_07458,win_07458
step_07459,win_07459
step_07460,win_07460
step_07461,win_07461
step_07462,win_07462
step_07463,win_07463
step_07464,win_07464
step_07465,win_07465
step_07466,win_07466
step_07467,win_07467
step_07468,win_07468
step_07469,win_07469
step_07470,win_07470
step_07471,win_07471
step_07472,win_07472
step_07473,win_07473
step_07474,win_07474
step_07475,win_07475
step_07476,win_07476
step_07477,win_07477
step_07478,win_07478
step_07479,win_07479
step_07480,win_07480
step_07481,win_07481
step_07482,win_07482
step_07483,win_07483
step_07484,win_07484
step_07485,win_07485
step_07486,win_07486
step_07487,win_07487
step_07488,win_07488
step_07489,win_07489
step_07490,win_07490
step_07491,win_07491
step_07492,win_07492
step_07493,win_07493
step_07494,win_07494
step_07495,win_07495
step_07496,win_07496
step_07497,win_07497
step_07498,win_07498
step_07499,win_07499
step_07500,win_07500
step_07501,win_07501
step_07502,win_07502
step_07503,win_07503
step_07504,win_07504
step_07505,win_07505
step_07506,win_07506
step_07507,win_07507
step_07508,win_07508
step_07509,win_07509
step_07510,win_07510
step_07511,win_07511
step_07512,win_07512
step_07513,win_07513
step_07514,win_07514
step_07515,win_07515
step_07516,win_07516
step_07517,win_07517
step_07518,win_07518
step_07519,win_07519
step_07520,win_07520
step_07521,win_07521
step_07522,win_07522
step_07523,win_07523
step_07524,win_07524
step_07525,win_07525
step_07526,win_07526
step_07527,win_07527
step_07528,win_07528
step_07529,win_07529
step_07530,win_07530
step_07531,win_07531
step_07532,win_07532
step_07533,win_07533
step_07534,win_07534
step_07535,win_07535
step_07536,win_07536
step_07537,win_07537
step_07538,win_07538
step_07539,win_07539
step_07540,win_07540
step_07541,win_07541
step_07542,win_07542
step_07543,win_07543
step_07544,win_07544
step_07545,win_07545
step_07546,win_07546
step_07547,win_07547
step_07548,win_07548
step_07549,win_07549
step_07550,win_07550
step_07551,win_07551
step_07552,win_07552
step_07553,win_07553
step_07554,win_07554
step_07555,win_07555
step_07556,win_07556
step_07557,win_07557
step_07558,win_07558
step_07559,win_07559
step_07560,win_07560
step_07561,win_07561
step_07562,win_07562
step_07563,win_07563
step_07564,win_07564
step_07565,win_07565
step_07566,win_07566
step_07567,win_07567
step_07568,win_07568
step_07569,win_07569
step_07570,win_07570
step_07571,win_07571
step_07572,win_07572
step_07573,win_07573
step_07574,win_07574
step_07575,win_07575
step_07576,win_07576
step_07577,win_07577
step_07578,win_07578
step_07579,win_07579
step_07580,win_07580
step_07581,win_07581
step_07582,win_07582
step_07583,win_07583
step_07584,win_07584
step_07585,win_07585
step_07586,win_07586
step_07587,win_07587
step_07588,win_07588
step_07589,win_07589
step_07590,win_07590
step_07591,win_07591
step_07592,win_07592
step_07593,win_07593
step_07594,win_07594
step_07595,win_07595
step_07596,win_07596
step_07597,win_07597
step_07598,win_07598
step_07599,win_07599
step_07600,win_07600
step_07601,win_07601
step_07602,win_07602
step_07603,win_07603
step_07604,win_07604
step_07605,win_07605
step_07606,win_07606
step_07607,win_07607
step_07608,win_07608
step_07609,win_07609
step_07610,win_07610
step_07611,win_07611
step_07612,win_07612
step_07613,win_07613
step_07614,win_07614
step_07615,win_07615
step_07616,win_07616
step_07617,win_07617
step_07618,win_07618
step_07619,win_07619
step_07620,win_07620
step_07621,win_07621
step_07622,win_07622
step_07623,win_07623
step_07624,win_07624
step_07625,win_07625
step_07626,win_07626
step_07627,win_07627
step_07628,win_07628
step_07629,win_07629
step_07630,win_07630
step_07631,win_07631
step_07632,win_07632
step_07633,win_07633
step_07634,win_07634
step_07635,win_07635
step_07636,win_07636
step_07637,win_07637
step_07638,win_07638
step_07639,win_07639
step_07640,win_07640
step_07641,win_07641
step_07642,win_07642
step_07643,win_07643
step_07644,win_07644
step_07645,win_07645
step_07646,win_07646
step_07647,win_07647
step_07648,win_07648
step_07649,win_07649
step_07650,win_07650
step_07651,win_07651
step_07652,win_07652
step_07653,win_07653
step_07654,win_07654
step_07655,win_07655
step_07656,win_07656
step_07657,win_07657
step_07658,win_07658
step_07659,win_07659
step_07660,win_07660
step_07661,win_07661
step_07662,win_07662
step_07663,win_07663
step_07664,win_07664
step_07665,win_07665
step_07666,win_07666
step_07667,win_07667
step_07668,win_07668
step_07669,win_07669
step_07670,win_07670
step_07671,win_07671
step_07672,win_07672
step_07673,win_07673
step_07674,win_07674
step_07675,win_07675
step_07676,win_07676
step_07677,win_07677
step_07678,win_07678
step_07679,win_07679
step_07680,win_07680
step_07681,win_07681
step_07682,win_07682
step_07683,win_07683
step_07684,win_07684
step_07685,win_07685
step_07686,win_07686
step_07687,win_07687
step_07688,win_07688
step_07689,win_07689
step_07690,win_07690
step_07691,win_07691
step_07692,win_07692
step_07693,win_07693
step_07694,win_07694
step_07695,win_07695
step_07696,win_07696
step_07697,win_07697
step_07698,win_07698
step_07699,win_07699
step_07700,win_07700
step_07701,win_07701
step_07702,win_07702
step_07703,win_07703
step_07704,win_07704
step_07705,win_07705
step_07706,win_07706
step_07707,win_07707
step_07708,win_07708
step_07709,win_07709
step_07710,win_07710
step_07711,win_07711
step_07712,win_07712
step_07713,win_07713
step_07714,win_07714
step_07715,win_07715
step_07716,win_07716
step_07717,win_07717
step_07718,win_07718
step_07719,win_07719
step_07720,win_07720
step_07721,win_07721
step_07722,win_07722
step_07723,win_07723
step_07724,win_07724
step_07725,win_07725
step_07726,win_07726
step_07727,win_07727
step_07728,win_07728
step_07729,win_07729
step_07730,win_07730
step_07731,win_07731
step_07732,win_07732
step_07733,win_07733
step_07734,win_07734
step_07735,win_07735
step_07736,win_07736
step_07737,win_07737
step_07738,win_07738
step_07739,win_07739
step_07740,win_07740
step_07741,win_07741
step_07742,win_07742
step_07743,win_07743
step_07744,win_07744
step_07745,win_07745
step_07746,win_07746
step_07747,win_07747
step_07748,win_07748
step_07749,win_07749
step_07750,win_07750
step_07751,win_07751
step_07752,win_07752
step_07753,win_07753
step_07754,win_07754
step_07755,win_07755
step_07756,win_07756
step_07757,win_07757
step_07758,win_07758
step_07759,win_07759
step_07760,win_07760
step_07761,win_07761
step_07762,win_07762
step_07763,win_07763
step_07764,win_07764
step_07765,win_07765
step_07766,win_07766
step_07767,win_07767
step_07768,win_07768
step_07769,win_07769
step_07770,win_07770
step_07771,win_07771
step_07772,win_07772
step_07773,win_07773
step_07774,win_07774
step_07775,win_07775
step_07776,win_07776
step_07777,win_07777
step_07778,win_07778
step_07779,win_07779
step_07780,win_07780
step_07781,win_07781
step_07782,win_07782
step_07783,win_07783
step_07784,win_07784
step_07785,win_07785
step_07786,win_07786
step_07787,win_07787
step_07788,win_07788
step_07789,win_07789
step_07790,win_07790
step_07791,win_07791
step_07792,win_07792
step_07793,win_07793
step_07794,win_07794
step_07795,win_07795
step_07796,win_07796
step_07797,win_07797
step_07798,win_07798
step_07799,win_07799
step_07800,win_07800
step_07801,win_07801
step_07802,win_07802
step_07803,win_07803
step_07804,win_07804
step_07805,win_07805
step_07806,win_07806
step_07807,win_07807
step_07808,win_07808
step_07809,win_07809
step_07810,win_07810
step_07811,win_07811
step_07812,win_07812
step_07813,win_07813
step_07814,win_07814
step_07815,win_07815
step_07816,win_07816
step_07817,win_07817
step_07818,win_07818
step_07819,win_07819
step_07820,win_07820
step_07821,win_07821
step_07822,win_07822
step_07823,win_07823
step_07824,win_07824
step_07825,win_07825
step_07826,win_07826
step_07827,win_07827
step_07828,win_07828
step_07829,win_07829
step_07830,win_07830
step_07831,win_07831
step_07832,win_07832
step_07833,win_07833
step_07834,win_07834
step_07835,win_07835
step_07836,win_07836
step_07837,win_07837
step_07838,win_07838
step_07839,win_07839
step_07840,win_07840
step_07841,win_07841
step_07842,win_07842
step_07843,win_07843
step_07844,win_07844
step_07845,win_07845
step_07846,win_07846
step_07847,win_07847
step_07848,win_07848
step_07849,win_07849
step_07850,win_07850
step_07851,win_07851
step_07852,win_07852
step_07853,win_07853
step_07854,win_07854
step_07855,win_07855
step_07856,win_07856
step_07857,win_07857
step_07858,win_07858
step_07859,win_07859
step_07860,win_07860
step_07861,win_07861
step_07862,win_07862
step_07863,win_07863
step_07864,win_07864
step_07865,win_07865
step_07866,win_07866
step_07867,win_07867
step_07868,win_07868
step_07869,win_07869
step_07870,win_07870
step_07871,win_07871
step_07872,win_07872
step_07873,win_07873
step_07874,win_07874
step_07875,win_07875
step_07876,win_07876
step_07877,win_07877
step_07878,win_07878
step_07879,win_07879
step_07880,win_07880
step_07881,win_07881
step_07882,win_07882
step_07883,win_07883
step_07884,win_07884
step_07885,win_07885
step_07886,win_07886
step_07887,win_07887
step_07888,win_07888
step_07889,win_07889
step_07890,win_07890
step_07891,win_07891
step_07892,win_07892
step_07893,win_07893
step_07894,win_07894
step_07895,win_07895
step_07896,win_07896
step_07897,win_07897
step_07898,win_07898
step_07899,win_07899
step_07900,win_07900
step_07901,win_07901
step_07902,win_07902
step_07903,win_07903
step_07904,win_07904
step_07905,win_07905
step_07906,win_07906
step_07907,win_07907
step_07908,win_07908
step_07909,win_07909
step_07910,win_07910
step_07911,win_07911
step_07912,win_07912
step_07913,win_07913
step_07914,win_07914
step_07915,win_07915
step_07916,win_07916
step_07917,win_07917
step_07918,win_07918
step_07919,win_07919
step_07920,win_07920
step_07921,win_07921
step_07922,win_07922
step_07923,win_07923
step_07924,win_07924
step_07925,win_07925
step_07926,win_07926
step_07927,win_07927
step_07928,win_07928
step_07929,win_07929
step_07930,win_07930
step_07931,win_07931
step_07932,win_07932
step_07933,win_07933
step_07934,win_07934
step_07935,win_07935
step_07936,win_07936
step_07937,win_07937
step_07938,win_07938
step_07939,win_07939
step_07940,win_07940
step_07941,win_07941
step_07942,win_07942
step_07943,win_07943
step_07944,win_07944
step_07945,win_07945
step_07946,win_07946
step_07947,win_07947
step_07948,win_07948
step_07949,win_07949
step_07950,win_07950
step_07951,win_07951
step_07952,win_07952
step_07953,win_07953
step_07954,win_07954
step_07955,win_07955
step_07956,win_07956
step_07957,win_07957
step_07958,win_07958
step_07959,win_07959
step_07960,win_07960
step_07961,win_07961
step_07962,win_07962
step_07963,win_07963
step_07964,win_07964
step_07965,win_07965
step_07966,win_07966
step_07967,win_07967
step_07968,win_07968
step_07969,win_07969
step_07970,win_07970
step_07971,win_07971
step_07972,win_07972
step_07973,win_07973
step_07974,win_07974
step_07975,win_07975
step_07976,win_07976
step_07977,win_07977
step_07978,win_07978
step_07979,win_07979
step_07980,win_07980
step_07981,win_07981
step_07982,win_07982
step_07983,win_07983
step_07984,win_07984
step_07985,win_07985
step_07986,win_07986
step_07987,win_07987
step_07988,win_07988
step_07989,win_07989
step_07990,win_07990
step_07991,win_07991
step_07992,win_07992
step_07993,win_07993
step_07994,win_07994
step_07995,win_07995
step_07996,win_07996
step_07997,win_07997
step_07998,win_07998
step_07999,win_07999
step_08000,win_08000
step_08001,win_08001
step_08002,win_08002
step_08003,win_08003
step_08004,win_08004
step_08005,win_08005
step_08006,win_08006
step_08007,win_08007
step_08008,win_08008
step_08009,win_08009
step_08010,win_08010
step_08011,win_08011
step_08012,win_08012
step_08013,win_08013
step_08014,win_08014
step_08015,win_08015
step_08016,win_08016
step_08017,win_08017
step_08018,win_08018
step_08019,win_08019
step_08020,win_08020
step_08021,win_08021
step_08022,win_08022
step_08023,win_08023
step_08024,win_08024
step_08025,win_08025
step_08026,win_08026
step_08027,win_08027
step_08028,win_08028
step_08029,win_08029
step_08030,win_08030
step_08031,win_08031
step_08032,win_08032
step_08033,win_08033
step_08034,win_08034
step_08035,win_08035
step_08036,win_08036
step_08037,win_08037
step_08038,win_08038
step_08039,win_08039
step_08040,win_08040
step_08041,win_08041
step_08042,win_08042
step_08043,win_08043
step_08044,win_08044
step_08045,win_08045
step_08046,win_08046
step_08047,win_08047
step_08048,win_08048
step_08049,win_08049
step_08050,win_08050
step_08051,win_08051
step_08052,win_08052
step_08053,win_08053
step_08054,win_08054
step_08055,win_08055
step_08056,win_08056
step_08057,win_08057
step_08058,win_08058
step_08059,win_08059
step_08060,win_08060
step_08061,win_08061
step_08062,win_08062
step_08063,win_08063
step_08064,win_08064
step_08065,win_08065
step_08066,win_08066
step_08067,win_08067
step_08068,win_08068
step_08069,win_08069
step_08070,win_08070
step_08071,win_08071
step_08072,win_08072
step_08073,win_08073
step_08074,win_08074
step_08075,win_08075
step_08076,win_08076
step_08077,win_08077
step_08078,win_08078
step_08079,win_08079
step_08080,win_08080
step_08081,win_08081
step_08082,win_08082
step_08083,win_08083
step_08084,win_08084
step_08085,win_08085
step_08086,win_08086
step_08087,win_08087
step_08088,win_08088
step_08089,win_08089
step_08090,win_08090
step_08091,win_08091
step_08092,win_08092
step_08093,win_08093
step_08094,win_08094
step_08095,win_08095
step_08096,win_08096
step_08097,win_08097
step_08098,win_08098
step_08099,win_08099
step_08100,win_08100
step_08101,win_08101
step_08102,win_08102
step_08103,win_08103
step_08104,win_08104
step_08105,win_08105
step_08106,win_08106
step_08107,win_08107
step_08108,win_08108
step_08109,win_08109
step_08110,win_08110
step_08111,win_08111
step_08112,win_08112
step_08113,win_08113
step_08114,win_08114
step_08115,win_08115
step_08116,win_08116
step_08117,win_08117
step_08118,win_08118
step_08119,win_08119
step_08120,win_08120
step_08121,win_08121
step_08122,win_08122
step_08123,win_08123
step_08124,win_08124
step_08125,win_08125
step_08126,win_08126
step_08127,win_08127
step_08128,win_08128
step_08129,win_08129
step_08130,win_08130
step_08131,win_08131
step_08132,win_08132
step_08133,win_08133
step_08134,win_08134
step_08135,win_08135
step_08136,win_08136
step_08137,win_08137
step_08138,win_08138
step_08139,win_08139
step_08140,win_08140
step_08141,win_08141
step_08142,win_08142
step_08143,win_08143
step_08144,win_08144
step_08145,win_08145
step_08146,win_08146
step_08147,win_08147
step_08148,win_08148
step_08149,win_08149
step_08150,win_08150
step_08151,win_08151
step_08152,win_08152
step_08153,win_08153
step_08154,win_08154
step_08155,win_08155
step_08156,win_08156
step_08157,win_08157
step_08158,win_08158
step_08159,win_08159
step_08160,win_08160
step_08161,win_08161
step_08162,win_08162
step_08163,win_08163
step_08164,win_08164
step_08165,win_08165
step_08166,win_08166
step_08167,win_08167
step_08168,win_08168
step_08169,win_08169
step_08170,win_08170
step_08171,win_08171
step_08172,win_08172
step_08173,win_08173
step_08174,win_08174
step_08175,win_08175
step_08176,win_08176
step_08177,win_08177
step_08178,win_08178
step_08179,win_08179
step_08180,win_08180
step_08181,win_08181
step_08182,win_08182
step_08183,win_08183
step_08184,win_08184
step_08185,win_08185
step_08186,win_08186
step_08187,win_08187
step_08188,win_08188
step_08189,win_08189
step_08190,win_08190
step_08191,win_08191
step_08192,win_08192
step_08193,win_08193
step_08194,win_08194
step_08195,win_08195
step_08196,win_08196
step_08197,win_08197
step_08198,win_08198
step_08199,win_08199
step_08200,win_08200
step_08201,win_08201
step_08202,win_08202
step_08203,win_08203
step_08204,win_08204
step_08205,win_08205
step_08206,win_08206
step_08207,win_08207
step_08208,win_08208
step_08209,win_08209
step_08210,win_08210
step_08211,win_08211
