option_id,reported_cost,travel_minutes,carbon_kg,sla_risk_band
opt_03162,236.13,72,5.23,HIGH
opt_04640,88.18,83,4.68,LOW
opt_02327,18.62,45,14.9,MED
opt_04921,155.36,89,13.31,MED
opt_00703,121.1,35,1.25,LOW
opt_00533,161.07,48,24.05,MED
opt_01833,81.35,16,16.68,LOW
opt_03298,154.69,103,9.05,HIGH
opt_03134,121.7,32,20.81,LOW
opt_03945,209.82,36,20.1,LOW
opt_04125,93.15,11,13.53,HIGH
opt_03932,64.68,51,4.88,LOW
opt_00468,177.52,3,17.69,LOW
opt_01593,193.95,75,15.94,LOW
opt_05021,230.62,88,9.74,HIGH
opt_04243,124.71,89,7.17,HIGH
opt_00819,6.09,99,4.04,LOW
opt_03491,29.45,82,19.58,MED
opt_03444,122.29,117,5.06,LOW
opt_00901,181.65,93,13.95,LOW
opt_00288,128.61,23,18.55,LOW
opt_03720,165.04,71,5.7,MED
opt_01383,93.78,31,10.41,LOW
opt_03745,211.49,106,19.75,MED
opt_02615,192.56,104,21.98,LOW
opt_03669,156.07,18,4.76,HIGH
opt_03516,195.87,70,21.49,LOW
opt_03374,67.88,39,9.09,LOW
opt_05025,127.11,27,19.57,MED
opt_01980,144.53,67,12.54,HIGH
opt_02537,133.98,116,2.58,LOW
opt_02589,161.5,96,24.99,LOW
opt_03680,86.76,48,10.54,HIGH
opt_01444,217.38,50,10.68,HIGH
opt_02151,51.01,100,18.58,HIGH
opt_01049,16.51,8,1.5,MED
opt_02850,139.17,97,5.65,LOW
opt_04396,248.88,75,14.26,MED
opt_00948,121.32,77,11.73,MED
opt_00891,219.97,96,20.22,HIGH
opt_00031,202.36,31,0.89,MED
opt_00132,123.64,44,1.51,HIGH
opt_01115,208.66,74,11.51,HIGH
opt_00673,19.03,70,11.08,MED
opt_00147,67.53,108,0.88,HIGH
opt_01888,99.82,23,6.81,LOW
opt_00722,97.14,40,0.78,LOW
opt_03788,112.75,25,18.98,MED
opt_00783,67.58,53,22.92,LOW
opt_00399,42.24,104,24.76,HIGH
opt_04759,125.52,100,20.66,MED
opt_04809,90.2,107,23.98,MED
opt_03882,126.22,101,18.47,MED
opt_03854,131.93,81,24.95,MED
opt_04919,127.38,8,5.57,LOW
opt_00970,159.56,66,7.81,LOW
opt_02325,40.72,98,1.11,MED
opt_02569,139.07,91,4.42,LOW
opt_03749,154.56,110,19.55,MED
opt_04530,30.13,92,17.19,MED
opt_03190,156.95,93,12.75,HIGH
opt_00878,19.81,14,1.92,MED
opt_01132,66.05,19,21.01,MED
opt_00356,204.63,30,19.3,LOW
opt_03995,0.45,105,16.38,HIGH
opt_01271,209.74,114,7.16,MED
opt_04305,20.05,52,4.6,HIGH
opt_03660,50.28,20,24.54,HIGH
opt_00270,194.96,82,8.48,HIGH
opt_04872,38.63,66,7.16,LOW
opt_02694,163.53,82,1.61,LOW
opt_02001,122.59,55,23.79,LOW
opt_00694,108.78,41,4.82,LOW
opt_02028,43.9,38,14.91,MED
opt_05000,215.2,5,9.68,MED
opt_03304,31.61,26,21.67,MED
opt_00319,39.14,49,14.61,HIGH
opt_02466,171.23,22,20.03,MED
opt_03572,36.65,21,18.37,HIGH
opt_02356,107.73,41,11.8,LOW
opt_02279,154.5,73,24.9,HIGH
opt_04142,214.45,64,12.66,LOW
opt_02305,6.34,8,11.15,HIGH
opt_03048,225.63,74,12.78,LOW
opt_04761,110.4,13,21.36,HIGH
opt_04113,237.17,66,20.8,HIGH
opt_02379,75.28,38,3.2,LOW
opt_00192,143.54,1,2.48,HIGH
opt_02742,175.67,26,5.23,HIGH
opt_04783,122.47,1,3.64,LOW
opt_02662,95.73,55,13.81,LOW
opt_00326,147.45,67,1.04,LOW
opt_03547,86.22,85,23.66,LOW
opt_04729,221.53,106,15.77,LOW
opt_01295,230.02,35,3.76,LOW
opt_00013,21.56,24,17.1,LOW
opt_02131,177.31,52,10.31,MED
opt_02277,156.71,7,7.62,HIGH
opt_00442,202.57,97,1.14,MED
opt_00477,233.06,22,18.34,HIGH
opt_02515,209.06,58,16.87,MED
opt_03086,231.44,31,14.32,MED
opt_03317,89.39,45,14.68,MED
opt_00931,83.86,11,21.15,HIGH
opt_01391,169.27,65,24.56,MED
opt_01997,170.84,85,5.82,HIGH
opt_01789,249.19,65,13.84,MED
opt_04395,125.27,83,20.34,MED
opt_00727,115.58,98,3.29,MED
opt_03332,213.07,90,7.2,HIGH
opt_00306,148.51,38,23.43,HIGH
opt_04794,20.15,82,8.03,LOW
opt_00813,146.35,12,12.29,HIGH
opt_00728,222.38,90,7.94,LOW
opt_01814,175.91,63,19.66,HIGH
opt_03414,61.75,61,6.89,MED
opt_04206,14.64,29,10.06,HIGH
opt_02543,50.34,62,9.92,MED
opt_02486,113.83,13,17.97,HIGH
opt_02400,170.96,118,7.98,MED
opt_01108,161.82,28,0.23,HIGH
opt_01452,31.84,26,0.65,MED
opt_03543,169.78,7,18.11,MED
opt_02398,51.85,76,0.27,MED
opt_04430,142.42,46,2.78,LOW
opt_02488,180.26,90,20.13,MED
opt_01733,185.51,93,22.87,HIGH
opt_04379,2.13,94,14.84,HIGH
opt_02874,170.04,41,15.0,MED
opt_03055,185.57,3,0.31,MED
opt_02061,143.61,22,12.47,MED
opt_02172,56.9,64,8.99,MED
opt_01712,51.96,120,15.55,LOW
opt_04825,88.05,104,7.31,MED
opt_02108,203.28,120,14.99,MED
opt_03592,41.39,6,12.68,LOW
opt_03757,227.82,13,19.27,MED
opt_03938,174.38,101,4.46,MED
opt_01014,134.23,96,5.47,HIGH
opt_00359,42.34,57,11.89,LOW
opt_04089,233.14,111,12.34,HIGH
opt_02609,104.97,117,24.06,HIGH
opt_00090,21.1,120,2.56,MED
opt_02393,215.89,36,22.91,HIGH
opt_01009,218.56,30,9.33,MED
opt_00345,27.3,107,14.01,HIGH
opt_02822,132.43,119,17.04,HIGH
opt_03641,38.55,37,23.56,LOW
opt_01697,73.55,37,24.44,MED
opt_03083,73.02,95,10.1,HIGH
opt_00275,206.52,16,23.39,LOW
opt_04747,103.69,8,14.97,LOW
opt_03861,45.42,65,20.59,HIGH
opt_00480,152.51,99,4.27,MED
opt_04302,91.68,85,11.96,HIGH
opt_01323,184.92,104,1.2,LOW
opt_04958,115.46,23,5.49,MED
opt_04864,79.46,64,9.77,MED
opt_04847,103.65,2,11.92,LOW
opt_02214,211.04,25,1.11,HIGH
opt_03639,72.66,103,10.77,HIGH
opt_01831,112.32,17,21.39,LOW
opt_02980,26.16,55,12.76,HIGH
opt_00097,224.38,82,21.99,HIGH
opt_03579,128.95,59,14.64,MED
opt_01723,236.08,55,20.77,LOW
opt_00820,36.54,3,15.71,HIGH
opt_04571,236.31,90,1.92,LOW
opt_01111,75.04,78,21.29,HIGH
opt_00213,167.64,86,22.55,MED
opt_00726,103.63,79,5.21,MED
opt_02331,80.1,2,3.48,MED
opt_02701,123.85,1,10.22,HIGH
opt_00772,222.39,112,4.53,LOW
opt_04542,121.43,2,11.95,LOW
opt_00193,212.63,17,14.93,HIGH
opt_00584,107.5,31,3.44,HIGH
opt_01230,2.72,117,6.54,MED
opt_02949,197.25,110,8.48,MED
opt_01907,88.92,38,11.99,HIGH
opt_01805,228.56,50,1.35,LOW
opt_00395,168.69,80,16.19,HIGH
opt_03750,189.68,29,11.09,HIGH
opt_01797,22.19,66,16.28,HIGH
opt_00387,37.83,30,5.57,LOW
opt_02915,180.12,99,6.02,HIGH
opt_04492,177.12,40,4.12,MED
opt_04424,46.74,117,6.37,LOW
opt_04831,95.45,39,3.31,LOW
opt_03469,66.18,111,10.07,HIGH
opt_03193,142.5,18,20.94,HIGH
opt_01661,222.51,119,18.03,MED
opt_00465,3.99,56,12.8,LOW
opt_03010,91.93,71,2.69,MED
opt_00017,183.65,18,12.53,MED
opt_01417,204.78,1,18.39,LOW
opt_01943,140.53,114,12.52,HIGH
opt_04495,28.21,40,8.87,LOW
opt_04791,150.53,42,2.74,MED
opt_01999,188.27,120,3.96,LOW
opt_01449,87.1,11,8.27,LOW
opt_01679,128.39,2,19.66,LOW
opt_04194,149.92,70,15.4,HIGH
opt_00141,103.91,73,2.78,LOW
opt_02218,160.21,119,4.42,HIGH
opt_03234,182.45,41,0.37,MED
opt_03973,102.29,77,2.8,LOW
opt_04744,135.29,110,15.28,LOW
opt_01189,7.16,29,14.18,MED
opt_01204,38.04,116,7.54,LOW
opt_02295,140.21,79,4.63,HIGH
opt_02190,140.03,97,23.79,HIGH
opt_04357,175.45,108,17.56,LOW
opt_04675,151.36,103,22.34,MED
opt_01331,108.61,84,8.84,HIGH
opt_03695,165.61,117,6.02,MED
opt_02343,206.72,96,13.04,MED
opt_00082,56.88,32,21.13,MED
opt_03549,222.16,26,11.72,MED
opt_03139,105.35,111,22.17,MED
opt_03759,188.97,32,23.2,HIGH
opt_00105,160.22,101,22.95,MED
opt_01402,198.25,89,18.5,HIGH
opt_00546,224.55,106,24.98,MED
opt_02477,221.13,85,23.71,MED
opt_02584,21.91,77,17.37,HIGH
opt_00980,67.63,103,7.63,LOW
opt_03372,76.68,58,19.5,MED
opt_03019,15.46,112,18.9,MED
opt_02003,41.98,107,16.83,LOW
opt_02091,78.08,104,20.62,MED
opt_00140,164.8,84,16.49,MED
opt_01959,81.42,97,6.33,LOW
opt_03210,42.24,116,10.36,MED
opt_00843,103.26,12,4.61,LOW
opt_03150,240.54,71,4.93,LOW
opt_03029,29.4,55,6.65,MED
opt_00621,58.52,51,22.44,MED
opt_00737,28.64,107,10.9,LOW
opt_00657,110.64,69,23.19,MED
opt_00182,219.89,112,9.25,LOW
opt_04498,55.89,9,23.82,HIGH
opt_00152,171.71,102,4.43,LOW
opt_01125,213.53,70,12.87,MED
opt_03455,87.86,37,17.64,HIGH
opt_02307,13.21,68,22.6,MED
opt_01551,86.09,97,21.66,HIGH
opt_02846,185.47,27,24.22,HIGH
opt_03770,208.89,29,3.28,LOW
opt_02693,99.62,66,19.31,HIGH
opt_00203,145.97,110,22.01,LOW
opt_04314,100.25,22,2.56,HIGH
opt_04694,82.22,2,3.79,MED
opt_03496,159.33,120,23.03,MED
opt_03596,18.4,87,20.16,MED
opt_03268,139.93,59,18.78,LOW
opt_01141,143.59,50,21.64,HIGH
opt_03238,108.89,114,9.79,HIGH
opt_00076,180.7,23,19.19,LOW
opt_03386,146.7,46,18.61,LOW
opt_04745,249.41,24,10.42,LOW
opt_02632,175.18,97,4.36,MED
opt_01477,16.6,96,12.75,MED
opt_02869,185.49,80,17.07,LOW
opt_02663,147.3,31,7.6,MED
opt_03552,167.59,14,6.56,LOW
opt_03673,37.53,117,23.49,HIGH
opt_03704,169.9,111,4.68,MED
opt_04513,143.52,55,23.82,HIGH
opt_04701,44.71,42,11.29,MED
opt_01144,29.03,76,8.94,HIGH
opt_01106,238.6,31,8.0,MED
opt_04973,33.24,17,6.94,LOW
opt_03694,8.09,20,18.51,LOW
opt_01615,129.94,14,4.61,MED
opt_00911,132.86,76,5.54,MED
opt_04983,5.08,120,15.62,LOW
opt_00734,168.27,116,6.43,LOW
opt_00296,60.43,20,20.87,MED
opt_04199,168.21,60,16.79,HIGH
opt_02768,199.62,28,17.04,MED
opt_01056,178.64,18,1.77,LOW
opt_04615,209.99,100,6.89,MED
opt_03650,154.95,92,0.35,MED
opt_04949,142.66,56,20.46,LOW
opt_04820,188.64,103,14.36,LOW
opt_03736,213.33,55,7.16,LOW
opt_00965,97.71,84,14.73,MED
opt_04653,144.42,8,13.38,LOW
opt_01655,208.15,41,22.05,MED
opt_00849,91.24,44,18.61,MED
opt_04049,218.34,8,11.41,HIGH
opt_02050,221.16,39,0.28,MED
opt_01752,97.14,113,14.85,HIGH
opt_04708,92.05,71,12.84,LOW
opt_00050,163.64,110,6.33,HIGH
opt_01991,232.43,2,6.6,HIGH
opt_00925,90.58,8,4.05,MED
opt_03651,177.31,61,7.71,MED
opt_00733,112.81,74,15.66,MED
opt_03039,157.65,61,5.14,MED
opt_04407,189.62,9,5.43,MED
opt_03301,201.35,65,1.75,HIGH
opt_02873,112.46,20,18.22,HIGH
opt_00700,86.43,89,20.71,HIGH
opt_02239,190.06,111,13.94,LOW
opt_03456,198.53,15,13.39,HIGH
opt_04770,222.7,109,11.58,MED
opt_00135,12.8,86,2.21,HIGH
opt_01771,87.44,96,7.49,HIGH
opt_00160,69.26,23,11.23,HIGH
opt_04940,19.98,76,17.48,LOW
opt_03612,176.49,47,16.11,HIGH
opt_01669,77.31,33,3.6,LOW
opt_04616,107.67,99,9.8,HIGH
opt_04217,17.8,86,19.66,HIGH
opt_03105,109.37,9,23.44,HIGH
opt_00935,20.16,18,8.97,MED
opt_03827,91.11,1,18.21,HIGH
opt_05014,58.07,20,5.6,MED
opt_04103,40.85,61,22.89,HIGH
opt_03815,137.96,15,13.65,HIGH
opt_03465,53.9,6,10.93,LOW
opt_03121,222.05,77,13.24,LOW
opt_04062,66.21,54,16.75,MED
opt_02384,12.17,105,4.46,LOW
opt_03339,26.64,117,24.28,HIGH
opt_00730,87.58,104,9.17,LOW
opt_03398,114.71,110,19.66,LOW
opt_03142,1.45,57,5.8,HIGH
opt_02786,172.36,66,11.5,HIGH
opt_02421,65.35,72,16.83,LOW
opt_01528,170.72,46,12.23,HIGH
opt_01839,62.11,47,20.65,HIGH
opt_01042,14.99,20,12.29,HIGH
opt_01261,203.25,19,10.76,HIGH
opt_02550,221.76,19,23.26,MED
opt_01241,34.3,73,12.02,MED
opt_00286,101.65,2,12.41,LOW
opt_04372,162.28,62,11.03,HIGH
opt_04316,186.34,23,7.08,HIGH
opt_03273,24.7,99,7.23,HIGH
opt_03578,140.63,53,8.66,HIGH
opt_01013,202.94,79,20.03,MED
opt_00237,231.02,111,21.77,LOW
opt_00880,62.25,37,7.5,MED
opt_04381,133.19,93,0.77,HIGH
opt_04589,179.78,59,6.54,MED
opt_03239,188.2,84,16.86,LOW
opt_04517,151.87,107,9.08,MED
opt_03097,235.56,45,9.22,MED
opt_04150,76.47,9,18.67,MED
opt_04007,48.82,55,19.15,MED
opt_01027,165.8,104,13.73,LOW
opt_01316,228.92,118,15.87,HIGH
opt_01675,97.79,18,8.59,HIGH
opt_03179,135.78,79,12.77,LOW
opt_04714,234.5,53,19.62,LOW
opt_02232,222.05,108,20.42,MED
opt_00145,37.73,50,18.06,MED
opt_00652,210.93,54,24.39,LOW
opt_04279,17.22,80,13.88,LOW
opt_02834,187.83,90,1.79,HIGH
opt_01698,115.03,74,21.85,HIGH
opt_02067,39.51,119,7.81,MED
opt_01564,49.2,117,18.14,MED
opt_03678,177.95,75,10.86,MED
opt_00444,122.24,44,7.28,HIGH
opt_02919,113.3,55,12.55,MED
opt_03007,4.76,54,10.11,LOW
opt_02240,182.24,49,5.96,MED
opt_03154,67.23,39,7.76,HIGH
opt_01613,188.34,41,2.09,MED
opt_00587,183.38,53,15.29,HIGH
opt_00209,195.06,53,5.77,HIGH
opt_03621,163.3,116,16.04,MED
opt_01603,248.15,120,17.66,MED
opt_03956,14.67,120,12.83,LOW
opt_04573,103.09,67,3.41,MED
opt_00423,95.41,23,20.12,HIGH
opt_01657,51.87,103,13.34,HIGH
opt_03416,228.08,84,7.34,MED
opt_03027,86.94,116,18.95,MED
opt_04086,75.82,111,6.85,LOW
opt_01921,103.01,44,2.54,MED
opt_01566,114.68,65,24.98,HIGH
opt_04427,246.43,108,17.45,HIGH
opt_01437,17.06,67,18.29,MED
opt_00489,18.56,38,18.24,LOW
opt_03146,168.2,93,8.24,MED
opt_03246,227.81,91,19.05,MED
opt_02177,61.99,60,16.96,LOW
opt_02082,21.51,65,19.49,LOW
opt_01790,151.1,110,22.58,LOW
opt_03140,93.74,37,2.57,LOW
opt_02644,161.41,18,15.09,LOW
opt_03685,83.71,100,4.6,LOW
opt_03917,242.63,69,2.35,MED
opt_01448,145.26,117,7.86,LOW
opt_01513,84.49,22,23.0,LOW
opt_02226,249.51,49,6.15,LOW
opt_02882,237.68,43,5.75,HIGH
opt_00243,178.27,24,3.25,HIGH
opt_02100,14.36,43,11.78,MED
opt_01512,152.83,81,23.72,LOW
opt_02621,120.72,10,5.4,LOW
opt_01581,153.59,114,24.76,MED
opt_04931,64.2,117,10.27,MED
opt_02523,119.99,61,2.7,HIGH
opt_03420,246.36,3,14.38,LOW
opt_04052,42.76,71,8.76,LOW
opt_02480,190.38,52,6.08,LOW
opt_04909,102.79,67,7.85,HIGH
opt_01492,233.22,51,1.36,HIGH
opt_01908,27.33,64,1.02,HIGH
opt_01658,8.15,86,10.68,HIGH
opt_02357,210.18,12,7.32,LOW
opt_04334,65.64,43,12.75,MED
opt_00460,191.87,117,11.09,HIGH
opt_03732,133.97,83,0.13,LOW
opt_02965,96.72,52,21.97,MED
opt_00906,137.91,37,18.12,MED
opt_03548,84.52,32,4.09,HIGH
opt_03102,117.43,21,15.31,LOW
opt_00639,39.83,74,1.82,LOW
opt_04035,193.33,7,12.35,MED
opt_00525,166.5,82,19.3,LOW
opt_03422,175.86,41,3.21,HIGH
opt_03397,148.05,21,3.81,MED
opt_02892,141.28,38,22.76,HIGH
opt_00376,248.97,119,10.31,MED
opt_01794,226.5,32,10.78,MED
opt_00051,76.33,50,16.63,HIGH
opt_03737,196.58,39,15.98,MED
opt_03581,236.79,36,7.25,MED
opt_04359,90.06,99,21.38,LOW
opt_01777,133.2,57,24.5,LOW
opt_00575,10.99,31,9.82,LOW
opt_01950,65.01,96,5.39,MED
opt_04496,57.71,117,2.41,LOW
opt_03438,84.84,68,16.15,MED
opt_03231,47.03,81,15.58,MED
opt_02622,151.12,36,5.24,LOW
opt_01275,32.22,32,22.23,LOW
opt_04596,169.21,48,9.67,MED
opt_04939,114.18,103,24.34,LOW
opt_00506,214.64,73,1.62,MED
opt_00100,209.85,15,5.59,HIGH
opt_03015,198.64,51,8.01,LOW
opt_00199,190.98,89,3.7,MED
opt_04532,190.02,10,17.09,LOW
opt_03283,241.59,2,8.35,HIGH
opt_04006,117.65,31,22.7,LOW
opt_03790,186.15,78,23.37,MED
opt_01945,46.97,1,10.11,HIGH
opt_03819,38.49,52,6.39,MED
opt_03808,172.84,71,0.63,HIGH
opt_03741,38.56,58,2.13,MED
opt_01306,80.05,67,12.56,LOW
opt_03457,148.79,47,23.28,MED
opt_00791,52.81,30,18.02,MED
opt_03664,161.51,76,13.93,LOW
opt_04727,138.93,71,14.67,LOW
opt_01905,211.58,8,9.45,LOW
opt_02118,185.21,59,3.91,HIGH
opt_02718,202.34,61,13.49,LOW
opt_01099,221.53,71,0.22,MED
opt_01360,157.96,100,9.63,LOW
opt_01435,4.56,85,19.81,LOW
opt_01380,40.29,110,13.69,LOW
opt_00467,4.3,40,4.0,MED
opt_04247,71.09,92,11.1,LOW
opt_03407,244.83,46,12.43,HIGH
opt_04624,31.13,19,13.63,LOW
opt_04105,147.84,120,17.84,LOW
opt_00221,85.02,87,19.8,HIGH
opt_04577,242.0,34,17.96,MED
opt_03515,50.69,106,16.85,LOW
opt_00112,107.98,45,19.89,HIGH
opt_00914,198.17,100,15.56,MED
opt_01644,238.36,34,11.61,MED
opt_02419,93.75,23,15.49,LOW
opt_02773,26.87,63,15.27,HIGH
opt_04493,155.96,8,1.07,MED
opt_00514,120.21,42,11.01,MED
opt_04414,212.53,29,20.16,MED
opt_04319,96.43,30,18.03,HIGH
opt_04164,51.92,55,16.9,LOW
opt_01832,68.99,76,7.31,MED
opt_04322,92.86,87,23.76,MED
opt_03906,226.6,88,4.98,HIGH
opt_00226,111.07,7,24.14,HIGH
opt_00978,142.16,37,6.17,LOW
opt_02275,127.17,116,4.72,MED
opt_03719,204.81,93,4.5,HIGH
opt_03573,84.55,47,23.71,LOW
opt_01567,215.77,106,24.92,LOW
opt_00225,30.35,47,22.01,LOW
opt_02051,110.81,10,22.32,MED
opt_00149,243.15,64,14.96,LOW
opt_03725,124.12,34,24.56,MED
opt_03426,35.88,48,1.3,LOW
opt_01545,156.53,110,24.26,HIGH
opt_03320,129.73,40,21.45,MED
opt_04546,228.07,4,1.63,HIGH
opt_04135,104.46,31,5.67,LOW
opt_02160,57.56,87,23.93,MED
opt_03505,140.85,16,21.66,MED
opt_02600,161.14,37,12.01,MED
opt_03406,205.61,78,11.19,LOW
opt_00264,196.62,103,7.63,HIGH
opt_01003,204.69,17,10.95,LOW
opt_00830,51.82,74,5.97,LOW
opt_00059,41.62,1,2.33,HIGH
opt_00637,191.58,72,11.19,HIGH
opt_04875,71.96,80,7.26,LOW
opt_00583,134.98,62,18.81,HIGH
opt_03196,54.1,38,15.94,HIGH
opt_00916,248.83,100,10.34,LOW
opt_03345,233.46,101,21.13,MED
opt_02805,88.67,113,11.62,HIGH
opt_01385,90.39,42,3.83,LOW
opt_02143,7.46,25,14.62,HIGH
opt_02115,211.87,117,18.31,LOW
opt_04920,128.22,6,17.69,HIGH
opt_03435,65.34,5,10.44,MED
opt_02311,21.27,26,1.75,HIGH
opt_00680,245.3,28,17.57,LOW
opt_04236,67.67,110,7.67,MED
opt_03200,54.75,65,23.48,HIGH
opt_00365,185.89,21,10.18,LOW
opt_01335,42.56,19,23.85,LOW
opt_01369,44.02,36,19.45,LOW
opt_03831,200.68,63,3.33,LOW
opt_01558,75.57,45,5.66,MED
opt_02076,239.44,88,17.38,LOW
opt_01392,246.39,26,12.15,MED
opt_04333,24.91,66,4.24,MED
opt_01406,183.9,96,7.88,MED
opt_02509,45.42,52,23.81,MED
opt_03866,107.08,91,3.84,MED
opt_00414,78.96,49,5.13,HIGH
opt_04118,17.28,98,10.13,HIGH
opt_01821,0.07,112,1.05,MED
opt_00988,202.67,68,23.36,LOW
opt_03944,240.86,78,5.25,MED
opt_00750,96.74,64,10.9,HIGH
opt_04446,177.54,70,14.68,MED
opt_00540,50.03,6,13.92,HIGH
opt_04867,207.7,43,6.92,MED
opt_04852,38.13,61,3.61,HIGH
opt_04692,5.94,75,8.25,HIGH
opt_02705,237.67,97,17.99,LOW
opt_01112,82.23,60,7.89,MED
opt_03461,223.57,88,4.72,MED
opt_02814,10.02,115,24.85,HIGH
opt_00662,23.12,44,3.69,LOW
opt_02657,149.46,41,17.59,HIGH
opt_04804,132.96,74,22.5,HIGH
opt_02170,194.86,120,13.35,HIGH
opt_00521,22.71,26,18.5,LOW
opt_00312,56.37,55,22.68,HIGH
opt_00840,32.67,58,13.62,LOW
opt_03508,47.94,48,11.26,MED
opt_01694,58.07,118,20.04,HIGH
opt_03976,96.43,15,22.65,LOW
opt_02298,97.55,1,23.41,MED
opt_03230,175.71,52,22.13,HIGH
opt_03468,171.13,58,4.9,HIGH
opt_01191,2.22,2,14.02,HIGH
opt_04321,238.88,99,1.55,LOW
opt_00256,40.35,78,3.86,HIGH
opt_02471,148.3,34,22.74,HIGH
opt_00565,38.77,92,24.32,HIGH
opt_02880,23.67,1,2.88,MED
opt_00070,140.89,80,0.78,MED
opt_04212,114.03,96,0.71,HIGH
opt_04228,96.35,68,7.29,HIGH
opt_03405,119.44,3,10.3,LOW
opt_00996,27.65,77,19.82,LOW
opt_00564,17.67,33,0.69,MED
opt_02183,33.79,93,12.97,MED
opt_04602,67.2,60,16.65,MED
opt_04058,82.78,37,24.55,MED
opt_04019,233.43,52,8.71,HIGH
opt_03002,98.12,69,21.94,LOW
opt_00103,118.66,42,2.09,MED
opt_01289,220.81,120,7.49,LOW
opt_01527,206.84,71,19.36,MED
opt_01539,143.69,57,14.78,MED
opt_05029,63.83,56,2.87,MED
opt_02909,157.9,15,20.04,MED
opt_01524,40.01,75,4.15,HIGH
opt_02011,167.97,79,22.26,MED
opt_02263,14.81,107,20.1,MED
opt_03441,192.43,18,16.2,HIGH
opt_04215,117.55,17,14.46,LOW
opt_02647,247.89,20,0.66,HIGH
opt_02399,156.71,64,15.61,MED
opt_01654,103.19,114,20.25,HIGH
opt_03498,47.42,89,5.02,MED
opt_02341,161.35,27,5.92,LOW
opt_03480,38.95,44,20.99,LOW
opt_00131,239.21,97,23.52,LOW
opt_02404,175.65,57,13.6,LOW
opt_03968,209.82,29,8.1,MED
opt_03391,111.15,104,16.52,MED
opt_01190,180.85,67,2.52,HIGH
opt_02966,78.44,85,10.23,LOW
opt_04182,205.7,68,4.45,HIGH
opt_02889,21.34,81,24.22,MED
opt_03067,209.89,49,4.87,LOW
opt_03723,211.9,104,10.32,LOW
opt_03043,209.19,55,9.74,MED
opt_03070,153.91,86,4.69,HIGH
opt_01836,139.72,35,14.28,MED
opt_00693,225.36,107,0.59,HIGH
opt_02317,97.66,60,4.21,HIGH
opt_04154,186.79,112,18.94,HIGH
opt_00851,75.09,30,13.13,HIGH
opt_03208,78.89,91,8.81,LOW
opt_03379,110.95,36,4.47,LOW
opt_04214,99.66,35,8.48,LOW
opt_00517,210.5,14,0.96,HIGH
opt_01946,160.64,41,12.47,MED
opt_04435,166.11,40,12.76,MED
opt_04595,191.93,110,1.25,LOW
opt_04964,15.49,60,10.86,MED
opt_00253,151.49,10,24.56,LOW
opt_03998,94.19,38,2.81,HIGH
opt_00075,156.51,61,5.46,HIGH
opt_03778,24.53,102,22.24,LOW
opt_00601,177.92,29,12.3,LOW
opt_01046,9.55,32,4.85,LOW
opt_00441,73.34,35,2.57,MED
opt_03076,96.8,76,0.65,MED
opt_04512,201.86,15,6.11,HIGH
opt_01370,152.8,12,9.7,MED
opt_03500,43.92,73,14.87,MED
opt_04409,59.13,32,10.87,MED
opt_01450,130.64,59,7.6,MED
opt_04422,146.52,12,1.04,HIGH
opt_04063,216.02,100,17.23,MED
opt_03840,175.36,7,9.13,MED
opt_00380,146.93,98,11.72,MED
opt_00908,223.99,103,14.92,HIGH
opt_01681,4.5,86,17.73,MED
opt_04332,194.09,96,12.64,HIGH
opt_04558,28.46,88,17.31,HIGH
opt_02581,153.31,45,10.85,LOW
opt_00061,25.44,55,14.29,MED
opt_01965,161.62,59,12.92,LOW
opt_04223,201.01,14,9.64,MED
opt_03335,143.27,52,15.48,LOW
opt_00239,202.28,74,4.13,HIGH
opt_02074,127.4,4,0.41,HIGH
opt_04163,180.86,17,19.95,LOW
opt_04386,37.93,81,23.12,MED
opt_00915,45.92,12,16.18,MED
opt_03101,168.49,35,5.2,LOW
opt_01915,54.98,18,0.67,HIGH
opt_01741,244.68,68,21.36,MED
opt_05007,32.95,2,17.46,HIGH
opt_03990,31.5,58,5.27,LOW
opt_01503,62.59,67,22.17,MED
opt_03025,149.53,27,14.47,MED
opt_02681,86.72,32,13.23,MED
opt_02490,31.52,8,15.42,HIGH
opt_01142,230.07,37,11.28,LOW
opt_02590,161.31,37,22.23,HIGH
opt_02733,37.22,83,17.8,MED
opt_02724,141.63,100,1.52,MED
opt_03141,35.5,13,7.04,HIGH
opt_04672,186.22,108,0.12,HIGH
opt_03489,91.26,40,6.63,MED
opt_04901,228.75,111,15.22,MED
opt_00529,223.32,97,22.91,MED
opt_02169,217.05,89,7.51,HIGH
opt_03244,190.23,3,7.81,HIGH
opt_00658,61.94,62,13.71,MED
opt_00426,225.41,113,13.5,HIGH
opt_02019,200.3,15,10.44,LOW
opt_00593,45.2,61,2.67,MED
opt_05031,131.53,47,10.71,LOW
opt_02699,156.34,38,24.09,HIGH
opt_02554,168.6,52,6.13,MED
opt_04465,184.19,1,10.92,HIGH
opt_02567,40.1,72,12.37,HIGH
opt_00770,198.1,105,7.33,LOW
opt_04860,49.58,43,9.22,HIGH
opt_04320,140.82,45,4.92,HIGH
opt_04733,40.62,85,12.31,MED
opt_04440,135.57,75,7.35,LOW
opt_01087,25.35,35,7.42,HIGH
opt_01604,134.76,102,5.06,HIGH
opt_03889,59.37,21,0.44,HIGH
opt_01067,159.19,82,2.96,HIGH
opt_00234,246.21,32,22.44,LOW
opt_03042,167.59,51,14.11,HIGH
