Constraint_ID,Variable_ID,Coefficient
R0398,C0451,-1.0
R0398,C0563,1000.0
R0399,C0119,-1.0
R0399,C0129,-1.0
R0399,C0139,-1.0
R0399,C0149,-1.0
R0399,C0170,1.0
R0399,C0171,1.0
R0399,C0172,1.0
R0399,C0173,1.0
R0399,C0174,1.0
R0399,C0175,1.0
R0399,C0176,1.0
R0399,C0177,1.0
R0399,C0178,1.0
R0399,C0179,1.0
R0399,C0180,1.0
R0399,C0181,1.0
R0399,C0182,1.0
R0399,C0183,1.0
R0399,C0184,1.0
R0399,C0185,1.0
R0399,C0186,1.0
R0399,C0187,1.0
R0399,C0188,1.0
R0399,C0189,1.0
R0399,C0450,1.0
R0399,C0452,-1.0
R0399,C0564,1000.0
R0400,C0120,-1.0
R0400,C0130,-1.0
R0400,C0140,-1.0
R0400,C0150,-1.0
R0400,C0170,-1.0
R0400,C0190,1.0
R0400,C0191,1.0
R0400,C0192,1.0
R0400,C0193,1.0
R0400,C0194,1.0
R0400,C0195,1.0
R0400,C0196,1.0
R0400,C0197,1.0
R0400,C0198,1.0
R0400,C0199,1.0
R0400,C0200,1.0
R0400,C0201,1.0
R0400,C0202,1.0
R0400,C0203,1.0
R0400,C0204,1.0
R0400,C0205,1.0
R0400,C0206,1.0
R0400,C0207,1.0
R0400,C0208,-1.0
R0400,C0450,1.0
R0400,C0453,-1.0
R0400,C0565,1000.0
R0401,C0121,-1.0
R0401,C0131,-1.0
R0401,C0141,-1.0
R0401,C0151,-1.0
R0401,C0171,-1.0
R0401,C0208,1.0
R0401,C0209,1.0
R0401,C0210,1.0
R0401,C0211,1.0
R0401,C0212,1.0
R0401,C0213,1.0
R0401,C0214,1.0
R0401,C0215,1.0
R0401,C0216,1.0
R0401,C0217,1.0
R0401,C0218,1.0
R0401,C0219,1.0
R0401,C0220,1.0
R0401,C0221,1.0
R0401,C0222,1.0
R0401,C0223,1.0
R0401,C0224,1.0
R0401,C0225,1.0
R0401,C0226,1.0
R0401,C0450,1.0
R0401,C0454,-1.0
R0401,C0566,1000.0
R0402,C0122,-1.0
R0402,C0142,-1.0
R0402,C0152,-1.0
R0402,C0172,-1.0
R0402,C0190,-1.0
R0402,C0209,-1.0
R0402,C0227,1.0
R0402,C0228,1.0
R0402,C0229,1.0
R0402,C0230,1.0
R0402,C0231,1.0
R0402,C0450,1.0
R0402,C0455,-1.0
R0402,C0567,1000.0
R0403,C0123,-1.0
R0403,C0132,-1.0
R0403,C0143,-1.0
R0403,C0153,-1.0
R0403,C0173,-1.0
R0403,C0191,-1.0
R0403,C0210,-1.0
R0403,C0232,1.0
R0403,C0233,1.0
R0403,C0234,1.0
R0403,C0235,1.0
R0403,C0236,1.0
R0403,C0237,1.0
R0403,C0238,1.0
R0403,C0239,1.0
R0403,C0240,1.0
R0403,C0241,1.0
R0403,C0242,1.0
R0403,C0243,1.0
R0403,C0244,1.0
R0403,C0450,1.0
R0403,C0456,-1.0
R0403,C0568,1000.0
R0404,C0154,-1.0
R0404,C0174,-1.0
R0404,C0192,-1.0
R0404,C0211,-1.0
R0404,C0227,-1.0
R0404,C0232,-1.0
R0404,C0245,1.0
R0404,C0246,1.0
R0404,C0247,1.0
R0404,C0248,1.0
R0404,C0249,1.0
R0404,C0250,1.0
R0404,C0251,1.0
R0404,C0252,1.0
R0404,C0450,1.0
R0404,C0457,-1.0
R0404,C0569,1000.0
R0405,C0119,-1.0
R0405,C0129,-1.0
R0405,C0139,-1.0
R0405,C0149,-1.0
R0405,C0170,1.0
R0405,C0171,1.0
R0405,C0172,1.0
R0405,C0173,1.0
R0405,C0174,1.0
R0405,C0175,1.0
R0405,C0176,1.0
R0405,C0177,1.0
R0405,C0178,1.0
R0405,C0179,1.0
R0405,C0180,1.0
R0405,C0181,1.0
R0405,C0182,1.0
R0405,C0183,1.0
R0405,C0184,1.0
R0405,C0185,1.0
R0405,C0186,1.0
R0405,C0187,1.0
R0405,C0188,1.0
R0405,C0189,1.0
R0405,C0451,1.0
R0405,C0452,-1.0
R0405,C0570,1000.0
R0406,C0120,-1.0
R0406,C0130,-1.0
R0406,C0140,-1.0
R0406,C0150,-1.0
R0406,C0170,-1.0
R0406,C0190,1.0
R0406,C0191,1.0
R0406,C0192,1.0
R0406,C0193,1.0
R0406,C0194,1.0
R0406,C0195,1.0
R0406,C0196,1.0
R0406,C0197,1.0
R0406,C0198,1.0
R0406,C0199,1.0
R0406,C0200,1.0
R0406,C0201,1.0
R0406,C0202,1.0
R0406,C0203,1.0
R0406,C0204,1.0
R0406,C0205,1.0
R0406,C0206,1.0
R0406,C0207,1.0
R0406,C0208,-1.0
R0406,C0451,1.0
R0406,C0453,-1.0
R0406,C0571,1000.0
R0407,C0121,-1.0
R0407,C0131,-1.0
R0407,C0141,-1.0
R0407,C0151,-1.0
R0407,C0171,-1.0
R0407,C0208,1.0
R0407,C0209,1.0
R0407,C0210,1.0
R0407,C0211,1.0
R0407,C0212,1.0
R0407,C0213,1.0
R0407,C0214,1.0
R0407,C0215,1.0
R0407,C0216,1.0
R0407,C0217,1.0
R0407,C0218,1.0
R0407,C0219,1.0
R0407,C0220,1.0
R0407,C0221,1.0
R0407,C0222,1.0
R0407,C0223,1.0
R0407,C0224,1.0
R0407,C0225,1.0
R0407,C0226,1.0
R0407,C0451,1.0
R0407,C0454,-1.0
R0407,C0572,1000.0
R0408,C0122,-1.0
R0408,C0142,-1.0
R0408,C0152,-1.0
R0408,C0172,-1.0
R0408,C0190,-1.0
R0408,C0209,-1.0
R0408,C0227,1.0
R0408,C0228,1.0
R0408,C0229,1.0
R0408,C0230,1.0
R0408,C0231,1.0
R0408,C0451,1.0
R0408,C0455,-1.0
R0408,C0573,1000.0
R0409,C0123,-1.0
R0409,C0132,-1.0
R0409,C0143,-1.0
R0409,C0153,-1.0
R0409,C0173,-1.0
R0409,C0191,-1.0
R0409,C0210,-1.0
R0409,C0232,1.0
R0409,C0233,1.0
R0409,C0234,1.0
R0409,C0235,1.0
R0409,C0236,1.0
R0409,C0237,1.0
R0409,C0238,1.0
R0409,C0239,1.0
R0409,C0240,1.0
R0409,C0241,1.0
R0409,C0242,1.0
R0409,C0243,1.0
R0409,C0244,1.0
R0409,C0451,1.0
R0409,C0456,-1.0
R0409,C0574,1000.0
R0410,C0154,-1.0
R0410,C0174,-1.0
R0410,C0192,-1.0
R0410,C0211,-1.0
R0410,C0227,-1.0
R0410,C0232,-1.0
R0410,C0245,1.0
R0410,C0246,1.0
R0410,C0247,1.0
R0410,C0248,1.0
R0410,C0249,1.0
R0410,C0250,1.0
R0410,C0251,1.0
R0410,C0252,1.0
R0410,C0451,1.0
R0410,C0457,-1.0
R0410,C0575,1000.0
R0411,C0118,-1.0
R0411,C0128,-1.0
R0411,C0138,-1.0
R0411,C0149,1.0
R0411,C0150,1.0
R0411,C0151,1.0
R0411,C0152,1.0
R0411,C0153,1.0
R0411,C0154,1.0
R0411,C0155,1.0
R0411,C0156,1.0
R0411,C0157,1.0
R0411,C0158,1.0
R0411,C0159,1.0
R0411,C0160,1.0
R0411,C0161,1.0
R0411,C0162,1.0
R0411,C0163,1.0
R0411,C0164,1.0
R0411,C0165,1.0
R0411,C0166,1.0
R0411,C0167,1.0
R0411,C0168,1.0
R0411,C0169,1.0
R0411,C0451,-1.0
R0411,C0452,1.0
R0411,C0576,1000.0
R0412,C0120,-1.0
R0412,C0130,-1.0
R0412,C0140,-1.0
R0412,C0150,-1.0
R0412,C0170,-1.0
R0412,C0190,1.0
R0412,C0191,1.0
R0412,C0192,1.0
R0412,C0193,1.0
R0412,C0194,1.0
R0412,C0195,1.0
R0412,C0196,1.0
R0412,C0197,1.0
R0412,C0198,1.0
R0412,C0199,1.0
R0412,C0200,1.0
R0412,C0201,1.0
R0412,C0202,1.0
R0412,C0203,1.0
R0412,C0204,1.0
R0412,C0205,1.0
R0412,C0206,1.0
R0412,C0207,1.0
R0412,C0208,-1.0
R0412,C0452,1.0
R0412,C0453,-1.0
R0412,C0577,1000.0
R0413,C0121,-1.0
R0413,C0131,-1.0
R0413,C0141,-1.0
R0413,C0151,-1.0
R0413,C0171,-1.0
R0413,C0208,1.0
R0413,C0209,1.0
R0413,C0210,1.0
R0413,C0211,1.0
R0413,C0212,1.0
R0413,C0213,1.0
R0413,C0214,1.0
R0413,C0215,1.0
R0413,C0216,1.0
R0413,C0217,1.0
R0413,C0218,1.0
R0413,C0219,1.0
R0413,C0220,1.0
R0413,C0221,1.0
R0413,C0222,1.0
R0413,C0223,1.0
R0413,C0224,1.0
R0413,C0225,1.0
R0413,C0226,1.0
R0413,C0452,1.0
R0413,C0454,-1.0
R0413,C0578,1000.0
R0414,C0122,-1.0
R0414,C0142,-1.0
R0414,C0152,-1.0
R0414,C0172,-1.0
R0414,C0190,-1.0
R0414,C0209,-1.0
R0414,C0227,1.0
R0414,C0228,1.0
R0414,C0229,1.0
R0414,C0230,1.0
R0414,C0231,1.0
R0414,C0452,1.0
R0414,C0455,-1.0
R0414,C0579,1000.0
R0415,C0123,-1.0
R0415,C0132,-1.0
R0415,C0143,-1.0
R0415,C0153,-1.0
R0415,C0173,-1.0
R0415,C0191,-1.0
R0415,C0210,-1.0
R0415,C0232,1.0
R0415,C0233,1.0
R0415,C0234,1.0
R0415,C0235,1.0
R0415,C0236,1.0
R0415,C0237,1.0
R0415,C0238,1.0
R0415,C0239,1.0
R0415,C0240,1.0
R0415,C0241,1.0
R0415,C0242,1.0
R0415,C0243,1.0
R0415,C0244,1.0
R0415,C0452,1.0
R0415,C0456,-1.0
R0415,C0580,1000.0
R0416,C0154,-1.0
R0416,C0174,-1.0
R0416,C0192,-1.0
R0416,C0211,-1.0
R0416,C0227,-1.0
R0416,C0232,-1.0
R0416,C0245,1.0
R0416,C0246,1.0
R0416,C0247,1.0
R0416,C0248,1.0
R0416,C0249,1.0
R0416,C0250,1.0
R0416,C0251,1.0
R0416,C0252,1.0
R0416,C0452,1.0
R0416,C0457,-1.0
R0416,C0581,1000.0
R0417,C0121,-1.0
R0417,C0131,-1.0
R0417,C0141,-1.0
R0417,C0151,-1.0
R0417,C0171,-1.0
R0417,C0208,1.0
R0417,C0209,1.0
R0417,C0210,1.0
R0417,C0211,1.0
R0417,C0212,1.0
R0417,C0213,1.0
R0417,C0214,1.0
R0417,C0215,1.0
R0417,C0216,1.0
R0417,C0217,1.0
R0417,C0218,1.0
R0417,C0219,1.0
R0417,C0220,1.0
R0417,C0221,1.0
R0417,C0222,1.0
R0417,C0223,1.0
R0417,C0224,1.0
R0417,C0225,1.0
R0417,C0226,1.0
R0417,C0453,1.0
R0417,C0454,-1.0
R0417,C0582,1000.0
R0418,C0122,-1.0
R0418,C0142,-1.0
R0418,C0152,-1.0
R0418,C0172,-1.0
R0418,C0190,-1.0
R0418,C0209,-1.0
R0418,C0227,1.0
R0418,C0228,1.0
R0418,C0229,1.0
R0418,C0230,1.0
R0418,C0231,1.0
R0418,C0453,1.0
R0418,C0455,-1.0
R0418,C0583,1000.0
R0419,C0123,-1.0
R0419,C0132,-1.0
R0419,C0143,-1.0
R0419,C0153,-1.0
R0419,C0173,-1.0
R0419,C0191,-1.0
R0419,C0210,-1.0
R0419,C0232,1.0
R0419,C0233,1.0
R0419,C0234,1.0
R0419,C0235,1.0
R0419,C0236,1.0
R0419,C0237,1.0
R0419,C0238,1.0
R0419,C0239,1.0
R0419,C0240,1.0
R0419,C0241,1.0
R0419,C0242,1.0
R0419,C0243,1.0
R0419,C0244,1.0
R0419,C0453,1.0
R0419,C0456,-1.0
R0419,C0584,1000.0
R0420,C0154,-1.0
R0420,C0174,-1.0
R0420,C0192,-1.0
R0420,C0211,-1.0
R0420,C0227,-1.0
R0420,C0232,-1.0
R0420,C0245,1.0
R0420,C0246,1.0
R0420,C0247,1.0
R0420,C0248,1.0
R0420,C0249,1.0
R0420,C0250,1.0
R0420,C0251,1.0
R0420,C0252,1.0
R0420,C0453,1.0
R0420,C0457,-1.0
R0420,C0585,1000.0
R0421,C0120,-1.0
R0421,C0130,-1.0
R0421,C0140,-1.0
R0421,C0150,-1.0
R0421,C0170,-1.0
R0421,C0190,1.0
R0421,C0191,1.0
R0421,C0192,1.0
R0421,C0193,1.0
R0421,C0194,1.0
R0421,C0195,1.0
R0421,C0196,1.0
R0421,C0197,1.0
R0421,C0198,1.0
R0421,C0199,1.0
R0421,C0200,1.0
R0421,C0201,1.0
R0421,C0202,1.0
R0421,C0203,1.0
R0421,C0204,1.0
R0421,C0205,1.0
R0421,C0206,1.0
R0421,C0207,1.0
R0421,C0208,-1.0
R0421,C0453,-1.0
R0421,C0454,1.0
R0421,C0586,1000.0
R0422,C0122,-1.0
R0422,C0142,-1.0
R0422,C0152,-1.0
R0422,C0172,-1.0
R0422,C0190,-1.0
R0422,C0209,-1.0
R0422,C0227,1.0
R0422,C0228,1.0
R0422,C0229,1.0
R0422,C0230,1.0
R0422,C0231,1.0
R0422,C0454,1.0
R0422,C0455,-1.0
R0422,C0587,1000.0
R0423,C0123,-1.0
R0423,C0132,-1.0
R0423,C0143,-1.0
R0423,C0153,-1.0
R0423,C0173,-1.0
R0423,C0191,-1.0
R0423,C0210,-1.0
R0423,C0232,1.0
R0423,C0233,1.0
R0423,C0234,1.0
R0423,C0235,1.0
R0423,C0236,1.0
R0423,C0237,1.0
R0423,C0238,1.0
R0423,C0239,1.0
R0423,C0240,1.0
R0423,C0241,1.0
R0423,C0242,1.0
R0423,C0243,1.0
R0423,C0244,1.0
R0423,C0454,1.0
R0423,C0456,-1.0
R0423,C0588,1000.0
R0424,C0154,-1.0
R0424,C0174,-1.0
R0424,C0192,-1.0
R0424,C0211,-1.0
R0424,C0227,-1.0
R0424,C0232,-1.0
R0424,C0245,1.0
R0424,C0246,1.0
R0424,C0247,1.0
R0424,C0248,1.0
R0424,C0249,1.0
R0424,C0250,1.0
R0424,C0251,1.0
R0424,C0252,1.0
R0424,C0454,1.0
R0424,C0457,-1.0
R0424,C0589,1000.0
R0425,C0123,-1.0
R0425,C0132,-1.0
R0425,C0143,-1.0
R0425,C0153,-1.0
R0425,C0173,-1.0
R0425,C0191,-1.0
R0425,C0210,-1.0
R0425,C0232,1.0
R0425,C0233,1.0
R0425,C0234,1.0
R0425,C0235,1.0
R0425,C0236,1.0
R0425,C0237,1.0
R0425,C0238,1.0
R0425,C0239,1.0
R0425,C0240,1.0
R0425,C0241,1.0
R0425,C0242,1.0
R0425,C0243,1.0
R0425,C0244,1.0
R0425,C0455,1.0
R0425,C0456,-1.0
R0425,C0590,1000.0
R0426,C0154,-1.0
R0426,C0174,-1.0
R0426,C0192,-1.0
R0426,C0211,-1.0
R0426,C0227,-1.0
R0426,C0232,-1.0
R0426,C0245,1.0
R0426,C0246,1.0
R0426,C0247,1.0
R0426,C0248,1.0
R0426,C0249,1.0
R0426,C0250,1.0
R0426,C0251,1.0
R0426,C0252,1.0
R0426,C0455,1.0
R0426,C0457,-1.0
R0426,C0591,1000.0
R0427,C0124,-1.0
R0427,C0133,-1.0
R0427,C0144,-1.0
R0427,C0155,-1.0
R0427,C0175,-1.0
R0427,C0193,-1.0
R0427,C0212,-1.0
R0427,C0233,-1.0
R0427,C0253,1.0
R0427,C0254,1.0
R0427,C0255,1.0
R0427,C0256,1.0
R0427,C0455,1.0
R0427,C0458,-1.0
R0427,C0592,1000.0
R0428,C0134,-1.0
R0428,C0156,-1.0
R0428,C0176,-1.0
R0428,C0194,-1.0
R0428,C0213,-1.0
R0428,C0228,-1.0
R0428,C0234,-1.0
R0428,C0245,-1.0
R0428,C0253,-1.0
R0428,C0257,1.0
R0428,C0258,1.0
R0428,C0259,1.0
R0428,C0260,1.0
R0428,C0261,1.0
R0428,C0455,1.0
R0428,C0459,-1.0
R0428,C0593,1000.0
R0429,C0157,-1.0
R0429,C0177,-1.0
R0429,C0195,-1.0
R0429,C0214,-1.0
R0429,C0235,-1.0
R0429,C0257,-1.0
R0429,C0262,1.0
R0429,C0263,1.0
R0429,C0264,1.0
R0429,C0455,1.0
R0429,C0460,-1.0
R0429,C0594,1000.0
R0430,C0158,-1.0
R0430,C0178,-1.0
R0430,C0196,-1.0
R0430,C0215,-1.0
R0430,C0236,-1.0
R0430,C0246,-1.0
R0430,C0258,-1.0
R0430,C0265,1.0
R0430,C0455,1.0
R0430,C0461,-1.0
R0430,C0595,1000.0
R0431,C0135,-1.0
R0431,C0159,-1.0
R0431,C0179,-1.0
R0431,C0197,-1.0
R0431,C0216,-1.0
R0431,C0259,-1.0
R0431,C0266,1.0
R0431,C0267,1.0
R0431,C0455,1.0
R0431,C0462,-1.0
R0431,C0596,1000.0
R0432,C0145,-1.0
R0432,C0160,-1.0
R0432,C0180,-1.0
R0432,C0198,-1.0
R0432,C0217,-1.0
R0432,C0237,-1.0
R0432,C0247,-1.0
R0432,C0268,1.0
R0432,C0269,1.0
R0432,C0277,-1.0
R0432,C0455,1.0
R0432,C0463,-1.0
R0432,C0597,1000.0
R0433,C0161,-1.0
R0433,C0181,-1.0
R0433,C0199,-1.0
R0433,C0218,-1.0
R0433,C0270,1.0
R0433,C0455,1.0
R0433,C0464,-1.0
R0433,C0598,1000.0
R0434,C0162,-1.0
R0434,C0182,-1.0
R0434,C0200,-1.0
R0434,C0219,-1.0
R0434,C0271,1.0
R0434,C0272,1.0
R0434,C0273,1.0
R0434,C0455,1.0
R0434,C0465,-1.0
R0434,C0599,1000.0
R0435,C0146,-1.0
R0435,C0163,-1.0
R0435,C0183,-1.0
R0435,C0201,-1.0
R0435,C0220,-1.0
R0435,C0238,-1.0
R0435,C0268,-1.0
R0435,C0274,1.0
R0435,C0275,1.0
R0435,C0276,1.0
R0435,C0278,-1.0
R0435,C0455,1.0
R0435,C0466,-1.0
R0435,C0600,1000.0
R0436,C0136,-1.0
R0436,C0147,-1.0
R0436,C0164,-1.0
R0436,C0184,-1.0
R0436,C0202,-1.0
R0436,C0221,-1.0
R0436,C0229,-1.0
R0436,C0239,-1.0
R0436,C0248,-1.0
R0436,C0260,-1.0
R0436,C0262,-1.0
R0436,C0277,1.0
R0436,C0278,1.0
R0436,C0279,1.0
R0436,C0280,1.0
R0436,C0281,1.0
R0436,C0282,1.0
R0436,C0283,1.0
R0436,C0455,1.0
R0436,C0467,-1.0
R0436,C0601,1000.0
R0437,C0122,-1.0
R0437,C0142,-1.0
R0437,C0152,-1.0
R0437,C0172,-1.0
R0437,C0190,-1.0
R0437,C0209,-1.0
R0437,C0227,1.0
R0437,C0228,1.0
R0437,C0229,1.0
R0437,C0230,1.0
R0437,C0231,1.0
R0437,C0455,-1.0
R0437,C0456,1.0
R0437,C0602,1000.0
R0438,C0154,-1.0
R0438,C0174,-1.0
R0438,C0192,-1.0
R0438,C0211,-1.0
R0438,C0227,-1.0
R0438,C0232,-1.0
R0438,C0245,1.0
R0438,C0246,1.0
R0438,C0247,1.0
R0438,C0248,1.0
R0438,C0249,1.0
R0438,C0250,1.0
R0438,C0251,1.0
R0438,C0252,1.0
R0438,C0456,1.0
R0438,C0457,-1.0
R0438,C0603,1000.0
R0439,C0124,-1.0
R0439,C0133,-1.0
R0439,C0144,-1.0
R0439,C0155,-1.0
R0439,C0175,-1.0
R0439,C0193,-1.0
R0439,C0212,-1.0
R0439,C0233,-1.0
R0439,C0253,1.0
R0439,C0254,1.0
R0439,C0255,1.0
R0439,C0256,1.0
R0439,C0456,1.0
R0439,C0458,-1.0
R0439,C0604,1000.0
R0440,C0134,-1.0
R0440,C0156,-1.0
R0440,C0176,-1.0
R0440,C0194,-1.0
R0440,C0213,-1.0
R0440,C0228,-1.0
R0440,C0234,-1.0
R0440,C0245,-1.0
R0440,C0253,-1.0
R0440,C0257,1.0
R0440,C0258,1.0
R0440,C0259,1.0
R0440,C0260,1.0
R0440,C0261,1.0
R0440,C0456,1.0
R0440,C0459,-1.0
R0440,C0605,1000.0
R0441,C0157,-1.0
R0441,C0177,-1.0
R0441,C0195,-1.0
R0441,C0214,-1.0
R0441,C0235,-1.0
R0441,C0257,-1.0
R0441,C0262,1.0
R0441,C0263,1.0
R0441,C0264,1.0
R0441,C0456,1.0
R0441,C0460,-1.0
R0441,C0606,1000.0
R0442,C0158,-1.0
R0442,C0178,-1.0
R0442,C0196,-1.0
R0442,C0215,-1.0
R0442,C0236,-1.0
R0442,C0246,-1.0
R0442,C0258,-1.0
R0442,C0265,1.0
R0442,C0456,1.0
R0442,C0461,-1.0
R0442,C0607,1000.0
R0443,C0135,-1.0
R0443,C0159,-1.0
R0443,C0179,-1.0
R0443,C0197,-1.0
R0443,C0216,-1.0
R0443,C0259,-1.0
R0443,C0266,1.0
R0443,C0267,1.0
R0443,C0456,1.0
R0443,C0462,-1.0
R0443,C0608,1000.0
R0444,C0145,-1.0
R0444,C0160,-1.0
R0444,C0180,-1.0
R0444,C0198,-1.0
R0444,C0217,-1.0
R0444,C0237,-1.0
R0444,C0247,-1.0
R0444,C0268,1.0
R0444,C0269,1.0
R0444,C0277,-1.0
R0444,C0456,1.0
R0444,C0463,-1.0
R0444,C0609,1000.0
R0445,C0161,-1.0
R0445,C0181,-1.0
R0445,C0199,-1.0
R0445,C0218,-1.0
R0445,C0270,1.0
R0445,C0456,1.0
R0445,C0464,-1.0
R0445,C0610,1000.0
R0446,C0162,-1.0
R0446,C0182,-1.0
R0446,C0200,-1.0
R0446,C0219,-1.0
R0446,C0271,1.0
R0446,C0272,1.0
R0446,C0273,1.0
R0446,C0456,1.0
R0446,C0465,-1.0
R0446,C0611,1000.0
R0447,C0146,-1.0
R0447,C0163,-1.0
R0447,C0183,-1.0
R0447,C0201,-1.0
R0447,C0220,-1.0
R0447,C0238,-1.0
R0447,C0268,-1.0
R0447,C0274,1.0
R0447,C0275,1.0
R0447,C0276,1.0
R0447,C0278,-1.0
R0447,C0456,1.0
R0447,C0466,-1.0
R0447,C0612,1000.0
R0448,C0136,-1.0
R0448,C0147,-1.0
R0448,C0164,-1.0
R0448,C0184,-1.0
R0448,C0202,-1.0
R0448,C0221,-1.0
R0448,C0229,-1.0
R0448,C0239,-1.0
R0448,C0248,-1.0
R0448,C0260,-1.0
R0448,C0262,-1.0
R0448,C0277,1.0
R0448,C0278,1.0
R0448,C0279,1.0
R0448,C0280,1.0
R0448,C0281,1.0
R0448,C0282,1.0
R0448,C0283,1.0
R0448,C0456,1.0
R0448,C0467,-1.0
R0448,C0613,1000.0
R0449,C0122,-1.0
R0449,C0142,-1.0
R0449,C0152,-1.0
R0449,C0172,-1.0
R0449,C0190,-1.0
R0449,C0209,-1.0
R0449,C0227,1.0
R0449,C0228,1.0
R0449,C0229,1.0
R0449,C0230,1.0
R0449,C0231,1.0
R0449,C0455,-1.0
R0449,C0457,1.0
R0449,C0614,1000.0
R0450,C0123,-1.0
R0450,C0132,-1.0
R0450,C0143,-1.0
R0450,C0153,-1.0
R0450,C0173,-1.0
R0450,C0191,-1.0
R0450,C0210,-1.0
R0450,C0232,1.0
R0450,C0233,1.0
R0450,C0234,1.0
R0450,C0235,1.0
R0450,C0236,1.0
R0450,C0237,1.0
R0450,C0238,1.0
R0450,C0239,1.0
R0450,C0240,1.0
R0450,C0241,1.0
R0450,C0242,1.0
R0450,C0243,1.0
R0450,C0244,1.0
R0450,C0456,-1.0
R0450,C0457,1.0
R0450,C0615,1000.0
R0451,C0124,-1.0
R0451,C0133,-1.0
R0451,C0144,-1.0
R0451,C0155,-1.0
R0451,C0175,-1.0
R0451,C0193,-1.0
R0451,C0212,-1.0
R0451,C0233,-1.0
R0451,C0253,1.0
R0451,C0254,1.0
R0451,C0255,1.0
R0451,C0256,1.0
R0451,C0457,1.0
R0451,C0458,-1.0
R0451,C0616,1000.0
R0452,C0134,-1.0
R0452,C0156,-1.0
R0452,C0176,-1.0
R0452,C0194,-1.0
R0452,C0213,-1.0
R0452,C0228,-1.0
R0452,C0234,-1.0
R0452,C0245,-1.0
R0452,C0253,-1.0
R0452,C0257,1.0
R0452,C0258,1.0
R0452,C0259,1.0
R0452,C0260,1.0
R0452,C0261,1.0
R0452,C0457,1.0
R0452,C0459,-1.0
R0452,C0617,1000.0
R0453,C0157,-1.0
R0453,C0177,-1.0
R0453,C0195,-1.0
R0453,C0214,-1.0
R0453,C0235,-1.0
R0453,C0257,-1.0
R0453,C0262,1.0
R0453,C0263,1.0
R0453,C0264,1.0
R0453,C0457,1.0
R0453,C0460,-1.0
R0453,C0618,1000.0
R0454,C0158,-1.0
R0454,C0178,-1.0
R0454,C0196,-1.0
R0454,C0215,-1.0
R0454,C0236,-1.0
R0454,C0246,-1.0
R0454,C0258,-1.0
R0454,C0265,1.0
R0454,C0457,1.0
R0454,C0461,-1.0
R0454,C0619,1000.0
R0455,C0135,-1.0
R0455,C0159,-1.0
R0455,C0179,-1.0
R0455,C0197,-1.0
R0455,C0216,-1.0
R0455,C0259,-1.0
R0455,C0266,1.0
R0455,C0267,1.0
R0455,C0457,1.0
R0455,C0462,-1.0
R0455,C0620,1000.0
R0456,C0145,-1.0
R0456,C0160,-1.0
R0456,C0180,-1.0
R0456,C0198,-1.0
R0456,C0217,-1.0
R0456,C0237,-1.0
R0456,C0247,-1.0
R0456,C0268,1.0
R0456,C0269,1.0
R0456,C0277,-1.0
R0456,C0457,1.0
R0456,C0463,-1.0
R0456,C0621,1000.0
R0457,C0161,-1.0
R0457,C0181,-1.0
R0457,C0199,-1.0
R0457,C0218,-1.0
R0457,C0270,1.0
R0457,C0457,1.0
R0457,C0464,-1.0
R0457,C0622,1000.0
R0458,C0162,-1.0
R0458,C0182,-1.0
R0458,C0200,-1.0
R0458,C0219,-1.0
R0458,C0271,1.0
R0458,C0272,1.0
R0458,C0273,1.0
R0458,C0457,1.0
R0458,C0465,-1.0
R0458,C0623,1000.0
R0459,C0146,-1.0
R0459,C0163,-1.0
R0459,C0183,-1.0
R0459,C0201,-1.0
R0459,C0220,-1.0
R0459,C0238,-1.0
R0459,C0268,-1.0
R0459,C0274,1.0
R0459,C0275,1.0
R0459,C0276,1.0
R0459,C0278,-1.0
R0459,C0457,1.0
R0459,C0466,-1.0
R0459,C0624,1000.0
R0460,C0136,-1.0
R0460,C0147,-1.0
R0460,C0164,-1.0
R0460,C0184,-1.0
R0460,C0202,-1.0
R0460,C0221,-1.0
R0460,C0229,-1.0
R0460,C0239,-1.0
R0460,C0248,-1.0
R0460,C0260,-1.0
R0460,C0262,-1.0
R0460,C0277,1.0
R0460,C0278,1.0
R0460,C0279,1.0
R0460,C0280,1.0
R0460,C0281,1.0
R0460,C0282,1.0
R0460,C0283,1.0
R0460,C0457,1.0
R0460,C0467,-1.0
R0460,C0625,1000.0
R0461,C0134,-1.0
R0461,C0156,-1.0
R0461,C0176,-1.0
R0461,C0194,-1.0
R0461,C0213,-1.0
R0461,C0228,-1.0
R0461,C0234,-1.0
R0461,C0245,-1.0
R0461,C0253,-1.0
R0461,C0257,1.0
R0461,C0258,1.0
R0461,C0259,1.0
R0461,C0260,1.0
R0461,C0261,1.0
R0461,C0458,1.0
R0461,C0459,-1.0
R0461,C0626,1000.0
R0462,C0157,-1.0
R0462,C0177,-1.0
R0462,C0195,-1.0
R0462,C0214,-1.0
R0462,C0235,-1.0
R0462,C0257,-1.0
R0462,C0262,1.0
R0462,C0263,1.0
R0462,C0264,1.0
R0462,C0458,1.0
R0462,C0460,-1.0
R0462,C0627,1000.0
R0463,C0158,-1.0
R0463,C0178,-1.0
R0463,C0196,-1.0
R0463,C0215,-1.0
R0463,C0236,-1.0
R0463,C0246,-1.0
R0463,C0258,-1.0
R0463,C0265,1.0
R0463,C0458,1.0
R0463,C0461,-1.0
R0463,C0628,1000.0
R0464,C0135,-1.0
R0464,C0159,-1.0
R0464,C0179,-1.0
R0464,C0197,-1.0
R0464,C0216,-1.0
